期間,合計-計_原始值,合計-計_年增率(%),合計-購置不動產_原始值,合計-購置不動產_年增率(%),合計-購置動產_原始值,合計-購置動產_年增率(%),合計-企業投資_原始值,合計-企業投資_年增率(%),合計-週轉金_原始值,合計-週轉金_年增率(%),公、民營企業-小計-計_原始值,公、民營企業-小計-計_年增率(%),公、民營企業-小計-購置不動產_原始值,公、民營企業-小計-購置不動產_年增率(%),公、民營企業-小計-購置動產_原始值,公、民營企業-小計-購置動產_年增率(%),公、民營企業-小計-企業投資_原始值,公、民營企業-小計-企業投資_年增率(%),公、民營企業-小計-週轉金_原始值,公、民營企業-小計-週轉金_年增率(%),公、民營企業-農林漁牧業-計_原始值,公、民營企業-農林漁牧業-計_年增率(%),公、民營企業-農林漁牧業-購置不動產_原始值,公、民營企業-農林漁牧業-購置不動產_年增率(%),公、民營企業-農林漁牧業-購置動產_原始值,公、民營企業-農林漁牧業-購置動產_年增率(%),公、民營企業-農林漁牧業-企業投資_原始值,公、民營企業-農林漁牧業-企業投資_年增率(%),公、民營企業-農林漁牧業-週轉金_原始值,公、民營企業-農林漁牧業-週轉金_年增率(%),公、民營企業-礦業及土石採取業-計_原始值,公、民營企業-礦業及土石採取業-計_年增率(%),公、民營企業-礦業及土石採取業-購置不動產_原始值,公、民營企業-礦業及土石採取業-購置不動產_年增率(%),公、民營企業-礦業及土石採取業-購置動產_原始值,公、民營企業-礦業及土石採取業-購置動產_年增率(%),公、民營企業-礦業及土石採取業-企業投資_原始值,公、民營企業-礦業及土石採取業-企業投資_年增率(%),公、民營企業-礦業及土石採取業-週轉金_原始值,公、民營企業-礦業及土石採取業-週轉金_年增率(%),公、民營企業-製造業-計_原始值,公、民營企業-製造業-計_年增率(%),公、民營企業-製造業-購置不動產_原始值,公、民營企業-製造業-購置不動產_年增率(%),公、民營企業-製造業-購置動產_原始值,公、民營企業-製造業-購置動產_年增率(%),公、民營企業-製造業-企業投資_原始值,公、民營企業-製造業-企業投資_年增率(%),公、民營企業-製造業-週轉金_原始值,公、民營企業-製造業-週轉金_年增率(%),公、民營企業-水電燃氣及污染整治業-計_原始值,公、民營企業-水電燃氣及污染整治業-計_年增率(%),公、民營企業-水電燃氣及污染整治業-購置不動產_原始值,公、民營企業-水電燃氣及污染整治業-購置不動產_年增率(%),公、民營企業-水電燃氣及污染整治業-購置動產_原始值,公、民營企業-水電燃氣及污染整治業-購置動產_年增率(%),公、民營企業-水電燃氣及污染整治業-企業投資_原始值,公、民營企業-水電燃氣及污染整治業-企業投資_年增率(%),公、民營企業-水電燃氣及污染整治業-週轉金_原始值,公、民營企業-水電燃氣及污染整治業-週轉金_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-計_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-計_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置不動產_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置不動產_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置動產_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置動產_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-企業投資_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-企業投資_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-週轉金_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-週轉金_年增率(%),公、民營企業-營造業-計_原始值,公、民營企業-營造業-計_年增率(%),公、民營企業-營造業-購置不動產_原始值,公、民營企業-營造業-購置不動產_年增率(%),公、民營企業-營造業-購置動產_原始值,公、民營企業-營造業-購置動產_年增率(%),公、民營企業-營造業-企業投資_原始值,公、民營企業-營造業-企業投資_年增率(%),公、民營企業-營造業-週轉金_原始值,公、民營企業-營造業-週轉金_年增率(%),公、民營企業-批發及零售業-計_原始值,公、民營企業-批發及零售業-計_年增率(%),公、民營企業-批發及零售業-購置不動產_原始值,公、民營企業-批發及零售業-購置不動產_年增率(%),公、民營企業-批發及零售業-購置動產_原始值,公、民營企業-批發及零售業-購置動產_年增率(%),公、民營企業-批發及零售業-企業投資_原始值,公、民營企業-批發及零售業-企業投資_年增率(%),公、民營企業-批發及零售業-週轉金_原始值,公、民營企業-批發及零售業-週轉金_年增率(%),公、民營企業-住宿及餐飲業-計_原始值,公、民營企業-住宿及餐飲業-計_年增率(%),公、民營企業-住宿及餐飲業-購置不動產_原始值,公、民營企業-住宿及餐飲業-購置不動產_年增率(%),公、民營企業-住宿及餐飲業-購置動產_原始值,公、民營企業-住宿及餐飲業-購置動產_年增率(%),公、民營企業-住宿及餐飲業-企業投資_原始值,公、民營企業-住宿及餐飲業-企業投資_年增率(%),公、民營企業-住宿及餐飲業-週轉金_原始值,公、民營企業-住宿及餐飲業-週轉金_年增率(%),公、民營企業-運輸及倉儲業-計_原始值,公、民營企業-運輸及倉儲業-計_年增率(%),公、民營企業-運輸及倉儲業-購置不動產_原始值,公、民營企業-運輸及倉儲業-購置不動產_年增率(%),公、民營企業-運輸及倉儲業-購置動產_原始值,公、民營企業-運輸及倉儲業-購置動產_年增率(%),公、民營企業-運輸及倉儲業-企業投資_原始值,公、民營企業-運輸及倉儲業-企業投資_年增率(%),公、民營企業-運輸及倉儲業-週轉金_原始值,公、民營企業-運輸及倉儲業-週轉金_年增率(%),公、民營企業-資訊及通訊傳播業-計_原始值,公、民營企業-資訊及通訊傳播業-計_年增率(%),公、民營企業-資訊及通訊傳播業-購置不動產_原始值,公、民營企業-資訊及通訊傳播業-購置不動產_年增率(%),公、民營企業-資訊及通訊傳播業-購置動產_原始值,公、民營企業-資訊及通訊傳播業-購置動產_年增率(%),公、民營企業-資訊及通訊傳播業-企業投資_原始值,公、民營企業-資訊及通訊傳播業-企業投資_年增率(%),公、民營企業-資訊及通訊傳播業-週轉金_原始值,公、民營企業-資訊及通訊傳播業-週轉金_年增率(%),公、民營企業-金融及保險業-計_原始值,公、民營企業-金融及保險業-計_年增率(%),公、民營企業-金融及保險業-購置不動產_原始值,公、民營企業-金融及保險業-購置不動產_年增率(%),公、民營企業-金融及保險業-購置動產_原始值,公、民營企業-金融及保險業-購置動產_年增率(%),公、民營企業-金融及保險業-企業投資_原始值,公、民營企業-金融及保險業-企業投資_年增率(%),公、民營企業-金融及保險業-週轉金_原始值,公、民營企業-金融及保險業-週轉金_年增率(%),公、民營企業-不動產業-計_原始值,公、民營企業-不動產業-計_年增率(%),公、民營企業-不動產業-購置不動產_原始值,公、民營企業-不動產業-購置不動產_年增率(%),公、民營企業-不動產業-購置動產_原始值,公、民營企業-不動產業-購置動產_年增率(%),公、民營企業-不動產業-企業投資_原始值,公、民營企業-不動產業-企業投資_年增率(%),公、民營企業-不動產業-週轉金_原始值,公、民營企業-不動產業-週轉金_年增率(%),公、民營企業-服務業-計_原始值,公、民營企業-服務業-計_年增率(%),公、民營企業-服務業-購置不動產_原始值,公、民營企業-服務業-購置不動產_年增率(%),公、民營企業-服務業-購置動產_原始值,公、民營企業-服務業-購置動產_年增率(%),公、民營企業-服務業-企業投資_原始值,公、民營企業-服務業-企業投資_年增率(%),公、民營企業-服務業-週轉金_原始值,公、民營企業-服務業-週轉金_年增率(%),政府機關-計_原始值,政府機關-計_年增率(%),政府機關-購置不動產_原始值,政府機關-購置不動產_年增率(%),政府機關-購置動產_原始值,政府機關-購置動產_年增率(%),政府機關-企業投資_原始值,政府機關-企業投資_年增率(%),政府機關-週轉金_原始值,政府機關-週轉金_年增率(%),社會保險、退休基金及非營利團體-計_原始值,社會保險、退休基金及非營利團體-計_年增率(%),社會保險、退休基金及非營利團體-購置不動產_原始值,社會保險、退休基金及非營利團體-購置不動產_年增率(%),社會保險、退休基金及非營利團體-購置動產_原始值,社會保險、退休基金及非營利團體-購置動產_年增率(%),社會保險、退休基金及非營利團體-企業投資_原始值,社會保險、退休基金及非營利團體-企業投資_年增率(%),社會保險、退休基金及非營利團體-週轉金_原始值,社會保險、退休基金及非營利團體-週轉金_年增率(%),個人-計_原始值,個人-計_年增率(%),個人-購置不動產_原始值,個人-購置不動產_年增率(%),個人-購置動產_原始值,個人-購置動產_年增率(%),個人-企業投資_原始值,個人-企業投資_年增率(%),個人-週轉金_原始值,個人-週轉金_年增率(%)
2005M12,"16,098,378",8.32,"5,728,363",13.01,"1,009,279",-1.21,"307,982",21.87,"9,052,754",6.26,"6,590,616",9.83,"886,229",14.96,"713,823",9.84,"283,092",22.90,"4,707,472",8.23,"20,620",6.41,"1,568",13.54,"1,605",-18.45,945,8.12,"16,502",8.90,"6,694",-1.41,645,-5.43,296,51.79,185,-14.75,"5,568",-2.25,"2,911,533",7.43,"317,900",3.86,"427,923",6.61,"83,633",36.62,"2,082,077",7.24,"346,171",28.28,"20,828",-13.54,"128,484",40.25,"17,714",-14.57,"179,145",34.27,-,-,-,-,-,-,-,-,-,-,"407,429",4.56,"71,565",12.45,"4,558",9.91,"10,325",2.61,"320,981",2.95,"930,152",5.40,"122,370",7.77,"26,484",-7.94,"12,862",22.76,"768,436",5.31,"70,515",12.44,"24,541",18.39,"2,395",41.46,"6,573",5.32,"37,006",8.68,"560,134",9.15,"57,308",5.30,"91,381",11.55,"112,956",33.57,"298,489",2.13,-,-,-,-,-,-,-,-,-,-,"535,357",22.82,"9,119",33.22,"13,272",6.94,"13,267",3.54,"499,699",23.75,"446,559",19.97,"200,339",59.30,"1,556",41.33,"15,353",29.08,"229,311",-1.79,"355,452",5.09,"60,046",11.78,"15,869",-35.75,"9,279",-17.51,"270,258",8.73,"1,782,204",-7.05,"141,395",-11.44,"78,832",-49.27,"2,750",272.12,"1,559,227",-2.65,"129,510",-6.82,"12,601",-28.23,"3,092",-16.75,"1,133",172.36,"112,684",-3.94,"7,596,048",11.61,"4,688,138",13.77,"213,532",0.41,"21,007",-0.98,"2,673,371",9.07
2006M01,"16,173,181",8.79,"5,789,297",12.73,"1,009,929",-1.18,"283,879",13.78,"9,090,076",7.47,"6,538,397",10.51,"905,093",15.38,"717,147",11.33,"258,246",13.34,"4,657,911",9.34,"20,181",1.68,"1,424",12.57,"1,580",-20.40,940,3.75,"16,237",3.48,"6,630",2.22,638,1.75,291,50.78,183,-15.28,"5,518",1.25,"2,892,609",7.49,"321,622",5.91,"427,755",7.07,"73,082",21.16,"2,070,150",7.39,"355,541",27.77,"20,653",-12.58,"128,260",40.32,"17,459",-15.20,"189,169",32.62,-,-,-,-,-,-,-,-,-,-,"399,432",3.17,"71,119",8.83,"4,587",10.93,"9,310",-4.36,"314,416",2.11,"933,025",6.98,"124,699",9.92,"26,217",-7.99,"13,114",21.96,"768,995",6.88,"70,244",12.99,"24,912",21.92,"2,401",50.72,"6,194",-0.19,"36,737",8.24,"563,409",11.01,"67,300",24.10,"95,958",19.44,"102,121",20.95,"298,030",3.29,-,-,-,-,-,-,-,-,-,-,"489,870",24.59,"9,110",29.53,"12,701",12.47,"11,337",-11.06,"456,722",26.12,"450,069",22.99,"202,850",42.55,"1,536",34.62,"15,469",29.83,"230,214",9.33,"357,387",7.41,"60,766",15.85,"15,861",-34.19,"9,037",-9.97,"271,723",10.39,"1,894,509",-2.58,"140,298",-10.75,"77,325",-50.27,"3,350",356.40,"1,673,536",2.60,"130,282",-9.40,"13,129",-22.81,"3,019",-17.15,"1,121",166.27,"113,013",-7.91,"7,609,993",10.92,"4,730,777",13.25,"212,438",-2.84,"21,162",3.26,"2,645,616",8.23
2006M02,"16,174,133",8.45,"5,789,428",12.21,"1,001,027",-2.13,"285,078",14.41,"9,098,600",7.27,"6,545,514",10.82,"900,630",13.70,"715,224",10.75,"259,316",13.98,"4,670,344",10.12,"19,747",0.59,"1,363",6.90,"1,518",-19.94,939,4.33,"15,927",2.36,"6,502",-0.90,610,-2.40,282,37.56,196,-9.26,"5,414",-1.83,"2,888,420",7.57,"319,536",5.30,"430,283",8.62,"70,835",17.32,"2,067,766",7.40,"355,919",25.61,"21,424",-8.67,"125,587",25.67,"17,840",-7.00,"191,068",35.73,-,-,-,-,-,-,-,-,-,-,"400,545",4.92,"70,895",9.71,"4,437",3.26,"9,627",2.19,"315,586",4.01,"933,626",6.80,"122,975",7.44,"25,392",-11.49,"13,052",22.67,"772,207",7.19,"72,122",16.87,"24,748",21.86,"2,406",50.47,"6,093",-2.28,"38,875",15.82,"567,116",12.76,"68,413",24.65,"96,471",22.94,"105,039",23.39,"297,193",4.47,-,-,-,-,-,-,-,-,-,-,"495,839",27.27,"8,798",23.07,"11,756",16.41,"10,858",-11.17,"464,427",28.96,"451,144",22.20,"202,067",35.72,"1,767",56.93,"15,696",28.12,"231,614",11.94,"354,534",6.66,"59,801",12.90,"15,325",-34.37,"9,141",-16.37,"270,267",10.25,"1,929,915",-2.97,"138,821",-11.82,"77,318",-50.27,"3,350",363.35,"1,710,426",2.09,"111,683",-7.86,"13,612",-20.02,"3,021",-17.37,"1,156",175.24,"93,894",-6.21,"7,587,021",10.01,"4,736,365",12.96,"205,464",-5.71,"21,256",3.58,"2,623,936",6.44
2006M03,"16,146,052",6.71,"5,823,086",11.19,"985,550",-5.92,"288,728",14.15,"9,048,688",5.31,"6,538,430",9.12,"900,943",11.68,"716,101",6.03,"261,937",13.36,"4,659,449",8.90,"19,656",-0.64,"1,387",8.53,"1,515",-17.80,909,0.44,"15,845",0.56,"7,073",9.56,573,-6.68,299,39.72,205,-4.65,"5,996",10.77,"2,874,471",5.77,"319,538",3.08,"432,887",2.13,"70,773",8.30,"2,051,273",6.92,"357,349",28.60,"21,146",-8.67,"124,509",28.13,"17,628",-6.10,"194,066",39.84,-,-,-,-,-,-,-,-,-,-,"401,269",2.83,"68,870",3.40,"4,462",4.50,"9,144",-6.54,"318,793",2.98,"924,068",5.41,"122,648",6.06,"25,364",-6.24,"13,211",16.06,"762,845",5.57,"72,516",14.90,"24,978",19.11,"2,391",37.02,"6,022",-3.31,"39,125",14.51,"590,759",15.38,"68,433",25.15,"96,833",17.87,"104,956",24.64,"320,537",10.15,-,-,-,-,-,-,-,-,-,-,"465,743",14.16,"8,460",13.99,"11,109",-11.97,"13,588",16.76,"432,586",14.96,"455,911",22.04,"204,758",35.27,"1,741",55.45,"15,807",31.27,"233,605",11.75,"369,615",6.70,"60,152",9.33,"14,991",-35.83,"9,694",-8.13,"284,778",10.60,"1,923,647",-4.99,"132,589",-17.73,"67,007",-55.01,"4,210",494.63,"1,719,841",0.35,"110,833",-8.60,"13,455",-19.34,"2,920",-18.25,"1,132",177.45,"93,326",-7.23,"7,573,142",8.30,"4,776,099",12.31,"199,522",-9.17,"21,449",3.36,"2,576,072",3.05
2006M04,"16,157,925",6.94,"5,868,133",11.40,"971,353",-7.57,"290,525",15.44,"9,027,914",5.73,"6,555,811",10.05,"907,017",11.76,"707,094",3.93,"262,584",14.74,"4,679,116",10.46,"20,070",0.14,"1,394",4.81,"1,542",-23.28,893,-0.67,"16,241",2.77,"7,148",9.33,603,-18.18,297,-27.21,208,-2.80,"6,040",16.62,"2,869,553",6.38,"319,236",3.04,"428,684",1.12,"70,598",8.83,"2,051,035",8.02,"363,787",29.61,"21,008",-9.01,"124,152",27.96,"17,488",-6.25,"201,139",41.74,-,-,-,-,-,-,-,-,-,-,"404,682",3.49,"71,560",7.67,"4,505",6.83,"8,946",-11.74,"319,671",3.05,"930,503",6.29,"122,245",5.86,"25,410",-6.25,"13,156",17.18,"769,692",6.66,"71,929",14.14,"24,603",17.64,"2,399",38.11,"5,969",-3.87,"38,958",14.06,"596,635",15.63,"68,890",25.51,"94,371",7.74,"106,754",26.77,"326,620",12.90,-,-,-,-,-,-,-,-,-,-,"472,219",20.45,"8,518",14.72,"9,829",-20.05,"13,525",20.73,"440,347",21.93,"459,464",22.58,"207,697",32.87,"1,802",70.48,"15,707",31.53,"234,258",14.00,"359,821",5.85,"61,263",11.17,"14,103",-38.58,"9,340",0.71,"275,115",8.92,"1,921,483",-2.24,"134,457",-3.39,"66,990",-54.27,"5,400",126.51,"1,714,636",2.22,"114,925",-5.96,"13,123",-21.49,"2,903",-19.83,"1,124",178.22,"97,775",-3.63,"7,565,706",7.10,"4,813,536",11.94,"194,366",-11.81,"21,417",6.90,"2,536,387",0.51
2006M05,"16,258,311",6.38,"5,911,094",10.86,"936,271",-9.69,"300,078",18.85,"9,110,868",5.18,"6,695,641",10.66,"918,264",10.89,"699,419",0.85,"270,724",18.29,"4,807,234",11.79,"21,085",3.64,"1,794",29.06,"1,530",-20.27,855,-3.93,"16,906",4.71,"7,237",13.54,602,-19.30,292,-27.54,236,10.28,"6,107",21.87,"2,929,740",6.79,"318,500",2.77,"421,242",-0.87,"68,765",5.43,"2,121,233",9.15,"363,936",22.57,"20,916",-9.31,"124,027",18.36,"17,323",-6.95,"201,670",34.04,-,-,-,-,-,-,-,-,-,-,"408,024",2.95,"69,824",1.75,"4,525",8.36,"8,793",-12.82,"324,882",3.65,"967,343",9.25,"125,765",7.10,"23,746",-13.73,"21,553",118.61,"796,279",8.98,"73,945",13.57,"24,765",15.64,"2,382",-11.32,"5,594",-11.02,"41,204",18.66,"604,633",13.92,"70,428",20.11,"94,830",1.50,"108,696",23.89,"330,679",13.65,-,-,-,-,-,-,-,-,-,-,"498,467",30.73,"9,016",18.34,"11,032",0.99,"14,631",27.79,"463,788",32.02,"465,123",21.61,"214,331",31.38,"1,835",69.28,"14,361",29.88,"234,596",13.22,"356,108",4.09,"62,323",11.05,"13,978",-35.32,"9,917",33.11,"269,890",5.04,"1,851,421",-4.82,"135,167",-2.89,"43,665",-63.03,"5,040",59.04,"1,667,549",-1.02,"125,955",-5.43,"13,135",-22.55,"2,900",-13.51,"1,186",197.24,"108,734",-3.32,"7,585,294",6.02,"4,844,528",11.42,"190,287",-14.18,"23,128",15.32,"2,527,351",-1.47
2006M06,"16,280,713",5.45,"5,985,410",10.83,"943,915",-8.89,"304,213",20.52,"9,047,175",3.39,"6,822,918",10.39,"936,236",12.00,"728,918",3.57,"271,795",18.70,"4,885,969",10.75,"21,287",3.88,"2,012",45.48,"1,584",-17.02,867,-4.83,"16,824",3.28,"7,741",18.58,620,-11.81,272,-13.65,239,38.15,"6,610",23.85,"2,990,246",8.03,"324,955",3.90,"421,894",-1.54,"68,704",3.81,"2,174,693",10.93,"378,473",21.96,"20,554",-10.64,"132,587",17.17,"17,266",-6.38,"208,066",33.61,-,-,-,-,-,-,-,-,-,-,"418,132",3.87,"71,093",1.92,"4,633",9.01,"8,533",-17.53,"333,873",4.93,"981,585",7.86,"126,634",6.81,"25,437",-7.81,"14,947",55.47,"814,567",8.00,"74,776",13.85,"25,000",17.78,"2,441",-8.51,"5,622",-10.93,"41,713",17.59,"610,890",13.44,"70,649",20.60,"110,236",21.06,"109,758",25.21,"320,247",6.31,-,-,-,-,-,-,-,-,-,-,"490,829",15.41,"9,435",23.45,"10,636",-10.19,"20,933",85.87,"449,825",14.01,"477,061",23.13,"219,989",32.74,"1,912",77.20,"14,776",39.15,"240,384",14.45,"371,898",7.54,"65,295",15.33,"17,286",-19.43,"10,150",36.11,"279,167",7.25,"1,714,292",-8.97,"134,196",-4.80,"24,727",-76.60,"7,340",135.79,"1,548,029",-5.24,"129,869",0.79,"13,245",-17.62,"2,866",-7.01,"1,174",196.46,"112,584",3.01,"7,613,634",5.06,"4,901,733",11.21,"187,404",-16.16,"23,904",19.95,"2,500,593",-3.67
2006M07,"16,169,536",4.74,"6,048,468",10.96,"947,498",-8.76,"314,359",18.57,"8,859,211",2.02,"6,785,159",10.25,"943,746",11.29,"737,901",4.26,"277,662",17.80,"4,825,850",10.62,"20,796",5.04,"1,772",43.37,"1,630",-9.94,852,-4.91,"16,542",4.33,"7,209",8.32,627,-15.04,265,-15.34,95,-45.40,"6,222",14.59,"2,969,435",7.77,"326,386",4.39,"423,173",-0.82,"65,903",-4.10,"2,153,973",10.61,"387,499",21.71,"18,141",-20.24,"136,960",10.88,"18,207",0.45,"214,191",39.09,-,-,-,-,-,-,-,-,-,-,"416,410",4.48,"71,149",0.56,"4,839",15.00,"9,745",-8.96,"330,677",5.69,"965,120",6.63,"126,779",6.76,"26,187",-4.47,"13,462",25.71,"798,692",6.74,"74,770",13.69,"25,314",16.84,"2,437",8.79,"4,835",-19.54,"42,184",17.66,"616,068",15.56,"71,384",17.50,"113,375",27.58,"112,409",23.79,"318,900",8.95,-,-,-,-,-,-,-,-,-,-,"453,473",8.91,"9,493",32.55,"10,204",-14.67,"19,915",73.43,"413,861",7.28,"484,107",23.89,"226,838",32.25,"1,875",74.42,"15,371",48.68,"240,023",15.50,"390,272",13.37,"65,863",9.70,"16,956",-13.93,"16,868",117.85,"290,585",13.17,"1,636,859",-11.81,"144,272",0.69,"24,722",-76.60,"11,640",43.19,"1,456,225",-8.92,"123,400",-1.93,"13,785",3.94,"2,831",-12.68,"1,082",120.82,"105,702",-2.88,"7,624,118",4.41,"4,946,665",11.25,"182,044",-17.92,"23,975",15.35,"2,471,434",-5.43
2006M08,"16,169,445",4.33,"6,111,422",10.70,"961,244",-6.79,"318,664",20.04,"8,778,115",1.12,"6,881,759",10.73,"968,423",12.12,"756,499",7.65,"281,268",16.59,"4,875,569",10.62,"20,202",2.27,"1,871",53.49,"1,560",-15.77,821,-9.58,"15,950",1.11,"7,639",18.14,731,2.96,286,-5.92,93,-49.46,"6,529",23.94,"3,042,227",8.93,"339,328",7.40,"441,975",3.81,"68,208",-5.56,"2,192,716",10.81,"381,815",16.66,"19,097",-14.70,"136,344",14.26,"17,735",-1.25,"208,639",24.47,-,-,-,-,-,-,-,-,-,-,"407,992",3.50,"68,894",-2.32,"3,561",-18.01,"10,129",-2.31,"325,408",5.33,"963,738",5.79,"128,093",6.67,"27,565",1.12,"13,056",19.77,"795,024",5.62,"75,119",13.19,"24,828",8.55,"2,517",10.25,"4,970",-18.40,"42,804",21.88,"617,643",15.46,"71,941",18.55,"113,152",27.09,"113,511",25.26,"319,039",8.29,-,-,-,-,-,-,-,-,-,-,"469,894",15.02,"9,372",1.68,"10,101",-25.63,"19,842",47.51,"430,579",15.66,"503,049",21.77,"238,723",32.60,"1,880",68.61,"15,044",46.60,"247,402",11.59,"392,441",15.20,"65,545",9.16,"17,558",-1.81,"17,859",115.40,"291,479",14.56,"1,562,997",-14.45,"142,203",-0.69,"23,805",-77.46,"12,090",289.50,"1,384,899",-12.07,"103,468",-1.73,"13,563",5.61,"2,604",-20.15,"1,036",112.73,"86,265",-2.74,"7,621,221",3.68,"4,987,233",10.81,"178,336",-18.78,"24,270",17.75,"2,431,382",-6.84
2006M09,"16,257,758",3.60,"6,165,799",10.96,"952,041",-6.11,"338,199",20.56,"8,801,719",-0.45,"7,016,495",10.26,"984,044",12.89,"769,628",9.89,"301,552",16.94,"4,961,271",9.43,"20,266",0.73,"2,024",66.17,"1,561",-13.42,799,-12.10,"15,882",-1.90,"7,615",16.74,"1,035",52.21,280,-9.68,102,-45.45,"6,198",15.94,"3,124,059",10.50,"346,032",8.92,"452,490",5.83,"82,945",9.69,"2,242,592",11.78,"371,245",11.44,"17,012",-23.75,"136,199",17.88,"17,743",-3.96,"200,291",13.28,-,-,-,-,-,-,-,-,-,-,"401,860",0.51,"64,544",-9.98,"3,569",-22.98,"10,497",-1.37,"323,250",3.33,"963,818",4.44,"128,685",6.92,"26,247",-1.96,"12,841",2.07,"796,045",4.31,"75,927",13.29,"24,638",5.51,"2,515",5.89,"4,997",-17.50,"43,777",24.24,"630,629",17.89,"72,076",17.64,"112,314",26.70,"114,929",17.14,"331,310",15.48,-,-,-,-,-,-,-,-,-,-,"497,626",1.28,"8,872",-2.27,"12,382",-6.66,"20,420",54.94,"455,952",0.03,"523,803",25.95,"254,465",38.67,"2,867",128.08,"14,506",10.95,"251,965",15.56,"399,647",15.92,"64,661",6.86,"19,204",5.46,"21,773",141.09,"294,009",14.39,"1,507,952",-16.58,"142,842",-1.23,"7,619",-91.63,"12,290","1,268.60","1,345,201",-14.38,"117,474",3.74,"16,060",24.27,"2,692",-16.19,"1,061",-5.35,"97,661",1.75,"7,615,837",2.80,"5,022,853",10.94,"172,102",-21.58,"23,296",12.93,"2,397,586",-9.22
2006M10,"16,258,424",4.01,"6,214,092",10.79,"928,900",-8.22,"347,328",22.29,"8,768,104",0.47,"7,034,142",10.98,"998,846",14.67,"762,598",8.60,"309,345",18.51,"4,963,353",10.21,"19,544",-3.55,"1,978",63.61,"1,375",-23.18,772,-13.26,"15,419",-5.84,"7,462",15.82,"1,048",56.65,250,-16.94,101,-55.90,"6,063",15.62,"3,135,498",10.51,"351,520",11.33,"445,056",3.90,"84,856",11.26,"2,254,066",11.75,"372,400",12.24,"22,282",4.66,"134,218",13.69,"14,134",-20.25,"201,766",15.47,-,-,-,-,-,-,-,-,-,-,"407,507",0.53,"65,078",-10.30,"3,438",-25.34,"10,477",-1.46,"328,514",3.44,"967,705",4.64,"126,710",6.44,"27,803",2.33,"13,352",11.92,"799,840",4.33,"76,890",14.02,"24,509",3.51,"2,447",1.92,"5,024",-16.61,"44,910",27.11,"636,040",18.56,"72,191",14.80,"113,457",29.83,"121,598",21.26,"328,794",15.00,-,-,-,-,-,-,-,-,-,-,"473,523",6.95,"9,487",5.10,"11,756",-11.98,"20,307",50.67,"431,973",6.16,"529,655",25.27,"260,052",39.26,"3,098",136.13,"16,089",9.40,"250,416",13.80,"407,918",19.12,"63,991",9.97,"19,700",12.80,"22,635",154.70,"301,592",16.94,"1,476,672",-14.16,"140,682",-2.14,"2,044",-97.72,"12,290","1,277.80","1,321,656",-11.06,"124,163",9.53,"13,638",6.89,"2,644",-14.79,"3,036",177.01,"104,845",8.76,"7,623,447",2.19,"5,060,926",10.47,"161,614",-25.56,"22,657",7.95,"2,378,250",-9.94
2006M11,"16,314,402",3.40,"6,277,415",10.85,"927,299",-9.17,"340,765",18.15,"8,768,923",-0.43,"7,037,120",9.93,"1,012,958",15.66,"763,811",6.89,"306,219",16.29,"4,954,132",8.94,"18,888",-6.94,"1,959",42.99,"1,328",-21.93,536,-39.91,"15,065",-7.77,"7,817",18.69,"1,087",65.20,321,4.56,101,-53.88,"6,308",16.77,"3,120,363",9.73,"355,846",13.14,"441,809",3.04,"83,811",8.54,"2,238,897",10.66,"367,313",8.41,"22,334",5.49,"134,186",3.66,"14,141",-20.29,"196,652",15.36,-,-,-,-,-,-,-,-,-,-,"403,418",-1.25,"63,023",-13.70,"3,630",-20.78,"9,176",-12.47,"327,589",2.24,"964,818",3.99,"126,610",6.22,"34,037",26.31,"14,615",22.75,"789,556",2.58,"76,421",12.76,"25,279",5.98,"2,608",11.79,"4,998",-16.84,"43,536",22.36,"636,993",16.87,"72,179",12.15,"110,567",23.32,"122,121",20.01,"332,126",14.82,-,-,-,-,-,-,-,-,-,-,"491,660",6.59,"10,103",9.90,"11,902",-3.97,"18,865",45.24,"450,790",5.65,"547,172",25.76,"270,811",42.41,"3,485",153.82,"15,665",3.58,"257,211",12.59,"402,257",16.06,"63,727",9.30,"19,938",16.73,"22,190",146.99,"296,402",13.04,"1,503,026",-13.76,"135,504",-4.61,"2,042",-97.69,"9,990",195.04,"1,355,490",-10.17,"113,579",-6.88,"13,671",6.03,"2,527",-17.58,"3,043",177.65,"94,338",-10.08,"7,660,677",1.97,"5,115,282",10.43,"158,919",-26.01,"21,513",4.34,"2,364,963",-10.58
