期間,經常帳,A. 商品,貸方,一般商品：出口 f.o.b,加工處理的商品：出口 f.o.b.,修理的商品,港口商品,非貨幣性黃金,借方,一般商品：進口 f.o.b.,加工處理的商品：進口 f.o.b.,修理的商品,港口商品,非貨幣性黃金,B. 服務,貸方總計,借方總計,"運輸, 貸方",客運,貨運,其他,"海運, 客運","海運, 貨運","海運, 其他","空運, 客運","空運, 貨運","空運, 其他","其他運輸, 客運","其他運輸, 貨運","其他運輸, 其他","運輸, 借方",客運,貨運,其他,"海運, 客運","海運, 貨運","海運, 其他","空運, 客運","空運, 貨運","空運, 其他","其他運輸, 客運","其他運輸, 貨運","其他運輸, 其他","旅行, 貸方",商務,個人,"旅行, 借方",商務,個人,"其他服務, 貸方",通訊,營建,保險,金融,電腦與資訊,專利權、商標等使用費,其他事務服務,個人、文化與休閒服務,不包括在其他項目的政府服務,"其他服務, 借方",通訊,營建,保險,金融,電腦與資訊,專利權、商標等使用費,其他事務服務,個人、文化與休閒服務,不包括在其他項目的政府服務,C. 所得,貸方總計,借方總計,"薪資, 貸方","薪資, 借方","投資所得, 貸方",直接投資,股利及已分配分支機構利潤,盈餘轉增資及未分配分支機構利潤,債權所得(利息),證券投資,股權所得(股利,債券與票券,貨幣市場工具,其他投資,"投資所得, 借方",直接投資,股利及已分配分支機構利潤,盈餘轉增資及未分配分支機構利潤.,債權所得(利息),證券投資,股權所得(股利),債券與票券.,貨幣市場工具,其他投資,D. 經常移轉,貸方,政府,其他部門,工作者的匯款,其他移轉,借方,政府,其他部門,工作者的匯款,其他移轉,資本帳與金融帳,資本帳,貸方總計,借方總計,"資本移轉, 貸方",政府,債務的免除,其他,其他部門,移民移轉,債務的免除,其他,"資本移轉, 借方",政府,債務的免除,其他,其他部門,移民移轉,債務的免除,其他,"非生產性、非金融性資產的取得與處理, 貸方","非生產性、非金融性資產的取得與處理, 借方",金融帳,A.直接投資,對外直接投資,股本投資,再投資收益,其他資本,來台直接投資,股本投資,再投資收益,其他資本,B.證券投資,資產,股權證券,貨幣當局,政府,銀行,其他部門,債權證券,債券與票券,貨幣當局,政府,銀行,其他部門,貨幣市場工具,貨幣當局,政府,銀行,其他部門,負債,股權證券,銀行,其他部門,債權證券,債券與票券,貨幣當局,政府,銀行,其他部門,貨幣市場工具,貨幣當局,政府,銀行,其他部門,C.衍生性金融商品,貨幣當局,政府,銀行,其他部門,資產,貨幣當局,政府,銀行,其他部門,負債,貨幣當局,政府,銀行,其他部門,D.其他投資,資產,貿易信用,政府：長期,政府：短期,其他部門：長期,其他部門：短期,貸款,貨幣當局：長期,貨幣當局：短期,政府：長期,政府：短期,銀行：長期,銀行：短期,其他部門：長期,其他部門：短期,現金與存款,貨幣當局,政府,銀行,其他部門,其他資產…,貨幣當局：長期,貨幣當局：短期,政府：長期,政府：短期,銀行：長期,銀行：短期,其他部門：長期,其他部門：短期,負債,貿易信用,政府：長期,政府：短期,其他部門：長期,其他部門：短期,借款,基金信用的使用及自基金的借款,貨幣當局：其他長期,貨幣當局：短期,政府：長期,政府：短期,銀行：長期,銀行：短期,其他部門：長期,其他部門：短期,現金與存款,貨幣當局,政府,銀行,其他部門,其他負債,貨幣當局：長期,貨幣當局：短期,政府：長期,政府：短期,銀行：長期,銀行：短期,其他部門：長期,其他部門：短期,E.準備資產,貨幣用黃金,特別提款權,在基金的準備部位,外匯,其他債權,誤差與遺漏淨額
1994Q1,926,"1,656","20,537","20,431",...,5,101,-,"-18,881","-18,305",...,-,-125,-451,"-1,678","3,165","-4,843",771,170,519,82,...,338,63,170,181,19,...,...,...,"-1,158",-222,-693,-243,...,-614,-189,-222,-79,-54,...,...,...,"1,005",263,742,"-1,823",-516,"-1,307","1,389",118,16,54,...,...,60,"1,123",...,18,"-1,862",-102,-101,-99,-1,-11,-181,"-1,189",-37,-141,"1,183","1,694",-511,30,-45,"1,664",18,...,...,...,2,...,...,...,"1,644",-466,-185,...,...,...,-,...,...,...,-281,-235,598,...,598,...,598,-833,-10,-823,-105,-718,-560,-60,...,-60,...,...,...,...,...,...,...,...,-60,...,...,...,-60,-60,...,...,...,...,-500,-339,-511,-488,-,-23,172,84,79,9,585,-616,-422,...,-,...,...,-194,...,...,-,...,...,...,...,-,...,...,"1,201",899,...,...,302,...,...,...,...,...,...,...,-,...,...,-2,...,-,...,-2,-,...,-,...,-,-2,...,-,...,-2,564,"-1,188",-235,-,-,8,-243,192,...,...,-3,...,...,...,...,195,-207,...,-,...,-207,-938,...,...,-,...,...,-121,-475,-342,"1,752","1,712",-,-,-,"1,712",22,-,...,...,-3,...,-24,...,-14,63,-,...,-,...,...,18,...,...,-,-,...,-17,11,24,"-1,308",-,-,-,"-1,308",...,-366
1994Q2,"1,780","3,363","23,524","23,399",...,4,121,-,"-20,161","-19,699",...,-,-141,-321,"-1,962","3,134","-5,096",912,141,668,103,...,443,83,141,225,20,...,...,...,"-1,288",-229,-748,-311,...,-661,-229,-229,-87,-82,...,...,...,722,207,515,"-1,790",-524,"-1,266","1,500",112,22,138,...,...,47,"1,163",...,18,"-2,018",-91,-71,-125,-6,-11,-191,"-1,324",-36,-163,719,"1,583",-864,32,-41,"1,551",72,...,...,...,2,...,...,...,"1,477",-823,-432,...,...,...,-,...,...,...,-391,-340,520,...,520,...,520,-860,-24,-836,-130,-706,"-1,877",-76,...,-76,...,...,...,...,...,...,...,...,-76,...,...,...,-76,-76,...,...,...,...,"-1,801",-458,-751,-724,-,-27,293,146,126,21,420,-310,-208,...,-,...,...,-102,...,...,-,...,...,...,...,-,...,...,730,472,...,...,258,...,...,...,...,...,...,...,-,...,...,-17,...,-,...,-17,1,...,-,...,1,-18,...,-,...,-18,-256,"-1,567",-197,-,-,6,-203,182,...,...,-15,...,...,...,...,197,387,...,-,...,387,"-1,939",...,...,-,...,...,"-1,371",-500,-68,"1,311",574,-,-,79,495,-100,-,...,...,-5,...,26,...,-19,-102,-,...,-,...,...,837,...,...,-,-,...,797,14,26,"-1,490",-,-,-,"-1,490",...,97
1994Q3,"1,573","3,202","23,703","23,589",...,4,108,2,"-20,501","-19,999",...,-,-167,-335,"-2,257","3,295","-5,552",949,131,729,89,...,483,69,131,246,20,...,...,...,"-1,408",-277,-757,-374,...,-650,-287,-277,-107,-87,...,...,...,732,202,530,"-2,129",-531,"-1,598","1,614",119,14,64,...,...,51,"1,346",...,20,"-2,015",-113,-69,-115,-3,-8,-216,"-1,314",-27,-150,"1,047","1,819",-772,27,-45,"1,792",25,...,...,...,1,...,...,...,"1,766",-727,-263,...,...,...,-,...,...,...,-464,-419,508,...,508,...,508,-927,-6,-921,-137,-784,"-1,077",-94,...,-94,...,...,...,...,...,...,...,...,-94,...,...,...,-94,-94,...,...,...,...,-983,-339,-739,-689,-,-50,400,249,107,44,827,-503,-363,...,-,...,...,-140,...,...,-,...,...,...,...,-,...,...,"1,330",552,...,...,778,...,...,...,...,...,...,...,-,...,...,-8,...,-,...,-8,6,...,-,...,6,-14,...,-,...,-14,-605,"-1,384",-196,-,-,12,-208,207,...,...,-4,...,...,...,...,211,-148,...,-,...,-148,"-1,247",...,...,-,...,...,-171,-648,-428,779,867,-,-,1,866,-326,-,...,...,-3,...,-40,...,-3,-280,-,...,-,...,...,238,...,...,-,-,...,216,14,8,-858,-,-,-,-858,...,-496
1994Q4,"2,219","3,628","26,553","26,416",...,3,131,3,"-22,925","-22,304",...,-,-179,-442,"-1,968","3,611","-5,579","1,100",148,867,85,...,592,79,148,275,6,...,...,...,"-1,454",-241,-766,-447,...,-674,-359,-241,-92,-88,...,...,...,751,220,531,"-1,876",-555,"-1,321","1,760",131,17,113,...,...,52,"1,413",...,34,"-2,249",-130,-43,-143,-1,-13,-215,"-1,506",-47,-151,"1,115","2,029",-914,29,-61,"2,000",27,...,...,...,3,...,...,...,"1,970",-853,-216,...,...,...,-23,...,-23,...,-614,-556,542,...,542,...,542,"-1,098",-13,"-1,085",-153,-932,"-2,849",-114,...,-114,...,...,...,...,...,...,...,...,-114,...,...,...,-114,-114,...,...,...,...,"-2,735",-129,-639,-556,-3,-80,510,383,119,8,-888,-529,-481,...,-,...,...,-48,...,...,-,...,...,...,...,-,...,...,-359,-378,...,...,19,...,...,...,...,...,...,...,-,...,...,-12,...,-,...,-12,-,...,-,...,-,-12,...,-,...,-12,-740,"-3,373",-670,-,-,5,-675,230,...,...,-3,...,...,...,...,233,-388,...,-,...,-388,"-2,545",...,...,-,...,...,"-1,344",-811,-390,"2,633",-92,-,-,-,-92,-116,-,...,...,-5,...,-24,...,-23,-64,-,...,-,...,...,"2,841",...,...,-,-,...,"2,807",10,24,-966,-,-,-,-966,...,630
1995Q1,"1,352","2,497","25,244","25,119",...,2,123,-,"-22,747","-22,159",...,-,-162,-426,"-1,913","3,402","-5,315",914,157,665,92,...,432,72,157,233,20,...,...,...,"-1,396",-258,-759,-379,...,-664,-294,-258,-95,-85,...,...,...,890,243,647,"-1,954",-510,"-1,444","1,598",143,14,92,...,...,49,"1,281",...,19,"-1,965",-105,-45,-121,-,-12,-205,"-1,299",-41,-137,"1,292","2,005",-713,33,-60,"1,972",22,...,...,...,3,...,...,...,"1,947",-653,-164,...,...,...,-,...,...,...,-489,-524,545,...,545,...,545,"-1,069",-12,"-1,057",-155,-902,-788,-98,...,-98,...,...,...,...,...,...,...,...,-98,...,...,...,-98,-98,...,...,...,...,-690,-289,-520,-468,-,-52,231,194,27,10,"-1,254",-420,-451,...,-,...,...,31,...,...,-,...,...,...,...,-,...,...,-834,-850,...,...,16,...,...,...,...,...,...,...,-,...,...,-20,...,-,...,-20,5,...,-,...,5,-25,...,-,...,-25,"2,045",540,-339,-,-,-9,-330,260,...,...,-3,...,...,...,...,263,64,...,-,...,64,555,...,...,-,...,...,"1,491",-582,-354,"1,505",876,-,-,-10,886,-42,-,...,...,-3,...,-55,...,-3,19,-,...,-,...,...,671,...,...,-,-,...,645,12,14,"-1,172",-,-,-,"-1,172",...,-564
1995Q2,-313,"1,596","28,596","28,473",...,6,110,7,"-27,000","-26,407",...,-,-201,-392,"-2,064","3,889","-5,953","1,177",171,852,154,...,540,131,171,312,23,...,...,...,"-1,666",-248,-933,-485,...,-813,-401,-248,-120,-84,...,...,...,818,246,572,"-2,060",-516,"-1,544","1,894",151,31,151,...,...,58,"1,478",...,25,"-2,227",-130,-76,-130,-3,-10,-249,"-1,428",-33,-168,726,"1,830","-1,104",35,-55,"1,795",64,...,...,...,3,...,...,...,"1,728","-1,049",-387,...,...,...,-,...,...,...,-662,-571,582,...,582,...,582,"-1,153",-28,"-1,125",-188,-937,901,-128,...,-128,...,...,...,...,...,...,...,...,-128,...,...,...,-128,-128,...,...,...,...,"1,029",-557,-866,-775,-5,-86,309,295,125,-111,-463,-417,-358,...,-,...,...,-59,...,...,-,...,...,...,...,-,...,...,-46,-106,...,...,60,...,...,...,...,...,...,...,-,...,...,-13,...,-,...,-13,11,...,-,...,11,-24,...,-,...,-24,"3,097","-1,869",-456,-,-,-4,-452,278,...,...,-20,...,...,...,...,298,294,...,-,...,294,"-1,985",...,...,-,...,...,-807,-656,-522,"4,966",860,-,-,-6,866,56,-,...,...,-5,...,288,...,-42,-185,-,...,-,...,...,"4,050",...,...,-,-,...,"4,024",12,14,"-1,035",-,-,-,"-1,035",...,-588
1995Q3,820,"3,562","29,262","29,098",...,4,152,8,"-25,700","-25,191",...,-,-229,-280,"-2,765","3,930","-6,695","1,198",181,928,89,...,595,68,181,333,21,...,...,...,"-1,670",-293,-832,-545,...,-742,-449,-293,-90,-96,...,...,...,781,208,573,"-2,646",-597,"-2,049","1,951",130,35,82,...,...,61,"1,619",...,24,"-2,379",-130,-88,-129,-,-10,-275,"-1,520",-35,-192,"1,084","2,072",-988,40,-60,"2,032",34,...,...,...,4,...,...,...,"1,994",-928,-359,...,...,...,-,...,...,...,-569,"-1,061",621,...,621,...,621,"-1,682",-7,"-1,675",-172,"-1,503","-1,748",-268,...,-268,...,...,...,...,...,...,...,...,-268,...,...,...,-268,-268,...,...,...,...,"-1,480",-685,-859,-780,-,-79,174,109,95,-30,"1,695",-763,-777,...,-,...,...,14,...,...,-,...,...,...,...,-,...,...,"2,458","2,273",...,...,185,...,...,...,...,...,...,...,-,...,...,-12,...,-,...,-12,8,...,-,...,8,-20,...,-,...,-20,"-8,964","-3,146",69,-,-,2,67,292,...,...,-6,...,...,...,...,298,"-1,332",...,-,...,"-1,332","-2,175",...,...,-,...,...,-472,"-1,143",-560,"-5,818",-772,-,-,-3,-769,-262,-,...,...,-3,...,94,...,63,-416,-,...,-,...,...,"-4,784",...,...,-,-,...,"-4,794",10,-,"6,486",-,-,-,"6,486",...,928
1995Q4,"3,615","5,580","30,251","30,114",...,8,119,10,"-24,671","-24,164",...,-,-237,-270,"-2,295","3,795","-6,090","1,259",189,973,97,...,623,75,189,350,22,...,...,...,"-1,601",-231,-804,-566,...,-714,-464,-231,-90,-102,...,...,...,798,222,576,"-1,797",-573,"-1,224","1,738",139,31,93,...,...,73,"1,381",...,21,"-2,692",-128,-66,-128,-4,-13,-208,"-1,528",-43,-574,"1,086","2,212","-1,126",34,-81,"2,178",54,...,...,...,4,...,...,...,"2,120","-1,045",-313,...,...,...,-,...,...,...,-732,-756,564,...,564,...,564,"-1,320",-11,"-1,309",-174,"-1,135","-3,274",-156,...,-156,...,...,...,...,...,...,...,...,-156,...,...,...,-156,-156,...,...,...,...,"-3,118",107,-738,-664,-,-74,845,682,152,11,574,-577,-535,...,-,...,...,-42,...,...,-,...,...,...,...,-,...,...,"1,151",756,...,...,395,...,...,...,...,...,...,...,-,...,...,-14,...,-,...,-14,16,...,-,...,16,-30,...,-,...,-30,"-3,437","-3,589",-94,-,-,-7,-87,350,...,...,-15,...,...,...,...,365,-701,...,-,...,-701,"-3,144",...,...,-,...,...,"-1,901",-697,-546,152,-712,-,-,142,-854,"1,164",-,...,...,-4,...,120,...,995,53,-,...,-,...,...,-300,...,...,-,-,...,-342,18,24,-348,-,-,-,-348,...,-341
1996Q1,"2,016","3,483","27,642","27,479",...,7,146,10,"-24,159","-23,412",...,-,-208,-539,"-2,201","3,809","-6,010","1,003",179,728,96,...,442,77,179,286,19,...,...,...,"-1,387",-221,-715,-451,...,-629,-352,-221,-86,-99,...,...,...,867,247,620,"-2,162",-369,"-1,793","1,939",136,20,88,173,-,79,"1,422",-,21,"-2,461",-130,-53,-138,-288,-11,-258,"-1,384",-41,-158,"1,520","1,881",-361,39,-80,"1,842",30,29,1,-,3,-,3,-,"1,809",-281,-153,-112,-40,-1,-3,-,-3,-,-125,-786,566,-,566,...,566,"-1,352",-10,"-1,342",-194,"-1,148","-1,686",-327,...,-327,...,...,...,...,...,...,...,...,-327,...,...,...,-327,-327,...,...,...,...,"-1,359",-818,-945,-829,-1,-115,127,188,40,-101,-600,"-1,620","-1,355",...,-,...,"-1,355",-265,-138,...,-,-138,-,-127,...,-,-127,-,"1,020",608,184,424,412,353,...,38,100,215,59,...,-,43,16,-7,...,-,-,-7,21,...,-,-,21,-28,...,-,-,-28,"-6,369","-7,573",-401,-,-,-1,-400,261,...,...,-12,...,-190,142,...,321,"-3,155",...,-,-382,"-2,773","-4,278",...,...,-,...,...,272,"-1,350","-3,200","1,204",373,-,-,-17,390,466,-,...,...,-3,-43,83,478,-18,-31,486,...,-,486,...,-121,...,...,-,-,...,-158,11,26,"6,435",-,-,-,"6,435",...,-330
1996Q2,"1,974","3,974","29,748","29,578",...,4,154,12,"-25,774","-25,294",...,-,-244,-236,"-2,101","3,926","-6,027","1,034",129,797,108,...,565,89,129,232,19,...,...,...,"-1,538",-217,-760,-561,...,-678,-463,-217,-82,-98,...,...,...,698,235,463,"-1,955",-587,"-1,368","2,194",151,32,75,229,-,63,"1,618",-,26,"-2,534",-131,-41,-107,-332,-12,-311,"-1,421",-44,-135,658,"1,487",-829,39,-73,"1,448",87,87,-,-,11,11,-,-,"1,350",-756,-509,-417,-92,-,-1,-1,-,-,-246,-557,697,-,697,...,697,"-1,254",-26,"-1,228",-216,"-1,012","-2,655",-120,...,-120,...,...,...,...,...,...,...,...,-120,...,...,...,-120,-120,...,...,...,...,"-2,535",-234,-808,-718,-,-90,574,470,92,12,907,-522,-508,...,-,...,-508,-14,120,...,-,120,-,-134,...,-,-134,-,"1,429","1,546",398,"1,148",-117,74,...,-89,-,163,-191,...,-,-261,70,-9,...,-,-,-9,9,...,-,-,9,-18,...,-,-,-18,457,-98,326,-,-,-4,330,-670,...,...,-12,...,-69,"-1,013",...,424,264,...,-,13,251,-18,...,...,-,...,...,471,-419,-70,555,"1,052",-,-,36,"1,016",-556,-,...,...,-4,-32,48,"-1,157",151,438,-135,...,-,-135,...,194,...,...,-,-,...,173,16,5,"-3,656",-,-,-,"-3,656",...,681
1996Q3,"4,257","5,796","29,413","29,202",...,4,204,3,"-23,617","-23,183",...,-,-257,-177,"-1,688","4,472","-6,160","1,068",135,838,95,...,606,76,135,232,19,...,...,...,"-1,660",-280,-786,-594,...,-704,-484,-280,-82,-110,...,...,...,"1,180",359,821,"-2,158",-621,"-1,537","2,224",164,33,84,172,4,56,"1,680",2,29,"-2,342",-166,-60,-132,-258,-12,-259,"-1,229",-43,-183,748,"1,624",-876,42,-80,"1,582",23,23,-,-,6,5,-,1,"1,553",-796,-515,-297,-217,-1,-9,-8,-,-1,-272,-599,604,15,589,...,589,"-1,203",-5,"-1,198",-206,-992,"-3,521",-117,...,-117,...,...,...,...,...,...,...,...,-117,...,...,...,-117,-117,...,...,...,...,"-3,404",-102,-898,-834,-,-64,796,612,217,-33,-311,-997,-681,...,-,...,-681,-316,-172,...,-,-146,-26,-144,...,-,-110,-34,686,489,32,457,197,88,...,-5,-7,100,109,...,-,140,-31,-45,...,-,-,-45,12,...,-,-,12,-57,...,-,-,-57,"-1,390","-2,407",-558,-,-,-4,-554,-561,...,...,-8,...,"-1,469",536,...,380,-876,...,-,"-1,029",153,-412,...,...,-,...,...,215,-476,-151,"1,017",-110,-,-,17,-127,282,-,...,...,-3,-29,72,-284,151,375,327,...,-,327,...,518,...,...,-,-,...,517,18,-17,"-1,556",-,-,-,"-1,556",...,-736
1996Q4,"2,676","4,290","30,847","30,644",...,3,192,8,"-26,557","-26,056",...,-,-279,-222,"-2,131","4,053","-6,184","1,132",140,894,98,...,659,78,140,235,20,...,...,...,"-1,650",-236,-737,-677,...,-640,-557,-236,-97,-120,...,...,...,891,249,642,"-1,877",-629,"-1,248","2,030",152,51,77,167,4,58,"1,488",3,30,"-2,657",-136,-101,-186,-223,-13,-406,"-1,384",-53,-155,"1,062","1,661",-599,51,-108,"1,610",71,71,-,-,11,10,1,-,"1,528",-491,-229,-132,-95,-2,-8,-8,-,-,-254,-545,631,12,619,...,619,"-1,176",-18,"-1,158",-211,-947,"-2,526",-89,...,-89,...,...,...,...,...,...,...,...,-89,...,...,...,-89,-89,...,...,...,...,"-2,437",-825,"-1,192","-1,052",-,-140,367,274,95,-2,-955,"-1,076",-695,...,-,...,-695,-381,-184,...,-,-125,-59,-197,...,-,-196,-1,121,-458,-157,-301,579,104,...,1,-91,194,475,...,-,420,55,-25,...,-,-,-25,41,...,-,-,41,-66,...,-,-,-66,"1,693","-1,617","1,055",-,-,-8,"1,063",-260,...,...,-8,...,799,"-1,520",...,469,"-1,543",...,-,"-1,581",38,-869,...,...,-,...,...,-322,-455,-92,"3,310","1,482",-,-,5,"1,477",905,-,...,...,-4,11,55,582,275,-14,828,...,-,828,...,95,...,...,-,-,...,104,14,-23,"-2,325",-,-,-,"-2,325",...,-150
1997Q1,"1,711","3,075","29,206","29,006",...,3,190,7,"-26,131","-25,544",...,-,-221,-366,"-1,942","3,898","-5,840",813,143,583,87,...,441,69,143,142,18,...,...,...,"-1,489",-240,-752,-497,...,-664,-395,-240,-88,-102,...,...,...,816,244,572,"-2,001",-582,"-1,419","2,269",134,41,71,172,6,54,"1,754",3,34,"-2,350",-140,-47,-118,-209,-22,-269,"-1,334",-38,-173,"1,172","1,700",-528,55,-107,"1,645",34,34,-,-,7,6,-,1,"1,604",-421,-184,-135,-49,-,-17,-17,-,-,-220,-594,685,23,662,...,662,"-1,279",-13,"-1,266",-209,"-1,057","-1,621",-74,...,-74,...,...,...,...,...,...,...,...,-74,...,...,...,-74,-74,...,...,...,...,"-1,547",-679,-966,-864,-,-102,287,253,49,-15,-336,"-1,669",-509,...,-,33,-542,"-1,160",-658,...,-,-610,-48,-502,...,-,-434,-68,"1,333","1,182",4,"1,178",151,425,...,4,200,221,-274,...,-,-211,-63,217,...,-,283,-66,318,...,-,301,17,-101,...,-,-18,-83,"2,325",673,573,-,-,5,568,91,...,...,-7,...,-94,-242,...,434,"2,704",...,-,"2,234",470,"-2,695",...,...,-,...,...,"-2,128",-368,-199,"1,652",-296,-,-,36,-332,"1,252",-,...,...,-3,39,71,760,22,363,881,...,-,881,...,-185,...,...,-,-,...,-197,15,-3,"-3,074",-,-,-,"-3,074",...,-90
1997Q2,"1,123","3,362","30,472","30,296",...,2,167,7,"-27,110","-26,566",...,-2,-269,-273,"-2,188","3,945","-6,133",958,144,705,109,...,538,89,144,167,20,...,...,...,"-1,576",-277,-820,-479,...,-728,-331,-277,-92,-148,...,...,...,874,299,575,"-2,135",-630,"-1,505","2,113",116,27,91,198,13,63,"1,569",3,33,"-2,422",-134,-48,-108,-205,-21,-280,"-1,408",-46,-172,609,"1,659","-1,050",61,-98,"1,598",65,65,-,-,19,16,2,1,"1,514",-952,-607,-409,-198,-,-49,-49,-,-,-296,-660,680,14,666,...,666,"-1,340",-24,"-1,316",-247,"-1,069","-1,462",-101,...,-101,...,...,...,...,...,...,...,...,-101,...,...,...,-101,-101,...,...,...,...,"-1,361",-794,"-1,104",-992,-,-112,310,125,198,-13,"-2,046","-1,677","-1,238",...,-,-111,"-1,127",-439,-632,...,-,-584,-48,193,...,-,217,-24,-369,-989,-93,-896,620,261,...,-15,-,276,359,...,-,306,53,-94,...,-,-58,-36,58,...,-,-,58,-152,...,-,-58,-94,"2,679",-580,-140,-,-,41,-181,113,...,...,-3,...,-203,-124,...,443,593,...,-,775,-182,"-1,146",...,...,-,...,...,-247,-544,-355,"3,259",380,-,-,-12,392,995,-,...,...,-3,-18,19,560,543,-106,"1,172",...,-,"1,172",...,712,...,...,-,-,...,688,10,14,"-1,106",-,-,-,"-1,106",...,339
1997Q3,"1,980","3,717","31,647","31,499",...,3,142,3,"-27,930","-27,448",...,-2,-193,-287,"-1,908","4,716","-6,624",988,130,763,95,...,576,75,130,187,20,...,...,...,"-1,757",-328,-827,-602,...,-731,-442,-328,-96,-160,...,...,...,835,278,557,"-2,343",-636,"-1,707","2,893",148,27,219,166,4,65,"2,224",9,31,"-2,524",-127,-46,-123,-213,-17,-330,"-1,381",-60,-227,841,"1,881","-1,040",67,-107,"1,814",83,83,-,-,17,13,1,3,"1,714",-933,-449,-260,-189,-,-212,-209,-3,-,-272,-670,689,12,677,...,677,"-1,359",-8,"-1,351",-234,"-1,117","-1,477",-87,...,-87,...,...,...,...,...,...,...,...,-87,...,...,...,-87,-87,...,...,...,...,"-1,390",-683,"-1,771","-1,664",-,-107,"1,088",902,189,-3,"-4,587","-2,624","-2,401",...,-,-82,"-2,319",-223,52,...,-,116,-64,-275,...,-,-99,-176,"-1,963","-2,028",-82,"-1,946",65,336,...,-,43,293,-271,...,-,-168,-103,-331,...,-,-199,-132,54,...,-,25,29,-385,...,-,-224,-161,826,"-1,511",-131,-,-,-12,-119,-637,...,...,-5,...,-264,-839,...,471,-384,...,-,-490,106,-359,...,...,-,...,...,456,-436,-379,"2,337",15,-,-,-9,24,"1,586",-,...,...,-3,-12,1,659,-218,"1,159","1,108",...,-,"1,108",...,-372,...,...,-,-,...,-370,12,-14,"3,385",-,-,-,"3,385",...,-503
1997Q4,"2,236","3,727","33,016","32,862",...,1,148,5,"-29,289","-28,763",...,-2,-261,-263,"-1,706","4,585","-6,291","1,018",123,802,93,...,616,73,123,186,20,...,...,...,"-1,666",-245,-788,-633,...,-689,-466,-245,-99,-167,...,...,...,878,299,579,"-1,719",-575,"-1,144","2,689",215,32,90,186,5,55,"2,073",8,25,"-2,906",-129,-94,-110,-258,-15,-269,"-1,779",-56,-196,500,"1,679","-1,179",80,-145,"1,599",97,96,-,1,16,12,-,4,"1,486","-1,034",-287,-121,-166,-,-436,-436,-,-,-311,-285,844,30,814,...,814,"-1,129",-9,"-1,120",-186,-934,"-2,317",-52,...,-52,...,...,...,...,...,...,...,...,-52,...,...,...,-52,-52,...,...,...,...,"-2,265",-839,"-1,402","-1,300",-,-102,563,391,166,6,-733,-486,-480,...,-,49,-529,-6,-232,...,-,-232,-,226,...,-,144,82,-247,-397,52,-449,150,110,...,6,57,47,40,...,-,-22,62,-43,...,-,12,-55,153,...,-,16,137,-196,...,-,-4,-192,"-2,173",127,383,-,-,-1,384,-365,...,...,-6,...,-679,-183,...,503,314,...,-,270,44,-205,...,...,-,...,...,121,-270,-56,"-2,300",-193,-,-,-28,-165,-576,-,...,...,-3,-18,3,"-1,280",-84,806,"-2,144",...,-,"-2,144",...,613,...,...,-,-,...,610,5,-2,"1,523",-,-,-,"1,523",...,81
1998Q1,-15,934,"27,322","27,169",...,1,146,6,"-26,388","-25,887",...,-,-270,-231,"-1,436","4,241","-5,677",828,101,654,73,...,419,58,101,235,15,...,...,...,"-1,354",-229,-702,-423,...,-619,-270,-229,-83,-153,...,...,...,845,296,549,"-1,727",-526,"-1,201","2,568",191,30,184,195,3,71,"1,856",6,32,"-2,596",-134,-91,-124,-228,-27,-305,"-1,425",-35,-227,826,"1,671",-845,58,-142,"1,613",40,40,-,-,18,15,-,3,"1,555",-703,-236,-171,-65,-,-197,-197,-,-,-270,-339,761,28,733,...,733,"-1,100",-7,"-1,093",-167,-926,444,-42,...,-42,...,...,...,...,...,...,...,...,-42,...,...,...,-42,-42,...,...,...,...,486,-858,-962,-885,-,-77,104,34,65,5,-177,"-1,194","-1,099",...,-,-105,-994,-95,-9,...,-,14,-23,-86,...,-,-83,-3,"1,017",938,-13,951,79,247,...,-6,-,253,-168,...,-,-96,-72,-39,...,-,8,-47,72,...,-,8,64,-111,...,-,-,-111,"2,388","1,817",217,-,-,3,214,-883,...,...,-2,...,-138,"-1,207",...,464,800,...,-,615,185,"1,683",...,...,-,...,...,"2,295",-254,-358,571,148,-,-,-23,171,-438,-,...,...,-2,12,106,-737,79,104,"1,861",...,-,"1,861",...,"-1,000",...,...,-,-,...,-985,4,-19,-828,-,-,-,-828,...,-429
