期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-計_原始值,資產--對非金融機構證券投資-計_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-可轉讓定期存單_原始值,負債與淨值--企業及個人存款-可轉讓定期存單_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-外匯存款_原始值,負債與淨值--企業及個人存款-外匯存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_原始值,負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2006M07,"24,911,167",-11.46,"1,473,462",23.28,"15,728,884",3.92,"1,636,858",-11.81,"602,280",25.41,"13,489,746",5.39,"1,765,566",16.66,"824,849",9.11,"98,197",12.32,"842,520",25.73,"148,131",34.35,1,-99.64,"3,846,676",-9.08,"266,055",7.64,"3,356",-83.07,"158,918",2.97,"1,520,118",-72.51,"458,192",-19.76,"16,919,986",4.26,"285,251",-11.03,"1,460,024",1.30,"4,279,419",1.95,"2,497,860",3.94,"230,589",10.68,"6,828,624",3.08,"1,338,219",29.53,"672,934",1.49,"60,470",-59.23,"2,437,909",-5.99,"1,105,570",-9.18,"182,524",11.73,"876,019",11.96,"1,642,258",-69.14,"1,660,875",-0.30
2006M08,"25,018,395",-11.71,"1,528,919",17.64,"15,740,212",3.49,"1,562,998",-14.45,"603,686",26.68,"13,573,528",5.17,"1,770,683",16.57,"815,976",10.59,"96,861",8.69,"857,846",23.97,"142,153",23.00,1,-99.64,"3,848,318",-8.14,"273,632",8.72,42,-98.99,"156,424",-1.47,"1,558,011",-72.12,"453,620",-20.52,"17,035,750",5.29,"300,002",2.19,"1,524,955",5.84,"4,344,017",3.52,"2,489,762",4.73,"204,360",16.14,"6,844,048",2.67,"1,328,606",28.97,"662,129",-6.65,"55,034",-66.92,"2,370,067",-8.81,"1,072,666",-11.67,"176,504",5.86,"871,367",11.11,"1,715,181",-68.73,"1,678,743",0.29
2006M09,"25,413,376",-10.80,"1,657,814",27.69,"15,794,460",2.63,"1,507,952",-16.58,"592,192",9.91,"13,694,316",4.99,"1,821,750",17.51,"837,696",11.67,"96,969",4.82,"887,085",25.36,"142,839",18.89,1,-99.64,"3,786,391",-4.74,"304,592",28.94,41,-98.81,"153,125",-2.52,"1,752,363",-69.58,"535,976",-10.00,"17,160,606",5.51,"335,085",19.77,"1,506,360",3.88,"4,460,355",6.42,"2,504,856",4.61,"202,869",16.20,"6,858,472",2.41,"1,292,609",19.92,"632,642",-4.42,"105,862",-19.85,"2,345,837",-9.11,"1,076,097",-10.37,"178,705",8.92,"862,363",9.97,"1,918,169",-65.94,"1,673,216",-0.11
2006M10,"25,161,752",-11.44,"1,443,959",10.82,"15,772,525",2.92,"1,476,672",-14.16,"604,234",11.76,"13,691,619",4.80,"1,780,140",11.59,"811,032",5.50,"99,487",6.91,"869,621",18.58,"145,011",18.07,1,-99.64,"3,836,701",-4.01,"293,622",22.70,40,-97.82,"159,864",2.42,"1,729,889",-69.50,"510,748",-7.15,"17,153,534",5.77,"280,419",0.67,"1,525,597",10.14,"4,440,175",6.70,"2,541,692",6.03,"201,966",18.71,"6,848,858",1.80,"1,314,827",19.72,"648,106",-2.46,"57,662",-56.33,"2,360,300",-9.94,"1,068,737",-12.39,"175,042",5.92,"874,828",11.43,"1,701,919",-69.35,"1,679,613",-2.65
2006M11,"25,402,664",-11.48,"1,422,592",7.46,"15,840,693",2.54,"1,503,025",-13.76,"577,412",6.07,"13,760,256",4.55,"1,792,413",15.15,"786,687",7.81,"98,964",5.44,"906,762",23.71,"141,520",2.89,1,-99.64,"3,866,931",-4.03,"280,810",-1.52,41,-98.61,"158,866",0.60,"1,898,797",-67.00,"482,165",-12.81,"17,262,257",5.09,"277,725",-1.08,"1,498,662",5.96,"4,487,183",5.91,"2,558,195",5.82,"202,182",22.96,"6,835,742",1.36,"1,402,568",20.02,"655,166",-1.80,"60,245",-50.56,"2,321,420",-10.59,"1,031,086",-13.89,"187,102",13.61,"892,527",11.86,"1,859,570",-67.14,"1,682,212",-1.53
2006M12,"25,743,118",-11.92,"1,563,947",3.24,"16,055,994",1.77,"1,592,716",-10.63,"525,383",-5.81,"13,937,895",3.73,"1,801,934",16.64,"787,867",8.65,"108,471",16.76,"905,596",24.59,"149,907",4.73,1,-99.64,"3,878,135",-2.08,"282,372",28.31,39,-98.78,"159,567",3.49,"1,851,222",-68.68,"523,295",-10.65,"17,611,115",4.54,"341,659",-3.76,"1,580,033",2.82,"4,632,418",5.87,"2,554,368",4.54,"229,179",41.00,"6,826,204",0.78,"1,447,254",20.59,"646,800",-2.43,"74,507",-37.55,"2,302,519",-8.81,"1,008,264",-15.27,"186,730",1.58,"925,915",14.14,"1,792,542",-69.23,"1,679,695",0.67
2007M01,"25,582,755",2.48,"1,597,312",15.96,"16,101,099",1.67,"1,707,971",-9.85,"547,319",-3.26,"13,845,809",3.51,"1,754,669",4.17,"755,431",-1.12,"107,029",22.34,"892,209",7.12,"146,466",22.94,1,0.00,"3,816,185",2.13,"333,281",31.41,44,-86.08,"182,831",-18.31,"1,650,867",-4.71,"594,816",8.90,"17,538,478",4.66,"290,527",-18.10,"1,593,634",25.86,"4,633,432",3.98,"2,584,018",4.61,"211,522",9.83,"6,796,979",-0.18,"1,428,366",18.18,"638,996",8.33,"73,033",-36.92,"2,308,060",-10.41,"972,497",-19.30,"171,846",-4.47,"923,815",13.46,"1,633,359",-0.19,"1,700,352",-2.71
2007M02,"25,637,078",1.44,"1,528,021",10.40,"16,168,120",2.09,"1,756,644",-8.98,"556,100",-2.42,"13,855,376",3.88,"1,766,051",4.55,"737,963",-5.25,"107,192",3.57,"920,896",14.14,"145,197",24.30,1,0.00,"3,586,474",-8.61,"349,386",12.89,"5,542","3,218.56","255,274",47.78,"1,833,012",-0.28,"571,292",13.64,"17,610,697",4.24,"320,401",-0.29,"1,498,388",0.49,"4,746,119",9.67,"2,601,261",5.61,"212,524",3.75,"6,793,605",-0.84,"1,438,399",16.50,"597,579",-2.51,"80,376",-29.50,"2,301,331",-10.20,"964,468",-17.49,"170,465",-1.39,"930,130",13.63,"1,671,552",-11.03,"1,703,656",-0.76
2007M03,"25,594,665",2.49,"1,583,855",19.60,"16,178,887",2.43,"1,724,191",-10.37,"542,528",-4.09,"13,912,168",4.56,"1,771,196",4.85,"760,832",-2.78,"109,140",6.19,"901,224",12.10,"138,808",20.79,1,0.00,"3,615,068",-7.05,"340,463",19.93,"15,046","10,882.48","164,620",3.65,"1,786,721",4.05,"519,500",12.33,"17,674,403",4.88,"311,830",15.17,"1,527,092",5.84,"4,717,587",8.90,"2,643,116",8.18,"206,587",-0.81,"6,789,412",-1.16,"1,478,779",14.97,"599,293",-1.26,"75,085",-30.90,"2,249,286",-10.47,"942,350",-18.89,"183,185",14.20,"942,014",14.54,"1,659,647",-3.71,"1,692,252",-1.77
2007M04,"25,707,969",1.66,"1,853,625",30.42,"16,187,183",2.37,"1,685,246",-12.29,"555,550",-3.06,"13,946,387",4.72,"1,758,645",0.31,"769,977",-1.77,"106,719",6.40,"881,949",1.47,"142,123",12.83,1,0.00,"3,600,814",-8.70,"391,349",42.11,"15,018","11,819.05","167,217",4.98,"1,591,994",-11.38,"548,308",21.48,"17,765,463",4.54,"288,927",-8.45,"1,585,631",14.57,"4,740,714",6.88,"2,667,277",9.69,"202,276",-7.42,"6,770,213",-1.52,"1,510,425",13.26,"611,475",-0.18,"59,378",-40.27,"2,274,602",-10.69,"938,648",-19.37,"161,105",-5.18,"934,769",10.63,"1,679,753",-8.88,"1,673,116",-3.05
2007M05,"25,659,685",1.53,"1,837,658",35.35,"16,209,423",2.22,"1,577,674",-14.79,"564,649",-3.36,"14,067,100",4.81,"1,770,394",-0.11,"792,748",-0.66,"108,578",2.41,"869,068",0.09,"138,898",8.32,1,0.00,"3,541,690",-9.54,"349,556",28.80,"15,220","1,288.69","164,803",4.34,"1,632,042",-9.94,"514,762",15.79,"17,686,417",4.41,"275,555",-13.72,"1,518,352",7.94,"4,703,464",7.46,"2,671,415",9.74,"200,926",-11.24,"6,726,194",-1.77,"1,590,511",19.72,"616,010",-4.90,"88,129",-13.87,"2,250,245",-11.34,"935,213",-18.60,"162,811",-8.96,"928,715",8.28,"1,760,310",-6.34,"1,652,286",-1.96
2007M06,"25,927,420",2.36,"1,815,279",26.48,"16,218,519",2.29,"1,502,054",-12.38,"563,724",-5.99,"14,152,741",4.51,"1,792,246",3.65,"790,112",-2.42,"106,237",1.81,"895,897",9.91,"132,952",-7.37,1,0.00,"3,517,541",-6.63,"328,080",2.88,"18,018",281.90,"161,568",3.41,"1,943,216",1.29,"570,177",17.25,"17,819,913",4.81,"321,123",12.39,"1,575,714",3.94,"4,748,951",10.36,"2,615,002",5.91,"213,325",-11.88,"6,684,725",-2.03,"1,661,073",21.90,"623,067",-3.34,"73,678",14.99,"2,268,656",-9.34,"965,963",-13.05,"180,343",4.04,"927,513",6.24,"1,785,808",-6.62,"1,678,265",0.42
2007M07,"25,896,125",3.95,"1,788,788",21.40,"16,253,252",3.33,"1,453,394",-11.21,"564,240",-6.32,"14,235,618",5.53,"1,807,513",2.38,"778,614",-5.61,"103,846",5.75,"925,053",9.80,"131,104",-11.49,1,0.00,"3,583,088",-6.85,"341,931",28.52,"20,117",499.43,"169,127",6.42,"1,801,204",18.49,"610,490",33.24,"17,777,735",5.07,"298,050",4.49,"1,651,590",13.12,"4,805,211",12.29,"2,557,259",2.38,"199,958",-13.28,"6,677,497",-2.21,"1,588,170",18.68,"614,101",-8.74,"68,227",12.83,"2,285,240",-6.26,"962,882",-12.91,"218,294",19.60,"901,495",2.91,"1,717,812",4.60,"1,702,731",2.52
2007M08,"25,773,169",3.02,"1,761,338",15.20,"16,243,483",3.20,"1,373,498",-12.12,"564,279",-6.53,"14,305,706",5.39,"1,776,667",0.34,"779,586",-4.46,"105,355",8.77,"891,726",3.95,"139,281",-2.02,1,0.00,"3,579,114",-7.00,"394,599",44.21,"19,615","46,602.38","161,903",3.50,"1,697,168",8.93,"615,769",35.75,"17,673,775",3.75,"274,722",-8.43,"1,648,423",8.10,"4,739,853",9.11,"2,553,298",2.55,"176,163",-13.80,"6,664,781",-2.62,"1,616,535",21.67,"614,907",-7.13,"52,840",-3.99,"2,352,716",-0.73,"964,796",-10.06,"237,871",34.77,"897,091",2.95,"1,661,297",-3.14,"1,666,903",-0.71
2007M09,"25,983,642",2.24,"1,805,821",8.93,"16,282,445",3.09,"1,377,719",-8.64,"556,379",-6.05,"14,348,347",4.78,"1,755,562",-3.63,"753,035",-10.11,"103,170",6.39,"899,357",1.38,"134,531",-5.82,1,0.00,"3,543,517",-6.41,"343,227",12.68,"19,214","46,763.41","159,910",4.43,"1,939,414",10.67,"577,538",7.75,"17,651,070",2.86,"321,910",-3.93,"1,595,940",5.95,"4,744,125",6.36,"2,534,676",1.19,"175,527",-13.48,"6,631,937",-3.30,"1,646,955",27.41,"622,952",-1.53,"71,166",-32.77,"2,262,875",-3.54,"964,491",-10.37,"250,130",39.97,"919,672",6.65,"1,925,453",0.38,"1,702,786",1.77
2007M10,"25,920,521",3.02,"1,756,556",21.65,"16,213,787",2.80,"1,329,629",-9.96,"552,904",-8.50,"14,331,254",4.67,"1,762,821",-0.97,"757,633",-6.58,"100,568",1.09,"904,620",4.02,"135,975",-6.23,1,0.00,"3,720,499",-3.03,"351,434",19.69,"18,005","44,912.50","159,490",-0.23,"1,801,953",4.17,"598,273",17.14,"17,816,813",3.87,"278,884",-0.55,"1,638,547",7.40,"4,765,903",7.34,"2,676,297",5.30,"161,169",-20.20,"6,627,972",-3.23,"1,668,041",26.86,"645,033",-0.47,"58,956",2.24,"2,277,435",-3.51,"992,824",-7.10,"275,413",57.34,"884,555",1.11,"1,655,281",-2.74,"1,708,762",1.74
2007M11,"25,876,161",1.86,"1,798,236",26.41,"16,223,273",2.42,"1,336,057",-11.11,"568,312",-1.58,"14,318,904",4.06,"1,695,113",-5.43,"747,361",-5.00,"106,253",7.37,"841,499",-7.20,"136,316",-3.68,1,0.00,"3,669,848",-5.10,"386,390",37.60,"18,005","43,814.63","157,698",-0.74,"1,791,281",-5.66,"582,559",20.82,"17,665,828",2.34,"274,862",-1.03,"1,616,383",7.86,"4,539,425",1.16,"2,793,325",9.19,"165,419",-18.18,"6,611,148",-3.29,"1,665,266",18.73,"645,319",-1.50,"72,195",19.84,"2,334,883",0.58,"980,275",-4.93,"292,989",56.59,"888,829",-0.41,"1,686,843",-9.29,"1,706,716",1.46
2007M12,"25,969,195",0.88,"1,941,673",24.15,"16,390,786",2.09,"1,361,186",-14.54,"591,246",12.54,"14,438,354",3.59,"1,712,079",-4.99,"773,611",-1.81,"97,381",-10.22,"841,087",-7.12,"135,252",-9.78,1,0.00,"3,657,145",-5.70,"380,762",34.84,"8,005","20,425.64","159,075",-0.31,"1,584,417",-14.41,"626,480",19.72,"17,850,408",1.36,"295,833",-13.41,"1,692,089",7.09,"4,562,267",-1.51,"2,870,500",12.38,"169,920",-25.86,"6,584,587",-3.54,"1,675,212",15.75,"641,253",-0.86,"68,226",-8.43,"2,277,362",-1.09,"983,287",-2.48,"300,721",61.05,"900,327",-2.76,"1,533,272",-14.46,"1,771,146",5.44
2008M01,"26,112,910",2.07,"1,956,633",22.50,"16,481,081",2.36,"1,464,084",-14.28,"586,459",7.15,"14,430,538",4.22,"1,708,897",-2.61,"763,610",1.08,"99,829",-6.73,"845,458",-5.24,"130,317",-11.03,1,0.00,"3,570,817",-6.43,"365,781",9.75,5,-88.64,"301,817",65.08,"1,597,561",-3.23,"627,924",5.57,"17,964,298",2.43,"305,868",5.28,"1,653,785",3.77,"4,571,536",-1.34,"2,942,154",13.86,"165,512",-21.75,"6,557,444",-3.52,"1,767,999",23.78,"590,085",-7.65,"58,807",-19.48,"2,230,913",-3.34,"987,586",1.55,"316,197",84.00,"912,562",-1.22,"1,629,827",-0.22,"1,782,297",4.82
2008M02,"26,418,385",3.05,"2,112,471",38.25,"16,424,546",1.59,"1,475,823",-15.99,"595,114",7.02,"14,353,609",3.60,"1,686,071",-4.53,"732,483",-0.74,"104,509",-2.50,"849,079",-7.80,"129,344",-10.92,1,0.00,"3,955,052",10.28,"388,059",11.07,5,-99.91,"177,357",-30.52,"1,545,479",-15.69,"660,662",15.64,"18,043,496",2.46,"299,549",-6.51,"1,569,519",4.75,"4,611,405",-2.84,"3,057,786",17.55,"165,638",-22.06,"6,572,351",-3.26,"1,767,248",22.86,"590,944",-1.11,"84,428",5.04,"2,275,403",-1.13,"978,018",1.40,"329,119",93.07,"904,102",-2.80,"1,735,377",3.82,"1,794,854",5.35
2008M03,"26,335,209",2.89,"2,113,009",33.41,"16,417,814",1.48,"1,444,712",-16.21,"637,911",17.58,"14,335,191",3.04,"1,641,927",-7.30,"690,323",-9.27,"105,264",-3.55,"846,340",-6.09,"122,797",-11.53,1,0.00,"4,121,182",14.00,"356,776",4.79,5,-99.97,"164,580",-0.02,"1,397,118",-21.81,"728,938",40.32,"18,168,352",2.79,"269,503",-13.57,"1,653,196",8.26,"4,582,255",-2.87,"3,260,567",23.36,"162,855",-21.17,"6,545,094",-3.60,"1,694,882",14.61,"600,757",0.24,"74,366",-0.96,"2,137,742",-4.96,"940,023",-0.25,"333,271",81.93,"912,568",-3.13,"1,546,660",-6.81,"1,832,555",8.29
