期間,購屋貸款_金額(新台幣百萬元),購屋貸款_利率(年息百分比率),資本支出貸款_金額(新台幣百萬元),資本支出貸款_利率(年息百分比率),週轉金貸款_金額(新台幣百萬元),週轉金貸款_利率(年息百分比率),消費性貸款_金額(新台幣百萬元),消費性貸款_利率(年息百分比率),合計_金額(新台幣百萬元),合計_利率(年息百分比率)
2002,"237,458",4.401,"153,602",3.807,"3,962,265",3.996,"50,805",6.600,"4,404,130",4.041
2003,"237,393",2.979,"160,050",3.076,"3,868,615",2.754,"121,542",3.531,"4,387,596",2.799
2004,"297,457",2.401,"266,075",2.427,"4,394,269",2.186,"102,288",3.595,"5,060,097",2.240
2005,"335,437",2.292,"294,203",2.563,"4,491,283",2.267,"107,321",3.568,"5,228,236",2.312
