期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-計_原始值,資產--對非金融機構證券投資-計_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他金融機構_原始值,資產--對金融機構債權-其他金融機構_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-計_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-計_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-可轉讓定期存單_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-可轉讓定期存單_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
2008M05,"31,543,716",5.14,"2,905,763",8.75,"18,231,078",2.54,"1,408,900",-11.92,"670,620",18.76,"16,151,558",3.44,"2,859,024",5.30,"1,625,203",7.36,"156,073",26.93,"1,077,748",-0.06,"173,949",-8.42,"7,170,041",11.56,"5,063",-69.25,1,0.00,"198,797",-1.79,"2,035,895",37.59,"25,025,155",2.35,"336,319",12.04,"1,955,472",3.31,"5,056,284",-3.11,"3,806,822",22.81,"169,387",-20.28,"7,544,684",-1.97,"1,974,979",3.18,"4,177,676",1.58,"3,532",-9.20,"729,962",4.43,"174,080",-15.51,"404,600",86.17,"952,549",2.57,"2,119,796",11.46,"101,679",-14.53
2008M06,"31,298,421",4.77,"2,827,960",8.33,"18,334,809",3.22,"1,304,564",-14.42,"693,385",23.00,"16,336,860",4.22,"2,790,820",1.08,"1,624,877",6.61,"150,352",19.69,"1,015,591",-8.60,"173,862",-6.30,"6,968,923",10.04,"5,063",-73.65,1,0.00,"196,983",-1.95,"2,090,161",41.86,"24,806,419",1.15,"308,343",-11.35,"2,030,501",4.33,"4,863,628",-7.74,"3,789,117",24.23,"167,162",-26.36,"7,551,848",-1.31,"1,941,882",0.93,"4,150,641",1.22,"3,297",-5.50,"755,343",7.08,"180,865",-5.77,"389,728",65.71,"974,014",5.01,"2,061,137",6.35,"40,754",--
2008M07,"31,362,809",4.62,"2,790,812",9.00,"18,402,761",3.31,"1,293,299",-12.30,"708,641",25.56,"16,400,821",3.97,"2,781,285",-0.51,"1,622,642",7.01,"158,112",18.69,"1,000,531",-12.71,"174,357",-5.29,"7,011,269",9.64,"5,063",-76.14,1,0.00,"197,261",-4.75,"2,155,211",37.48,"24,912,134",2.05,"300,622",-6.41,"1,966,520",-2.94,"4,855,568",-8.69,"3,896,188",32.26,"182,660",-11.78,"7,575,385",-0.59,"1,985,286",7.38,"4,146,752",0.61,"3,153",-11.83,"775,401",10.10,"145,009",-31.49,"377,637",42.43,"969,393",7.53,"2,056,915",4.60,"-28,891",--
2008M08,"31,291,583",4.52,"2,811,150",12.74,"18,398,071",3.34,"1,255,657",-9.99,"751,258",33.13,"16,391,156",3.45,"2,840,760",1.80,"1,679,978",10.70,"162,140",20.35,"998,642",-12.27,"168,406",-13.54,"6,872,926",6.79,"6,562",-68.13,1,0.00,"193,707",-3.23,"2,174,756",24.39,"24,974,809",2.79,"352,198",17.89,"1,949,291",-4.70,"4,864,312",-7.20,"3,829,785",30.72,"171,101",-8.15,"7,619,152",0.18,"2,030,828",7.28,"4,154,918",1.53,"3,224",-12.15,"771,564",8.97,"77,769",-4.44,"412,705",43.68,"965,954",7.68,"2,064,852",7.05,"-150,826",--
2008M09,"31,731,073",5.71,"3,044,145",19.11,"18,511,463",3.53,"1,224,213",-12.50,"757,308",36.11,"16,529,942",3.80,"2,840,385",2.52,"1,694,490",13.94,"197,530",49.04,"948,365",-17.60,"161,531",-13.55,"6,969,734",8.82,"6,562",-67.29,1,0.00,"197,252",-0.60,"2,267,351",36.99,"25,219,425",3.83,"398,035",14.32,"1,954,577",-3.62,"4,893,186",-6.83,"3,827,640",32.03,"183,091",2.27,"7,665,586",0.95,"2,129,746",11.13,"4,164,434",2.34,"3,130",-26.23,"802,351",11.39,"69,824",-39.49,"467,076",55.89,"951,784",3.49,"2,017,394",2.41,"-64,132",--
2008M10,"31,989,883",6.33,"3,171,239",26.59,"18,579,520",4.14,"1,249,269",-7.63,"778,787",40.82,"16,551,464",3.87,"2,738,712",-2.57,"1,681,240",10.28,"200,827",54.92,"856,645",-25.95,"152,056",-16.39,"7,146,874",9.43,"6,562",-65.12,1,0.00,"194,919",-0.47,"2,206,325",32.48,"25,657,451",5.18,"285,267",-5.95,"2,014,739",-0.34,"4,843,835",-8.14,"4,064,064",33.54,"194,441",17.94,"7,791,017",2.73,"2,235,137",15.55,"4,226,590",3.97,"2,361",-38.53,"767,990",3.52,"81,799",-48.26,"542,686",66.54,"939,818",6.25,"2,016,385",1.80,"-222,571",--
2008M11,"32,321,981",7.31,"3,320,972",27.56,"18,575,848",4.13,"1,249,659",-8.05,"773,815",36.13,"16,552,374",4.03,"2,768,279",1.05,"1,720,034",14.40,"210,999",55.93,"837,246",-23.93,"147,458",-18.96,"7,306,934",11.72,"6,562",-65.08,1,0.00,"195,927",-0.04,"2,189,146",20.70,"25,846,058",6.61,"317,824",6.18,"1,951,693",-2.54,"4,779,939",-5.06,"4,270,286",34.73,"165,773",-2.26,"7,849,312",3.80,"2,284,676",17.38,"4,224,326",4.15,"2,229",-43.24,"786,940",5.30,"68,830",-45.56,"621,618",82.08,"912,182",2.63,"2,026,303",2.46,"-129,096",--
2008M12,"32,706,857",7.51,"3,537,089",29.60,"18,470,098",2.49,"1,281,184",-7.52,"760,190",28.42,"16,428,724",2.40,"2,861,259",6.21,"1,784,210",16.18,"239,051",89.96,"837,998",-18.83,"136,020",-24.49,"7,481,862",13.53,4,-99.95,1,0.00,"220,524",10.92,"2,150,809",13.47,"26,300,624",7.83,"316,928",-1.36,"2,071,833",-0.04,"4,931,406",-2.61,"4,299,033",32.49,"157,451",-9.45,"7,968,580",5.80,"2,320,607",19.65,"4,232,126",4.76,"2,660",-13.89,"794,798",6.55,"57,855",-28.79,"591,042",57.53,"878,048",-2.47,"2,013,272",-0.16,"-79,591",--
2009M01,"32,588,247",6.14,"3,495,137",22.03,"18,347,325",1.17,"1,359,571",-8.68,"762,468",29.86,"16,225,286",1.03,"2,990,671",10.88,"1,914,457",23.87,"239,149",84.95,"837,065",-18.13,"135,330",-22.82,"7,320,038",13.15,472,29.67,1,0.00,"299,273",-17.33,"2,160,773",12.39,"26,411,375",7.24,"314,684",-5.07,"1,937,786",-4.80,"5,140,734",1.38,"4,274,820",29.15,"145,005",-14.47,"7,973,579",6.28,"2,248,850",9.29,"4,373,167",5.44,"2,750",-28.03,"705,536",2.61,"56,747",-50.87,"585,740",54.95,"870,488",-4.61,"2,009,589",-1.08,"-212,001",--
2009M02,"33,038,875",6.38,"3,765,364",25.26,"18,131,610",0.28,"1,393,210",-7.20,"723,513",21.15,"16,014,887",0.20,"3,050,178",12.92,"1,953,553",26.41,"265,050",97.91,"831,575",-18.61,"128,058",-27.10,"7,758,531",12.88,862,136.81,1,0.00,"204,271",-7.43,"2,102,895",8.96,"26,787,415",8.20,"314,190",-3.28,"2,040,735",4.64,"5,269,457",3.05,"4,261,232",23.92,"144,848",-14.29,"7,950,913",5.74,"2,416,417",17.28,"4,386,990",4.99,"2,633",-34.45,"733,043",5.62,"46,346",-68.45,"640,081",64.58,"854,078",-5.53,"2,020,676",-1.17,"-145,659",--
2009M03,"33,252,951",6.01,"3,772,352",24.40,"18,096,477",-0.18,"1,383,213",-5.99,"724,521",13.44,"15,988,743",-0.19,"3,123,064",16.27,"2,015,095",31.32,"258,591",92.03,"849,378",-16.48,"117,494",-30.65,"7,943,193",11.19,882,-78.29,1,0.00,"199,488",-1.73,"1,965,747",-2.94,"27,008,255",8.51,"283,662",-3.58,"2,177,050",6.41,"5,496,396",8.05,"4,231,282",15.99,"126,338",-24.04,"7,917,847",5.41,"2,394,254",22.76,"4,378,632",4.69,"2,794",-28.19,"732,215",3.48,"58,257",-56.46,"666,455",63.42,"801,287",-12.55,"2,040,533",-2.08,"-19,798",--
2009M04,"33,423,345",6.07,"3,760,653",27.54,"18,083,081",-0.23,"1,422,634",-0.18,"737,812",16.74,"15,922,635",-0.90,"3,159,230",11.80,"2,022,047",26.19,"243,529",63.08,"893,654",-16.80,"115,228",-32.69,"8,097,434",11.94,792,-80.51,1,0.00,"206,926",1.55,"1,893,123",-6.98,"27,095,828",8.15,"281,399",-7.20,"2,238,281",11.26,"5,666,308",10.80,"4,202,880",11.78,"121,480",-28.68,"7,874,434",4.65,"2,336,169",18.33,"4,372,145",4.29,"2,732",-30.91,"737,678",3.63,"50,465",-69.13,"723,060",79.53,"806,270",-13.20,"2,031,425",-2.99,"85,496",-29.27
2009M05,"33,718,474",6.89,"3,811,072",31.16,"18,061,260",-0.93,"1,384,553",-1.73,"743,060",10.80,"15,933,647",-1.35,"3,172,462",10.96,"2,038,030",25.40,"233,381",49.53,"901,051",-16.40,"115,390",-33.66,"8,345,311",16.39,"1,082",-78.63,1,0.00,"211,896",6.59,"1,830,941",-10.07,"27,193,972",8.67,"309,878",-7.86,"2,215,983",13.32,"5,901,367",16.71,"4,119,787",8.22,"118,111",-30.27,"7,830,164",3.78,"2,314,923",17.21,"4,381,703",4.88,"2,056",-41.79,"733,132",0.43,"163,949",-5.82,"752,627",86.02,"802,590",-15.74,"2,043,556",-3.60,"197,707",94.44
2009M06,"33,618,479",7.41,"3,708,176",31.13,"18,095,048",-1.31,"1,323,650",1.46,"742,080",7.02,"16,029,318",-1.88,"3,044,726",9.10,"1,991,481",22.56,"212,873",41.58,"840,372",-17.25,"106,762",-38.59,"8,469,074",21.53,2,-99.96,1,0.00,"194,690",-1.16,"1,688,178",-19.23,"27,206,040",9.67,"304,450",-1.26,"2,386,508",17.53,"5,873,233",20.76,"4,097,210",8.13,"121,935",-27.06,"7,783,620",3.07,"2,270,844",16.94,"4,366,239",5.19,"2,001",-39.31,"750,779",-0.60,"153,099",-15.35,"746,521",91.55,"802,919",-17.57,"2,053,869",-0.35,"217,074",432.64
2009M07,"33,784,792",7.72,"3,669,189",31.47,"18,131,830",-1.47,"1,409,297",8.97,"776,217",9.54,"15,946,316",-2.77,"2,956,071",6.28,"1,911,569",17.81,"184,509",16.70,"859,993",-14.05,"103,574",-40.60,"8,729,282",24.50,802,-84.16,1,0.00,"194,043",-1.63,"1,646,491",-23.60,"27,342,330",9.76,"289,103",-3.83,"2,361,135",20.07,"6,080,383",25.22,"4,074,081",4.57,"124,019",-32.10,"7,746,836",2.26,"2,246,724",13.17,"4,418,135",6.54,"1,914",-39.30,"757,571",-2.30,"196,309",35.38,"742,911",96.73,"792,399",-18.26,"2,077,016",0.98,"229,765",--
2009M08,"33,887,214",8.29,"3,747,098",33.29,"18,226,877",-0.93,"1,496,921",19.21,"764,662",1.78,"15,965,294",-2.60,"2,838,014",-0.10,"1,846,164",9.89,"181,514",11.95,"810,336",-18.86,"106,005",-37.05,"8,773,733",27.66,2,-99.97,1,0.00,"195,484",0.92,"1,808,422",-16.84,"27,283,438",9.24,"306,561",-12.96,"2,468,518",26.64,"6,087,303",25.14,"3,949,767",3.13,"107,721",-37.04,"7,703,454",1.11,"2,243,036",10.45,"4,415,133",6.26,"1,945",-39.67,"762,009",-1.24,"181,018",132.76,"749,801",81.68,"793,401",-17.86,"2,069,332",0.22,"239,793",--
2009M09,"33,967,223",7.05,"3,700,072",21.55,"18,287,262",-1.21,"1,463,298",19.53,"740,126",-2.27,"16,083,838",-2.70,"2,874,285",1.19,"1,883,437",11.15,"180,445",-8.65,"810,403",-14.55,"102,415",-36.60,"8,811,068",26.42,192,-97.07,1,0.00,"191,928",-2.70,"1,836,678",-18.99,"27,349,126",8.44,"299,826",-24.67,"2,400,680",22.82,"6,253,248",27.80,"3,916,957",2.33,"114,389",-37.52,"7,668,083",0.03,"2,273,208",6.74,"4,420,441",6.15,"2,294",-26.71,"766,636",-4.45,"193,233",176.74,"697,526",49.34,"791,984",-16.79,"2,106,369",4.41,"225,671",--
2009M10,"34,039,069",6.41,"3,575,302",12.74,"18,207,963",-2.00,"1,371,632",9.79,"717,530",-7.87,"16,118,801",-2.61,"2,950,373",7.73,"1,954,758",16.27,"192,183",-4.30,"803,432",-6.21,"103,444",-31.97,"9,007,992",26.04,42,-99.36,1,0.00,"193,952",-0.50,"1,772,173",-19.68,"27,565,719",7.44,"328,300",15.09,"2,549,603",26.55,"6,389,544",31.91,"3,912,453",-3.73,"119,110",-38.74,"7,598,302",-2.47,"2,240,305",0.23,"4,425,649",4.71,"2,453",3.90,"753,236",-1.92,"181,344",121.69,"688,473",26.86,"799,634",-14.92,"2,126,318",5.45,"152,172",--
2009M11,"34,120,674",5.56,"3,560,228",7.20,"18,332,317",-1.31,"1,436,786",14.97,"721,601",-6.75,"16,173,930",-2.29,"2,934,710",6.01,"1,940,712",12.83,"186,651",-11.54,"807,347",-3.57,"99,015",-32.85,"8,996,192",23.12,2,-99.97,1,0.00,"198,209",1.16,"1,850,655",-15.46,"27,638,094",6.93,"313,966",-1.21,"2,628,992",34.70,"6,416,442",34.24,"3,930,121",-7.97,"137,695",-16.94,"7,537,700",-3.97,"2,246,181",-1.68,"4,424,750",4.74,"2,247",0.81,"756,410",-3.88,"203,575",195.76,"665,239",7.02,"791,015",-13.28,"2,142,079",5.71,"73,607",--
2009M12,"34,513,667",5.52,"3,471,775",-1.85,"18,599,228",0.70,"1,510,414",17.89,"733,832",-3.47,"16,354,982",-0.45,"2,977,739",4.07,"1,973,133",10.59,"184,522",-22.81,"820,084",-2.14,"94,357",-30.63,"9,160,679",22.44,2,-50.00,1,0.00,"209,886",-4.82,"1,731,412",-19.50,"27,974,744",6.37,"337,260",6.42,"2,674,529",29.09,"6,587,179",33.58,"3,972,746",-7.59,"150,428",-4.46,"7,488,005",-6.03,"2,341,112",0.88,"4,421,531",4.48,"1,954",-26.54,"771,907",-2.88,"190,790",229.77,"815,312",37.94,"797,961",-9.12,"2,183,376",8.45,"48,165",--
