期間,總人口數(千人)_原始值,總人口數(千人)_年增率(%),總人口數(千人)_原始值,總人口數(千人)_年增率(%),總人口數(千人)_原始值,總人口數(千人)_年增率(%),15歲以上民間人口(千人)_原始值,15歲以上民間人口(千人)_年增率(%),15歲以上民間人口(千人)_原始值,15歲以上民間人口(千人)_年增率(%),15歲以上民間人口(千人)_原始值,15歲以上民間人口(千人)_年增率(%),勞動力(千人)_原始值,勞動力(千人)_年增率(%),勞動力(千人)_原始值,勞動力(千人)_年增率(%),勞動力(千人)_原始值,勞動力(千人)_年增率(%),就業人數(千人)_原始值,就業人數(千人)_年增率(%),就業人數(千人)_原始值,就業人數(千人)_年增率(%),就業人數(千人)_原始值,就業人數(千人)_年增率(%),失業人數(千人)_原始值,失業人數(千人)_年增率(%),失業人數(千人)_原始值,失業人數(千人)_年增率(%),失業人數(千人)_原始值,失業人數(千人)_年增率(%),15歲以上民間人口占總人口數(%)_原始值,15歲以上民間人口占總人口數(%)_年增率(%),15歲以上民間人口占總人口數(%)_原始值,15歲以上民間人口占總人口數(%)_年增率(%),15歲以上民間人口占總人口數(%)_原始值,15歲以上民間人口占總人口數(%)_年增率(%),勞動力占總人口數(%)_原始值,勞動力占總人口數(%)_年增率(%),勞動力占總人口數(%)_原始值,勞動力占總人口數(%)_年增率(%),勞動力占總人口數(%)_原始值,勞動力占總人口數(%)_年增率(%),勞動力參與率(%)_原始值,勞動力參與率(%)_年增率(%),勞動力參與率(%)_原始值,勞動力參與率(%)_年增率(%),勞動力參與率(%)_原始值,勞動力參與率(%)_年增率(%),就業人口占總人口數(%)_原始值,就業人口占總人口數(%)_年增率(%),就業人口占總人口數(%)_原始值,就業人口占總人口數(%)_年增率(%),就業人口占總人口數(%)_原始值,就業人口占總人口數(%)_年增率(%),就業人口占15歲以上民間人口(%)_原始值,就業人口占15歲以上民間人口(%)_年增率(%),就業人口占15歲以上民間人口(%)_原始值,就業人口占15歲以上民間人口(%)_年增率(%),就業人口占15歲以上民間人口(%)_原始值,就業人口占15歲以上民間人口(%)_年增率(%),就業人口占勞動力(%)_原始值,就業人口占勞動力(%)_年增率(%),就業人口占勞動力(%)_原始值,就業人口占勞動力(%)_年增率(%),就業人口占勞動力(%)_原始值,就業人口占勞動力(%)_年增率(%),失業率(%)_原始值,失業率(%)_年增率(%),失業率(%)_原始值,失業率(%)_年增率(%),失業率(%)_原始值,失業率(%)_年增率(%)
1992M04,"20,608",0.95,"10,638",0.88,"9,970",1.03,"14,699",1.76,"7,362",1.83,"7,337",1.70,"8,665",2.10,"5,444",2.68,"3,221",1.14,"8,550",2.18,"5,366",2.76,"3,184",1.23,115,-3.47,78,-2.11,37,-6.21,71.33,-,69.21,-,73.59,-,42.05,-,51.17,-,32.31,-,58.95,-,73.94,-,43.90,-,41.49,-,50.44,-,31.94,-,58.17,-,72.89,-,43.40,-,98.67,-,98.57,-,98.85,-,1.33,-,1.43,-,1.15,-
1992M05,"20,623",0.94,"10,645",0.87,"9,978",1.02,"14,725",1.79,"7,376",1.87,"7,349",1.71,"8,703",1.74,"5,446",2.23,"3,257",0.94,"8,582",1.78,"5,368",2.39,"3,214",0.78,122,-0.53,78,-7.23,44,14.14,71.40,-,69.29,-,73.66,-,42.20,-,51.16,-,32.65,-,59.10,-,73.83,-,44.32,-,41.61,-,50.43,-,32.21,-,58.28,-,72.77,-,43.73,-,98.60,-,98.57,-,98.65,-,1.40,-,1.43,-,1.35,-
1992M06,"20,636",0.94,"10,651",0.87,"9,985",1.02,"14,751",1.87,"7,388",1.93,"7,363",1.80,"8,723",1.86,"5,432",1.73,"3,290",2.06,"8,588",1.68,"5,352",1.67,"3,236",1.70,134,14.63,81,6.13,54,30.33,71.48,-,69.36,-,73.74,-,42.27,-,51.00,-,32.95,-,59.13,-,73.53,-,44.69,-,41.62,-,50.25,-,32.41,-,58.22,-,72.44,-,43.96,-,98.46,-,98.51,-,98.37,-,1.54,-,1.49,-,1.63,-
1992M07,"20,656",0.96,"10,660",0.88,"9,996",1.05,"14,781",1.95,"7,405",2.05,"7,376",1.84,"8,793",1.59,"5,482",1.91,"3,311",1.06,"8,638",1.66,"5,392",1.90,"3,246",1.26,154,-2.16,90,2.27,64,-7.75,71.56,-,69.47,-,73.79,-,42.57,-,51.43,-,33.12,-,59.49,-,74.03,-,44.89,-,41.82,-,50.58,-,32.48,-,58.44,-,72.81,-,44.01,-,98.24,-,98.36,-,98.06,-,1.76,-,1.64,-,1.94,-
1992M08,"20,672",0.95,"10,668",0.87,"10,004",1.04,"14,810",1.99,"7,420",2.07,"7,390",1.90,"8,876",2.15,"5,522",2.33,"3,354",1.85,"8,705",2.00,"5,426",2.15,"3,280",1.76,171,10.30,97,13.67,74,6.20,71.64,-,69.55,-,73.87,-,42.94,-,51.76,-,33.52,-,59.93,-,74.43,-,45.38,-,42.11,-,50.86,-,32.78,-,58.78,-,73.12,-,44.38,-,98.08,-,98.25,-,97.79,-,1.92,-,1.75,-,2.21,-
1992M09,"20,692",0.96,"10,678",0.88,"10,015",1.05,"14,835",2.00,"7,435",2.12,"7,400",1.87,"8,842",2.52,"5,466",1.68,"3,376",3.93,"8,690",2.60,"5,380",1.71,"3,311",4.07,152,-1.51,86,-0.60,65,-2.68,71.70,-,69.63,-,73.89,-,42.73,-,51.19,-,33.71,-,59.60,-,73.52,-,45.62,-,42.00,-,50.38,-,33.06,-,58.58,-,72.36,-,44.74,-,98.28,-,98.42,-,98.07,-,1.72,-,1.58,-,1.93,-
1992M10,"20,714",0.97,"10,688",0.89,"10,025",1.05,"14,864",2.03,"7,451",2.13,"7,413",1.93,"8,854",2.69,"5,480",1.60,"3,374",4.51,"8,717",2.71,"5,401",1.62,"3,317",4.52,137,1.92,80,0.21,58,4.38,71.76,-,69.71,-,73.94,-,42.75,-,51.27,-,33.66,-,59.57,-,73.55,-,45.52,-,42.08,-,50.53,-,33.08,-,58.64,-,72.48,-,44.74,-,98.45,-,98.55,-,98.29,-,1.55,-,1.45,-,1.71,-
1992M11,"20,734",0.96,"10,698",0.89,"10,036",1.04,"14,893",2.04,"7,468",2.20,"7,425",1.88,"8,863",2.57,"5,501",2.48,"3,362",2.73,"8,742",2.70,"5,426",2.53,"3,316",3.00,121,-6.11,76,-1.00,45,-13.62,71.83,-,69.81,-,73.99,-,42.75,-,51.42,-,33.50,-,59.51,-,73.66,-,45.27,-,42.16,-,50.71,-,33.05,-,58.70,-,72.65,-,44.67,-,98.64,-,98.62,-,98.66,-,1.36,-,1.38,-,1.34,-
1992M12,"20,752",0.95,"10,708",0.88,"10,044",1.03,"14,921",2.07,"7,483",2.23,"7,439",1.91,"8,874",2.34,"5,504",2.21,"3,369",2.57,"8,761",2.47,"5,441",2.49,"3,320",2.44,113,-6.79,63,-17.50,50,11.61,71.90,-,69.88,-,74.06,-,42.76,-,51.40,-,33.55,-,59.47,-,73.56,-,45.30,-,42.22,-,50.81,-,33.05,-,58.71,-,72.72,-,44.63,-,98.73,-,98.86,-,98.53,-,1.27,-,1.14,-,1.47,-
1993M01,"20,754",0.90,"10,709",0.82,"10,045",0.98,"14,947",2.11,"7,495",2.25,"7,452",1.97,"8,853",1.92,"5,496",1.57,"3,357",2.49,"8,744",2.07,"5,429",1.76,"3,315",2.58,109,-8.69,67,-11.29,42,-4.20,72.02,-,69.99,-,74.18,-,42.66,-,51.32,-,33.41,-,59.23,-,73.33,-,45.04,-,42.13,-,50.70,-,33.00,-,58.50,-,72.44,-,44.48,-,98.77,-,98.78,-,98.75,-,1.23,-,1.22,-,1.25,-
1993M02,"20,770",0.94,"10,716",0.86,"10,054",1.01,"14,971",2.14,"7,507",2.27,"7,464",2.01,"8,744",1.17,"5,488",1.42,"3,256",0.74,"8,628",1.39,"5,414",1.67,"3,214",0.91,116,-13.05,74,-14.43,42,-10.52,72.08,-,70.05,-,74.24,-,42.10,-,51.21,-,32.38,-,58.40,-,73.10,-,43.62,-,41.54,-,50.52,-,31.96,-,57.63,-,72.12,-,43.05,-,98.68,-,98.66,-,98.70,-,1.32,-,1.34,-,1.30,-
1993M03,"20,784",0.93,"10,722",0.86,"10,062",1.01,"14,996",2.17,"7,519",2.30,"7,477",2.05,"8,776",1.41,"5,483",1.06,"3,294",1.99,"8,659",1.44,"5,412",1.18,"3,247",1.88,118,-1.17,71,-7.41,47,10.10,72.15,-,70.13,-,74.31,-,42.23,-,51.13,-,32.73,-,58.52,-,72.92,-,44.05,-,41.66,-,50.47,-,32.27,-,57.74,-,71.97,-,43.42,-,98.66,-,98.71,-,98.58,-,1.34,-,1.29,-,1.42,-
1993M04,"20,798",0.92,"10,728",0.85,"10,070",1.00,"15,022",2.20,"7,531",2.30,"7,491",2.10,"8,809",1.66,"5,478",0.63,"3,331",3.40,"8,691",1.64,"5,406",0.75,"3,285",3.15,118,3.00,72,-7.31,46,24.76,72.23,-,70.20,-,74.39,-,42.36,-,51.07,-,33.08,-,58.64,-,72.74,-,44.46,-,41.79,-,50.39,-,32.62,-,57.85,-,71.78,-,43.85,-,98.66,-,98.68,-,98.62,-,1.34,-,1.32,-,1.38,-
1993M05,"20,813",0.92,"10,735",0.85,"10,078",1.00,"15,048",2.19,"7,544",2.27,"7,504",2.11,"8,816",1.29,"5,463",0.31,"3,353",2.93,"8,702",1.41,"5,393",0.47,"3,309",2.98,114,-6.62,70,-10.23,44,-0.19,72.30,-,70.27,-,74.46,-,42.36,-,50.89,-,33.27,-,58.59,-,72.42,-,44.68,-,41.81,-,50.23,-,32.84,-,57.83,-,71.49,-,44.10,-,98.71,-,98.72,-,98.70,-,1.29,-,1.28,-,1.30,-
1993M06,"20,823",0.91,"10,739",0.83,"10,083",0.99,"15,073",2.18,"7,556",2.28,"7,517",2.09,"8,800",0.88,"5,444",0.21,"3,356",2.01,"8,677",1.03,"5,373",0.40,"3,304",2.07,123,-8.29,71,-12.42,53,-2.06,72.39,-,70.36,-,74.55,-,42.26,-,50.69,-,33.28,-,58.38,-,72.04,-,44.65,-,41.67,-,50.03,-,32.76,-,57.56,-,71.10,-,43.95,-,98.60,-,98.70,-,98.44,-,1.40,-,1.30,-,1.56,-
1993M07,"20,843",0.91,"10,749",0.83,"10,095",0.99,"15,099",2.15,"7,570",2.22,"7,529",2.08,"8,877",0.96,"5,498",0.29,"3,379",2.07,"8,725",1.00,"5,419",0.50,"3,306",1.84,152,-1.61,79,-12.63,73,13.82,72.44,-,70.42,-,74.58,-,42.59,-,51.15,-,33.48,-,58.79,-,72.63,-,44.88,-,41.86,-,50.42,-,32.75,-,57.79,-,71.59,-,43.91,-,98.29,-,98.57,-,97.83,-,1.71,-,1.43,-,2.17,-
1993M08,"20,862",0.92,"10,757",0.84,"10,105",1.00,"15,123",2.12,"7,583",2.20,"7,541",2.03,"9,035",1.80,"5,518",-0.08,"3,518",4.89,"8,863",1.82,"5,434",0.16,"3,429",4.57,172,0.78,84,-13.28,88,19.10,72.49,-,70.49,-,74.62,-,43.31,-,51.29,-,34.81,-,59.75,-,72.77,-,46.65,-,42.49,-,50.51,-,33.94,-,58.61,-,71.66,-,45.48,-,98.10,-,98.48,-,97.49,-,1.90,-,1.52,-,2.51,-
1993M09,"20,881",0.91,"10,766",0.83,"10,114",1.00,"15,149",2.11,"7,595",2.16,"7,554",2.07,"9,004",1.83,"5,507",0.75,"3,496",3.57,"8,862",1.97,"5,428",0.90,"3,434",3.71,142,-6.33,79,-8.24,63,-3.78,72.55,-,70.55,-,74.68,-,43.12,-,51.15,-,34.57,-,59.44,-,72.51,-,46.29,-,42.44,-,50.42,-,33.95,-,58.50,-,71.47,-,45.46,-,98.42,-,98.56,-,98.20,-,1.58,-,1.44,-,1.80,-
1993M10,"20,900",0.90,"10,775",0.81,"10,124",0.99,"15,176",2.10,"7,610",2.12,"7,566",2.07,"8,977",1.39,"5,528",0.86,"3,450",2.24,"8,835",1.36,"5,444",0.80,"3,392",2.26,142,3.46,84,5.26,58,0.96,72.61,-,70.62,-,74.73,-,42.95,-,51.30,-,34.07,-,59.15,-,72.64,-,45.59,-,42.27,-,50.52,-,33.50,-,58.22,-,71.54,-,44.82,-,98.42,-,98.48,-,98.32,-,1.58,-,1.52,-,1.68,-
1993M11,"20,917",0.88,"10,783",0.80,"10,134",0.98,"15,203",2.08,"7,623",2.08,"7,580",2.09,"8,904",0.46,"5,530",0.53,"3,374",0.36,"8,780",0.44,"5,454",0.53,"3,326",0.28,124,2.30,76,0.19,48,5.85,72.68,-,70.70,-,74.80,-,42.57,-,51.29,-,33.29,-,58.57,-,72.54,-,44.51,-,41.98,-,50.58,-,32.82,-,57.75,-,71.55,-,43.88,-,98.61,-,98.63,-,98.59,-,1.39,-,1.37,-,1.41,-
1993M12,"20,944",0.92,"10,797",0.83,"10,147",1.02,"15,232",2.08,"7,639",2.09,"7,593",2.07,"8,891",0.20,"5,528",0.44,"3,363",-0.20,"8,780",0.22,"5,460",0.34,"3,321",0.02,111,-1.77,69,8.80,42,-15.20,72.73,-,70.75,-,74.83,-,42.45,-,51.20,-,33.14,-,58.37,-,72.37,-,44.29,-,41.92,-,50.57,-,32.72,-,57.64,-,71.47,-,43.73,-,98.76,-,98.76,-,98.75,-,1.24,-,1.24,-,1.25,-
1994M01,"20,950",0.94,"10,800",0.85,"10,150",1.04,"15,261",2.10,"7,655",2.13,"7,607",2.08,"8,973",1.35,"5,566",1.26,"3,407",1.51,"8,865",1.38,"5,499",1.28,"3,366",1.55,108,-0.88,67,-0.41,41,-1.63,72.84,-,70.87,-,74.94,-,42.83,-,51.53,-,33.57,-,58.80,-,72.71,-,44.79,-,42.31,-,50.91,-,33.16,-,58.09,-,71.84,-,44.25,-,98.80,-,98.80,-,98.79,-,1.20,-,1.20,-,1.21,-
1994M02,"20,961",0.92,"10,805",0.83,"10,156",1.01,"15,287",2.11,"7,667",2.14,"7,620",2.08,"8,861",1.35,"5,538",0.92,"3,323",2.06,"8,714",1.00,"5,444",0.56,"3,270",1.74,147,27.12,94,27.63,53,26.24,72.93,-,70.96,-,75.03,-,42.28,-,51.26,-,32.72,-,57.97,-,72.23,-,43.61,-,41.57,-,50.39,-,32.20,-,57.00,-,71.01,-,42.91,-,98.34,-,98.31,-,98.39,-,1.66,-,1.69,-,1.61,-
1994M03,"20,980",0.94,"10,813",0.85,"10,167",1.04,"15,316",2.13,"7,681",2.16,"7,635",2.11,"9,036",2.96,"5,582",1.81,"3,455",4.89,"8,899",2.77,"5,490",1.45,"3,408",4.97,138,17.03,91,28.73,46,-0.73,73.01,-,71.04,-,75.10,-,43.07,-,51.62,-,33.98,-,59.00,-,72.67,-,45.25,-,42.42,-,50.77,-,33.52,-,58.10,-,71.48,-,44.64,-,98.48,-,98.36,-,98.66,-,1.52,-,1.64,-,1.34,-
1994M04,"20,994",0.94,"10,819",0.85,"10,175",1.04,"15,340",2.11,"7,692",2.14,"7,647",2.09,"9,001",2.17,"5,573",1.72,"3,428",2.92,"8,876",2.14,"5,494",1.63,"3,382",2.97,124,4.87,78,8.27,46,-0.47,73.07,-,71.10,-,75.16,-,42.87,-,51.51,-,33.69,-,58.67,-,72.44,-,44.82,-,42.28,-,50.78,-,33.24,-,57.86,-,71.42,-,44.22,-,98.62,-,98.60,-,98.66,-,1.38,-,1.40,-,1.34,-
1994M05,"21,012",0.95,"10,828",0.86,"10,184",1.05,"15,364",2.10,"7,704",2.13,"7,661",2.08,"9,008",2.17,"5,556",1.70,"3,452",2.95,"8,879",2.03,"5,473",1.49,"3,405",2.90,129,13.52,82,17.68,47,6.86,73.12,-,71.15,-,75.22,-,42.87,-,51.31,-,33.90,-,58.63,-,72.11,-,45.06,-,42.26,-,50.55,-,33.44,-,57.79,-,71.04,-,44.45,-,98.57,-,98.52,-,98.65,-,1.43,-,1.48,-,1.35,-
1994M06,"21,026",0.97,"10,834",0.88,"10,192",1.07,"15,386",2.07,"7,715",2.10,"7,671",2.05,"8,998",2.25,"5,557",2.08,"3,441",2.54,"8,860",2.11,"5,472",1.85,"3,388",2.54,138,12.03,84,19.13,54,2.47,73.18,-,71.21,-,75.26,-,42.80,-,51.29,-,33.77,-,58.48,-,72.02,-,44.87,-,42.14,-,50.51,-,33.24,-,57.59,-,70.93,-,44.16,-,98.47,-,98.48,-,98.44,-,1.53,-,1.52,-,1.56,-
1994M07,"21,040",0.94,"10,840",0.85,"10,200",1.05,"15,408",2.05,"7,727",2.08,"7,681",2.01,"9,122",2.76,"5,620",2.22,"3,502",3.64,"8,953",2.61,"5,532",2.08,"3,421",3.49,169,11.31,88,11.97,81,10.59,73.23,-,71.29,-,75.30,-,43.36,-,51.85,-,34.34,-,59.21,-,72.73,-,45.60,-,42.55,-,51.03,-,33.54,-,58.11,-,71.59,-,44.55,-,98.15,-,98.43,-,97.69,-,1.85,-,1.57,-,2.31,-
1994M08,"21,061",0.95,"10,849",0.85,"10,212",1.06,"15,436",2.07,"7,741",2.09,"7,695",2.05,"9,239",2.25,"5,636",2.14,"3,603",2.43,"9,055",2.16,"5,541",1.96,"3,514",2.48,184,6.90,95,13.70,89,0.45,73.29,-,71.35,-,75.35,-,43.87,-,51.95,-,35.28,-,59.85,-,72.80,-,46.82,-,42.99,-,51.07,-,34.41,-,58.66,-,71.57,-,45.67,-,98.01,-,98.31,-,97.54,-,1.99,-,1.69,-,2.46,-
1994M09,"21,078",0.94,"10,858",0.85,"10,220",1.05,"15,461",2.06,"7,755",2.10,"7,706",2.01,"9,131",1.41,"5,591",1.52,"3,540",1.24,"8,980",1.33,"5,503",1.38,"3,477",1.26,151,6.14,88,11.04,63,-0.04,73.35,-,71.43,-,75.40,-,43.32,-,51.49,-,34.63,-,59.06,-,72.09,-,45.94,-,42.60,-,50.68,-,34.02,-,58.08,-,70.96,-,45.12,-,98.35,-,98.42,-,98.23,-,1.65,-,1.58,-,1.77,-
1994M10,"21,097",0.95,"10,867",0.85,"10,230",1.05,"15,490",2.07,"7,771",2.12,"7,719",2.02,"9,194",2.41,"5,629",1.83,"3,565",3.34,"9,045",2.37,"5,543",1.82,"3,502",3.26,149,5.07,86,2.81,63,8.34,73.42,-,71.51,-,75.46,-,43.58,-,51.80,-,34.85,-,59.35,-,72.44,-,46.18,-,42.87,-,51.00,-,34.23,-,58.39,-,71.33,-,45.37,-,98.38,-,98.47,-,98.23,-,1.62,-,1.53,-,1.77,-
1994M11,"21,119",0.96,"10,877",0.87,"10,241",1.06,"15,518",2.07,"7,785",2.12,"7,733",2.02,"9,199",3.31,"5,641",1.99,"3,558",5.47,"9,062",3.21,"5,557",1.89,"3,505",5.38,136,10.28,83,9.47,53,11.57,73.48,-,71.57,-,75.51,-,43.56,-,51.86,-,34.74,-,59.28,-,72.46,-,46.01,-,42.91,-,51.09,-,34.22,-,58.40,-,71.39,-,45.32,-,98.52,-,98.53,-,98.50,-,1.48,-,1.47,-,1.50,-
1994M12,"21,126",0.87,"10,880",0.76,"10,246",0.98,"15,546",2.07,"7,799",2.09,"7,748",2.04,"9,207",3.55,"5,656",2.30,"3,551",5.60,"9,076",3.37,"5,580",2.20,"3,497",5.30,130,17.59,76,10.72,54,28.77,73.59,-,71.68,-,75.61,-,43.58,-,51.99,-,34.65,-,59.22,-,72.52,-,45.83,-,42.96,-,51.29,-,34.13,-,58.38,-,71.55,-,45.13,-,98.59,-,98.66,-,98.47,-,1.41,-,1.34,-,1.53,-
1995M01,"21,135",0.88,"10,883",0.77,"10,251",1.00,"15,560",1.96,"7,804",1.95,"7,756",1.97,"9,219",2.75,"5,684",2.12,"3,536",3.78,"9,092",2.56,"5,610",2.02,"3,482",3.46,127,18.05,74,10.75,53,29.85,73.62,-,71.71,-,75.66,-,43.62,-,52.22,-,34.49,-,59.25,-,72.83,-,45.59,-,43.02,-,51.55,-,33.97,-,58.43,-,71.88,-,44.90,-,98.62,-,98.70,-,98.49,-,1.38,-,1.30,-,1.51,-
1995M02,"21,144",0.87,"10,887",0.76,"10,257",0.99,"15,580",1.92,"7,813",1.90,"7,767",1.94,"9,164",3.42,"5,658",2.17,"3,506",5.50,"9,008",3.37,"5,560",2.12,"3,448",5.46,156,6.06,98,4.93,58,8.04,73.69,-,71.76,-,75.73,-,43.34,-,51.97,-,34.18,-,58.82,-,72.42,-,45.14,-,42.60,-,51.07,-,33.62,-,57.82,-,71.16,-,44.39,-,98.30,-,98.26,-,98.36,-,1.70,-,1.74,-,1.64,-
1995M03,"21,159",0.85,"10,895",0.75,"10,264",0.96,"15,603",1.87,"7,825",1.87,"7,779",1.88,"9,139",1.14,"5,647",1.18,"3,491",1.07,"8,999",1.13,"5,555",1.18,"3,444",1.06,139,1.26,92,1.06,47,1.66,73.74,-,71.82,-,75.78,-,43.19,-,51.84,-,34.02,-,58.57,-,72.17,-,44.89,-,42.53,-,50.99,-,33.56,-,57.68,-,70.99,-,44.28,-,98.47,-,98.37,-,98.65,-,1.53,-,1.63,-,1.35,-
1995M04,"21,174",0.86,"10,902",0.76,"10,272",0.96,"15,627",1.87,"7,822",1.68,"7,805",2.07,"9,157",1.74,"5,642",1.25,"3,515",2.53,"9,016",1.58,"5,550",1.02,"3,466",2.48,141,13.20,92,17.44,49,5.98,73.80,-,71.75,-,75.99,-,43.25,-,51.75,-,34.22,-,58.60,-,72.13,-,45.03,-,42.58,-,50.91,-,33.74,-,57.70,-,70.96,-,44.41,-,98.47,-,98.37,-,98.62,-,1.53,-,1.63,-,1.38,-
1995M05,"21,191",0.85,"10,910",0.76,"10,281",0.95,"15,650",1.86,"7,834",1.68,"7,816",2.04,"9,158",1.67,"5,606",0.90,"3,552",2.89,"9,008",1.46,"5,513",0.72,"3,496",2.65,149,15.61,93,12.91,56,20.38,73.85,-,71.80,-,76.03,-,43.21,-,51.38,-,34.55,-,58.51,-,71.56,-,45.44,-,42.51,-,50.53,-,34.00,-,57.56,-,70.37,-,44.72,-,98.37,-,98.34,-,98.42,-,1.63,-,1.66,-,1.58,-
1995M06,"21,205",0.86,"10,917",0.77,"10,288",0.95,"15,674",1.87,"7,847",1.71,"7,826",2.03,"9,146",1.64,"5,614",1.04,"3,531",2.61,"8,983",1.39,"5,512",0.72,"3,472",2.48,162,17.56,103,22.02,59,10.56,73.91,-,71.88,-,76.07,-,43.13,-,51.43,-,34.32,-,58.35,-,71.54,-,45.12,-,42.36,-,50.49,-,33.74,-,57.31,-,70.23,-,44.36,-,98.23,-,98.17,-,98.32,-,1.77,-,1.83,-,1.68,-
1995M07,"21,223",0.87,"10,925",0.78,"10,299",0.97,"15,699",1.89,"7,860",1.72,"7,839",2.06,"9,256",1.46,"5,665",0.81,"3,590",2.51,"9,075",1.36,"5,562",0.54,"3,514",2.69,180,6.61,104,17.57,77,-5.33,73.97,-,71.95,-,76.12,-,43.61,-,51.86,-,34.86,-,58.96,-,72.08,-,45.80,-,42.76,-,50.91,-,34.12,-,57.81,-,70.76,-,44.82,-,98.05,-,98.17,-,97.86,-,1.95,-,1.83,-,2.14,-
1995M08,"21,240",0.85,"10,933",0.77,"10,308",0.94,"15,722",1.85,"7,872",1.69,"7,851",2.02,"9,278",0.43,"5,684",0.85,"3,595",-0.24,"9,084",0.32,"5,579",0.69,"3,505",-0.26,194,5.63,105,10.10,89,0.83,74.02,-,72.00,-,76.16,-,43.68,-,51.99,-,34.87,-,59.01,-,72.21,-,45.79,-,42.77,-,51.03,-,34.00,-,57.78,-,70.87,-,44.65,-,97.91,-,98.16,-,97.51,-,2.09,-,1.84,-,2.49,-
1995M09,"21,259",0.86,"10,941",0.77,"10,318",0.95,"15,747",1.85,"7,882",1.64,"7,864",2.06,"9,222",1.00,"5,671",1.43,"3,551",0.32,"9,035",0.61,"5,561",1.06,"3,474",-0.10,187,24.07,110,24.55,78,23.39,74.07,-,72.04,-,76.22,-,43.38,-,51.83,-,34.42,-,58.56,-,71.94,-,45.15,-,42.50,-,50.83,-,33.67,-,57.37,-,70.55,-,44.17,-,97.97,-,98.06,-,97.82,-,2.03,-,1.94,-,2.18,-
1995M10,"21,275",0.84,"10,949",0.75,"10,326",0.94,"15,770",1.81,"7,893",1.57,"7,877",2.04,"9,253",0.64,"5,678",0.87,"3,575",0.29,"9,066",0.23,"5,559",0.29,"3,507",0.15,187,25.44,119,38.10,68,8.11,74.12,-,72.09,-,76.29,-,43.49,-,51.85,-,34.62,-,58.67,-,71.93,-,45.39,-,42.61,-,50.77,-,33.96,-,57.49,-,70.43,-,44.52,-,97.98,-,97.90,-,98.10,-,2.02,-,2.10,-,1.90,-
1995M11,"21,297",0.84,"10,959",0.75,"10,338",0.94,"15,796",1.79,"7,903",1.52,"7,893",2.07,"9,254",0.60,"5,678",0.66,"3,577",0.52,"9,074",0.13,"5,561",0.07,"3,513",0.22,180,32.16,116,40.06,64,19.83,74.17,-,72.12,-,76.35,-,43.45,-,51.81,-,34.60,-,58.58,-,71.84,-,45.31,-,42.61,-,50.75,-,33.98,-,57.44,-,70.37,-,44.50,-,98.05,-,97.95,-,98.22,-,1.95,-,2.05,-,1.78,-
1995M12,"21,304",0.84,"10,963",0.76,"10,342",0.93,"15,818",1.75,"7,912",1.46,"7,906",2.04,"9,272",0.71,"5,676",0.36,"3,596",1.27,"9,095",0.21,"5,570",-0.18,"3,526",0.84,177,35.71,107,40.41,70,29.13,74.25,-,72.18,-,76.45,-,43.52,-,51.78,-,34.77,-,58.62,-,71.74,-,45.48,-,42.69,-,50.81,-,34.09,-,57.50,-,70.39,-,44.60,-,98.10,-,98.12,-,98.05,-,1.90,-,1.88,-,1.95,-
1996M01,"21,312",0.84,"10,966",0.76,"10,346",0.92,"15,834",1.76,"7,919",1.47,"7,916",2.05,"9,292",0.79,"5,690",0.12,"3,602",1.86,"9,103",0.12,"5,568",-0.75,"3,535",1.52,189,48.35,122,65.94,66,24.06,74.30,-,72.21,-,76.51,-,43.60,-,51.89,-,34.81,-,58.68,-,71.86,-,45.50,-,42.71,-,50.77,-,34.17,-,57.49,-,70.31,-,44.66,-,97.97,-,97.85,-,98.16,-,2.03,-,2.15,-,1.84,-
1996M02,"21,326",0.86,"10,972",0.78,"10,354",0.95,"15,855",1.76,"7,927",1.47,"7,928",2.06,"9,327",1.77,"5,700",0.73,"3,627",3.46,"9,131",1.37,"5,570",0.18,"3,562",3.29,195,25.19,130,31.99,65,13.59,74.34,-,72.25,-,76.57,-,43.73,-,51.95,-,35.03,-,58.82,-,71.90,-,45.75,-,42.82,-,50.76,-,34.40,-,57.59,-,70.26,-,44.93,-,97.90,-,97.72,-,98.19,-,2.10,-,2.28,-,1.81,-
