期間,金融機構準備金-應提準備之存款合計(新台幣百萬元)_原始值,金融機構準備金-應提準備之存款合計(新台幣百萬元)_年增率(%),金融機構準備金-應提準備(新台幣百萬元)_原始值,金融機構準備金-應提準備(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-合計(新台幣百萬元)_原始值,金融機構準備金-實際準備-合計(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-存放央行(新台幣百萬元)_原始值,金融機構準備金-實際準備-存放央行(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-存放其他行庫及跨行專戶(新台幣百萬元)_原始值,金融機構準備金-實際準備-存放其他行庫及跨行專戶(新台幣百萬元)_年增率(%),金融機構準備金-實際準備-庫存現金(新台幣百萬元)_原始值,金融機構準備金-實際準備-庫存現金(新台幣百萬元)_年增率(%),金融機構準備金-超額準備(新台幣百萬元)_原始值,金融機構準備金-超額準備(新台幣百萬元)_年增率(%),金融機構準備金-由央行融通(新台幣百萬元)_原始值,金融機構準備金-由央行融通(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-應提流動準備基礎(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-應提流動準備基礎(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-法定比率(%)_原始值,其他貨幣機構流動比率與流動準備-法定比率(%)_年增率(%),其他貨幣機構流動比率與流動準備-法定流動準備(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-法定流動準備(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-合計(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-合計(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-超額準備(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-超額準備(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-銀行互拆借差(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-銀行互拆借差(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-國庫券(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-國庫券(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-央行定期存單(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-央行定期存單(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-可轉讓定期存單淨額(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-可轉讓定期存單淨額(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-銀行承兌匯票(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-銀行承兌匯票(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-商業本票(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-商業本票(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-公債(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-公債(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-公司債(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-公司債(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-金融債券及其他(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-金融債券及其他(新台幣百萬元)_年增率(%),其他貨幣機構流動比率與流動準備-實際流動準備-轉存指定行庫一年期以下存款(新台幣百萬元)_原始值,其他貨幣機構流動比率與流動準備-實際流動準備-轉存指定行庫一年期以下存款(新台幣百萬元)_年增率(%)
2013M10,"29,273,300",4.53,"1,633,264",5.34,"1,670,620",6.31,"1,426,079",6.34,"54,590",21.17,"189,951",2.44,"37,356",77.62,-,-,"27,577,930",3.84,10,0.00,"2,757,795",3.84,"9,130,110",7.28,"32,780",34.14,"305,487",38.29,"215,242",109.80,"5,371,966",-0.36,"9,729",972.66,61,-,"573,267",88.98,"847,986",15.07,"328,695",16.79,"19,548",-36.53,"1,425,349",0.50
2013M11,"29,326,233",4.53,"1,637,460",5.13,"1,666,562",5.53,"1,424,843",5.48,"55,045",20.57,"186,674",2.17,"29,102",34.48,-,-,"27,612,695",3.93,10,0.00,"2,761,273",3.93,"9,165,199",6.73,"24,390",101.74,"298,601",18.30,"206,378",84.49,"5,404,833",0.84,"9,964",885.56,87,-,"584,583",62.63,"865,263",13.85,"327,901",14.31,"21,200",-24.77,"1,421,999",0.45
2013M12,"29,468,684",4.20,"1,649,154",4.83,"1,681,145",5.29,"1,441,774",5.69,"55,681",8.75,"183,690",1.31,"31,991",35.92,-,-,"27,778,560",3.88,10,0.00,"2,777,858",3.88,"9,167,575",5.50,"31,920",11.11,"322,054",42.83,"184,384",8.72,"5,409,250",1.76,"11,960",756.12,82,-,"563,726",34.82,"888,613",13.01,"318,664",7.11,"19,697",-28.91,"1,417,225",-0.14
2014M01,"29,756,322",4.53,"1,664,013",5.13,"1,717,242",6.51,"1,334,216",1.10,"70,144",56.16,"312,882",26.31,"53,229",80.52,-,-,"28,003,712",4.02,10,0.00,"2,800,377",4.02,"9,153,034",5.00,"48,173",59.79,"300,414",32.75,"228,983",19.05,"5,321,292",0.53,"17,117",602.09,45,-,"571,817",29.85,"922,514",16.99,"308,302",3.07,"21,371",-19.32,"1,413,006",-0.34
2014M02,"29,865,950",4.62,"1,664,202",5.56,"1,696,942",5.18,"1,388,275",11.95,"60,117",-24.93,"248,550",-15.22,"32,740",-11.18,-,-,"28,088,190",4.38,10,0.00,"2,808,821",4.38,"9,050,639",5.15,"41,351",25.56,"300,335",44.56,"236,899",5.76,"5,207,894",1.84,"18,266",448.53,61,-,"562,889",22.22,"939,976",15.65,"304,571",-1.88,"20,801",-26.17,"1,417,596",0.25
2014M03,"30,024,563",4.76,"1,677,299",5.64,"1,711,219",5.81,"1,452,719",6.40,"56,281",15.17,"202,219",-0.46,"33,920",14.52,-,-,"28,199,006",4.44,10,0.00,"2,819,901",4.44,"9,003,068",3.64,"29,784",-0.77,"319,003",47.88,"239,418",4.40,"5,161,528",-0.22,"12,386",345.22,48,-,"573,076",15.51,"917,827",17.41,"307,495",-0.63,"19,600",-13.84,"1,422,903",-0.21
2014M04,"30,092,501",4.59,"1,680,969",5.48,"1,712,983",4.64,"1,457,054",4.85,"58,215",10.29,"197,714",1.56,"32,014",-26.34,-,-,"28,286,207",4.38,10,0.00,"2,828,627",4.38,"9,027,176",2.26,"35,072",-13.57,"360,256",63.77,"235,208",-5.26,"5,155,322",-1.78,"14,484",207.12,37,-,"560,390",10.71,"913,962",13.58,"311,267",0.76,"19,222",-13.60,"1,421,956",-0.08
2014M05,"30,125,974",4.39,"1,687,457",5.43,"1,712,035",4.89,"1,457,948",4.75,"59,332",16.43,"194,755",2.81,"24,578",-22.58,-,-,"28,338,257",4.40,10,0.00,"2,833,826",4.40,"9,121,652",2.55,"23,571",-28.64,"368,594",76.63,"225,358",-3.02,"5,220,376",-1.59,"8,191",200.48,9,-,"574,225",11.52,"946,337",13.47,"314,750",-1.31,"19,670",-9.27,"1,420,571",-0.25
2014M06,"30,032,091",4.03,"1,676,132",4.81,"1,700,986",4.22,"1,453,963",4.63,"57,980",11.44,"189,043",-0.74,"24,854",-24.32,-,-,"28,214,188",3.64,10,0.00,"2,821,420",3.64,"9,057,321",1.99,"24,861",-34.88,"355,580",42.48,"189,789",-2.42,"5,165,953",-1.50,"11,487",163.40,26,8.33,"577,159",7.20,"973,658",16.31,"320,445",-1.92,"18,126",-18.58,"1,420,237",-0.29
2014M07,"30,272,994",3.91,"1,697,327",4.61,"1,721,665",4.03,"1,471,338",4.26,"61,349",14.03,"188,978",-0.49,"24,338",-24.70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
