期間,經常帳,A. 商品,貸方,一般商品：出口 f.o.b,加工處理的商品：出口 f.o.b.,修理的商品,港口商品,非貨幣性黃金,借方,一般商品：進口 f.o.b.,加工處理的商品：進口 f.o.b.,修理的商品,港口商品,非貨幣性黃金,B. 服務,貸方總計,借方總計,"運輸, 貸方",客運,貨運,其他,"海運, 客運","海運, 貨運","海運, 其他","空運, 客運","空運, 貨運","空運, 其他","其他運輸, 客運","其他運輸, 貨運","其他運輸, 其他","運輸, 借方",客運,貨運,其他,"海運, 客運","海運, 貨運","海運, 其他","空運, 客運","空運, 貨運","空運, 其他","其他運輸, 客運","其他運輸, 貨運","其他運輸, 其他","旅行, 貸方",商務,個人,"旅行, 借方",商務,個人,"其他服務, 貸方",通訊,營建,保險,金融,電腦與資訊,專利權、商標等使用費,其他事務服務,個人、文化與休閒服務,不包括在其他項目的政府服務,"其他服務, 借方",通訊,營建,保險,金融,電腦與資訊,專利權、商標等使用費,其他事務服務,個人、文化與休閒服務,不包括在其他項目的政府服務,C. 所得,貸方總計,借方總計,"薪資, 貸方","薪資, 借方","投資所得, 貸方",直接投資,股利及已分配分支機構利潤,盈餘轉增資及未分配分支機構利潤,債權所得(利息),證券投資,股權所得(股利,債券與票券,貨幣市場工具,其他投資,"投資所得, 借方",直接投資,股利及已分配分支機構利潤,盈餘轉增資及未分配分支機構利潤.,債權所得(利息),證券投資,股權所得(股利),債券與票券.,貨幣市場工具,其他投資,D. 經常移轉,貸方,政府,其他部門,工作者的匯款,其他移轉,借方,政府,其他部門,工作者的匯款,其他移轉,資本帳與金融帳,資本帳,貸方總計,借方總計,"資本移轉, 貸方",政府,債務的免除,其他,其他部門,移民移轉,債務的免除,其他,"資本移轉, 借方",政府,債務的免除,其他,其他部門,移民移轉,債務的免除,其他,"非生產性、非金融性資產的取得與處理, 貸方","非生產性、非金融性資產的取得與處理, 借方",金融帳,A.直接投資,對外直接投資,股本投資,再投資收益,其他資本,來台直接投資,股本投資,再投資收益,其他資本,B.證券投資,資產,股權證券,貨幣當局,政府,銀行,其他部門,債權證券,債券與票券,貨幣當局,政府,銀行,其他部門,貨幣市場工具,貨幣當局,政府,銀行,其他部門,負債,股權證券,銀行,其他部門,債權證券,債券與票券,貨幣當局,政府,銀行,其他部門,貨幣市場工具,貨幣當局,政府,銀行,其他部門,C.衍生性金融商品,貨幣當局,政府,銀行,其他部門,資產,貨幣當局,政府,銀行,其他部門,負債,貨幣當局,政府,銀行,其他部門,D.其他投資,資產,貿易信用,政府：長期,政府：短期,其他部門：長期,其他部門：短期,貸款,貨幣當局：長期,貨幣當局：短期,政府：長期,政府：短期,銀行：長期,銀行：短期,其他部門：長期,其他部門：短期,現金與存款,貨幣當局,政府,銀行,其他部門,其他資產…,貨幣當局：長期,貨幣當局：短期,政府：長期,政府：短期,銀行：長期,銀行：短期,其他部門：長期,其他部門：短期,負債,貿易信用,政府：長期,政府：短期,其他部門：長期,其他部門：短期,借款,基金信用的使用及自基金的借款,貨幣當局：其他長期,貨幣當局：短期,政府：長期,政府：短期,銀行：長期,銀行：短期,其他部門：長期,其他部門：短期,現金與存款,貨幣當局,政府,銀行,其他部門,其他負債,貨幣當局：長期,貨幣當局：短期,政府：長期,政府：短期,銀行：長期,銀行：短期,其他部門：長期,其他部門：短期,E.準備資產,貨幣用黃金,特別提款權,在基金的準備部位,外匯,其他債權,誤差與遺漏淨額
2006Q3,"6,665","6,884","59,014","58,301",...,4,613,96,"-52,130","-51,240",...,-2,-543,-345,-835,"7,497","-8,332","1,597",195,"1,272",130,2,650,96,193,622,34,...,...,...,"-2,342",-422,"-1,119",-801,-5,"-1,024",-630,-417,-95,-171,...,...,...,"1,302",370,932,"-2,404",-615,"-1,789","4,598",64,23,221,274,27,43,"3,841",16,89,"-3,586",-96,-67,-209,-361,-60,-543,"-1,926",-50,-274,"1,451","5,208","-3,757",67,-91,"5,141",680,680,-,-,225,167,51,7,"4,236","-3,666","-1,814","-1,699",-115,-,-976,-976,-,-,-876,-835,987,10,977,15,962,"-1,822",-14,"-1,808",-227,"-1,581","-5,243",-22,2,-24,...,...,...,...,...,...,...,...,-17,...,...,...,-17,-17,...,...,2,-7,"-5,221",-129,"-2,072","-2,052",-,-20,"1,943","1,766",131,46,"-7,285","-9,932","-4,333",...,-,44,"-4,377","-5,599","-5,704",...,-,-509,"-5,195",105,...,-,103,2,"2,647","2,524",359,"2,165",123,120,...,-70,106,84,3,...,-,-,3,-168,...,-,8,-176,506,...,-,221,285,-674,...,-,-213,-461,"3,489","-9,004",46,-,-,-,46,"-6,389",...,...,1,...,-503,"-6,523",2,634,"-2,527",...,-,-752,"-1,775",-134,...,...,-,...,...,-82,-82,30,"12,493",344,-,-,3,341,"11,080",-,...,"10,438",-,6,-,-173,-51,860,"1,470",...,-,"1,470",...,-401,...,...,-,-,...,-362,-,-39,"-1,128",-,-,-,"-1,128",...,"-1,422"
2006Q4,"8,815","8,121","58,885","58,253",...,1,561,70,"-50,764","-49,934",...,-2,-492,-336,-740,"7,343","-8,083","1,672",227,"1,308",137,1,628,103,226,680,34,...,...,...,"-2,224",-332,"-1,064",-828,-5,-970,-659,-327,-94,-169,...,...,...,"1,301",350,951,"-2,019",-628,"-1,391","4,370",69,53,131,283,55,54,"3,487",27,211,"-3,840",-102,-72,-232,-325,-75,-567,"-2,199",-51,-217,"2,353","4,720","-2,367",70,-91,"4,650",757,757,-,-,297,218,78,1,"3,596","-2,276",-512,-545,33,-,-868,-860,-8,-,-896,-919,965,10,955,14,941,"-1,884",-25,"-1,859",-253,"-1,606","-8,453",-41,-,-41,...,...,...,...,...,...,...,...,-10,...,...,...,-10,-10,...,...,-,-31,"-8,412","1,178","-1,683","-1,675",-,-8,"2,861","2,775",146,-60,"1,297","-9,414","-6,158",...,-,-1,"-6,157","-3,256","-2,869",...,-,-634,"-2,235",-387,...,-,25,-412,"10,711","10,367","1,264","9,103",344,342,...,112,-37,267,2,...,-,-,2,-334,...,-,-51,-283,584,...,-,333,251,-918,...,-,-384,-534,"-8,319",768,-217,-,-,-,-217,"1,974",...,...,-9,...,-706,"1,879",1,809,"-2,423",...,-,"-1,287","-1,136","1,434",...,...,-,...,...,"1,458",-84,60,"-9,087",-55,-,-,-,-55,"-7,530",-,...,"-7,958",-,-3,-,116,-129,444,"-1,296",...,-,"-1,296",...,-206,...,...,-,-,...,-891,-4,689,"-2,234",-,-,-,"-2,234",...,-362
2007Q1,"9,875","7,119","54,404","53,798",...,2,505,99,"-47,285","-46,441",...,-2,-490,-352,-321,"7,725","-8,046","1,922",267,"1,525",130,1,"1,025",92,266,500,38,...,...,...,"-2,192",-424,-991,-777,-5,-909,-598,-419,-82,-179,...,...,...,"1,284",347,937,"-2,045",-563,"-1,482","4,519",61,35,96,388,29,42,"3,734",17,117,"-3,809",-102,-58,-281,-320,-78,-635,"-2,075",-48,-212,"3,957","5,526","-1,569",103,-95,"5,423",809,807,2,-,330,215,108,7,"4,284","-1,474",-254,-254,-,-,-481,-480,-1,-,-739,-880,"1,116",11,"1,105",24,"1,081","-1,996",-20,"-1,976",-234,"-1,742","-11,420",-26,-,-26,...,...,...,...,...,...,...,...,-18,...,...,...,-18,-18,...,...,-,-8,"-11,394",-57,"-1,990","-2,003",-2,15,"1,933","1,032",5,896,"-11,727","-10,956","-7,645",...,-,-12,"-7,633","-3,311","-3,198",...,-,-480,"-2,718",-113,...,-,24,-137,-771,-11,49,-60,-760,-777,...,57,-172,-662,17,...,-,-,17,-399,...,-,-199,-200,498,...,-,341,157,-897,...,-,-540,-357,"1,158","1,461",-247,-,-,-,-247,684,...,...,5,...,-374,271,1,781,-238,...,-,"-1,311","1,073","1,262",...,...,-,...,...,"1,122",-84,224,-303,-75,-,-,-1,-74,309,-,...,818,-,-7,-,"-1,172",-144,814,-871,...,-,-871,...,334,...,...,-,-,...,325,-7,16,-369,-,-,-,-369,...,"1,545"
2007Q2,"6,486","5,063","59,446","58,798",...,5,572,71,"-54,383","-53,500",...,-2,-490,-391,-536,"7,779","-8,315","2,110",246,"1,734",130,1,"1,190",88,245,544,42,...,...,...,"-2,350",-367,"-1,108",-875,-5,"-1,014",-702,-362,-94,-173,...,...,...,"1,307",366,941,"-2,290",-626,"-1,664","4,362",86,26,114,257,39,36,"3,742",14,48,"-3,675",-124,-32,-282,-139,-62,-543,"-2,262",-56,-175,"2,888","5,418","-2,530",76,-90,"5,342","1,221","1,221",-,-,395,287,107,1,"3,726","-2,440","-1,052","-1,020",-32,-,-540,-510,-30,-,-848,-929,"1,187",36,"1,151",17,"1,134","-2,116",-19,"-2,097",-243,"-1,854","-6,993",-19,1,-20,...,...,...,...,...,...,...,...,-17,...,...,...,-17,-17,...,...,1,-3,"-6,974",-341,"-2,155","-2,144",-,-11,"1,814","1,634",87,93,"-6,985","-17,133","-13,848",...,-,-58,"-13,790","-3,285","-2,845",...,-,"-1,308","-1,537",-440,...,-,-99,-341,"10,148","10,575","1,697","8,878",-427,-429,...,-64,-414,49,2,...,-,-,2,94,...,-,181,-87,774,...,-,497,277,-680,...,-,-316,-364,"-1,635","-3,794",-218,-,-,-,-218,"-4,773",...,...,6,...,"-1,314","-4,326",1,860,-153,...,-,-705,552,"1,350",...,...,-,...,...,"1,320",-129,159,"2,159",73,-,-,-,73,"1,559",-,...,"1,272",-,1,-,-17,-142,445,295,...,-,295,...,232,...,...,-,-,...,232,-4,4,"1,893",-,-,-,"1,893",...,507
2007Q3,"6,962","7,896","64,702","63,974",...,2,635,91,"-56,806","-55,869",...,-4,-514,-419,-918,"8,427","-9,345","2,235",259,"1,842",134,-,"1,242",97,259,600,37,...,...,...,"-2,722",-492,"-1,301",-929,-6,"-1,200",-743,-486,-101,-186,...,...,...,"1,267",336,931,"-2,552",-634,"-1,918","4,925",92,70,101,363,32,77,"4,108",21,61,"-4,071",-127,-125,-302,-148,-50,-664,"-2,363",-57,-235,957,"6,482","-5,525",83,-90,"6,399","1,292",898,394,-,375,221,143,11,"4,732","-5,435","-2,060","-1,607",-453,-,"-2,111","-2,110",-1,-,"-1,264",-973,"1,137",35,"1,102",19,"1,083","-2,110",-16,"-2,094",-238,"-1,856","-5,605",-33,1,-34,...,...,...,...,...,...,...,...,-21,...,...,...,-21,-21,...,...,1,-13,"-5,572","-1,480","-2,592","-2,207",-394,9,"1,112",601,465,46,"-14,403","-8,778","-4,174",...,-,98,"-4,272","-4,604","-4,467",...,-,-255,"-4,212",-137,...,-,-78,-59,"-5,625","-5,654","-1,350","-4,304",29,-1,...,61,9,-71,30,...,-,-,30,47,...,-,26,21,"1,326",...,-,592,734,"-1,279",...,-,-566,-713,"2,531",-602,154,-,-,-,154,838,...,...,-2,...,-719,762,2,795,97,...,-,"1,028",-931,"-1,691",...,...,-,...,...,"-1,720",-97,126,"3,133",-140,-,-,-,-140,"-6,777",-,...,"-9,404",-,-,-,"1,797",-41,871,"11,450",...,-,"11,450",...,"-1,400",...,...,-,-,...,"-1,391",-6,-3,"7,733",-,-,-,"7,733",...,"-1,357"
2007Q4,"11,831","10,367","67,948","67,093",...,7,653,195,"-57,581","-56,497",...,-2,-619,-463,135,"9,355","-9,220","2,542",289,"2,118",135,-,"1,423",88,289,695,47,...,...,...,"-2,629",-376,"-1,277",-976,-6,"-1,173",-774,-370,-104,-202,...,...,...,"1,355",339,"1,016","-2,183",-669,"-1,514","5,458",55,68,98,294,35,65,"4,758",19,66,"-4,408",-88,-156,-302,-175,-67,-733,"-2,628",-44,-215,"2,330","6,074","-3,744",88,-88,"5,986","1,675",821,854,-,350,234,108,8,"3,961","-3,656",-744,-664,-80,-,"-2,026","-2,025",-1,-,-886,"-1,001","1,249",57,"1,192",20,"1,172","-2,250",-33,"-2,217",-245,"-1,972","-11,009",-18,1,-19,...,...,...,...,...,...,...,...,-15,...,...,...,-15,-15,...,...,1,-4,"-10,991","-1,460","-4,370","-3,553",-854,37,"2,910","2,830",84,-4,"-6,947","-8,099","-10,030",...,-,-83,"-9,947","1,931","2,023",...,-,783,"1,240",-92,...,-,125,-217,"1,152",689,-876,"1,565",463,449,...,99,-17,367,14,...,-,-,14,-31,...,-,241,-272,"1,093",...,-,642,451,"-1,124",...,-,-401,-723,"2,684","-3,912",185,-,-,-,185,"-2,062",...,...,2,...,"-1,275","-1,823",1,"1,033",-388,...,-,555,-943,"-1,647",...,...,-,...,...,"-1,649",-81,83,"6,596",340,-,-,-,340,687,-,...,14,-,-,-,-108,39,742,"4,773",...,-,"4,773",...,796,...,...,-,-,...,805,-2,-7,"-5,237",-,-,-,"-5,237",...,-822
2008Q1,"9,110","4,288","63,860","62,897",...,10,643,310,"-59,572","-58,490",...,-2,-661,-419,565,"9,526","-8,961","2,293",305,"1,866",122,1,"1,282",96,304,584,26,...,...,...,"-2,849",-415,"-1,450",-984,-4,"-1,351",-790,-411,-99,-194,...,...,...,"1,431",359,"1,072","-2,247",-621,"-1,626","5,802",80,57,79,293,35,42,"5,110",21,85,"-3,865",-100,-66,-259,-87,-73,-815,"-2,150",-46,-269,"5,114","7,066","-1,952",106,-107,"6,960","1,838",542,"1,296",-,272,117,155,-,"4,850","-1,845",-282,-271,-11,-,-836,-836,-,-,-727,-857,"1,373",2,"1,371",29,"1,342","-2,230",-17,"-2,213",-256,"-1,957","-11,077",-271,-,-271,...,...,...,...,...,...,...,...,-17,...,...,...,-17,-17,...,...,-,-254,"-10,806","-2,568","-3,165","-1,862","-1,296",-7,597,148,14,435,"2,990","-6,323","-4,524",...,-,-37,"-4,487","-1,799","-1,466",...,-,-354,"-1,112",-333,...,-,-27,-306,"9,313","2,529","1,695",834,"6,784","6,651",...,"6,712",-93,32,133,...,-,-,133,831,...,-,371,460,"2,200",...,-,"1,098","1,102","-1,369",...,-,-727,-642,-737,"-4,599",-188,-,-,-,-188,"-7,289",...,...,-3,...,"-1,045","-6,997",-,756,663,...,-,"-3,550","4,213","2,215",...,...,-,...,...,"2,140",-77,152,"3,862",-57,-,-,-1,-56,"2,063",-,...,"-2,472",-,-,-,"1,891",139,"2,505","2,603",...,-,"2,603",...,-747,...,...,-,-,...,-769,9,13,"-11,322",-,-,-,"-11,322",...,"1,967"
2008Q2,"7,691","5,984","70,381","69,470",...,10,647,254,"-64,397","-63,110",...,-2,-754,-531,735,"9,711","-8,976","2,434",292,"2,009",133,1,"1,366",106,291,643,27,...,...,...,"-2,849",-461,"-1,499",-889,-5,"-1,394",-699,-456,-105,-190,...,...,...,"1,482",393,"1,089","-2,399",-651,"-1,748","5,795",81,37,101,366,45,56,"5,006",28,75,"-3,728",-101,-79,-318,-84,-75,-756,"-2,072",-50,-193,"1,643","5,579","-3,936",83,-102,"5,496","1,476","1,001",475,-,382,237,134,11,"3,638","-3,834","-2,065","-1,750",-315,-,"-1,186","-1,183",-3,-,-583,-671,"1,394",21,"1,373",19,"1,354","-2,065",-15,"-2,050",-307,"-1,743","-3,577",-20,-,-20,...,...,...,...,...,...,...,...,-17,...,...,...,-17,-17,...,...,-,-3,"-3,557","-1,516","-2,623","-2,152",-475,4,"1,107",736,344,27,"-10,813","-7,204","-7,334",...,-,29,"-7,363",130,300,...,-,-148,448,-170,...,-,11,-181,"-3,609","-2,834",356,"-3,190",-775,-574,...,-272,-86,-216,-201,...,-,-,-201,-66,...,-,-2,-64,"1,491",...,-,854,637,"-1,557",...,-,-856,-701,"13,428","7,178",-26,-,-,-,-26,"3,233",...,...,5,...,"-1,435","3,604",1,"1,058","3,724",...,-,"2,665","1,059",247,...,...,-,...,...,647,-95,-305,"6,250",258,-,-,-,258,"3,425",-,...,816,-,-,-,"1,906",425,278,"2,240",...,-,"2,240",...,327,...,...,-,-,...,259,8,60,"-4,590",-,-,-,"-4,590",...,"-4,114"
2008Q3,"2,703","1,815","69,641","68,753",...,2,640,246,"-67,826","-66,562",...,-1,-798,-465,-209,"9,000","-9,209","2,457",314,"1,994",149,-,"1,369",102,314,625,47,...,...,...,"-3,173",-414,"-1,704","-1,055",-5,"-1,601",-915,-409,-103,-140,...,...,...,"1,428",346,"1,082","-2,500",-598,"-1,902","5,115",83,83,85,265,34,40,"4,432",23,70,"-3,536",-115,-48,-265,-88,-56,-747,"-1,977",-49,-191,"1,700","6,056","-4,356",90,-91,"5,966","1,302",737,520,45,372,198,166,8,"4,292","-4,265","-1,318","-1,037",-255,-26,"-2,293","-2,293",-,-,-654,-603,"1,454",23,"1,431",23,"1,408","-2,057",-54,"-2,003",-315,"-1,688","-3,779",-32,-,-32,...,...,...,...,...,...,...,...,-21,...,...,...,-21,-21,...,...,-,-11,"-3,747","-1,185","-2,174","-1,665",-520,11,989,698,255,36,"-11,033","4,194","2,415",...,-,12,"2,403","1,779","1,942",...,-,785,"1,157",-163,...,-,53,-216,"-15,227","-10,489","-1,823","-8,666","-4,738","-4,736",...,"-4,471",80,-345,-2,...,-,-,-2,123,...,-,-72,195,"1,569",...,-,808,761,"-1,446",...,-,-880,-566,"5,750","1,309",-328,-,-,-,-328,"-1,696",...,...,1,...,"-3,210",619,1,893,"4,596",...,-,-966,"5,562","-1,263",...,...,-,...,...,"-1,447",-61,245,"4,441",-456,-,-,-,-456,-405,-,...,-387,-,-,-,"-1,825",-43,"1,850","5,416",...,-,"5,416",...,-114,...,...,-,-,...,-49,5,-70,"2,598",-,-,-,"2,598",...,"1,076"
2008Q4,"8,001","6,391","51,015","50,269",...,2,436,308,"-44,624","-43,659",...,-2,-608,-355,756,"8,592","-7,836","2,007",308,"1,581",118,-,"1,114",80,308,467,38,...,...,...,"-2,273",-304,"-1,032",-937,-4,-950,-795,-300,-82,-142,...,...,...,"1,596",353,"1,243","-1,970",-567,"-1,403","4,989",90,58,85,222,27,53,"4,377",27,50,"-3,593",-97,-42,-220,-69,-80,-697,"-2,169",-39,-180,"1,521","4,576","-3,055",85,-83,"4,491",983,672,311,-,286,164,122,-,"3,222","-2,972",-670,-606,-64,-,"-1,605","-1,605",-,-,-697,-667,"1,305",41,"1,264",19,"1,245","-1,972",-20,"-1,952",-315,"-1,637","-9,835",-11,3,-14,...,...,...,...,...,...,...,...,-9,...,...,...,-9,-9,...,...,3,-5,"-9,824",414,"-2,325","-2,039",-311,25,"2,739","2,615",64,60,"6,606","12,860","4,870",...,-,42,"4,828","7,990","8,034",...,-,541,"7,493",-44,...,-,-22,-22,"-6,254","-4,624",-738,"-3,886","-1,630","-1,622",...,-773,-33,-816,-8,...,-,-,-8,701,...,-,422,279,"2,678",...,-,"1,392","1,286","-1,977",...,-,-970,"-1,007","-4,585","6,733",876,-,-,-,876,-280,...,...,4,...,-540,"-2,071",-,"2,327","4,389",...,-,"-6,200","10,589","1,748",...,...,-,...,...,"1,060",-56,744,"-11,318","-1,217",-,-,-,"-1,217","-2,837",-,...,"-1,073",-,-,-,"-3,573",-24,"1,833","-7,446",...,-,"-7,446",...,182,...,...,-,-,...,-702,5,879,"-12,960",-,-,-,"-12,960",...,"1,834"
