期間,勞動力參與率_合計,勞動力參與率_15-19,勞動力參與率_20-24,勞動力參與率_25-29,勞動力參與率_30-34,勞動力參與率_35-39,勞動力參與率_40-44,勞動力參與率_45-49,勞動力參與率_50-54,勞動力參與率_55-59,勞動力參與率_60-64,勞動力參與率_65以上,勞動力參與率_合計,勞動力參與率_15-19,勞動力參與率_20-24,勞動力參與率_25-29,勞動力參與率_30-34,勞動力參與率_35-39,勞動力參與率_40-44,勞動力參與率_45-49,勞動力參與率_50-54,勞動力參與率_55-59,勞動力參與率_60-64,勞動力參與率_65以上,勞動力參與率_合計,勞動力參與率_15-19,勞動力參與率_20-24,勞動力參與率_25-29,勞動力參與率_30-34,勞動力參與率_35-39,勞動力參與率_40-44,勞動力參與率_45-49,勞動力參與率_50-54,勞動力參與率_55-59,勞動力參與率_60-64,勞動力參與率_65以上,失業率_合計,失業率_15-19,失業率_20-24,失業率_25-29,失業率_30-34,失業率_35-39,失業率_40-44,失業率_45-49,失業率_50-54,失業率_55-59,失業率_60-64,失業率_65以上,失業率_合計,失業率_15-19,失業率_20-24,失業率_25-29,失業率_30-34,失業率_35-39,失業率_40-44,失業率_45-49,失業率_50-54,失業率_55-59,失業率_60-64,失業率_65以上,失業率_合計,失業率_15-19,失業率_20-24,失業率_25-29,失業率_30-34,失業率_35-39,失業率_40-44,失業率_45-49,失業率_50-54,失業率_55-59,失業率_60-64,失業率_65以上
1988M12,60.67,29.81,69.53,75.91,76.04,78.62,76.85,73.47,65.24,57.88,42.25,10.11,75.24,28.82,73.03,94.29,98.23,97.93,97.43,96.39,91.59,80.45,59.03,15.62,46.03,30.81,67.30,57.46,53.18,58.74,55.52,49.98,38.35,29.81,18.14,3.94,1.41,3.26,4.13,1.78,0.72,0.64,0.51,0.52,0.47,0.37,0.60,0.17,1.48,3.33,5.61,1.91,0.87,0.85,0.66,0.73,0.67,0.48,0.66,0.00,1.31,3.19,3.11,1.55,0.42,0.29,0.22,0.10,0.00,0.00,0.32,0.95
1989M01,60.63,31.22,69.10,75.88,76.64,77.71,76.36,73.52,65.97,57.72,41.77,8.96,75.43,31.04,72.57,94.68,98.29,98.24,97.60,96.42,91.38,81.03,59.91,13.96,45.79,31.41,66.91,57.10,54.48,56.64,54.55,50.14,40.01,28.76,15.74,3.34,1.35,2.94,3.61,1.68,0.64,0.70,0.83,0.63,0.42,0.50,0.39,0.90,1.50,3.14,5.62,1.84,0.75,0.78,1.12,0.92,0.60,0.65,0.46,1.09,1.10,2.73,2.24,1.40,0.44,0.57,0.30,0.08,0.00,0.00,0.00,0.00
1989M02,60.31,29.38,68.79,76.44,75.93,77.01,75.30,73.12,66.58,58.38,41.44,9.45,75.39,29.02,71.81,95.23,98.00,98.46,97.28,97.10,92.55,80.60,58.20,15.58,45.20,29.75,66.90,57.46,53.42,54.96,52.54,48.66,40.08,30.89,17.36,2.57,1.88,5.62,4.79,2.04,1.33,0.78,0.89,0.75,0.88,0.55,0.04,0.57,1.97,4.99,6.80,2.62,1.39,0.97,1.17,0.94,1.13,0.67,0.04,0.65,1.73,6.25,3.44,1.08,1.22,0.42,0.37,0.37,0.28,0.17,0.00,0.00
1989M03,60.28,27.40,68.08,77.46,75.79,77.65,76.62,72.23,65.88,58.06,41.95,10.35,75.29,27.02,72.80,95.15,97.98,98.66,97.41,96.30,92.54,79.86,58.02,16.77,45.24,27.78,65.07,59.69,53.14,56.07,55.05,47.70,38.80,31.20,18.87,3.16,1.46,4.16,4.17,1.99,0.89,0.57,0.26,0.60,0.45,0.05,0.22,0.29,1.43,3.88,5.31,2.11,0.99,0.70,0.30,0.89,0.58,0.07,0.26,0.34,1.51,4.44,3.35,1.81,0.70,0.34,0.19,0.00,0.14,0.00,0.00,0.00
1989M04,59.90,25.43,66.18,77.03,76.35,77.53,78.12,72.00,66.05,57.75,42.07,10.34,74.80,25.27,71.44,94.32,97.51,98.53,97.76,96.37,91.92,80.75,58.53,16.32,44.95,25.60,62.75,59.77,54.59,55.94,57.73,47.02,39.76,29.60,18.58,3.62,1.31,3.88,3.65,1.71,0.61,0.82,0.43,0.43,0.45,0.18,0.24,0.40,1.39,4.24,5.19,1.68,0.81,0.98,0.60,0.64,0.65,0.24,0.29,0.48,1.17,3.52,2.50,1.75,0.23,0.53,0.14,0.00,0.00,0.00,0.00,0.00
1989M05,59.87,24.02,66.41,77.05,76.66,77.21,77.48,73.27,65.85,57.69,43.51,10.66,74.70,23.39,70.52,94.40,97.52,98.48,97.89,97.61,91.97,80.76,60.31,16.49,45.00,24.65,63.73,59.71,55.23,55.38,56.37,48.21,39.36,29.53,19.54,4.10,1.50,4.79,3.74,2.33,0.86,0.79,0.50,0.51,0.29,0.33,0.22,0.00,1.55,4.68,5.15,2.39,1.06,1.03,0.62,0.71,0.34,0.42,0.27,0.00,1.43,4.89,2.72,2.22,0.49,0.36,0.28,0.09,0.17,0.00,0.00,0.00
1989M06,59.77,23.90,67.23,76.42,75.90,76.93,76.81,72.94,65.33,58.44,44.73,10.94,74.61,22.70,70.24,94.22,97.77,98.42,97.62,97.02,91.64,81.62,60.40,16.85,44.89,25.09,65.25,58.58,53.46,54.88,55.35,48.19,38.66,30.37,22.42,4.29,1.68,7.11,4.71,2.06,0.81,0.74,0.27,0.44,0.45,0.47,0.31,0.00,1.57,6.58,5.07,2.29,0.90,1.00,0.38,0.63,0.63,0.61,0.40,0.00,1.86,7.59,4.45,1.69,0.64,0.25,0.07,0.04,0.00,0.00,0.00,0.00
1989M07,60.08,28.86,68.11,75.21,75.98,76.30,75.94,71.88,65.65,58.56,42.78,10.92,74.66,26.89,70.27,93.09,98.02,98.03,97.07,95.67,90.91,81.40,58.07,16.80,45.44,30.81,66.67,57.29,53.40,53.99,54.11,47.46,40.02,31.03,21.01,4.28,1.76,6.26,5.64,1.77,0.91,0.57,0.58,0.51,0.26,0.35,0.10,0.00,1.55,5.49,6.23,1.78,0.97,0.73,0.86,0.65,0.38,0.46,0.13,0.00,2.11,6.92,5.24,1.77,0.78,0.27,0.07,0.21,0.00,0.00,0.00,0.00
1989M08,60.91,31.78,69.76,76.49,76.31,76.97,76.70,73.17,65.84,58.65,40.09,10.56,75.17,30.32,71.29,94.52,98.05,98.31,97.03,95.28,91.74,81.20,55.12,16.11,46.61,33.24,68.75,58.42,54.07,55.07,55.71,50.52,39.70,31.52,18.74,4.28,1.87,6.39,5.17,2.10,1.00,0.83,0.58,0.63,0.38,0.40,0.06,0.13,1.76,6.66,5.88,2.39,1.00,0.94,0.67,0.81,0.49,0.48,0.07,0.16,2.06,6.15,4.69,1.63,1.01,0.63,0.40,0.28,0.13,0.15,0.00,0.00
1989M09,60.05,28.09,67.84,76.71,75.32,76.25,77.09,73.23,65.17,58.17,40.36,10.84,74.51,26.39,69.48,94.23,98.03,97.41,97.95,95.33,91.87,80.88,55.47,16.85,45.54,29.80,66.76,59.05,52.09,54.54,55.57,50.55,38.28,30.96,18.89,4.04,1.72,5.96,4.89,1.96,0.86,0.75,0.38,0.85,0.35,0.77,0.09,0.00,1.70,5.30,6.39,2.30,1.00,0.92,0.51,1.01,0.43,1.01,0.11,0.00,1.75,6.54,3.86,1.43,0.59,0.44,0.12,0.55,0.14,0.00,0.00,0.00
1989M10,59.90,27.54,67.39,76.17,75.98,76.79,76.30,73.07,64.91,58.11,41.28,10.22,74.49,26.44,70.62,93.76,97.73,97.33,98.07,96.14,92.18,80.24,57.61,15.34,45.24,28.66,65.30,58.50,53.64,55.75,53.83,49.23,37.43,31.77,17.94,4.39,1.48,4.48,4.43,1.66,0.89,0.63,0.20,0.40,0.68,0.62,0.47,0.29,1.55,4.52,6.51,1.74,1.09,0.77,0.25,0.54,0.90,0.76,0.49,0.36,1.37,4.45,2.97,1.52,0.50,0.39,0.10,0.11,0.14,0.21,0.39,0.00
1989M11,59.99,27.39,67.54,75.63,75.97,77.93,76.22,72.75,64.38,57.92,42.62,10.55,74.44,26.91,69.78,93.31,97.39,97.73,97.42,96.07,90.86,79.88,58.84,15.75,45.47,27.87,66.08,57.80,53.98,57.55,54.29,48.74,37.63,31.92,19.56,4.64,1.45,4.42,4.17,1.78,1.02,0.50,0.39,0.47,0.40,0.38,0.35,0.28,1.52,4.01,6.10,1.87,1.26,0.70,0.56,0.61,0.56,0.51,0.43,0.36,1.33,4.82,2.84,1.63,0.58,0.15,0.06,0.18,0.00,0.00,0.00,0.00
1989M12,59.76,26.38,67.54,76.25,75.24,77.30,76.98,71.61,64.93,57.34,41.11,10.22,74.63,26.71,69.89,93.81,97.91,97.85,97.69,96.20,91.00,79.91,56.95,15.46,44.83,26.05,66.01,58.50,51.91,56.14,55.61,46.32,38.66,30.86,18.67,4.27,1.36,4.48,3.67,1.48,0.91,0.51,0.74,0.41,0.59,0.40,0.49,0.00,1.39,4.17,5.03,1.53,0.97,0.75,1.09,0.54,0.75,0.53,0.46,0.00,1.30,4.80,2.73,1.40,0.78,0.09,0.12,0.13,0.20,0.00,0.66,0.00
1990M01,59.05,25.16,65.78,75.83,74.78,76.18,76.71,71.22,65.36,56.78,39.36,9.81,74.05,25.44,67.24,93.32,97.16,97.84,97.94,96.51,91.67,80.03,55.31,14.55,44.01,24.88,64.85,58.21,51.81,53.88,54.79,45.12,38.80,29.42,16.67,4.40,1.31,3.52,3.51,1.45,0.75,0.93,0.88,0.38,0.43,0.60,0.08,0.00,1.34,3.48,4.70,1.52,0.75,1.25,1.09,0.45,0.56,0.79,0.10,0.00,1.25,3.56,2.71,1.33,0.74,0.33,0.51,0.22,0.14,0.00,0.00,0.00
1990M02,58.82,24.02,65.76,75.11,75.42,75.36,75.17,72.05,64.35,56.65,40.47,10.10,74.24,24.17,68.57,93.35,97.43,97.59,97.95,96.74,90.73,80.61,55.03,15.66,43.37,23.88,63.94,56.78,52.74,52.43,51.48,46.57,37.63,28.51,19.80,3.80,1.60,4.84,4.69,1.70,0.90,1.07,0.61,0.41,0.53,0.75,0.39,0.00,1.70,5.77,5.94,1.94,1.18,1.30,0.81,0.61,0.65,0.97,0.48,0.00,1.43,3.90,3.83,1.31,0.37,0.62,0.22,0.00,0.24,0.00,0.00,0.00
1990M03,58.89,24.29,65.25,75.85,75.39,75.85,76.92,71.96,63.98,57.29,39.65,9.90,73.71,23.82,67.18,93.00,97.99,97.78,97.99,96.82,90.30,80.91,53.08,15.23,44.03,24.77,64.00,58.63,52.15,53.28,55.09,46.43,37.57,29.99,20.67,3.82,1.51,4.00,4.47,1.81,1.11,0.66,0.61,0.52,0.52,0.37,0.28,0.14,1.60,4.87,5.96,2.14,1.20,0.85,0.72,0.64,0.74,0.48,0.35,0.17,1.36,3.16,3.44,1.29,0.93,0.30,0.41,0.28,0.00,0.00,0.00,0.00
1990M04,58.79,23.64,64.40,76.18,75.11,76.31,76.88,72.01,65.56,56.53,39.75,9.84,73.30,22.57,65.39,92.95,97.54,97.90,97.31,96.27,91.65,80.38,53.83,15.12,44.24,24.71,63.74,59.32,52.08,54.09,55.72,47.04,39.22,29.27,19.99,3.83,1.32,3.77,3.86,1.58,0.99,0.55,0.61,0.70,0.19,0.22,0.09,0.00,1.39,4.38,5.40,1.73,1.29,0.75,0.62,0.90,0.20,0.16,0.11,0.00,1.19,3.22,2.82,1.35,0.40,0.19,0.59,0.27,0.17,0.44,0.00,0.00
1990M05,58.67,21.98,64.69,76.48,75.39,77.01,76.04,72.15,65.24,55.60,41.81,8.98,73.29,20.25,67.59,93.82,97.33,98.04,96.59,96.21,92.04,79.32,57.54,13.79,44.03,23.70,62.77,59.04,52.94,55.45,54.84,47.43,38.23,28.64,19.76,3.50,1.48,4.91,4.20,1.45,1.14,0.67,1.09,0.49,0.42,0.29,0.30,0.00,1.53,4.54,5.69,1.74,1.27,0.90,1.33,0.60,0.60,0.29,0.26,0.00,1.39,5.23,3.14,0.99,0.89,0.25,0.66,0.26,0.00,0.30,0.44,0.00
1990M06,58.83,22.75,64.69,75.87,75.33,77.28,76.74,72.36,64.70,55.63,42.56,9.44,73.51,21.46,67.02,93.82,97.41,98.14,97.82,96.32,90.64,79.13,58.85,14.01,44.12,24.03,63.14,57.88,52.74,55.93,55.05,47.75,38.48,28.98,19.73,4.22,1.67,6.61,4.94,1.89,0.94,0.65,0.67,0.80,0.51,0.23,0.23,0.00,1.63,6.06,5.99,2.18,1.15,0.85,0.66,1.02,0.63,0.30,0.28,0.00,1.74,7.10,4.20,1.43,0.54,0.27,0.68,0.34,0.20,0.00,0.00,0.00
1990M07,59.50,27.54,66.15,75.68,75.22,76.95,75.66,72.01,65.03,56.54,40.79,10.38,74.37,27.44,68.66,94.17,97.35,98.24,97.52,95.45,89.93,79.01,57.09,15.19,44.60,27.64,64.48,57.12,52.62,55.15,53.22,47.88,40.20,30.99,17.74,4.88,1.96,7.51,5.47,2.28,0.91,0.92,0.50,0.94,0.77,0.46,0.00,0.00,1.96,8.36,6.06,2.53,1.07,1.23,0.70,1.31,0.99,0.62,0.00,0.00,1.98,6.67,5.05,1.88,0.62,0.37,0.14,0.17,0.29,0.00,0.00,0.00
