期間,營造工程總指數_原始值,營造工程總指數_年增率(%),一.材料類_原始值,一.材料類_年增率(%),(一)水泥及其製品類_原始值,(一)水泥及其製品類_年增率(%),(二)砂石及級配類_原始值,(二)砂石及級配類_年增率(%),(三)磚瓦瓷類_原始值,(三)磚瓦瓷類_年增率(%),(四)金屬製品類_原始值,(四)金屬製品類_年增率(%),(五)木材及其製品類_原始值,(五)木材及其製品類_年增率(%),(六)塑膠製品類_原始值,(六)塑膠製品類_年增率(%),(七)油漆塗裝類_原始值,(七)油漆塗裝類_年增率(%),(八)機電設備類_原始值,(八)機電設備類_年增率(%),(九)瀝青及其製品類_原始值,(九)瀝青及其製品類_年增率(%),(十)雜項類_原始值,(十)雜項類_年增率(%),二.勞務類_原始值,二.勞務類_年增率(%),(一)工資類_原始值,(一)工資類_年增率(%),(二)機具設備租金類_原始值,(二)機具設備租金類_年增率(%),建築工程總指數_原始值,建築工程總指數_年增率(%),一.材料類_原始值,一.材料類_年增率(%),二.勞務類_原始值,二.勞務類_年增率(%),按構造別分－鋼筋混凝土工程總指數_原始值,按構造別分－鋼筋混凝土工程總指數_年增率(%),按構造別分－鋼骨鋼筋混凝土工程總指數_原始值,按構造別分－鋼骨鋼筋混凝土工程總指數_年增率(%),按構造別分－鋼骨構造工程總指數_原始值,按構造別分－鋼骨構造工程總指數_年增率(%),土木工程總指數_原始值,土木工程總指數_年增率(%),一.材料類_原始值,一.材料類_年增率(%),二.勞務類_原始值,二.勞務類_年增率(%),按工程別分－公路工程總指數_原始值,按工程別分－公路工程總指數_年增率(%),按工程別分－橋梁工程總指數_原始值,按工程別分－橋梁工程總指數_年增率(%),按工程別分－下水道工程總指數_原始值,按工程別分－下水道工程總指數_年增率(%),按工程別分－自來水工程總指數_原始值,按工程別分－自來水工程總指數_年增率(%),按工程別分－治水工程總指數_原始值,按工程別分－治水工程總指數_年增率(%),按工程別分－隧道工程總指數_原始值,按工程別分－隧道工程總指數_年增率(%),按工程別分－港灣工程總指數_原始值,按工程別分－港灣工程總指數_年增率(%)
2001M03,62.71,-1.72,51.59,-2.46,68.74,-7.26,59.04,-3.36,76.65,1.85,42.30,1.03,53.87,-6.30,59.45,-3.74,62.20,0.21,61.19,-0.91,34.15,6.75,67.63,-0.16,92.58,-0.59,98.74,-0.78,81.38,-0.10,65.67,-1.87,54.64,-2.65,94.85,-0.81,-,-,-,-,-,-,60.25,-1.62,49.13,-2.33,90.64,-0.38,56.71,-1.68,62.91,-1.87,-,-,-,-,-,-,-,-,-,-
2001M04,62.56,-2.04,51.50,-2.78,69.17,-6.38,58.36,-4.39,76.86,0.48,42.04,-0.43,53.72,-5.21,59.80,-3.45,62.18,0.18,61.12,-1.08,34.15,6.42,67.62,-0.63,92.31,-0.88,98.35,-1.18,81.38,-0.10,65.54,-2.15,54.60,-2.86,94.49,-1.18,-,-,-,-,-,-,60.12,-1.91,49.00,-2.70,90.46,-0.58,56.61,-1.86,62.77,-2.18,-,-,-,-,-,-,-,-,-,-
2001M05,62.55,-2.07,51.51,-2.85,69.97,-4.84,58.07,-4.73,76.86,0.48,41.68,-2.25,53.10,-5.25,59.98,-2.72,61.97,-0.18,61.05,-1.17,34.76,8.32,67.54,-1.46,92.20,-0.91,98.18,-1.24,81.39,-0.09,65.45,-2.27,54.55,-2.99,94.30,-1.29,-,-,-,-,-,-,60.15,-1.91,49.06,-2.72,90.42,-0.56,56.76,-1.58,62.74,-2.35,-,-,-,-,-,-,-,-,-,-
2001M06,62.83,-1.58,52.08,-1.72,73.30,0.16,58.31,-4.06,77.02,0.75,41.20,-4.12,52.80,-4.45,59.98,-1.67,61.62,-0.68,60.53,-1.99,35.39,10.28,66.95,-2.12,91.76,-1.37,97.29,-2.10,81.95,0.60,65.50,-2.12,54.87,-2.31,93.76,-1.82,-,-,-,-,-,-,60.62,-1.14,49.78,-1.29,90.08,-0.92,57.53,-0.19,62.92,-2.12,-,-,-,-,-,-,-,-,-,-
2001M07,62.96,-1.22,52.48,-0.64,75.19,3.17,59.41,-2.13,76.94,0.64,40.93,-4.28,52.30,-4.79,60.10,-1.09,61.63,-0.53,60.24,-2.29,35.79,11.53,66.73,-3.08,91.13,-2.05,96.07,-3.33,82.63,1.37,65.39,-2.05,55.10,-1.52,92.85,-2.77,-,-,-,-,-,-,60.94,-0.47,50.34,0.08,89.74,-1.32,58.05,0.92,62.98,-1.98,-,-,-,-,-,-,-,-,-,-
2001M08,63.21,-0.41,52.88,0.78,77.42,7.07,59.66,-0.37,77.02,0.04,40.70,-4.12,52.20,-4.40,60.07,-0.73,61.50,-0.71,60.00,-2.69,35.76,11.40,66.54,-2.61,90.98,-2.18,95.85,-3.57,82.60,1.52,65.55,-1.52,55.41,-0.41,92.68,-2.97,-,-,-,-,-,-,61.26,0.56,50.79,1.76,89.60,-1.39,58.51,2.25,63.17,-1.22,-,-,-,-,-,-,-,-,-,-
2001M09,62.97,-0.43,52.88,1.42,77.16,7.65,60.02,1.20,75.85,-1.06,40.87,-3.33,52.16,-2.78,59.93,-0.38,61.47,-0.76,59.86,-2.92,35.77,11.43,65.96,-3.44,90.14,-3.14,94.66,-4.77,82.50,1.21,65.30,-1.55,55.40,0.16,91.84,-3.86,-,-,-,-,-,-,61.04,0.59,50.79,2.42,88.76,-2.41,58.37,2.44,62.84,-1.32,-,-,-,-,-,-,-,-,-,-
2001M10,62.99,-0.41,52.89,1.42,77.10,8.56,60.36,2.27,75.77,-0.67,40.89,-4.51,52.16,-2.67,59.72,-0.71,60.98,-1.41,59.70,-3.34,35.77,10.88,65.92,-2.70,90.14,-3.13,94.65,-4.77,82.51,1.24,65.28,-1.60,55.38,0.13,91.83,-3.86,-,-,-,-,-,-,61.07,0.63,50.83,2.48,88.76,-2.39,58.41,2.58,62.82,-1.27,-,-,-,-,-,-,-,-,-,-
2001M11,63.01,-0.08,53.01,1.98,77.44,10.68,61.00,3.50,75.89,-0.86,40.82,-4.91,51.80,-2.78,59.64,-0.65,60.93,-2.04,59.66,-3.63,35.96,10.78,65.97,-2.99,89.92,-3.12,94.37,-4.73,82.45,1.20,65.20,-1.44,55.39,0.34,91.57,-3.81,-,-,-,-,-,-,61.18,1.12,51.02,3.30,88.58,-2.43,58.57,3.17,62.81,-0.96,-,-,-,-,-,-,-,-,-,-
2001M12,62.99,0.03,53.00,2.14,77.47,11.32,61.00,3.37,76.05,-0.65,40.72,-4.46,52.05,-3.72,59.54,-0.33,60.93,-2.04,59.46,-3.85,36.21,8.51,65.99,-2.91,89.84,-3.12,94.30,-4.68,82.35,1.08,65.17,-1.30,55.37,0.51,91.52,-3.70,-,-,-,-,-,-,61.16,1.19,51.03,3.47,88.48,-2.52,58.59,3.10,62.78,-0.59,-,-,-,-,-,-,-,-,-,-
2002M01,63.05,0.27,53.24,2.80,77.14,11.23,61.38,4.02,76.05,-0.65,41.33,-2.73,52.90,-1.16,59.19,-0.87,60.89,-2.11,59.49,-3.55,36.21,6.63,65.86,-2.96,89.43,-3.50,93.74,-5.18,82.26,0.97,65.22,-1.03,55.66,1.37,91.02,-4.18,-,-,-,-,-,-,61.23,1.41,51.23,3.98,88.16,-2.82,58.59,3.06,62.91,-0.21,-,-,-,-,-,-,-,-,-,-
2002M02,63.24,0.72,53.61,3.75,76.83,11.54,61.55,4.30,76.31,-0.27,42.43,-0.14,52.95,-0.95,59.07,-0.35,60.90,-2.09,59.44,-3.26,36.31,6.70,65.78,-2.88,89.19,-3.73,93.37,-5.52,82.23,0.97,65.40,-0.56,56.06,2.43,90.68,-4.52,-,-,-,-,-,-,61.45,1.87,51.57,4.84,87.98,-2.99,58.70,3.42,63.23,0.41,-,-,-,-,-,-,-,-,-,-
2002M03,63.43,1.15,53.89,4.46,76.03,10.61,61.55,4.25,76.31,-0.44,43.59,3.05,53.27,-1.11,59.59,0.24,60.90,-2.09,59.10,-3.42,36.52,6.94,65.79,-2.72,89.13,-3.73,93.29,-5.52,82.28,1.11,65.57,-0.15,56.36,3.15,90.57,-4.51,-,-,-,-,-,-,61.65,2.32,51.84,5.52,88.00,-2.91,58.71,3.53,63.72,1.29,-,-,-,-,-,-,-,-,-,-
2002M04,63.70,1.82,54.27,5.38,75.59,9.28,61.55,5.47,76.24,-0.81,44.70,6.33,53.87,0.28,60.58,1.30,60.90,-2.06,58.93,-3.58,36.98,8.29,65.87,-2.59,89.12,-3.46,93.24,-5.20,82.36,1.20,65.86,0.49,56.79,4.01,90.55,-4.17,-,-,-,-,-,-,61.92,2.99,52.18,6.49,88.00,-2.72,58.89,4.03,64.11,2.13,-,-,-,-,-,-,-,-,-,-
2002M05,64.07,2.43,54.80,6.39,75.23,7.52,62.43,7.51,76.24,-0.81,45.47,9.09,56.62,6.63,61.98,3.33,60.93,-1.68,58.69,-3.87,37.89,9.00,65.92,-2.40,89.04,-3.43,93.20,-5.07,82.17,0.96,66.20,1.15,57.29,5.02,90.51,-4.02,-,-,-,-,-,-,62.28,3.54,52.72,7.46,87.84,-2.85,59.19,4.28,64.66,3.06,-,-,-,-,-,-,-,-,-,-
2002M06,64.85,3.22,55.91,7.35,75.04,2.37,62.63,7.41,76.26,-0.99,47.83,16.09,61.19,15.89,62.13,3.58,60.92,-1.14,58.66,-3.09,37.89,7.06,65.91,-1.55,88.99,-3.02,93.13,-4.28,82.14,0.23,67.13,2.49,58.67,6.93,90.48,-3.50,-,-,-,-,-,-,62.97,3.88,53.63,7.73,87.78,-2.55,59.62,3.63,65.87,4.69,-,-,-,-,-,-,-,-,-,-
2002M07,64.93,3.13,56.01,6.73,74.69,-0.66,62.63,5.42,76.37,-0.74,48.14,17.62,62.55,19.60,61.85,2.91,60.90,-1.18,58.65,-2.64,37.89,5.87,65.65,-1.62,88.98,-2.36,93.09,-3.10,82.20,-0.52,67.19,2.75,58.73,6.59,90.47,-2.56,-,-,-,-,-,-,63.06,3.48,53.76,6.79,87.77,-2.20,59.68,2.81,66.17,5.07,-,-,-,-,-,-,-,-,-,-
2002M08,64.85,2.59,55.96,5.82,74.57,-3.68,62.61,4.94,76.41,-0.79,48.11,18.21,62.70,20.11,61.68,2.68,60.90,-0.98,58.39,-2.68,37.89,5.96,65.54,-1.50,88.86,-2.33,92.90,-3.08,82.23,-0.45,67.05,2.29,58.64,5.83,90.31,-2.56,-,-,-,-,-,-,63.03,2.89,53.75,5.83,87.69,-2.13,59.62,1.90,66.33,5.00,-,-,-,-,-,-,-,-,-,-
2002M09,64.45,2.35,55.39,4.75,74.50,-3.45,62.61,4.32,76.34,0.65,46.91,14.78,60.62,16.22,61.12,1.99,60.89,-0.94,58.49,-2.29,38.00,6.23,65.54,-0.64,88.88,-1.40,92.93,-1.83,82.22,-0.34,66.56,1.93,57.90,4.51,90.36,-1.61,-,-,-,-,-,-,62.70,2.72,53.30,4.94,87.69,-1.21,59.39,1.75,65.84,4.77,-,-,-,-,-,-,-,-,-,-
2002M10,64.42,2.27,55.35,4.65,74.41,-3.49,62.61,3.73,76.27,0.66,46.90,14.70,59.97,14.97,60.93,2.03,60.89,-0.15,58.14,-2.61,38.54,7.74,65.55,-0.56,88.89,-1.39,92.94,-1.81,82.22,-0.35,66.47,1.82,57.76,4.30,90.36,-1.60,-,-,-,-,-,-,62.72,2.70,53.34,4.94,87.70,-1.19,59.44,1.76,65.86,4.84,-,-,-,-,-,-,-,-,-,-
