期間,民意代表企業主管及經理人員_原始值,民意代表企業主管及經理人員_年增率(%),民意代表企業主管及經理人員_原始值,民意代表企業主管及經理人員_年增率(%),民意代表企業主管及經理人員_原始值,民意代表企業主管及經理人員_年增率(%),專業人員_原始值,專業人員_年增率(%),專業人員_原始值,專業人員_年增率(%),專業人員_原始值,專業人員_年增率(%),技術員及助理專業人員_原始值,技術員及助理專業人員_年增率(%),技術員及助理專業人員_原始值,技術員及助理專業人員_年增率(%),技術員及助理專業人員_原始值,技術員及助理專業人員_年增率(%),事務工作人員_原始值,事務工作人員_年增率(%),事務工作人員_原始值,事務工作人員_年增率(%),事務工作人員_原始值,事務工作人員_年增率(%),服務工作人員及售貨員_原始值,服務工作人員及售貨員_年增率(%),服務工作人員及售貨員_原始值,服務工作人員及售貨員_年增率(%),服務工作人員及售貨員_原始值,服務工作人員及售貨員_年增率(%),農林漁牧工作人員_原始值,農林漁牧工作人員_年增率(%),農林漁牧工作人員_原始值,農林漁牧工作人員_年增率(%),農林漁牧工作人員_原始值,農林漁牧工作人員_年增率(%),生產及有關工人、機械設備操作工及體力工_原始值,生產及有關工人、機械設備操作工及體力工_年增率(%),生產及有關工人、機械設備操作工及體力工_原始值,生產及有關工人、機械設備操作工及體力工_年增率(%),生產及有關工人、機械設備操作工及體力工_原始值,生產及有關工人、機械設備操作工及體力工_年增率(%)
1993M03,428,-2.41,380,0.57,48,-21.08,460,0.19,253,3.47,207,-3.55,"1,148",8.00,688,11.12,460,3.66,785,8.63,234,-0.17,551,12.85,"1,396",-1.58,690,-5.94,705,3.09,"1,064",0.85,763,2.69,301,-3.55,"3,379",-0.03,"2,404",0.32,974,-0.89
1993M04,420,-3.39,375,-0.40,45,-22.60,479,6.15,266,11.04,213,0.63,"1,151",6.89,698,10.05,453,2.38,796,14.63,216,-3.01,580,22.94,"1,399",-1.99,683,-7.25,716,3.61,"1,044",0.24,735,-0.57,310,2.23,"3,402",-0.65,"2,435",0.66,967,-3.80
1993M05,428,-1.17,381,1.63,47,-19.07,478,9.13,260,18.49,218,-0.25,"1,176",8.88,718,14.20,458,1.48,805,14.76,211,-6.04,593,24.58,"1,397",-3.12,677,-8.42,720,2.46,995,-4.16,693,-6.14,302,0.70,"3,424",-0.74,"2,453",0.42,971,-3.55
1993M06,431,-0.20,378,0.22,53,-3.08,501,10.14,260,14.80,241,5.51,"1,186",10.19,715,12.29,471,7.14,796,10.90,225,-1.67,571,16.79,"1,381",-3.66,685,-4.59,696,-2.73,987,-6.62,690,-7.98,297,-3.29,"3,394",-0.66,"2,420",0.22,974,-2.76
1993M07,430,2.56,376,2.15,54,5.61,518,11.64,271,13.90,247,9.26,"1,240",12.43,754,15.99,487,7.33,793,7.93,226,-2.70,567,12.85,"1,399",-1.70,690,-4.34,709,1.01,990,-7.80,697,-8.02,293,-7.25,"3,355",-1.92,"2,405",-0.80,950,-4.62
1993M08,442,7.16,382,5.99,60,15.19,487,7.34,256,8.60,232,5.98,"1,295",16.85,785,23.16,510,8.31,819,8.98,229,-2.07,590,13.97,"1,394",-4.28,670,-9.45,724,1.06,"1,003",-8.15,683,-11.02,320,-1.35,"3,423",-0.22,"2,428",-0.89,995,1.44
1993M09,451,10.52,390,11.87,61,2.61,509,7.50,263,10.53,247,4.44,"1,286",16.34,779,19.81,507,11.37,819,8.68,228,1.96,591,11.51,"1,401",-4.17,677,-8.33,724,0.08,"1,013",-8.65,705,-8.86,308,-8.17,"3,383",0.11,"2,387",-0.88,996,2.57
1993M10,445,2.09,391,3.60,54,-7.74,499,4.74,253,6.68,246,2.81,"1,311",17.50,810,24.01,501,8.30,839,11.35,217,-3.77,622,17.79,"1,425",-1.70,702,-4.56,723,1.24,962,-6.00,682,-4.08,280,-10.36,"3,355",-3.12,"2,389",-2.92,966,-3.60
1993M11,460,3.25,409,6.10,52,-14.85,476,2.05,239,1.44,238,2.67,"1,310",20.02,805,28.19,505,8.95,824,10.12,213,-1.51,612,14.84,"1,414",-3.35,700,-5.50,713,-1.13,943,-8.55,684,-4.86,259,-17.06,"3,353",-4.09,"2,405",-3.84,948,-4.71
1993M12,476,3.01,415,5.30,61,-10.28,466,-1.90,244,0.33,222,-4.25,"1,309",16.45,797,20.86,513,10.21,832,6.89,228,0.58,605,9.48,"1,417",-3.53,688,-7.11,729,0.12,956,-6.72,694,-2.27,262,-16.78,"3,324",-3.02,"2,394",-2.96,931,-3.16
1994M01,485,6.92,420,7.78,65,1.65,466,-3.53,248,-1.48,218,-5.77,"1,320",10.06,813,13.02,508,5.64,868,10.63,227,-0.99,642,15.42,"1,434",-0.36,692,-2.02,742,1.23,935,-4.88,674,-4.28,261,-6.40,"3,356",-1.31,"2,425",-0.17,931,-4.16
1994M02,435,1.22,383,1.23,52,1.14,462,0.43,233,-6.20,230,8.16,"1,274",9.52,787,12.13,487,5.55,853,8.87,229,1.00,624,12.07,"1,403",0.44,701,1.73,702,-0.81,954,-5.09,694,-5.85,260,-3.02,"3,333",-1.65,"2,418",-0.62,915,-4.27
1994M03,420,-1.68,370,-2.63,50,5.91,457,-0.63,235,-6.97,222,7.11,"1,259",9.70,762,10.83,497,8.02,824,4.94,226,-3.43,598,8.49,"1,439",3.08,687,-0.45,751,6.53,993,-6.67,715,-6.24,278,-7.75,"3,507",3.79,"2,495",3.76,"1,012",3.85
1994M04,421,0.31,365,-2.42,56,22.83,455,-4.92,236,-11.25,220,2.96,"1,238",7.57,760,8.92,478,5.48,801,0.70,214,-0.66,587,1.21,"1,431",2.27,667,-2.38,764,6.71,984,-5.76,709,-3.51,275,-11.11,"3,546",4.23,"2,544",4.45,"1,002",3.66
1994M05,418,-2.39,364,-4.53,54,14.78,465,-2.64,237,-8.89,229,4.80,"1,238",5.26,761,5.99,477,4.11,805,0.06,216,2.03,590,-0.64,"1,442",3.25,673,-0.58,769,6.86,959,-3.61,674,-2.69,285,-5.72,"3,551",3.72,"2,549",3.91,"1,002",3.22
1994M06,429,-0.65,373,-1.24,55,3.55,490,-2.16,248,-4.84,242,0.73,"1,256",5.96,767,7.36,489,3.83,831,4.29,209,-7.34,622,8.87,"1,404",1.61,684,-0.23,720,3.42,945,-4.21,677,-1.84,268,-9.70,"3,506",3.29,"2,515",3.92,991,1.71
