期間,總人口數_原始值,總人口數_年增率(%),0~4歲_原始值,0~4歲_年增率(%),5~9歲_原始值,5~9歲_年增率(%),10~14歲_原始值,10~14歲_年增率(%),15~19歲_原始值,15~19歲_年增率(%),20~24歲_原始值,20~24歲_年增率(%),25~29歲_原始值,25~29歲_年增率(%),30~34歲_原始值,30~34歲_年增率(%),35~39歲_原始值,35~39歲_年增率(%),40~44歲_原始值,40~44歲_年增率(%),45~49歲_原始值,45~49歲_年增率(%),50~54歲_原始值,50~54歲_年增率(%),55~59歲_原始值,55~59歲_年增率(%),60~64歲_原始值,60~64歲_年增率(%),65~69歲_原始值,65~69歲_年增率(%),70~74歲_原始值,70~74歲_年增率(%),75~79歲_原始值,75~79歲_年增率(%),80~84歲_原始值,80~84歲_年增率(%),85~89歲_原始值,85~89歲_年增率(%),90~94歲_原始值,90~94歲_年增率(%),95~99歲_原始值,95~99歲_年增率(%),100歲以上_原始值,100歲以上_年增率(%),平均年齡(歲)_原始值,平均年齡(歲)_年增率(%)
2006,"474,919",2.14,"31,882",-1.42,"39,913",-0.86,"44,893",3.09,"41,955",4.87,"41,415",-1.86,"41,468",2.47,"37,483",1.91,"37,683",0.95,"38,802",0.76,"34,316",4.11,"26,822",6.54,"18,336",13.05,"11,378",-1.16,"10,713",2.21,"8,278",1.50,"5,404",4.61,"2,793",9.27,"1,026",8.00,293,6.16,52,-1.89,14,0.00,31.43,0.88
2007,"484,174",1.95,"31,803",-0.25,"39,418",-1.24,"45,684",1.76,"44,172",5.28,"40,321",-2.64,"42,672",2.90,"38,334",2.27,"37,532",-0.40,"38,918",0.30,"35,396",3.15,"28,743",7.16,"19,979",8.96,"11,758",3.34,"10,882",1.58,"8,486",2.51,"5,625",4.09,"2,948",5.55,"1,149",11.99,286,-2.39,58,11.54,10,-28.57,31.69,0.83
2008,"494,107",2.05,"32,187",1.21,"39,284",-0.34,"45,779",0.21,"46,136",4.45,"39,991",-0.82,"43,766",2.56,"39,125",2.06,"37,660",0.34,"38,813",-0.27,"36,716",3.73,"30,355",5.61,"21,510",7.66,"12,616",7.30,"10,885",0.03,"8,699",2.51,"5,816",3.40,"3,131",6.21,"1,259",9.57,303,5.94,68,17.24,8,-20.00,31.93,0.74
