期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),02肉類_原始值,02肉類_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 2 類植物產品_原始值,第 2 類植物產品_年增率(%),黃豆_原始值,黃豆_年增率(%),玉米_原始值,玉米_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),22飲料及酒類_原始值,22飲料及酒類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),25粗鹽、石料及水泥_原始值,25粗鹽、石料及水泥_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),原油_原始值,原油_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),34界面活性劑、潤滑劑及擦光料_原始值,34界面活性劑、潤滑劑及擦光料_年增率(%),37感光或電影用品_原始值,37感光或電影用品_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第 8 類皮革及其製品_原始值,第 8 類皮革及其製品_年增率(%),第 9 類木及木製品_原始值,第 9 類木及木製品_年增率(%),44木及木製品_原始值,44木及木製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),47木漿及回收紙製品_原始值,47木漿及回收紙製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),62非針、鉤針織之衣著_原始值,62非針、鉤針織之衣著_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%)
1997M11,63.62,-5.45,51.50,4.63,-,-,-,-,46.88,-7.28,52.51,-6.00,41.98,-9.23,59.32,0.64,-,-,-,-,-,-,19.61,-9.17,17.20,-10.46,58.78,-1.67,-,-,37.89,5.07,-,-,-,-,-,-,-,-,55.32,-6.36,64.07,-4.54,30.83,-15.83,62.19,2.20,66.49,0.20,-,-,68.25,1.77,-,-,-,-,64.69,-1.48,-,-,-,-,-,-,36.00,-0.14,-,-,-,-,25.98,-4.42,64.68,5.77,-,-,-,-,-,-,69.66,-8.53,-,-,-,-,-,-,-,-
1997M12,62.33,-7.73,49.71,-0.90,-,-,-,-,47.26,-4.68,53.37,-3.35,42.48,-4.54,59.63,1.26,-,-,-,-,-,-,17.67,-22.57,14.78,-26.10,58.50,-2.78,-,-,37.52,3.39,-,-,-,-,-,-,-,-,54.91,-6.98,63.71,-4.87,30.28,-17.85,61.35,-0.15,65.84,-0.71,-,-,66.54,0.70,-,-,-,-,64.32,-2.17,-,-,-,-,-,-,35.71,-1.16,-,-,-,-,25.78,-6.86,63.40,1.47,-,-,-,-,-,-,67.84,-9.97,-,-,-,-,-,-,-,-
1998M01,60.66,-9.38,48.84,-1.59,47.76,-,70.28,-,47.05,-2.47,53.79,-0.22,42.69,-1.79,59.23,0.77,64.60,-,16.13,-,60.06,-,15.24,-32.51,12.08,-39.27,55.92,-6.00,46.37,-,34.93,-4.62,67.66,-,80.75,-,83.46,-,115.61,-,54.31,-7.43,63.56,-4.46,29.32,-20.11,59.26,-2.61,64.27,-3.37,64.27,-,65.78,-1.94,49.21,-,81.75,-,63.30,-3.90,89.01,-,115.89,-,127.20,-,35.29,-2.81,34.82,-,55.43,-,25.10,-6.48,62.40,-2.61,143.72,-,96.32,-,191.27,-,64.97,-11.48,64.97,-,117.03,-,119.04,-,80.79,-
1998M02,59.86,-8.96,48.37,-3.61,45.11,-,69.80,-,46.55,-2.47,52.43,-2.38,42.09,-2.14,59.80,1.86,64.60,-,15.13,-,60.40,-,14.08,-30.64,11.09,-36.19,54.77,-8.06,45.57,-,33.14,-10.38,68.15,-,82.04,-,84.57,-,116.77,-,53.88,-8.69,62.67,-6.50,29.91,-18.28,58.29,-4.71,60.76,-8.05,60.76,-,63.94,-5.12,50.61,-,76.47,-,63.06,-3.73,89.19,-,116.09,-,127.47,-,34.75,-6.00,34.68,-,55.43,-,24.57,-15.22,59.71,-7.04,143.67,-,97.20,-,189.90,-,66.79,-5.36,66.79,-,114.13,-,115.94,-,81.71,-
1998M03,58.41,-11.01,48.79,-5.76,44.03,-,70.57,-,45.29,-10.97,51.85,-17.29,39.54,-10.93,60.03,2.56,64.60,-,14.35,-,58.84,-,13.21,-32.57,10.18,-39.26,53.61,-9.94,45.01,-,32.01,-14.62,68.35,-,83.00,-,85.20,-,114.38,-,53.43,-9.10,62.12,-7.28,29.72,-17.05,56.29,-9.20,59.80,-12.14,59.80,-,62.35,-6.03,48.28,-,75.74,-,62.22,-4.57,91.38,-,116.09,-,127.47,-,34.52,-7.92,34.31,-,55.43,-,24.46,-17.08,60.18,-8.69,138.90,-,95.03,-,182.10,-,65.66,-7.36,65.66,-,111.33,-,113.01,-,82.01,-
1998M04,57.31,-11.79,47.97,-8.89,44.03,-,69.23,-,43.74,-16.13,47.41,-25.67,38.60,-15.57,59.86,2.03,64.60,-,14.71,-,60.84,-,13.56,-25.94,10.68,-32.36,52.08,-12.94,45.25,-,29.99,-21.20,71.28,-,84.70,-,85.41,-,113.74,-,51.50,-12.13,59.76,-10.79,28.91,-17.89,54.76,-11.38,58.24,-14.28,58.24,-,63.11,-5.64,49.41,-,76.06,-,61.99,-5.52,88.75,-,114.85,-,125.87,-,34.51,-7.18,34.05,-,55.43,-,25.48,-12.74,59.11,-8.85,134.35,-,93.58,-,173.78,-,64.54,-7.19,64.54,-,107.76,-,109.24,-,81.56,-
1998M05,56.28,-14.30,47.55,-9.96,42.05,-,70.30,-,43.36,-17.03,48.11,-25.35,37.56,-17.47,59.63,2.25,64.60,-,14.92,-,59.39,-,13.85,-27.79,11.28,-33.49,50.83,-15.09,44.09,-,29.32,-23.61,67.83,-,84.10,-,85.02,-,110.05,-,50.29,-13.40,58.30,-12.29,28.36,-18.03,57.73,-6.99,58.39,-14.14,58.39,-,63.33,-8.22,50.12,-,75.74,-,61.42,-6.47,88.57,-,114.85,-,125.87,-,33.74,-10.07,33.20,-,55.43,-,24.56,-17.17,58.34,-11.00,130.26,-,92.35,-,166.20,-,62.89,-12.46,62.89,-,106.20,-,107.55,-,81.16,-
1998M06,55.00,-16.38,47.14,-10.70,40.32,-,69.48,-,43.21,-15.85,47.61,-23.99,37.62,-16.20,58.94,0.63,64.60,-,14.44,-,59.29,-,13.31,-27.11,10.56,-34.08,49.88,-16.85,44.76,-,28.59,-25.99,67.32,-,82.31,-,84.07,-,108.88,-,49.39,-13.58,57.17,-12.41,28.02,-18.71,57.39,-7.41,58.16,-14.78,58.16,-,63.41,-10.54,50.42,-,75.59,-,60.24,-8.74,88.79,-,112.63,-,124.28,-,32.97,-13.03,32.56,-,55.43,-,23.78,-25.10,57.02,-12.64,126.56,-,90.45,-,160.45,-,60.94,-17.56,60.94,-,103.31,-,104.49,-,80.48,-
1998M07,54.60,-16.63,46.99,-10.94,42.74,-,70.93,-,42.11,-14.77,45.94,-23.10,36.86,-13.76,58.83,0.03,64.60,-,14.31,-,59.30,-,13.16,-28.05,10.79,-32.10,48.17,-19.38,44.96,-,26.90,-31.13,68.04,-,82.92,-,81.50,-,105.76,-,48.25,-14.13,55.96,-13.20,27.14,-17.91,57.19,-7.34,57.03,-15.88,57.03,-,63.77,-12.74,48.96,-,77.92,-,59.59,-9.89,88.73,-,112.63,-,124.28,-,32.85,-13.28,32.30,-,55.43,-,24.05,-23.63,56.49,-13.36,126.95,-,90.46,-,161.33,-,60.83,-17.72,60.83,-,102.04,-,103.18,-,80.43,-
1998M08,54.08,-16.89,45.95,-12.33,42.74,-,70.93,-,40.58,-14.62,45.21,-19.61,34.34,-17.87,58.92,-1.12,64.60,-,14.30,-,59.59,-,13.13,-28.56,10.85,-32.19,47.61,-19.77,43.48,-,26.49,-31.52,67.90,-,82.86,-,80.90,-,104.86,-,47.30,-15.72,54.53,-15.34,27.30,-17.07,56.68,-7.73,57.34,-15.25,57.34,-,61.77,-15.42,46.05,-,76.95,-,58.66,-10.74,88.67,-,111.41,-,122.66,-,32.60,-14.19,32.09,-,55.80,-,23.56,-24.37,56.42,-13.77,126.14,-,89.41,-,160.97,-,59.76,-17.44,59.76,-,100.49,-,101.51,-,79.99,-
