期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),54人造纖維絲、絲紗及其梭織物_原始值,54人造纖維絲、絲紗及其梭織物_年增率(%),55人造纖維棉_原始值,55人造纖維棉_年增率(%),58花邊及窄幅梭織物_原始值,58花邊及窄幅梭織物_年增率(%),59浸漬、塗佈或黏合織物及工業用織物_原始值,59浸漬、塗佈或黏合織物及工業用織物_年增率(%),60針織品或鉤針織品_原始值,60針織品或鉤針織品_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),82基本金屬製工具及其零件_原始值,82基本金屬製工具及其零件_年增率(%),83基本金屬雜項製品_原始值,83基本金屬雜項製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%),94座物、家具、燈具及其零件_原始值,94座物、家具、燈具及其零件_年增率(%)
1997M11,119.18,11.97,-,-,-,-,-,-,-,-,-,-,58.63,10.77,-,-,-,-,-,-,-,-,68.30,19.38,72.81,20.27,42.57,11.53,-,-,-,-,83.70,15.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.17,13.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.49,12.10,-,-,-,-,-,-,-,-,-,-
1997M12,120.97,13.79,-,-,-,-,-,-,-,-,-,-,60.02,13.42,-,-,-,-,-,-,-,-,69.75,19.72,74.33,20.31,43.58,14.20,-,-,-,-,85.13,19.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.59,16.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104.87,13.68,-,-,-,-,-,-,-,-,-,-
1998M01,124.41,17.56,67.38,-,67.63,-,67.93,-,24.22,-,22.47,-,61.57,16.76,-,-,45.01,-,112.98,-,82.08,-,71.51,24.50,77.22,26.99,45.38,18.89,82.51,-,82.51,-,87.16,22.09,78.21,-,70.89,-,113.62,-,93.42,-,99.29,-,138.71,-,168.72,-,67.89,21.58,60.63,-,69.21,-,47.60,-,110.93,-,113.01,-,119.38,-,221.38,-,236.14,-,203.04,-,107.97,18.13,107.82,-,177.27,-,185.16,-,109.34,-,98.33,-
1998M02,119.85,12.82,65.96,-,66.36,-,70.81,-,17.10,-,15.64,-,58.97,11.43,-,-,44.03,-,105.88,-,80.60,-,68.96,19.62,74.35,21.69,44.27,16.56,79.03,-,79.03,-,84.77,16.36,74.97,-,67.34,-,110.36,-,91.54,-,97.88,-,134.81,-,163.97,-,65.76,17.76,58.50,-,68.92,-,44.45,-,107.01,-,105.42,-,116.02,-,213.71,-,228.84,-,195.11,-,106.28,16.05,106.22,-,169.85,-,176.85,-,106.33,-,95.61,-
1998M03,116.88,10.54,65.37,-,65.83,-,72.29,-,16.32,-,14.87,-,58.02,9.91,-,-,42.95,-,104.65,-,78.59,-,67.05,15.44,72.15,17.05,43.62,15.73,78.44,-,78.44,-,83.65,15.32,73.88,-,65.87,-,108.24,-,91.31,-,95.16,-,133.24,-,162.07,-,64.33,16.33,56.22,-,67.14,-,44.24,-,105.45,-,104.25,-,114.68,-,206.33,-,218.60,-,190.72,-,104.67,15.44,104.60,-,165.49,-,171.75,-,105.36,-,94.61,-
1998M04,117.36,11.08,63.80,-,64.53,-,77.70,-,17.59,-,16.19,-,59.21,11.70,-,-,43.81,-,107.31,-,80.33,-,68.33,18.65,73.83,20.93,43.14,14.16,80.16,-,80.16,-,84.60,16.00,76.00,-,65.99,-,109.09,-,91.53,-,96.27,-,133.00,-,164.67,-,64.45,16.91,54.23,-,67.76,-,45.05,-,107.15,-,105.63,-,115.33,-,204.99,-,216.81,-,189.87,-,105.63,16.09,105.56,-,166.02,-,171.87,-,106.26,-,96.18,-
1998M05,116.68,10.05,64.61,-,65.30,-,80.18,-,19.70,-,18.34,-,59.62,11.88,-,-,43.96,-,107.40,-,82.21,-,66.48,11.98,71.84,13.82,42.00,10.56,81.12,-,81.12,-,85.19,15.90,76.72,-,66.10,-,109.89,-,92.27,-,96.13,-,133.26,-,163.29,-,64.21,15.17,53.70,-,68.11,-,45.53,-,107.92,-,102.99,-,112.50,-,201.78,-,211.86,-,188.45,-,106.59,16.34,106.49,-,165.57,-,170.93,-,106.52,-,97.66,-
1998M06,118.09,10.74,66.41,-,67.07,-,79.61,-,18.69,-,17.47,-,61.31,14.41,-,-,44.77,-,110.47,-,87.61,-,67.69,14.30,73.21,16.41,42.47,11.15,82.42,-,82.42,-,85.29,15.27,73.72,-,66.99,-,108.05,-,91.01,-,98.14,-,141.98,-,178.76,-,65.29,15.93,53.29,-,69.64,-,46.82,-,108.52,-,105.84,-,115.07,-,204.03,-,212.11,-,192.67,-,107.35,16.53,107.24,-,168.97,-,174.13,-,109.14,-,100.37,-
1998M07,116.46,9.34,68.09,-,69.37,-,84.94,-,18.17,-,16.94,-,60.94,13.67,-,-,42.34,-,109.65,-,92.40,-,67.05,12.95,72.15,14.41,43.62,14.13,80.16,-,80.16,-,83.88,14.45,70.61,-,66.87,-,107.68,-,91.01,-,96.35,-,139.27,-,173.06,-,64.00,12.54,49.27,-,68.85,-,46.24,-,108.48,-,108.00,-,113.68,-,200.32,-,207.71,-,189.72,-,107.03,16.59,106.92,-,168.14,-,173.23,-,108.60,-,99.36,-
1998M08,115.53,5.74,67.39,-,68.26,-,88.91,-,16.15,-,14.88,-,60.45,10.13,-,-,41.91,-,110.61,-,88.80,-,65.89,7.65,70.65,8.63,43.90,11.62,80.19,-,80.19,-,82.61,8.78,67.32,-,65.76,-,107.65,-,89.82,-,95.18,-,134.07,-,160.10,-,64.10,9.18,48.32,-,70.17,-,45.15,-,107.46,-,108.43,-,114.67,-,198.70,-,203.53,-,190.71,-,107.28,13.67,107.17,-,169.10,-,174.04,-,108.73,-,100.15,-
