期間,消費者貸款--小計_原始值,消費者貸款--小計_年增率(%),消費者貸款--購置住宅貸款_原始值,消費者貸款--購置住宅貸款_年增率(%),消費者貸款--房屋修繕貸款_原始值,消費者貸款--房屋修繕貸款_年增率(%),消費者貸款--汽車貸款_原始值,消費者貸款--汽車貸款_年增率(%),消費者貸款--機關團體職工福利貸款_原始值,消費者貸款--機關團體職工福利貸款_年增率(%),消費者貸款--其他個人消費性貸款_原始值,消費者貸款--其他個人消費性貸款_年增率(%),消費者貸款--信用卡循環信用餘額_原始值,消費者貸款--信用卡循環信用餘額_年增率(%),建築貸款_原始值,建築貸款_年增率(%)
2009,"6,591,604",1.87,"4,816,647",5.00,"755,693",-4.31,"54,244",-15.10,"81,850",-14.89,"684,174",-1.69,"198,996",-16.24,"1,006,466",-3.68
2010,"6,717,051",1.90,"5,109,256",6.07,"613,299",-18.84,"58,876",8.54,"69,997",-14.48,"703,467",2.82,"162,156",-18.51,"1,237,779",22.98
2011,"6,780,695",0.95,"5,274,015",3.22,"482,918",-21.26,"73,037",24.05,"67,036",-4.23,"743,266",5.66,"140,423",-13.40,"1,367,488",10.48
2012,"6,844,124",0.94,"5,420,331",2.77,"380,459",-21.22,"84,787",16.09,"62,936",-6.12,"764,824",2.90,"130,787",-6.86,"1,467,735",7.33
2013,"7,005,972",2.36,"5,646,766",4.18,"298,032",-21.67,"104,367",23.09,"56,253",-10.62,"782,830",2.35,"117,724",-9.99,"1,494,623",1.83
