期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-計_原始值,資產--對非金融機構證券投資-計_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-可轉讓定期存單_原始值,負債與淨值--企業及個人存款-可轉讓定期存單_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-外匯存款_原始值,負債與淨值--企業及個人存款-外匯存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_原始值,負債與淨值--對金融機構負債-其他金融機構-中華郵政公司_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2010M11,"30,484,039",6.71,"2,265,526",-8.88,"17,977,513",7.03,"1,360,258",-3.64,"764,079",5.89,"15,853,176",8.12,"1,520,144",-2.25,"703,445",-6.38,"137,473",3.09,"679,226",1.31,"69,181",18.72,1,0.00,"6,918,727",9.89,"285,511",50.23,2,0.00,"165,295",4.49,"1,282,139",24.79,"840,246",0.42,"22,182,671",6.90,"318,424",8.38,"2,532,627",10.99,"6,375,904",9.21,"3,839,245",9.14,"189,319",39.61,"6,547,359",-0.73,"2,379,793",13.98,"706,813",18.45,"51,108",0.14,"1,787,305",-9.16,"495,851",-33.40,"779,808",40.89,"765,826",-2.79,"1,335,536",16.74,"2,034,726",8.28
2010M12,"30,879,931",6.62,"2,397,093",-2.76,"18,312,190",7.28,"1,496,396",1.30,"790,388",7.71,"16,025,406",7.85,"1,500,389",-3.30,"709,382",-2.98,"139,016",-0.45,"651,991",-4.22,"72,135",35.16,1,0.00,"6,973,951",9.29,"216,163",28.24,2,0.00,"166,876",1.65,"1,241,131",11.79,"912,109",22.96,"22,506,225",6.85,"335,216",5.67,"2,624,415",12.97,"6,522,108",8.88,"3,874,274",8.61,"192,058",29.40,"6,533,054",-0.23,"2,425,100",11.78,"697,030",16.92,"55,534",-19.22,"1,722,514",-11.29,"451,886",-37.64,"806,308",15.99,"799,783",0.63,"1,334,099",16.78,"2,046,329",6.63
2011M01,"30,767,138",5.38,"2,318,554",-3.97,"18,612,901",8.82,"1,720,148",5.95,"760,392",4.15,"16,132,361",9.37,"1,535,944",1.49,"678,996",-2.95,"145,311",2.18,"711,637",5.97,"72,642",-7.42,1,0.00,"6,604,929",4.75,"210,072",-0.84,2,0.00,"256,060",15.73,"1,156,033",-14.26,"864,717",15.58,"22,535,276",6.96,"351,498",5.06,"2,461,368",7.21,"6,638,524",10.55,"3,940,528",8.72,"197,192",42.82,"6,588,713",1.02,"2,357,453",9.74,"585,302",-0.94,"72,314",16.65,"1,669,817",-15.63,"454,595",-35.87,"839,935",22.40,"792,550",1.13,"1,338,277",-1.29,"2,068,950",7.58
2011M02,"31,127,544",7.08,"2,336,598",2.16,"18,633,338",8.98,"1,743,104",7.47,"748,176",6.96,"16,142,058",9.24,"1,538,504",0.27,"685,203",-3.76,"144,456",3.03,"708,845",3.90,"71,643",-0.45,1,0.00,"6,854,249",7.77,"178,029",23.82,2,0.00,"184,514",-7.73,"1,330,666",-3.13,"898,830",18.94,"22,663,987",7.86,"355,686",12.11,"2,525,123",13.77,"6,586,574",9.17,"4,043,895",10.68,"198,855",34.44,"6,615,372",1.60,"2,338,482",9.77,"608,883",9.80,"70,104",5.45,"1,718,581",-11.86,"444,176",-34.11,"814,335",12.88,"790,216",3.88,"1,495,840",12.85,"2,066,768",7.54
2011M03,"30,934,972",6.35,"2,237,636",-7.27,"18,663,886",9.34,"1,683,689",8.51,"774,632",13.65,"16,205,565",9.22,"1,535,731",3.31,"679,888",0.37,"149,276",4.48,"706,567",6.04,"79,089",3.29,1,0.00,"6,863,933",4.70,"198,996",16.45,401,"19,950.00","172,557",4.15,"1,182,742",2.86,"898,023",22.37,"22,678,553",7.49,"310,329",6.11,"2,586,297",14.74,"6,530,884",8.34,"4,068,533",9.99,"208,126",35.00,"6,617,200",1.61,"2,357,184",9.25,"613,502",6.19,"74,608",50.02,"1,720,338",-10.30,"440,289",-33.50,"798,261",2.33,"815,309",9.16,"1,256,689",0.63,"2,079,689",7.43
2011M04,"31,367,727",7.10,"2,346,366",-0.33,"18,670,551",8.83,"1,614,786",7.35,"762,962",4.37,"16,292,803",9.19,"1,565,613",5.67,"693,798",4.10,"146,107",9.69,"725,708",6.42,"79,352",4.98,1,0.00,"7,089,255",6.56,"165,903",-34.08,488,"24,300.00","173,699",8.49,"1,276,499",10.33,"944,427",26.80,"22,858,954",8.03,"350,892",19.66,"2,494,164",9.28,"6,558,984",7.51,"4,148,478",11.37,"218,204",46.85,"6,656,498",2.32,"2,431,734",15.59,"623,355",2.19,"64,987",1.12,"1,685,445",-11.70,"431,498",-33.35,"790,219",0.97,"821,678",9.88,"1,508,529",14.11,"2,070,133",6.21
2011M05,"31,216,528",4.12,"2,230,164",-2.09,"18,802,270",7.74,"1,564,291",5.64,"806,757",6.76,"16,431,222",7.99,"1,556,975",4.38,"677,707",-2.77,"140,400",12.05,"738,868",10.39,"80,421",6.57,1,0.00,"7,029,340",4.94,"129,689",-45.76,369,"18,350.00","171,689",5.59,"1,215,610",-23.32,"947,918",-1.25,"22,728,554",6.65,"315,079",1.49,"2,504,116",5.22,"6,522,222",9.21,"4,140,720",8.35,"215,713",20.99,"6,681,119",2.73,"2,349,585",9.55,"647,187",-1.19,"125,270",29.98,"1,636,055",-13.53,"422,376",-31.14,"771,226",-0.81,"836,549",12.25,"1,463,233",-7.36,"2,060,536",4.84
2011M06,"31,216,915",4.92,"2,276,844",2.32,"18,780,068",7.12,"1,492,128",6.21,"816,147",7.19,"16,471,793",7.20,"1,551,557",7.73,"686,327",3.58,"142,202",2.27,"723,028",13.23,"81,775",12.69,1,0.00,"6,935,670",3.79,"161,851",-38.86,369,"18,350.00","166,209",2.81,"1,262,571",-8.21,"965,815",9.61,"22,890,642",6.88,"321,577",1.04,"2,645,490",7.28,"6,419,893",7.37,"4,154,577",8.21,"227,658",16.54,"6,717,271",3.05,"2,404,176",14.48,"634,097",-0.63,"67,036",5.13,"1,687,147",-10.53,"425,742",-31.28,"807,934",-7.70,"851,343",12.97,"1,260,635",-1.30,"2,052,266",4.59
2011M07,"31,626,833",5.28,"2,351,348",7.48,"18,865,019",6.78,"1,521,046",6.29,"834,439",7.95,"16,509,534",6.77,"1,557,609",8.86,"680,689",9.83,"137,911",-7.75,"739,009",11.69,"83,004",13.73,1,0.00,"7,039,929",4.29,"196,091",-27.26,369,"18,350.00","171,214",5.94,"1,362,249",-9.30,"941,045",2.50,"23,116,945",7.14,"374,104",6.40,"2,570,104",6.53,"6,574,892",7.28,"4,126,135",8.29,"238,175",23.81,"6,769,070",3.52,"2,464,465",15.12,"616,461",-1.74,"80,010",-8.22,"1,737,685",-8.58,"421,448",-28.92,"758,221",-9.17,"852,943",13.65,"1,453,293",6.75,"2,070,230",4.25
2011M08,"31,437,082",4.46,"2,276,898",4.42,"19,044,110",6.93,"1,500,022",3.79,"842,467",8.69,"16,701,621",7.13,"1,550,750",5.12,"667,517",6.77,"146,535",-3.64,"736,698",5.54,"77,848",12.86,1,0.00,"7,016,830",3.52,"162,054",-45.81,369,"18,350.00","166,348",2.87,"1,141,874",-13.66,"930,696",-6.98,"23,067,980",6.43,"322,437",0.55,"2,714,283",6.66,"6,583,612",6.61,"4,041,980",7.12,"219,413",16.65,"6,827,048",4.37,"2,359,207",10.68,"632,564",-1.45,"84,193",20.27,"1,695,279",-11.88,"413,759",-27.80,"804,266",-3.42,"860,551",13.45,"1,289,370",8.11,"2,072,183",3.56
2011M09,"31,808,716",5.35,"2,437,838",9.00,"19,125,083",7.15,"1,467,730",4.32,"834,370",6.03,"16,822,983",7.45,"1,562,730",10.16,"683,655",9.57,"160,331",18.37,"718,744",9.03,"76,470",14.99,1,0.00,"6,911,271",1.23,"236,788",13.34,369,"18,350.00","172,104",6.37,"1,286,062",-9.65,"986,845",-2.99,"23,169,307",6.26,"315,022",3.37,"2,679,287",10.20,"6,548,534",3.16,"4,080,239",9.13,"241,273",41.23,"6,873,978",4.93,"2,430,974",7.55,"643,190",-4.14,"104,887",25.49,"1,761,028",-2.24,"428,811",-21.81,"812,141",2.52,"874,934",14.54,"1,365,210",10.35,"2,091,174",3.44
2011M10,"31,636,359",3.69,"2,448,859",6.92,"19,089,446",6.42,"1,465,130",5.35,"813,902",2.72,"16,810,414",6.71,"1,604,881",9.83,"694,699",4.86,"168,495",29.99,"741,687",10.85,"76,664",12.76,1,0.00,"6,974,659",1.40,"133,438",-46.70,369,261.76,"169,428",4.15,"1,138,614",-22.14,"940,933",1.10,"23,323,153",5.84,"317,757",-6.97,"2,628,145",7.92,"6,550,113",3.09,"4,171,376",9.18,"244,675",37.39,"6,901,488",5.49,"2,509,599",6.14,"641,915",-4.21,"87,392",52.55,"1,664,434",-7.54,"407,153",-21.91,"746,112",-6.73,"879,321",15.50,"1,245,639",-12.53,"2,107,460",3.79
2011M11,"31,811,449",4.35,"2,539,635",12.10,"19,121,596",6.36,"1,403,140",3.15,"827,248",8.27,"16,891,208",6.55,"1,633,939",7.49,"731,766",4.03,"166,771",21.31,"735,402",8.27,"69,751",0.82,1,0.00,"7,061,426",2.06,"222,763",-21.98,290,"14,400.00","166,933",0.99,"995,115",-22.39,"950,052",13.07,"23,360,310",5.31,"320,320",0.60,"2,692,156",6.30,"6,502,120",1.98,"4,194,942",9.26,"246,004",29.94,"6,934,141",5.91,"2,470,627",3.82,"655,763",-7.22,"97,934",91.62,"1,792,645",0.30,"409,214",-17.47,"718,208",-7.90,"884,951",15.56,"1,236,438",-7.42,"2,115,148",3.95
2011M12,"32,057,574",3.81,"2,666,111",11.22,"19,232,380",5.03,"1,530,201",2.26,"823,058",4.13,"16,879,121",5.33,"1,647,624",9.81,"770,900",8.67,"174,562",25.57,"702,162",7.70,"77,368",7.25,1,0.00,"7,035,808",0.89,"147,889",-31.58,270,"13,400.00","169,367",1.49,"1,080,756",-12.92,"906,098",-0.66,"23,622,602",4.96,"386,561",15.32,"2,682,924",2.23,"6,634,299",1.72,"4,190,123",8.15,"241,236",25.61,"6,969,139",6.68,"2,518,320",3.84,"678,018",-2.73,"114,442",106.08,"1,719,237",-0.19,"415,633",-8.02,"775,337",-3.84,"883,870",10.51,"1,226,728",-8.05,"2,131,242",4.15
2012M01,"32,362,363",5.18,"2,708,198",16.81,"19,532,083",4.94,"1,719,599",-0.03,"799,257",5.11,"17,013,227",5.46,"1,693,926",10.29,"763,806",12.49,"184,513",26.98,"745,607",4.77,"87,089",19.89,1,0.00,"6,810,353",3.11,"168,865",-19.62,270,"13,400.00","270,188",5.52,"1,091,390",-5.59,"901,747",4.28,"23,869,294",5.92,"314,038",-10.66,"2,539,620",3.18,"6,845,226",3.11,"4,263,508",8.20,"233,313",18.32,"7,038,666",6.83,"2,634,923",11.77,"596,951",1.99,"90,945",25.76,"1,695,645",1.55,"403,330",-11.28,"804,512",-4.22,"892,466",12.61,"1,318,988",-1.44,"2,191,815",5.94
2012M02,"32,547,967",4.56,"2,721,798",16.49,"19,547,940",4.91,"1,768,029",1.43,"762,743",1.95,"17,017,168",5.42,"1,750,136",13.76,"781,255",14.02,"186,101",28.83,"782,780",10.43,"91,021",27.05,1,0.00,"7,177,796",4.72,"190,193",6.83,270,"13,400.00","195,425",5.91,"873,387",-34.36,"870,646",-3.14,"24,018,092",5.97,"314,276",-11.64,"2,669,755",5.73,"6,772,191",2.82,"4,343,584",7.41,"230,143",15.73,"7,094,353",7.24,"2,593,790",10.92,"614,697",0.95,"91,408",30.39,"1,731,357",0.74,"381,395",-14.13,"798,775",-1.91,"886,531",12.19,"1,324,306",-11.47,"2,212,155",7.03
2012M03,"32,745,667",5.85,"2,766,556",23.64,"19,601,868",5.03,"1,858,736",10.40,"743,365",-4.04,"16,999,767",4.90,"1,729,136",12.59,"765,486",12.59,"207,976",39.32,"755,674",6.95,"93,517",18.24,1,0.00,"7,157,942",4.28,"215,109",8.10,270,-32.67,"176,587",2.34,"1,004,681",-15.05,"908,598",1.18,"24,075,697",6.16,"342,815",10.47,"2,587,534",0.05,"6,810,860",4.29,"4,379,815",7.65,"230,184",10.60,"7,127,690",7.71,"2,596,799",10.17,"611,274",-0.36,"95,365",27.82,"1,741,084",1.21,"381,323",-13.39,"852,654",6.81,"885,316",8.59,"1,343,939",6.94,"2,231,740",7.31
2012M04,"32,652,003",4.09,"2,667,763",13.70,"19,626,971",5.12,"1,849,585",14.54,"748,026",-1.96,"17,029,360",4.52,"1,774,334",13.33,"776,677",11.95,"205,808",40.86,"791,849",9.11,"103,131",29.97,1,0.00,"7,196,717",1.52,"145,606",-12.23,270,-44.67,"176,996",1.90,"960,214",-24.78,"940,238",-0.44,"24,053,984",5.23,"319,864",-8.84,"2,615,575",4.87,"6,760,479",3.07,"4,402,023",6.11,"230,645",5.70,"7,125,269",7.04,"2,600,129",6.92,"618,294",-0.81,"83,243",28.09,"1,657,668",-1.65,"377,816",-12.44,"867,788",9.82,"897,381",9.21,"1,309,332",-13.20,"2,224,075",7.44
2012M05,"32,817,986",5.13,"2,608,289",16.96,"19,653,863",4.53,"1,708,939",9.25,"732,181",-9.24,"17,212,743",4.76,"1,816,619",16.68,"774,293",14.25,"221,438",57.72,"820,888",11.10,"107,496",33.67,1,0.00,"7,137,571",1.54,"132,744",2.36,270,-26.83,"172,030",0.20,"1,189,103",-2.18,"1,007,156",6.25,"23,982,699",5.52,"315,058",-0.01,"2,669,074",6.59,"6,688,392",2.55,"4,366,694",5.46,"232,945",7.99,"7,132,061",6.75,"2,578,475",9.74,"637,067",-1.56,"152,199",21.50,"1,636,085",0.00,"370,664",-12.24,"874,029",13.33,"906,708",8.39,"1,427,521",-2.44,"2,194,522",6.50
2012M06,"32,729,684",4.85,"2,610,037",14.63,"19,487,529",3.77,"1,541,396",3.30,"725,063",-11.16,"17,221,070",4.55,"1,811,207",16.73,"796,405",16.04,"226,389",59.20,"788,413",9.04,"102,155",24.92,1,0.00,"7,059,994",1.79,"134,071",-17.16,235,-36.31,"175,112",5.36,"1,349,343",6.87,"992,241",2.74,"23,993,340",4.82,"362,242",12.65,"2,657,334",0.45,"6,643,548",3.48,"4,378,463",5.39,"238,830",4.91,"7,103,516",5.75,"2,609,407",8.54,"646,481",1.95,"84,058",25.39,"1,652,670",-2.04,"374,726",-11.98,"922,858",14.22,"926,757",8.86,"1,318,681",4.60,"2,192,598",6.84
2012M07,"32,737,221",3.51,"2,612,294",11.10,"19,635,072",4.08,"1,573,334",3.44,"743,247",-10.93,"17,318,491",4.90,"1,898,099",21.86,"813,108",19.45,"234,401",69.97,"850,590",15.10,"97,270",17.19,-,-,"7,073,868",0.48,"197,653",0.80,239,-35.23,"174,232",1.76,"1,048,494",-23.03,"1,050,411",11.62,"23,988,230",3.77,"333,121",-10.95,"2,753,448",7.13,"6,680,001",1.60,"4,317,329",4.63,"239,368",0.50,"7,129,933",5.33,"2,535,030",2.86,"656,451",6.49,"100,693",25.85,"1,683,131",-3.14,"357,918",-15.07,"910,992",20.15,"923,739",8.30,"1,209,061",-16.81,"2,214,513",6.97
