期間,總指數_原始值,總指數_年增率(%),一.食物類_原始值,一.食物類_年增率(%),1.穀類及其製品_原始值,1.穀類及其製品_年增率(%),(1)米類及其製品_原始值,(1)米類及其製品_年增率(%),(2)其他穀類及其製品_原始值,(2)其他穀類及其製品_年增率(%),2.肉類_原始值,2.肉類_年增率(%),(1)生鮮家畜_原始值,(1)生鮮家畜_年增率(%),(2)生鮮家禽_原始值,(2)生鮮家禽_年增率(%),3.肉類製品_原始值,3.肉類製品_年增率(%),4.蛋類_原始值,4.蛋類_年增率(%),5.水產品_原始值,5.水產品_年增率(%),6.加工水產品_原始值,6.加工水產品_年增率(%),7.蔬菜_原始值,7.蔬菜_年增率(%),(1)根菜_原始值,(1)根菜_年增率(%),(2)莖菜_原始值,(2)莖菜_年增率(%),(3)葉菜_原始值,(3)葉菜_年增率(%),(4)果菜及其他_原始值,(4)果菜及其他_年增率(%),8.加工蔬菜_原始值,8.加工蔬菜_年增率(%),9.水果_原始值,9.水果_年增率(%),10.加工水果_原始值,10.加工水果_年增率(%),11.乳類_原始值,11.乳類_年增率(%),12.食用油_原始值,12.食用油_年增率(%),13.調味品_原始值,13.調味品_年增率(%),14.酒_原始值,14.酒_年增率(%),15.非酒精性飲料及材料_原始值,15.非酒精性飲料及材料_年增率(%),16.調理食品_原始值,16.調理食品_年增率(%),17.外食費_原始值,17.外食費_年增率(%),18.其他食品_原始值,18.其他食品_年增率(%),二.衣著類_原始值,二.衣著類_年增率(%),1.成衣_原始值,1.成衣_年增率(%),(1)男人衣著_原始值,(1)男人衣著_年增率(%),(2)女人衣著_原始值,(2)女人衣著_年增率(%),(3)兒童衣著及學生制服_原始值,(3)兒童衣著及學生制服_年增率(%),2.鞋類_原始值,2.鞋類_年增率(%),3.衣著服務及配件_原始值,3.衣著服務及配件_年增率(%),三.居住類_原始值,三.居住類_年增率(%),1.房租_原始值,1.房租_年增率(%),2.住宅維修費_原始值,2.住宅維修費_年增率(%),(1)維修材料_原始值,(1)維修材料_年增率(%),(2)維修服務_原始值,(2)維修服務_年增率(%),3.家庭用品_原始值,3.家庭用品_年增率(%),(1)紡織品_原始值,(1)紡織品_年增率(%),(2)家具_原始值,(2)家具_年增率(%),(3)家庭耐久設備_原始值,(3)家庭耐久設備_年增率(%),(4)餐具及其他家用品_原始值,(4)餐具及其他家用品_年增率(%),4.家庭管理費用_原始值,4.家庭管理費用_年增率(%),5.水電燃氣_原始值,5.水電燃氣_年增率(%),(1)燃氣_原始值,(1)燃氣_年增率(%),(2)水費_原始值,(2)水費_年增率(%),(3)電費_原始值,(3)電費_年增率(%),(4)公共附加費_原始值,(4)公共附加費_年增率(%),四.交通及通訊類_原始值,四.交通及通訊類_年增率(%),1.交通設備_原始值,1.交通設備_年增率(%),(1)交通工具_原始值,(1)交通工具_年增率(%),(2)通訊設備_原始值,(2)通訊設備_年增率(%),2.油料費_原始值,2.油料費_年增率(%),3.交通服務及維修零件_原始值,3.交通服務及維修零件_年增率(%),(1)運輸費_原始值,(1)運輸費_年增率(%),(2)通訊費_原始值,(2)通訊費_年增率(%),(3)交通工具零件及維修費_原始值,(3)交通工具零件及維修費_年增率(%),(4)其他交通服務費_原始值,(4)其他交通服務費_年增率(%),五.醫藥保健類_原始值,五.醫藥保健類_年增率(%),1.醫療費用_原始值,1.醫療費用_年增率(%),2.藥品及保健食品_原始值,2.藥品及保健食品_年增率(%),3.醫療保健器材_原始值,3.醫療保健器材_年增率(%),六.教養娛樂類_原始值,六.教養娛樂類_年增率(%),1.教養費用_原始值,1.教養費用_年增率(%),(1)書報期刊_原始值,(1)書報期刊_年增率(%),(2)學雜費_原始值,(2)學雜費_年增率(%),(3)補習及學習費_原始值,(3)補習及學習費_年增率(%),(4)教養設備及用具_原始值,(4)教養設備及用具_年增率(%),2.娛樂費用_原始值,2.娛樂費用_年增率(%),(1)娛樂設備_原始值,(1)娛樂設備_年增率(%),(2)娛樂服務_原始值,(2)娛樂服務_年增率(%),七.雜項類_原始值,七.雜項類_年增率(%),1.香菸及檳榔_原始值,1.香菸及檳榔_年增率(%),2.美容及衛生用品_原始值,2.美容及衛生用品_年增率(%),3.個人隨身用品_原始值,3.個人隨身用品_年增率(%),4.個人服務_原始值,4.個人服務_年增率(%),5.理容服務費_原始值,5.理容服務費_年增率(%),6.其他_原始值,6.其他_年增率(%)
1997M11,86.94,-0.53,74.86,-5.00,73.07,-1.38,77.81,-2.46,71.76,-0.06,63.41,-12.99,61.95,-20.37,64.70,-1.31,80.76,-1.91,56.51,-5.41,59.00,2.45,73.79,-2.55,76.34,-10.62,87.32,-5.14,80.69,-8.90,70.28,-13.11,78.36,-10.09,77.42,0.06,77.02,-16.16,80.94,1.06,72.31,3.05,65.23,1.21,87.69,-0.22,69.24,-0.56,100.06,0.10,81.51,-0.63,82.54,1.21,74.24,1.84,105.53,0.54,105.33,1.20,95.69,2.18,111.56,1.10,99.69,0.15,112.24,-3.29,99.33,0.25,96.62,1.01,99.92,1.21,88.78,-0.56,72.24,-0.62,103.53,-0.53,102.47,-1.69,110.31,0.28,83.85,-3.66,119.81,-1.95,94.25,0.00,92.08,3.67,79.88,3.46,56.44,8.75,96.53,7.59,89.15,0.00,123.58,0.00,90.44,1.17,115.51,-1.79,104.90,-1.69,766.29,-7.35,54.81,7.58,100.36,1.16,84.47,1.97,136.38,-0.91,91.18,-1.05,82.40,12.22,72.93,2.94,68.86,4.00,70.72,1.14,125.77,-2.13,92.79,3.31,91.40,4.28,100.22,1.90,77.38,5.67,79.99,2.64,335.59,-3.95,96.67,0.34,150.10,-2.37,78.00,2.75,77.93,1.33,51.61,-0.08,97.22,-0.20,70.20,-1.87,79.17,3.60,93.65,4.33,91.04,2.53
1997M12,87.02,0.27,75.17,-2.87,74.23,0.09,80.00,0.14,71.83,0.04,63.14,-11.21,61.63,-18.35,64.51,-0.05,79.99,-1.88,58.29,-2.26,59.65,1.58,74.04,-2.08,69.44,-15.71,75.30,-14.68,77.45,-10.56,61.58,-18.29,71.18,-16.55,77.12,-0.06,83.79,-2.56,80.58,1.64,69.80,5.95,65.77,2.22,87.95,0.10,69.15,-0.53,100.19,0.02,80.83,-0.44,83.47,2.23,73.95,1.68,103.28,0.60,102.83,1.14,93.04,0.65,108.98,1.68,97.73,0.37,110.46,-2.45,99.00,0.20,96.75,1.23,100.01,1.36,88.86,-0.21,72.30,-0.54,103.62,-0.06,102.72,-1.17,110.59,1.33,84.48,-2.54,120.10,-1.61,94.01,-0.06,92.17,3.39,80.12,3.73,57.03,9.69,96.53,7.59,89.15,0.00,123.58,0.00,90.74,1.49,115.67,-1.57,105.06,-1.44,759.08,-8.58,55.51,8.95,100.51,1.21,84.72,1.95,136.38,-0.91,91.18,-0.79,82.40,12.22,72.88,2.79,68.86,3.94,70.71,1.07,123.87,-3.54,92.84,3.44,91.47,4.39,100.31,1.98,77.38,5.67,80.47,3.31,333.31,-3.70,96.67,0.52,150.50,-1.85,77.81,2.61,77.83,0.91,51.86,-0.27,96.48,-0.38,69.22,-2.15,79.37,2.93,93.66,3.31,91.07,2.13
1998M01,87.91,2.00,75.68,-0.03,74.67,-0.17,80.56,-0.67,72.21,0.49,64.50,-8.74,63.17,-16.20,65.63,3.08,80.74,-1.57,60.90,-0.54,61.12,2.83,74.20,-2.29,72.51,9.65,75.47,3.98,77.66,-1.71,63.78,19.55,77.21,10.93,76.10,-2.03,83.34,-3.52,80.46,1.06,67.04,3.84,65.66,1.96,87.68,-0.33,69.72,-0.06,99.76,-0.25,80.81,-0.76,83.60,2.34,74.57,1.96,93.57,-4.32,92.05,-4.32,87.15,-1.98,94.53,-5.04,90.56,-4.34,104.01,-5.21,98.39,0.30,97.58,1.77,100.14,1.39,89.31,0.43,73.09,0.48,103.83,0.40,102.94,-0.95,111.50,1.72,85.38,-1.87,119.25,-1.98,94.46,0.55,122.61,37.35,80.27,1.39,57.43,1.27,96.53,7.59,89.15,0.00,123.58,0.00,90.89,0.59,115.53,-1.42,104.93,-1.34,759.77,-6.30,55.98,2.73,100.55,1.18,85.14,2.34,135.53,-1.53,91.11,-0.63,82.47,10.67,72.90,2.76,68.86,3.94,70.61,0.71,124.64,-2.98,93.22,3.83,91.37,4.29,100.41,2.08,77.38,5.67,79.86,2.53,333.04,-3.61,97.96,1.72,151.04,-1.63,79.48,4.68,88.07,13.52,52.58,-0.34,97.31,-0.33,69.05,-0.75,145.18,88.28,101.24,11.20,91.27,1.95
1998M02,87.37,0.30,77.84,1.50,75.23,0.59,81.90,1.00,72.34,0.68,65.60,-8.83,64.36,-16.11,66.59,2.70,81.57,-1.39,59.59,-4.30,62.22,-0.14,74.02,-2.49,93.83,34.83,110.32,53.63,89.57,14.98,92.70,63.12,90.71,17.97,76.49,-2.41,81.30,-6.27,81.74,2.53,67.53,6.56,66.21,3.65,88.11,0.38,69.55,-0.49,99.93,-0.11,80.82,-1.58,84.04,2.75,74.41,1.63,88.37,-4.95,86.17,-4.89,85.90,-0.27,86.11,-6.57,85.19,-4.87,101.33,-5.43,98.01,-0.31,97.07,0.65,100.30,1.45,89.42,0.51,73.40,0.82,103.81,0.35,103.27,-0.43,109.78,0.57,85.41,-1.79,120.31,-0.86,94.93,1.26,92.67,-24.17,80.27,1.22,57.43,0.72,96.53,7.59,89.15,0.00,123.58,0.00,90.86,0.29,115.71,-1.27,105.12,-1.15,755.83,-7.69,56.01,2.75,100.39,0.48,84.69,0.87,135.53,-1.53,91.30,-0.70,82.52,10.74,72.87,2.62,68.87,3.91,70.80,0.67,123.00,-3.64,92.93,3.57,91.40,4.62,100.57,4.24,77.42,5.61,79.96,2.71,330.17,-4.26,97.06,0.13,151.82,-1.51,77.83,1.59,78.93,-7.60,53.64,0.73,97.62,0.56,68.54,0.88,80.47,-44.60,95.50,-5.39,90.74,2.24
1998M03,87.91,2.47,79.51,5.93,75.62,1.11,82.15,1.39,72.83,1.27,65.40,-5.31,64.69,-10.34,65.75,2.35,81.90,-0.96,61.41,8.00,61.20,0.03,73.90,-2.12,113.17,72.96,122.28,83.52,89.69,20.78,124.66,135.79,104.12,45.05,77.01,-1.58,82.52,0.32,83.58,4.65,66.78,6.12,66.24,4.20,87.70,-0.23,69.79,0.01,100.48,0.64,81.23,-1.08,83.13,1.27,75.04,2.14,88.00,-4.62,85.92,-4.26,85.07,-0.37,86.04,-5.59,85.30,-4.17,99.93,-6.35,97.73,-1.14,97.06,1.00,100.36,1.30,89.41,0.51,73.43,0.91,103.78,0.31,102.72,-1.02,107.54,-1.82,85.17,-2.24,119.23,-1.62,95.18,1.44,92.67,3.20,80.31,1.24,57.57,0.84,96.53,7.59,89.15,0.00,123.58,0.00,90.68,0.33,116.06,-0.83,105.47,-0.68,751.30,-8.11,56.01,2.75,99.83,0.31,83.62,0.35,135.53,-1.53,91.14,-0.81,82.51,10.72,72.95,2.65,68.87,3.86,71.02,0.77,123.35,-3.16,92.95,3.73,91.42,4.65,100.57,4.17,77.44,5.63,80.08,2.86,329.62,-4.34,97.09,0.69,151.20,-0.54,78.14,1.78,79.34,1.69,54.13,1.77,99.33,2.20,68.37,-1.51,80.47,4.36,95.19,2.75,90.73,0.32
1998M04,88.21,2.12,78.50,5.09,76.48,2.92,83.61,4.42,73.37,2.00,66.76,1.57,67.68,14.67,65.07,-12.07,82.58,2.92,58.07,-5.21,60.51,-1.24,72.78,-3.73,89.03,27.42,116.83,60.75,89.13,7.26,86.52,52.59,86.13,18.26,77.15,-0.27,88.07,13.93,83.74,4.22,75.37,8.88,67.24,6.24,87.92,0.19,70.13,1.26,100.38,0.17,81.06,-1.42,83.27,1.10,76.19,4.71,99.84,-6.00,99.11,-6.83,91.72,-0.98,101.97,-7.85,100.29,-9.93,108.92,-1.81,95.82,-3.38,97.42,1.29,100.79,1.68,89.34,0.81,73.45,1.35,103.64,0.54,103.45,-0.57,110.93,0.72,85.16,-2.31,119.74,-1.03,96.09,1.50,92.69,2.95,80.28,0.75,57.47,-0.85,96.53,7.59,89.15,0.00,123.58,0.00,90.14,-0.49,115.49,-1.28,105.03,-1.08,731.36,-9.19,55.69,0.27,99.15,-0.19,82.55,-1.07,134.68,-0.81,90.87,-1.27,83.22,11.67,72.83,2.46,68.87,3.86,71.40,1.18,118.82,-6.12,92.87,3.65,91.30,4.51,100.57,4.17,77.44,5.63,80.10,2.82,322.49,-5.81,97.06,0.71,151.15,-0.57,78.11,1.81,79.92,1.71,55.78,3.32,99.20,1.81,69.95,-0.61,80.51,4.19,95.19,2.45,90.63,-0.56
1998M05,87.93,1.66,77.49,4.38,76.46,3.14,82.23,3.08,74.10,3.10,66.48,-6.55,67.55,0.91,64.62,-14.98,82.08,1.68,57.03,4.51,61.25,0.15,73.59,-2.28,80.92,17.96,103.57,30.34,82.11,3.26,83.88,37.51,76.78,15.68,77.10,-0.70,84.63,21.11,83.24,3.20,75.57,8.22,66.58,2.86,88.02,0.48,69.94,0.97,100.41,0.70,81.19,-0.84,83.47,1.07,76.71,4.95,98.64,-6.48,97.86,-7.48,89.71,-2.55,100.99,-7.87,99.42,-10.99,107.61,-1.28,95.49,-3.64,97.48,1.07,100.82,1.56,89.36,0.47,73.67,1.87,103.52,-0.23,103.23,-0.54,109.31,-1.21,84.76,-1.00,119.24,-1.71,96.82,1.87,96.07,6.71,80.23,-0.96,57.32,-1.46,96.53,0.00,89.15,0.00,123.58,-6.80,89.87,-0.82,115.16,-1.45,104.80,-1.20,716.14,-10.25,55.46,-0.40,98.90,-0.49,82.34,-1.75,134.72,0.71,90.35,-2.38,83.21,11.66,72.87,0.26,68.89,0.58,71.52,1.17,118.72,-6.33,92.58,3.26,91.12,4.32,100.41,4.01,77.44,5.63,80.15,2.89,312.75,-8.52,96.58,-0.06,151.47,-0.18,77.28,0.06,81.56,1.89,57.42,-0.74,98.90,1.09,69.34,-0.62,87.82,13.65,96.92,4.18,90.73,-0.37
1998M06,89.20,1.44,80.93,4.25,75.57,4.32,79.56,4.33,74.19,2.88,66.60,-10.12,67.80,-8.34,64.57,-12.15,82.33,1.45,58.95,-4.98,62.58,1.86,73.47,-2.04,98.13,5.82,135.46,23.48,84.07,7.07,117.80,18.33,91.70,-9.64,77.34,-0.49,99.47,40.69,83.26,2.96,76.22,5.73,67.30,2.81,87.62,-0.15,70.12,1.23,100.56,0.16,81.68,-0.57,83.56,1.16,77.01,4.46,98.84,-6.75,97.81,-7.75,89.98,-1.98,100.88,-8.74,99.06,-10.85,109.38,-1.54,96.31,-3.46,98.36,1.27,100.91,1.60,89.32,0.61,73.56,1.77,103.52,0.02,104.04,0.51,110.18,-0.71,84.81,-1.02,120.59,-0.36,97.79,3.73,93.02,0.19,86.28,0.42,57.06,-0.56,96.53,0.00,100.98,0.00,123.58,-6.80,89.88,-0.67,114.82,-1.28,104.55,-0.96,701.38,-12.23,55.40,-0.50,99.14,-0.30,82.72,-1.36,135.14,1.02,90.25,-2.56,83.27,11.74,72.94,0.36,68.89,0.58,71.79,1.51,118.46,-6.31,92.87,3.61,91.09,4.27,100.74,4.51,77.44,5.63,80.10,2.52,308.50,-9.65,97.49,1.05,151.16,0.18,78.73,1.76,80.26,-0.99,56.09,-5.40,98.02,0.71,70.72,0.21,81.22,-1.90,96.92,4.10,90.91,-0.18
1998M07,88.62,0.84,80.53,2.03,75.27,5.55,78.94,6.57,74.06,2.72,67.84,-7.21,68.42,-8.52,66.57,-5.04,82.05,0.72,66.39,19.58,63.43,2.08,73.47,-0.96,91.70,-5.00,143.21,-2.80,90.00,11.15,97.99,-5.69,85.25,-16.78,77.45,0.28,95.95,21.56,83.70,3.50,75.71,3.68,67.48,3.90,88.33,0.49,69.74,0.71,100.68,0.40,81.83,0.18,84.95,2.83,76.75,5.57,90.37,-7.57,88.61,-8.37,87.29,-0.96,88.76,-11.36,88.63,-8.35,99.93,-5.14,100.16,0.49,98.27,1.26,100.96,1.53,89.16,0.43,73.04,1.01,103.63,0.15,104.05,0.91,109.95,-0.18,84.81,-0.73,120.60,-0.22,97.88,4.54,94.67,4.62,85.08,-0.28,56.65,-0.51,96.53,0.00,100.98,0.00,82.48,-33.26,89.67,-1.24,113.88,-1.71,103.68,-1.43,699.50,-11.28,54.67,-1.83,99.67,-0.74,84.14,0.20,134.42,-1.44,90.22,-2.59,83.07,1.00,73.39,1.00,69.80,1.91,71.66,1.44,116.57,-7.91,93.21,3.99,90.96,4.11,100.78,4.62,77.44,5.63,80.16,2.44,299.79,-12.09,98.73,2.36,151.17,0.08,80.55,4.27,79.46,0.53,52.73,-4.89,97.79,0.48,68.10,-0.76,81.27,4.58,97.71,4.81,93.03,2.15
1998M08,88.18,0.44,80.12,0.77,75.40,5.00,79.21,5.40,74.11,2.94,70.90,-1.13,73.67,-0.41,66.90,-1.55,82.53,2.13,71.31,20.48,63.30,2.64,73.94,-0.59,90.63,-7.92,123.12,-5.28,91.84,7.42,96.30,-14.20,83.64,-16.04,77.07,-0.48,89.96,8.86,83.89,3.70,75.30,2.64,67.12,3.23,88.70,0.62,69.77,0.75,100.17,-0.40,81.79,0.18,84.86,2.64,77.23,6.74,86.14,-7.86,83.82,-8.56,86.34,0.43,81.42,-13.67,85.57,-4.61,97.66,-6.22,100.08,1.54,98.20,1.15,100.97,1.46,89.23,0.57,73.20,1.27,103.63,0.23,103.53,0.26,105.99,-3.32,84.74,-0.62,120.38,-0.35,97.65,3.37,95.28,5.29,84.89,-0.20,56.13,-0.30,96.53,0.00,100.98,0.00,82.48,-33.26,89.43,-1.20,113.19,-2.08,103.06,-1.80,692.95,-10.70,53.76,-2.33,100.14,-0.23,84.29,0.31,133.28,-2.27,90.31,-2.15,88.65,7.70,72.61,-0.04,68.55,0.09,71.68,1.60,117.04,-7.89,93.21,3.98,90.92,4.16,100.79,4.85,77.44,5.58,80.24,3.10,296.08,-12.46,98.82,2.08,151.18,-0.49,80.67,4.21,79.21,1.32,52.08,-2.53,98.00,1.25,66.83,-1.95,81.27,4.58,97.74,4.70,92.97,2.09
