期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),54人造纖維絲、絲紗及其梭織物_原始值,54人造纖維絲、絲紗及其梭織物_年增率(%),55人造纖維棉_原始值,55人造纖維棉_年增率(%),58花邊及窄幅梭織物_原始值,58花邊及窄幅梭織物_年增率(%),59浸漬、塗佈或黏合織物及工業用織物_原始值,59浸漬、塗佈或黏合織物及工業用織物_年增率(%),60針織品或鉤針織品_原始值,60針織品或鉤針織品_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),82基本金屬製工具及其零件_原始值,82基本金屬製工具及其零件_年增率(%),83基本金屬雜項製品_原始值,83基本金屬雜項製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%),94座物、家具、燈具及其零件_原始值,94座物、家具、燈具及其零件_年增率(%)
1989M06,94.68,-4.83,-,-,-,-,-,-,-,-,-,-,49.56,-6.51,-,-,-,-,-,-,-,-,53.59,-7.43,57.48,-7.68,31.37,-4.82,-,-,-,-,58.51,-3.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.96,-0.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.55,-4.54,-,-,-,-,-,-,-,-,-,-
1989M07,94.24,-5.93,-,-,-,-,-,-,-,-,-,-,49.13,-8.63,-,-,-,-,-,-,-,-,53.21,-9.23,56.81,-9.93,32.62,-1.84,-,-,-,-,58.19,-6.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.63,-2.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84.95,-4.17,-,-,-,-,-,-,-,-,-,-
1989M08,93.98,-6.05,-,-,-,-,-,-,-,-,-,-,47.96,-12.47,-,-,-,-,-,-,-,-,52.94,-10.18,56.55,-10.89,32.29,-2.54,-,-,-,-,58.12,-5.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.49,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84.61,-4.55,-,-,-,-,-,-,-,-,-,-
1989M09,94.05,-7.11,-,-,-,-,-,-,-,-,-,-,48.73,-11.94,-,-,-,-,-,-,-,-,53.01,-10.06,56.71,-10.54,31.89,-4.98,-,-,-,-,58.61,-6.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.95,-3.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84.81,-5.20,-,-,-,-,-,-,-,-,-,-
1989M10,94.05,-7.41,-,-,-,-,-,-,-,-,-,-,48.61,-12.63,-,-,-,-,-,-,-,-,53.19,-10.11,56.92,-10.63,31.92,-4.40,-,-,-,-,58.58,-7.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.92,-4.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.23,-3.06,-,-,-,-,-,-,-,-,-,-
1989M11,94.70,-4.44,-,-,-,-,-,-,-,-,-,-,49.19,-10.43,-,-,-,-,-,-,-,-,53.85,-6.61,57.60,-7.13,32.45,-0.98,-,-,-,-,58.78,-3.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.85,-3.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86.09,0.15,-,-,-,-,-,-,-,-,-,-
1989M12,95.06,-4.40,-,-,-,-,-,-,-,-,-,-,49.26,-10.14,-,-,-,-,-,-,-,-,54.38,-5.98,58.20,-6.42,32.61,-1.15,-,-,-,-,58.62,-3.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.99,-4.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86.72,1.19,-,-,-,-,-,-,-,-,-,-
1990M01,94.88,-3.66,-,-,-,-,-,-,-,-,-,-,48.76,-9.27,-,-,-,-,-,-,-,-,54.38,-4.85,58.21,-5.40,32.52,1.12,-,-,-,-,58.50,-3.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.94,-4.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86.55,2.27,-,-,-,-,-,-,-,-,-,-
1990M02,95.03,-3.19,-,-,-,-,-,-,-,-,-,-,49.02,-8.41,-,-,-,-,-,-,-,-,54.53,-3.67,58.33,-4.17,32.83,1.64,-,-,-,-,58.47,-2.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.07,-4.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.61,2.54,-,-,-,-,-,-,-,-,-,-
1990M03,95.90,-2.69,-,-,-,-,-,-,-,-,-,-,49.72,-7.05,-,-,-,-,-,-,-,-,54.61,-4.06,58.38,-4.09,33.07,-3.78,-,-,-,-,59.10,-2.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.45,-4.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88.39,3.05,-,-,-,-,-,-,-,-,-,-
1990M04,95.91,-1.55,-,-,-,-,-,-,-,-,-,-,49.46,-5.70,-,-,-,-,-,-,-,-,54.51,-2.54,58.25,-3.01,33.14,2.47,-,-,-,-,59.03,-1.30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.69,-3.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88.46,1.33,-,-,-,-,-,-,-,-,-,-
1990M05,97.69,4.54,-,-,-,-,-,-,-,-,-,-,50.29,1.02,-,-,-,-,-,-,-,-,55.56,4.65,59.39,4.39,33.73,7.28,-,-,-,-,59.95,4.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.68,1.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.75,5.97,-,-,-,-,-,-,-,-,-,-
1990M06,99.77,5.38,-,-,-,-,-,-,-,-,-,-,52.00,4.92,-,-,-,-,-,-,-,-,56.09,4.66,59.83,4.09,34.71,10.65,-,-,-,-,61.18,4.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.71,3.30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.01,7.55,-,-,-,-,-,-,-,-,-,-
1990M07,98.74,4.78,-,-,-,-,-,-,-,-,-,-,51.62,5.07,-,-,-,-,-,-,-,-,54.08,1.64,57.53,1.27,34.38,5.40,-,-,-,-,60.52,4.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.17,2.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.11,7.25,-,-,-,-,-,-,-,-,-,-
1990M08,99.07,5.42,-,-,-,-,-,-,-,-,-,-,51.60,7.59,-,-,-,-,-,-,-,-,54.47,2.89,57.96,2.49,34.55,7.00,-,-,-,-,60.48,4.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.49,1.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.57,8.23,-,-,-,-,-,-,-,-,-,-
1990M09,99.44,5.73,-,-,-,-,-,-,-,-,-,-,51.87,6.44,-,-,-,-,-,-,-,-,54.94,3.64,58.53,3.21,34.47,8.09,-,-,-,-,60.86,3.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.32,4.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.59,7.99,-,-,-,-,-,-,-,-,-,-
1990M10,99.91,6.23,-,-,-,-,-,-,-,-,-,-,52.09,7.16,-,-,-,-,-,-,-,-,54.80,3.03,58.36,2.53,34.46,7.96,-,-,-,-,61.00,4.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.64,5.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.78,7.69,-,-,-,-,-,-,-,-,-,-
1990M11,99.56,5.13,-,-,-,-,-,-,-,-,-,-,52.11,5.94,-,-,-,-,-,-,-,-,54.89,1.93,58.49,1.55,34.35,5.86,-,-,-,-,60.97,3.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.77,3.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.54,7.49,-,-,-,-,-,-,-,-,-,-
1990M12,99.20,4.36,-,-,-,-,-,-,-,-,-,-,52.25,6.07,-,-,-,-,-,-,-,-,55.48,2.02,59.10,1.55,34.79,6.69,-,-,-,-,60.56,3.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.50,2.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.49,6.65,-,-,-,-,-,-,-,-,-,-
1991M01,99.69,5.07,-,-,-,-,-,-,-,-,-,-,51.80,6.23,-,-,-,-,-,-,-,-,55.80,2.61,59.51,2.23,34.57,6.30,-,-,-,-,61.13,4.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.16,2.30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.87,6.15,-,-,-,-,-,-,-,-,-,-
