期間,總人口數_原始值,總人口數_年增率(%),0~4歲_原始值,0~4歲_年增率(%),5~9歲_原始值,5~9歲_年增率(%),10~14歲_原始值,10~14歲_年增率(%),15~19歲_原始值,15~19歲_年增率(%),20~24歲_原始值,20~24歲_年增率(%),25~29歲_原始值,25~29歲_年增率(%),30~34歲_原始值,30~34歲_年增率(%),35~39歲_原始值,35~39歲_年增率(%),40~44歲_原始值,40~44歲_年增率(%),45~49歲_原始值,45~49歲_年增率(%),50~54歲_原始值,50~54歲_年增率(%),55~59歲_原始值,55~59歲_年增率(%),60~64歲_原始值,60~64歲_年增率(%),65~69歲_原始值,65~69歲_年增率(%),70~74歲_原始值,70~74歲_年增率(%),75~79歲_原始值,75~79歲_年增率(%),80~84歲_原始值,80~84歲_年增率(%),85~89歲_原始值,85~89歲_年增率(%),90~94歲_原始值,90~94歲_年增率(%),95~99歲_原始值,95~99歲_年增率(%),100歲以上_原始值,100歲以上_年增率(%),平均年齡(歲)_原始值,平均年齡(歲)_年增率(%)
2005M04,"22,708,280",0.36,"1,214,074",-5.64,"1,514,906",-2.43,"1,619,538",0.24,"1,590,082",-2.41,"1,910,491",-2.64,"1,968,730",2.76,"1,788,979",-1.08,"1,866,767",-0.79,"1,924,047",0.34,"1,790,971",1.68,"1,555,925",5.79,"987,918",9.11,"802,466",-0.96,"703,832",2.68,"587,907",-0.16,"469,551",4.45,"261,539",6.74,"106,124",7.36,"35,964",8.43,"6,869",10.35,"1,600",9.44,35.44,1.33
2005M05,"22,715,030",0.36,"1,207,720",-5.61,"1,512,993",-2.42,"1,618,818",0.09,"1,589,997",-2.22,"1,906,722",-2.64,"1,971,471",2.67,"1,787,657",-1.05,"1,866,669",-0.71,"1,925,232",0.38,"1,792,524",1.51,"1,565,413",5.74,"991,705",9.41,"801,501",-1.12,"704,862",2.59,"587,789",-0.12,"470,024",4.34,"262,907",6.77,"106,485",7.33,"36,101",8.13,"6,825",9.41,"1,615",9.42,35.47,1.33
2005M06,"22,722,559",0.36,"1,200,609",-5.69,"1,510,720",-2.41,"1,617,655",-0.06,"1,590,678",-2.00,"1,901,857",-2.68,"1,975,701",2.60,"1,787,201",-1.00,"1,866,634",-0.77,"1,927,650",0.49,"1,792,612",1.35,"1,575,385",5.80,"995,676",9.66,"799,951",-1.43,"706,067",2.68,"587,355",-0.06,"471,008",4.24,"264,199",6.76,"106,958",7.46,"36,189",7.83,"6,828",9.41,"1,626",9.20,35.50,1.33
2005M07,"22,730,819",0.37,"1,191,505",-5.91,"1,509,408",-2.27,"1,616,085",-0.22,"1,590,930",-1.75,"1,896,382",-2.75,"1,981,427",2.60,"1,786,347",-1.03,"1,869,597",-0.65,"1,928,046",0.43,"1,794,416",1.24,"1,583,912",5.90,"999,585",9.91,"798,866",-1.71,"707,197",2.71,"586,967",-0.04,"472,167",4.19,"265,356",6.71,"107,797",7.70,"36,345",8.03,"6,835",9.40,"1,649",10.37,35.54,1.33
2005M08,"22,738,559",0.37,"1,183,110",-6.15,"1,508,268",-2.07,"1,613,650",-0.41,"1,591,785",-1.34,"1,890,181",-2.87,"1,986,415",2.64,"1,784,144",-1.09,"1,871,267",-0.55,"1,926,662",0.22,"1,799,011",1.28,"1,589,515",5.95,"1,009,189",10.14,"796,784",-1.94,"707,526",2.57,"586,561",-0.01,"473,962",4.14,"267,101",6.67,"108,415",7.86,"36,503",7.68,"6,843",8.45,"1,667",10.18,35.58,1.32
2005M09,"22,744,839",0.38,"1,173,278",-6.59,"1,508,497",-1.73,"1,611,402",-0.51,"1,591,466",-1.03,"1,884,439",-2.93,"1,990,022",2.53,"1,783,303",-1.15,"1,872,132",-0.41,"1,926,166",0.14,"1,800,294",1.20,"1,594,191",5.94,"1,023,487",10.71,"790,501",-2.68,"708,410",2.55,"586,524",-0.07,"476,322",4.13,"269,172",6.70,"109,684",8.76,"36,940",7.65,"6,911",8.31,"1,698",10.98,35.62,1.32
2005M10,"22,752,547",0.37,"1,161,524",-7.13,"1,507,414",-1.46,"1,610,364",-0.64,"1,591,750",-0.59,"1,878,086",-2.99,"1,994,037",2.43,"1,781,674",-1.24,"1,870,987",-0.51,"1,925,425",0.12,"1,803,211",1.20,"1,601,461",5.84,"1,038,336",11.65,"785,036",-3.44,"711,123",2.72,"586,259",-0.21,"477,683",3.97,"271,702",6.98,"110,622",8.83,"37,150",6.78,"7,002",8.11,"1,701",10.31,35.67,1.33
2005M11,"22,761,464",0.36,"1,152,715",-7.59,"1,505,105",-1.31,"1,611,449",-0.63,"1,590,495",-0.38,"1,870,836",-3.15,"1,998,175",2.30,"1,781,281",-1.01,"1,871,353",-0.45,"1,924,461",0.03,"1,806,450",1.28,"1,605,722",5.41,"1,051,444",12.32,"780,429",-3.90,"713,901",2.93,"586,880",-0.22,"479,391",3.74,"273,529",7.23,"111,618",8.76,"37,395",6.47,"7,107",8.32,"1,728",11.13,35.72,1.34
2005M12,"22,770,383",0.36,"1,144,355",-8.01,"1,502,936",-1.19,"1,611,758",-0.64,"1,590,254",-0.15,"1,864,520",-3.30,"2,002,501",2.24,"1,781,545",-0.86,"1,870,226",-0.40,"1,925,056",-0.07,"1,808,740",1.40,"1,608,391",4.96,"1,062,981",12.61,"780,316",-3.79,"715,262",3.01,"586,360",-0.30,"480,569",3.39,"275,448",7.66,"112,551",8.52,"37,635",6.49,"7,236",8.93,"1,743",10.81,35.76,1.34
2006M01,"22,778,581",0.36,"1,136,782",-8.13,"1,499,284",-1.28,"1,612,552",-0.59,"1,589,678",-0.03,"1,857,632",-3.42,"2,006,151",2.25,"1,780,427",-0.79,"1,868,955",-0.37,"1,922,096",-0.22,"1,812,271",1.54,"1,612,297",4.77,"1,079,376",13.18,"775,062",-4.25,"718,306",3.06,"586,995",-0.28,"482,339",3.33,"277,122",7.69,"114,204",9.03,"37,909",6.15,"7,374",9.47,"1,769",10.77,35.81,1.35
2006M02,"22,784,720",0.37,"1,132,820",-7.83,"1,496,066",-1.38,"1,612,460",-0.57,"1,590,071",0.04,"1,850,455",-3.57,"2,007,551",2.15,"1,780,306",-0.62,"1,866,000",-0.34,"1,923,962",0.03,"1,814,356",1.46,"1,612,311",3.95,"1,096,029",14.01,"769,890",-4.54,"721,485",3.11,"586,901",-0.25,"482,971",3.06,"278,235",7.40,"115,482",9.31,"38,096",5.88,"7,485",9.56,"1,788",10.64,35.84,1.33
2006M03,"22,791,052",0.39,"1,128,774",-7.65,"1,490,788",-1.67,"1,613,665",-0.39,"1,590,678",0.04,"1,843,160",-3.68,"2,007,302",2.02,"1,782,608",-0.34,"1,863,022",-0.31,"1,924,211",0.01,"1,813,316",1.33,"1,617,263",4.08,"1,112,565",14.03,"766,251",-4.64,"723,339",3.10,"587,040",-0.17,"483,702",2.94,"279,456",7.51,"116,273",9.74,"38,262",6.64,"7,576",10.73,"1,801",12.84,35.88,1.34
2006M04,"22,797,314",0.39,"1,123,579",-7.45,"1,486,191",-1.90,"1,614,367",-0.32,"1,591,936",0.12,"1,835,758",-3.91,"2,007,861",1.99,"1,786,045",-0.16,"1,861,324",-0.29,"1,923,415",-0.03,"1,813,612",1.26,"1,621,738",4.23,"1,124,818",13.86,"764,557",-4.72,"726,118",3.17,"586,549",-0.23,"484,456",3.17,"280,137",7.11,"117,115",10.36,"38,297",6.49,"7,622",10.96,"1,819",13.69,35.92,1.34
2006M05,"22,805,647",0.40,"1,119,755",-7.28,"1,481,357",-2.09,"1,615,225",-0.22,"1,593,200",0.20,"1,828,648",-4.09,"2,008,037",1.85,"1,789,644",0.11,"1,860,241",-0.34,"1,923,461",-0.09,"1,814,644",1.23,"1,625,879",3.86,"1,135,237",14.47,"764,646",-4.60,"727,308",3.18,"586,619",-0.20,"484,091",2.99,"281,793",7.18,"117,954",10.77,"38,416",6.41,"7,652",12.12,"1,840",13.93,35.95,1.35
2006M06,"22,814,636",0.41,"1,115,919",-7.05,"1,476,833",-2.24,"1,615,395",-0.14,"1,595,422",0.30,"1,820,043",-4.30,"2,009,085",1.69,"1,794,124",0.39,"1,859,225",-0.40,"1,924,009",-0.19,"1,817,609",1.39,"1,627,829",3.33,"1,146,117",15.11,"764,113",-4.48,"728,201",3.13,"586,284",-0.18,"484,549",2.87,"283,269",7.22,"118,562",10.85,"38,498",6.38,"7,700",12.77,"1,850",13.78,35.98,1.35
2006M07,"22,823,604",0.41,"1,111,684",-6.70,"1,471,228",-2.53,"1,614,718",-0.08,"1,597,788",0.43,"1,810,526",-4.53,"2,010,462",1.47,"1,799,799",0.75,"1,859,023",-0.57,"1,925,099",-0.15,"1,819,814",1.42,"1,630,976",2.97,"1,156,041",15.65,"764,238",-4.33,"728,868",3.06,"585,489",-0.25,"485,512",2.83,"284,547",7.23,"119,628",10.98,"38,578",6.14,"7,720",12.95,"1,866",13.16,36.02,1.35
2006M08,"22,832,173",0.41,"1,107,320",-6.41,"1,465,142",-2.86,"1,614,591",0.06,"1,599,520",0.49,"1,800,585",-4.74,"2,009,617",1.17,"1,805,516",1.20,"1,859,554",-0.63,"1,923,752",-0.15,"1,816,158",0.95,"1,642,136",3.31,"1,167,080",15.65,"764,375",-4.07,"729,825",3.15,"585,320",-0.21,"486,181",2.58,"286,155",7.13,"120,892",11.51,"38,815",6.33,"7,753",13.30,"1,886",13.14,36.06,1.36
2006M09,"22,839,043",0.41,"1,103,098",-5.98,"1,458,163",-3.34,"1,614,837",0.21,"1,599,898",0.53,"1,790,613",-4.98,"2,008,519",0.93,"1,812,835",1.66,"1,860,336",-0.63,"1,920,784",-0.28,"1,814,517",0.79,"1,648,559",3.41,"1,178,996",15.19,"764,466",-3.29,"731,006",3.19,"585,654",-0.15,"487,468",2.34,"288,171",7.06,"122,217",11.43,"39,179",6.06,"7,833",13.34,"1,894",11.54,36.11,1.37
2006M10,"22,850,661",0.43,"1,098,846",-5.40,"1,451,791",-3.69,"1,615,176",0.30,"1,600,952",0.58,"1,779,911",-5.23,"2,005,013",0.55,"1,820,722",2.19,"1,860,002",-0.59,"1,921,868",-0.18,"1,822,592",1.07,"1,645,216",2.73,"1,191,025",14.71,"765,308",-2.51,"733,165",3.10,"586,525",0.05,"488,925",2.35,"289,958",6.72,"124,211",12.28,"39,595",6.58,"7,949",13.52,"1,911",12.35,36.16,1.36
2006M11,"22,863,122",0.45,"1,096,697",-4.86,"1,443,935",-4.06,"1,615,061",0.22,"1,605,015",0.91,"1,769,313",-5.43,"2,001,658",0.17,"1,828,939",2.68,"1,856,159",-0.81,"1,923,063",-0.07,"1,828,020",1.19,"1,645,817",2.50,"1,202,575",14.37,"766,037",-1.84,"735,623",3.04,"587,259",0.06,"490,303",2.28,"292,033",6.76,"125,638",12.56,"39,994",6.95,"8,047",13.23,"1,936",12.04,36.20,1.37
2006M12,"22,876,527",0.47,"1,092,942",-4.49,"1,437,160",-4.38,"1,615,529",0.23,"1,608,668",1.16,"1,760,487",-5.58,"1,998,797",-0.18,"1,835,988",3.06,"1,850,260",-1.07,"1,927,547",0.13,"1,832,448",1.31,"1,646,546",2.37,"1,216,871",14.48,"766,255",-1.80,"737,193",3.07,"586,672",0.05,"491,500",2.27,"294,363",6.87,"126,836",12.69,"40,384",7.30,"8,137",12.45,"1,944",11.53,36.25,1.38
2007M01,"22,879,510",0.44,"1,090,287",-4.09,"1,430,016",-4.62,"1,616,669",0.26,"1,610,908",1.34,"1,751,057",-5.74,"1,997,654",-0.42,"1,839,335",3.31,"1,852,578",-0.88,"1,921,144",-0.05,"1,835,363",1.27,"1,647,193",2.16,"1,231,123",14.06,"763,451",-1.50,"739,365",2.93,"587,306",0.05,"492,557",2.12,"295,299",6.56,"127,667",11.79,"40,219",6.09,"8,349",13.22,"1,970",11.36,36.28,1.34
2007M02,"22,879,132",0.41,"1,085,557",-4.17,"1,424,474",-4.79,"1,617,758",0.33,"1,610,404",1.28,"1,744,674",-5.72,"1,998,800",-0.44,"1,841,022",3.41,"1,852,336",-0.73,"1,914,267",-0.50,"1,832,802",1.02,"1,653,340",2.54,"1,242,581",13.37,"764,749",-0.67,"739,713",2.53,"588,462",0.27,"492,532",1.98,"296,734",6.65,"128,224",11.03,"40,201",5.53,"8,502",13.59,"2,000",11.86,36.32,1.34
2007M03,"22,880,454",0.39,"1,083,673",-4.00,"1,419,028",-4.81,"1,617,333",0.23,"1,610,140",1.22,"1,739,469",-5.63,"2,000,711",-0.33,"1,841,348",3.30,"1,849,737",-0.71,"1,912,530",-0.61,"1,836,106",1.26,"1,652,340",2.17,"1,253,118",12.63,"766,069",-0.02,"740,740",2.41,"588,598",0.27,"492,408",1.80,"297,859",6.59,"128,624",10.62,"40,086",4.77,"8,557",12.95,"1,980",9.94,36.35,1.31
2007M04,"22,886,902",0.39,"1,079,750",-3.90,"1,413,239",-4.91,"1,618,013",0.23,"1,609,710",1.12,"1,735,752",-5.45,"2,001,957",-0.29,"1,843,946",3.24,"1,848,334",-0.70,"1,908,135",-0.79,"1,842,417",1.59,"1,652,809",1.92,"1,259,325",11.96,"771,932",0.96,"741,544",2.12,"589,214",0.45,"492,238",1.61,"298,729",6.64,"129,075",10.21,"40,130",4.79,"8,669",13.74,"1,984",9.07,36.38,1.30
2007M05,"22,894,283",0.39,"1,076,289",-3.88,"1,407,903",-4.96,"1,618,973",0.23,"1,609,181",1.00,"1,731,660",-5.30,"2,003,166",-0.24,"1,845,435",3.12,"1,848,665",-0.62,"1,904,357",-0.99,"1,848,299",1.85,"1,653,623",1.71,"1,269,523",11.83,"773,055",1.10,"741,826",2.00,"590,051",0.59,"492,039",1.64,"299,433",6.26,"129,883",10.11,"40,187",4.61,"8,740",14.22,"1,995",8.42,36.41,1.30
2007M06,"22,901,897",0.38,"1,071,510",-3.98,"1,402,123",-5.06,"1,619,375",0.25,"1,609,220",0.86,"1,726,727",-5.13,"2,004,587",-0.22,"1,848,327",3.02,"1,848,440",-0.58,"1,903,132",-1.09,"1,852,697",1.93,"1,657,390",1.82,"1,277,722",11.48,"772,663",1.12,"742,499",1.96,"590,968",0.80,"492,470",1.63,"300,411",6.05,"130,558",10.12,"40,270",4.60,"8,806",14.36,"2,002",8.22,36.45,1.30
2007M07,"22,911,292",0.38,"1,068,183",-3.91,"1,395,196",-5.17,"1,618,662",0.24,"1,610,789",0.81,"1,720,112",-4.99,"2,007,268",-0.16,"1,852,389",2.92,"1,848,034",-0.59,"1,905,004",-1.04,"1,856,086",1.99,"1,660,326",1.80,"1,283,603",11.03,"773,281",1.18,"743,532",2.01,"592,092",1.13,"493,052",1.55,"301,034",5.79,"131,404",9.84,"40,408",4.74,"8,854",14.69,"1,983",6.27,36.48,1.29
2007M08,"22,920,250",0.39,"1,065,183",-3.81,"1,389,615",-5.15,"1,617,201",0.16,"1,611,295",0.74,"1,711,844",-4.93,"2,010,317",0.03,"1,854,953",2.74,"1,846,818",-0.68,"1,904,351",-1.01,"1,860,366",2.43,"1,663,000",1.27,"1,292,523",10.75,"775,291",1.43,"744,098",1.96,"593,043",1.32,"493,679",1.54,"302,697",5.78,"132,392",9.51,"40,611",4.63,"8,965",15.63,"2,008",6.47,36.52,1.28
2007M09,"22,925,311",0.38,"1,059,166",-3.98,"1,381,349",-5.27,"1,617,716",0.18,"1,612,270",0.77,"1,702,683",-4.91,"2,012,996",0.22,"1,857,905",2.49,"1,847,796",-0.67,"1,901,466",-1.01,"1,863,082",2.68,"1,665,427",1.02,"1,301,697",10.41,"777,821",1.75,"744,988",1.91,"594,388",1.49,"493,945",1.33,"304,700",5.74,"133,781",9.46,"40,925",4.46,"9,171",17.08,"2,039",7.66,36.57,1.28
2007M10,"22,934,997",0.37,"1,055,852",-3.91,"1,373,236",-5.41,"1,618,190",0.19,"1,613,815",0.80,"1,692,782",-4.90,"2,016,746",0.59,"1,860,600",2.19,"1,847,494",-0.67,"1,899,122",-1.18,"1,864,806",2.32,"1,669,193",1.46,"1,311,214",10.09,"781,814",2.16,"746,006",1.75,"595,229",1.48,"494,429",1.13,"306,581",5.73,"135,201",8.85,"41,300",4.31,"9,314",17.17,"2,073",8.48,36.62,1.27
