期間,合計-計_原始值,合計-計_年增率(%),合計-購置不動產_原始值,合計-購置不動產_年增率(%),合計-購置動產_原始值,合計-購置動產_年增率(%),合計-企業投資_原始值,合計-企業投資_年增率(%),合計-週轉金_原始值,合計-週轉金_年增率(%),公、民營企業-小計-計_原始值,公、民營企業-小計-計_年增率(%),公、民營企業-小計-購置不動產_原始值,公、民營企業-小計-購置不動產_年增率(%),公、民營企業-小計-購置動產_原始值,公、民營企業-小計-購置動產_年增率(%),公、民營企業-小計-企業投資_原始值,公、民營企業-小計-企業投資_年增率(%),公、民營企業-小計-週轉金_原始值,公、民營企業-小計-週轉金_年增率(%),公、民營企業-農林漁牧業-計_原始值,公、民營企業-農林漁牧業-計_年增率(%),公、民營企業-農林漁牧業-購置不動產_原始值,公、民營企業-農林漁牧業-購置不動產_年增率(%),公、民營企業-農林漁牧業-購置動產_原始值,公、民營企業-農林漁牧業-購置動產_年增率(%),公、民營企業-農林漁牧業-企業投資_原始值,公、民營企業-農林漁牧業-企業投資_年增率(%),公、民營企業-農林漁牧業-週轉金_原始值,公、民營企業-農林漁牧業-週轉金_年增率(%),公、民營企業-礦業及土石採取業-計_原始值,公、民營企業-礦業及土石採取業-計_年增率(%),公、民營企業-礦業及土石採取業-購置不動產_原始值,公、民營企業-礦業及土石採取業-購置不動產_年增率(%),公、民營企業-礦業及土石採取業-購置動產_原始值,公、民營企業-礦業及土石採取業-購置動產_年增率(%),公、民營企業-礦業及土石採取業-企業投資_原始值,公、民營企業-礦業及土石採取業-企業投資_年增率(%),公、民營企業-礦業及土石採取業-週轉金_原始值,公、民營企業-礦業及土石採取業-週轉金_年增率(%),公、民營企業-製造業-計_原始值,公、民營企業-製造業-計_年增率(%),公、民營企業-製造業-購置不動產_原始值,公、民營企業-製造業-購置不動產_年增率(%),公、民營企業-製造業-購置動產_原始值,公、民營企業-製造業-購置動產_年增率(%),公、民營企業-製造業-企業投資_原始值,公、民營企業-製造業-企業投資_年增率(%),公、民營企業-製造業-週轉金_原始值,公、民營企業-製造業-週轉金_年增率(%),公、民營企業-水電燃氣及污染整治業-計_原始值,公、民營企業-水電燃氣及污染整治業-計_年增率(%),公、民營企業-水電燃氣及污染整治業-購置不動產_原始值,公、民營企業-水電燃氣及污染整治業-購置不動產_年增率(%),公、民營企業-水電燃氣及污染整治業-購置動產_原始值,公、民營企業-水電燃氣及污染整治業-購置動產_年增率(%),公、民營企業-水電燃氣及污染整治業-企業投資_原始值,公、民營企業-水電燃氣及污染整治業-企業投資_年增率(%),公、民營企業-水電燃氣及污染整治業-週轉金_原始值,公、民營企業-水電燃氣及污染整治業-週轉金_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-計_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-計_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置不動產_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置不動產_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置動產_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置動產_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-企業投資_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-企業投資_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-週轉金_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-週轉金_年增率(%),公、民營企業-營造業-計_原始值,公、民營企業-營造業-計_年增率(%),公、民營企業-營造業-購置不動產_原始值,公、民營企業-營造業-購置不動產_年增率(%),公、民營企業-營造業-購置動產_原始值,公、民營企業-營造業-購置動產_年增率(%),公、民營企業-營造業-企業投資_原始值,公、民營企業-營造業-企業投資_年增率(%),公、民營企業-營造業-週轉金_原始值,公、民營企業-營造業-週轉金_年增率(%),公、民營企業-批發及零售業-計_原始值,公、民營企業-批發及零售業-計_年增率(%),公、民營企業-批發及零售業-購置不動產_原始值,公、民營企業-批發及零售業-購置不動產_年增率(%),公、民營企業-批發及零售業-購置動產_原始值,公、民營企業-批發及零售業-購置動產_年增率(%),公、民營企業-批發及零售業-企業投資_原始值,公、民營企業-批發及零售業-企業投資_年增率(%),公、民營企業-批發及零售業-週轉金_原始值,公、民營企業-批發及零售業-週轉金_年增率(%),公、民營企業-住宿及餐飲業-計_原始值,公、民營企業-住宿及餐飲業-計_年增率(%),公、民營企業-住宿及餐飲業-購置不動產_原始值,公、民營企業-住宿及餐飲業-購置不動產_年增率(%),公、民營企業-住宿及餐飲業-購置動產_原始值,公、民營企業-住宿及餐飲業-購置動產_年增率(%),公、民營企業-住宿及餐飲業-企業投資_原始值,公、民營企業-住宿及餐飲業-企業投資_年增率(%),公、民營企業-住宿及餐飲業-週轉金_原始值,公、民營企業-住宿及餐飲業-週轉金_年增率(%),公、民營企業-運輸及倉儲業-計_原始值,公、民營企業-運輸及倉儲業-計_年增率(%),公、民營企業-運輸及倉儲業-購置不動產_原始值,公、民營企業-運輸及倉儲業-購置不動產_年增率(%),公、民營企業-運輸及倉儲業-購置動產_原始值,公、民營企業-運輸及倉儲業-購置動產_年增率(%),公、民營企業-運輸及倉儲業-企業投資_原始值,公、民營企業-運輸及倉儲業-企業投資_年增率(%),公、民營企業-運輸及倉儲業-週轉金_原始值,公、民營企業-運輸及倉儲業-週轉金_年增率(%),公、民營企業-資訊及通訊傳播業-計_原始值,公、民營企業-資訊及通訊傳播業-計_年增率(%),公、民營企業-資訊及通訊傳播業-購置不動產_原始值,公、民營企業-資訊及通訊傳播業-購置不動產_年增率(%),公、民營企業-資訊及通訊傳播業-購置動產_原始值,公、民營企業-資訊及通訊傳播業-購置動產_年增率(%),公、民營企業-資訊及通訊傳播業-企業投資_原始值,公、民營企業-資訊及通訊傳播業-企業投資_年增率(%),公、民營企業-資訊及通訊傳播業-週轉金_原始值,公、民營企業-資訊及通訊傳播業-週轉金_年增率(%),公、民營企業-金融及保險業-計_原始值,公、民營企業-金融及保險業-計_年增率(%),公、民營企業-金融及保險業-購置不動產_原始值,公、民營企業-金融及保險業-購置不動產_年增率(%),公、民營企業-金融及保險業-購置動產_原始值,公、民營企業-金融及保險業-購置動產_年增率(%),公、民營企業-金融及保險業-企業投資_原始值,公、民營企業-金融及保險業-企業投資_年增率(%),公、民營企業-金融及保險業-週轉金_原始值,公、民營企業-金融及保險業-週轉金_年增率(%),公、民營企業-不動產業-計_原始值,公、民營企業-不動產業-計_年增率(%),公、民營企業-不動產業-購置不動產_原始值,公、民營企業-不動產業-購置不動產_年增率(%),公、民營企業-不動產業-購置動產_原始值,公、民營企業-不動產業-購置動產_年增率(%),公、民營企業-不動產業-企業投資_原始值,公、民營企業-不動產業-企業投資_年增率(%),公、民營企業-不動產業-週轉金_原始值,公、民營企業-不動產業-週轉金_年增率(%),公、民營企業-服務業-計_原始值,公、民營企業-服務業-計_年增率(%),公、民營企業-服務業-購置不動產_原始值,公、民營企業-服務業-購置不動產_年增率(%),公、民營企業-服務業-購置動產_原始值,公、民營企業-服務業-購置動產_年增率(%),公、民營企業-服務業-企業投資_原始值,公、民營企業-服務業-企業投資_年增率(%),公、民營企業-服務業-週轉金_原始值,公、民營企業-服務業-週轉金_年增率(%),政府機關-計_原始值,政府機關-計_年增率(%),政府機關-購置不動產_原始值,政府機關-購置不動產_年增率(%),政府機關-購置動產_原始值,政府機關-購置動產_年增率(%),政府機關-企業投資_原始值,政府機關-企業投資_年增率(%),政府機關-週轉金_原始值,政府機關-週轉金_年增率(%),社會保險、退休基金及非營利團體-計_原始值,社會保險、退休基金及非營利團體-計_年增率(%),社會保險、退休基金及非營利團體-購置不動產_原始值,社會保險、退休基金及非營利團體-購置不動產_年增率(%),社會保險、退休基金及非營利團體-購置動產_原始值,社會保險、退休基金及非營利團體-購置動產_年增率(%),社會保險、退休基金及非營利團體-企業投資_原始值,社會保險、退休基金及非營利團體-企業投資_年增率(%),社會保險、退休基金及非營利團體-週轉金_原始值,社會保險、退休基金及非營利團體-週轉金_年增率(%),個人-計_原始值,個人-計_年增率(%),個人-購置不動產_原始值,個人-購置不動產_年增率(%),個人-購置動產_原始值,個人-購置動產_年增率(%),個人-企業投資_原始值,個人-企業投資_年增率(%),個人-週轉金_原始值,個人-週轉金_年增率(%)
2008M03,"17,041,086",2.39,"6,889,402",6.34,"933,617",6.58,"363,017",8.46,"8,855,050",-1.12,"7,589,747",7.49,"1,183,191",12.82,"819,250",12.88,"337,824",12.92,"5,249,482",5.26,"13,818",-27.87,"1,119",-33.43,730,-41.08,199,-56.36,"11,770",-25.42,"6,928",-5.12,"1,055",-2.76,276,0.73,61,-40.20,"5,536",-5.22,"3,336,901",8.79,"360,561",-0.14,"470,566",13.40,"81,939",0.36,"2,423,835",9.69,"463,024",19.73,"27,644",38.86,"131,978",4.02,"19,047",56.52,"284,355",24.85,"60,302",-,"15,300",-,"3,485",-,"3,937",-,"37,580",-,"319,856",-17.69,"43,092",-32.72,"4,222",27.59,"2,967",-47.61,"269,575",-14.57,"929,676",1.26,"133,836",4.11,"20,648",-18.55,"18,538",22.81,"756,654",1.00,"88,678",19.34,"34,560",33.29,"4,196",63.33,"4,319",-11.53,"45,603",11.41,"643,373",-7.19,"73,382",2.82,"127,472",10.86,"118,087",-2.97,"324,432",-15.77,"129,828",-,"12,680",-,"2,806",-,"12,868",-,"101,474",-,"603,391",16.73,"25,736",137.94,"14,886",22.57,"43,125",78.28,"519,644",10.62,"783,844",34.07,"419,346",42.17,"8,491",107.65,"20,841",20.00,"335,166",24.95,"270,430",-33.17,"50,180",-27.65,"32,979",64.87,"15,833",-0.38,"171,438",-42.74,"1,444,713",-16.21,"97,259",-21.62,"1,623",-0.25,"6,750",-42.06,"1,339,081",-15.61,"106,099",-3.96,"14,758",7.10,"2,217",-15.80,523,-81.78,"88,601",-2.84,"7,900,527",1.96,"5,594,194",5.71,"110,527",-24.26,"17,920",-14.70,"2,177,886",-4.88
2008M04,"17,038,160",2.24,"6,920,226",5.87,"935,667",6.82,"365,504",13.02,"8,816,763",-1.25,"7,617,580",7.26,"1,190,908",11.56,"820,083",12.36,"340,241",16.69,"5,266,348",5.06,"14,287",-4.62,"1,129",10.47,731,-32.69,191,-47.24,"12,236",-2.18,"7,018",5.52,"1,059",29.62,273,44.44,63,-5.97,"5,623",0.81,"3,374,414",9.84,"361,629",0.54,"471,344",10.90,"83,467",6.02,"2,457,974",11.29,"463,221",14.94,"28,763",14.08,"134,851",6.24,"18,791",50.94,"280,816",17.79,"60,519",10.24,"15,813",52.49,"3,348",-17.48,"3,935",201.76,"37,423",-4.45,"316,338",-1.75,"43,608",16.93,"4,168",5.55,"2,584",-45.42,"265,978",-3.64,"922,346",-2.28,"133,714",0.04,"19,932",-22.30,"18,030",-14.12,"750,670",-1.68,"90,809",28.98,"35,166",41.94,"4,152",45.79,"4,294",11.56,"47,197",21.23,"637,765",2.53,"73,343",2.73,"126,588",15.85,"118,234",-1.76,"319,600",-0.45,"131,672",-9.64,"12,782",4.27,"2,804",-18.75,"16,442",99.85,"99,644",-18.18,"601,388",-1.36,"25,286",-27.96,"15,105",60.04,"41,318",133.07,"519,679",-5.06,"788,326",21.12,"424,670",31.59,"6,686",12.09,"21,087",36.26,"335,883",9.51,"269,996",12.26,"49,759",14.22,"33,449",108.13,"15,740",82.70,"171,048",-0.71,"1,398,075",-17.04,"94,257",-22.94,"5,988",269.17,"6,550",-40.72,"1,291,280",-16.71,"106,538",3.01,"14,816",8.43,"2,237",-10.59,522,-81.26,"88,963",5.31,"7,915,967",1.82,"5,620,245",5.38,"107,359",-24.36,"18,191",1.14,"2,170,172",-4.87
2008M05,"17,140,426",2.64,"6,955,936",5.66,"933,701",6.92,"367,107",9.18,"8,883,682",-0.25,"7,704,272",7.00,"1,195,330",10.91,"823,261",12.68,"342,526",12.21,"5,343,155",5.05,"13,858",-4.52,"1,101",4.46,662,-35.85,187,-47.32,"11,908",-1.37,"7,694",26.57,"1,102",22.31,277,42.78,37,-45.59,"6,278",27.71,"3,376,426",9.01,"358,660",1.81,"467,614",10.69,"83,631",0.67,"2,466,521",10.13,"482,993",15.06,"26,565",1.20,"133,825",4.44,"18,685",45.32,"303,918",20.35,"61,217",8.22,"15,859",40.18,"3,341",-17.75,"3,950",203.85,"38,067",-4.58,"317,815",-3.97,"44,609",19.32,"4,073",4.22,"2,277",-38.92,"266,856",-6.68,"929,694",-1.84,"137,196",1.69,"19,956",-20.47,"17,883",-16.53,"754,659",-1.45,"91,020",25.53,"35,576",32.58,"4,139",34.25,"4,280",11.98,"47,025",21.29,"637,852",2.01,"72,777",2.15,"131,929",23.67,"118,026",-2.36,"315,120",-3.48,"132,994",-5.32,"12,974",5.33,"2,796",-9.25,"16,453",98.49,"100,771",-13.71,"658,945",5.73,"29,021",29.22,"15,600",45.86,"44,639",79.32,"569,685",0.80,"782,351",15.32,"423,696",21.82,"7,507",27.91,"20,334",20.48,"330,814",7.46,"272,630",11.64,"52,053",17.53,"34,883",71.22,"16,094",79.04,"169,600",-0.56,"1,381,719",-12.42,"95,121",-18.66,"3,923",141.12,"6,550",-40.72,"1,276,125",-11.87,"113,199",-0.93,"15,041",9.20,"2,228",-14.31,522,-81.21,"95,408",0.32,"7,941,236",1.72,"5,650,444",5.12,"104,289",-24.65,"17,509",2.12,"2,168,994",-4.72
2008M06,"17,241,592",3.33,"7,005,753",5.47,"929,564",6.49,"375,444",13.66,"8,930,831",1.03,"7,854,595",8.74,"1,198,597",8.52,"821,766",12.14,"351,226",17.31,"5,483,006",7.79,"13,858",-6.44,987,-5.91,654,-31.45,181,-48.43,"12,036",-3.39,"7,670",19.08,"1,055",5.50,275,-1.43,40,-32.20,"6,300",23.46,"3,496,534",12.42,"359,211",0.51,"462,358",8.91,"91,804",15.49,"2,583,161",14.87,"499,996",17.22,"26,571",1.89,"137,249",8.20,"19,108",49.12,"317,068",21.56,"61,260",2.42,"15,917",37.86,"3,288",-20.60,"4,089",217.47,"37,966",-11.37,"328,748",-0.02,"44,680",10.91,"3,994",-6.94,"2,607",-36.07,"277,467",-0.96,"957,811",1.08,"139,417",2.38,"19,836",-22.06,"18,068",-8.24,"780,490",1.86,"92,327",18.13,"35,962",20.88,"4,130",30.04,"4,304",7.33,"47,931",16.28,"634,486",0.24,"73,404",2.57,"137,609",28.39,"118,873",-1.96,"304,600",-8.52,"127,190",-5.54,"12,767",3.28,"2,768",-11.11,"16,531",100.38,"95,124",-14.25,"639,637",7.47,"28,403",16.76,"12,237",12.60,"44,008",87.16,"554,989",3.45,"780,257",11.04,"424,100",18.09,"7,219",22.29,"19,769",16.27,"329,169",2.65,"276,081",12.51,"52,040",14.63,"33,437",65.17,"15,933",78.94,"174,671",2.24,"1,275,835",-15.06,"95,156",-14.88,"3,628",80.86,"6,190",-42.10,"1,170,861",-15.00,"123,134",0.58,"15,688",22.26,"2,250",-15.98,520,-80.70,"104,676",0.44,"7,988,028",1.92,"5,696,312",5.23,"101,920",-24.73,"17,508",-0.17,"2,172,288",-4.35
2008M07,"17,310,048",3.25,"6,997,535",4.50,"931,703",6.81,"373,320",7.97,"9,007,490",1.78,"7,932,279",8.44,"1,215,735",8.82,"824,992",12.11,"349,458",11.18,"5,542,094",7.66,"13,583",-6.67,983,4.13,625,-29.54,178,-48.70,"11,797",-4.67,"9,482",56.21,"1,418",53.13,"1,462",400.68,37,-37.29,"6,565",36.97,"3,592,167",13.03,"360,643",-0.53,"463,075",8.54,"95,304",20.77,"2,673,145",15.72,"523,915",21.50,"26,689",3.23,"138,502",7.91,"18,970",22.34,"339,754",29.92,"60,812",1.22,"15,883",36.73,"3,188",-17.86,"4,074",216.55,"37,667",-13.00,"316,784",0.90,"44,084",21.38,"3,845",-2.71,"2,672",-15.79,"266,183",-1.60,"949,418",1.83,"140,596",4.61,"18,219",-7.11,"16,465",-11.18,"774,138",1.89,"93,965",20.18,"38,979",23.52,"4,064",29.14,"4,206",4.68,"46,716",18.38,"635,568",0.02,"73,526",1.25,"134,423",23.17,"118,671",-2.41,"308,948",-6.97,"129,708",-6.15,"12,838",3.57,"2,707",-49.13,"14,713",20.97,"99,450",-8.20,"607,539",-0.15,"26,447",6.08,"11,537",19.98,"45,408",80.37,"524,147",-4.48,"785,068",8.78,"438,581",18.64,"9,423",58.42,"18,912",3.92,"318,152",-2.96,"275,082",7.11,"50,951",13.30,"37,110",61.32,"13,922",-16.34,"173,099",0.51,"1,264,996",-12.96,"95,279",-17.05,"4,864",140.43,"6,190",-42.10,"1,158,663",-12.61,"119,408",6.85,"15,771",21.91,"2,250",-10.25,515,-80.88,"100,872",7.75,"7,993,365",1.38,"5,670,750",4.02,"99,597",-24.47,"17,157",-4.99,"2,205,861",-3.38
2008M08,"17,302,581",3.33,"7,002,776",3.86,"940,472",5.44,"374,008",9.50,"8,985,325",2.46,"7,985,455",8.30,"1,220,538",7.69,"834,982",10.23,"350,344",12.93,"5,579,591",7.88,"13,438",-6.57,826,-12.03,580,-37.50,175,-47.92,"11,857",-2.65,"9,233",58.45,"1,586",73.71,"1,482",427.40,119,101.69,"6,046",32.18,"3,667,135",13.19,"365,668",-0.49,"474,326",8.38,"95,287",21.42,"2,731,854",15.94,"537,382",24.68,"27,208",4.27,"137,875",4.31,"18,784",22.35,"353,515",37.35,"60,627",0.88,"16,112",35.86,"3,251",-16.51,"4,076",212.82,"37,188",-13.60,"317,394",0.33,"43,531",12.59,"2,790",-29.67,"2,606",-22.32,"268,467",-0.70,"941,679",1.04,"139,680",4.96,"17,964",-7.17,"16,820",-8.98,"767,215",0.80,"95,142",21.27,"39,665",27.76,"4,017",26.00,"4,242",6.58,"47,218",17.34,"639,055",1.28,"73,378",0.42,"135,235",19.76,"118,906",-1.61,"311,536",-3.89,"128,352",-11.27,"13,003",4.61,"2,700",-51.73,"14,705",38.61,"97,944",-15.58,"571,767",-2.08,"25,592",1.25,"10,900",-5.98,"43,555",79.73,"491,720",-5.95,"789,443",6.73,"439,435",15.87,"10,747",98.91,"20,672",1.82,"318,589",-4.82,"275,435",7.48,"50,966",12.87,"36,366",48.78,"14,473",1.99,"173,630",0.66,"1,226,011",-10.74,"96,370",-12.94,"6,040",200.20,"6,190",-42.10,"1,117,411",-10.61,"110,095",6.32,"15,836",19.93,"2,237",-8.99,515,-80.73,"91,507",7.38,"7,981,020",1.08,"5,670,032",3.36,"97,213",-25.22,"16,959",-5.52,"2,196,816",-2.88
2008M09,"17,399,432",3.46,"7,020,093",3.74,"947,896",6.20,"372,462",10.39,"9,058,981",2.70,"8,103,288",9.08,"1,228,282",7.73,"847,740",11.41,"349,363",14.26,"5,677,903",8.74,"13,363",-6.46,891,-6.60,579,-35.67,171,-46.06,"11,722",-3.24,"9,488",54.58,"1,539",62.17,"1,480",419.30,100,56.25,"6,369",31.59,"3,762,831",15.71,"370,316",0.89,"485,375",11.06,"92,401",19.78,"2,814,739",18.73,"539,539",23.40,"25,966",-0.46,"138,368",4.74,"18,920",23.47,"356,285",35.10,"61,315",2.23,"15,723",32.69,"3,137",-20.78,"4,322",237.39,"38,133",-11.08,"322,220",1.95,"45,284",17.59,"2,848",-27.72,"2,755",-16.62,"271,333",0.38,"955,578",1.83,"139,060",4.43,"17,508",-11.52,"16,998",-7.22,"782,012",1.94,"94,477",20.99,"39,670",28.67,"4,016",18.57,"4,250",9.14,"46,541",16.42,"646,138",2.34,"74,347",2.14,"138,075",15.93,"120,143",2.76,"313,573",-2.78,"131,363",-7.49,"12,981",5.12,"2,500",-44.59,"15,358",31.12,"100,524",-11.37,"554,943",-9.04,"25,721",-6.60,"10,382",-4.87,"42,384",79.42,"476,456",-13.06,"798,530",7.50,"442,316",15.18,"7,900",46.51,"21,146",5.27,"327,168",-1.85,"274,818",5.70,"50,191",9.28,"38,709",64.40,"14,737",-2.05,"171,181",-2.45,"1,195,932",-13.19,"94,853",-12.90,"2,765",37.84,"6,190",-42.10,"1,092,124",-13.06,"120,057",5.80,"15,856",21.24,"2,256",-7.81,507,-80.97,"101,438",6.45,"7,980,155",1.03,"5,681,102",3.20,"95,135",-25.23,"16,402",-10.39,"2,187,516",-2.69
2008M10,"17,483,391",4.20,"7,016,583",3.65,"971,089",5.61,"372,927",8.92,"9,122,792",4.28,"8,168,724",9.77,"1,231,601",8.49,"873,184",10.29,"347,424",10.42,"5,716,515",9.93,"13,269",-6.78,900,-7.60,583,-37.18,166,-46.79,"11,620",-3.33,"9,705",59.36,"1,573",64.03,"1,476",421.55,96,52.38,"6,560",37.10,"3,823,534",17.59,"375,609",2.81,"508,061",9.78,"95,055",19.15,"2,844,809",21.38,"543,222",23.37,"26,150",1.09,"138,141",5.30,"18,701",24.63,"360,230",34.28,"59,166",-0.90,"15,827",34.20,"3,022",-20.70,"4,301",234.45,"36,016",-15.87,"320,530",2.73,"46,150",19.22,"2,799",-43.60,"2,802",-18.07,"268,779",1.45,"959,847",1.24,"136,949",3.78,"17,865",-12.53,"15,782",-23.56,"789,251",1.83,"96,272",21.01,"39,771",28.32,"4,016",19.06,"4,157",7.61,"48,328",16.93,"654,704",3.29,"74,252",1.99,"138,115",14.51,"120,272",2.55,"322,065",-0.35,"126,722",-7.24,"12,778",3.83,"2,481",-17.47,"15,177",19.90,"96,286",-11.38,"537,682",-13.16,"25,499",-4.68,"10,370",-28.05,"39,361",51.19,"462,452",-16.21,"804,769",8.05,"442,012",15.52,"8,321",40.77,"21,194",5.09,"333,242",-0.86,"278,468",8.97,"49,958",8.61,"40,956",71.92,"14,661",-4.90,"172,893",1.52,"1,218,676",-8.34,"97,749",-1.71,"3,211",186.19,"9,140",32.66,"1,108,576",-9.29,"141,016",28.27,"16,235",23.75,"2,125",-10.30,506,-81.70,"122,150",33.22,"7,954,975",0.73,"5,670,998",2.71,"92,569",-25.52,"15,857",-12.43,"2,175,551",-2.61
2008M11,"17,472,797",4.17,"7,115,794",4.90,"1,003,077",7.92,"360,983",4.91,"8,992,943",3.18,"8,146,767",10.11,"1,249,073",10.37,"906,558",12.63,"335,819",5.43,"5,655,317",9.95,"13,118",-8.34,938,-6.57,564,-37.54,164,-43.84,"11,452",-5.45,"10,643",70.73,"1,607",68.98,"1,474",420.85,95,46.15,"7,467",51.31,"3,848,010",18.61,"392,191",8.42,"536,562",15.04,"82,569",-1.47,"2,836,688",21.62,"549,913",25.96,"26,120",6.59,"138,022",5.18,"18,723",25.05,"367,048",38.06,"59,699",3.78,"15,937",52.98,"3,096",-18.35,"4,296",237.21,"36,370",-13.49,"319,134",2.77,"45,666",15.81,"2,742",-34.35,"2,917",-17.81,"267,809",1.69,"929,986",-0.29,"135,358",2.72,"18,859",-7.06,"15,718",-17.23,"760,051",-0.20,"96,847",19.17,"40,036",27.73,"4,175",-0.69,"4,063",5.26,"48,573",16.04,"652,297",4.41,"74,041",6.41,"140,561",13.81,"120,232",1.96,"317,463",1.18,"115,997",-14.54,"12,591",2.44,"2,997",0.07,"15,167",33.18,"85,242",-21.83,"523,080",-12.36,"27,019",-0.91,"10,846",-28.64,"39,627",40.78,"445,588",-15.32,"805,229",6.89,"443,165",15.11,"8,458",32.40,"21,897",6.05,"331,709",-2.81,"282,513",7.71,"50,341",7.47,"41,298",40.81,"14,647",-1.72,"176,227",2.92,"1,220,160",-8.67,"97,606",2.30,"2,756",145.20,"9,140",32.66,"1,110,658",-9.90,"165,139",40.49,"16,630",25.48,"2,144",-9.42,420,-50.18,"145,945",44.39,"7,940,731",0.26,"5,752,485",3.78,"91,619",-24.31,"15,604",-12.50,"2,081,023",-7.04
2008M12,"17,378,376",2.56,"7,120,480",3.98,"993,027",6.60,"351,697",-0.92,"8,913,172",1.17,"7,978,421",6.45,"1,249,911",7.51,"895,645",10.59,"327,146",-0.68,"5,505,719",6.01,"15,010",5.13,925,-8.14,555,-30.01,156,-23.53,"13,374",8.97,"9,831",44.02,"1,529",64.76,"1,448",417.14,14,-71.43,"6,840",22.82,"3,729,330",14.57,"390,626",6.66,"528,059",13.90,"77,340",-4.37,"2,733,305",16.59,"521,283",15.93,"30,937",10.83,"141,361",7.41,"19,214",11.42,"329,771",20.84,"60,768",0.44,"20,966",36.93,"2,941",-19.38,"4,267",19.76,"32,594",-14.18,"315,005",4.25,"46,034",19.40,"2,922",-27.80,"2,889",-7.55,"263,160",2.62,"919,007",-2.09,"135,279",0.90,"18,074",-12.98,"15,835",-15.29,"749,819",-1.99,"98,165",15.23,"40,923",24.16,"4,191",-0.73,"4,045",2.74,"49,006",11.19,"659,488",3.38,"73,552",4.66,"136,722",8.99,"120,940",2.54,"328,274",1.24,"115,143",-15.62,"12,310",2.88,"2,937",-6.20,"15,613",32.25,"84,283",-23.07,"521,869",-14.71,"27,416",-0.84,"9,971",-40.03,"34,665",-12.86,"449,817",-14.78,"804,719",2.77,"441,444",9.28,"8,821",38.33,"22,043",4.14,"332,411",-5.44,"269,571",-1.64,"48,936",3.82,"40,584",23.08,"14,392",-1.07,"165,659",-7.66,"1,252,318",-8.00,"88,034",-9.67,"2,683",122.84,"9,140",32.66,"1,152,461",-8.22,"182,093",42.07,"16,441",22.62,"2,122",-9.82,410,-51.19,"163,120",46.21,"7,965,544",0.07,"5,766,094",3.44,"92,577",-21.65,"15,001",-16.02,"2,091,872",-7.02
