期間,新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),新台幣計價(億元)_原始值,新台幣計價(億元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%),美金計價(百萬美元)_原始值,美金計價(百萬美元)_年增率(%)
1984M12,962,...,34,...,110,...,73,...,20,...,45,...,13,...,23,...,44,...,"2,446",...,86,...,279,...,186,...,51,...,115,...,34,...,59,...,112,...
1985M01,"1,018",-3.42,43,16.22,100,-16.67,77,-3.75,19,-13.64,52,4.00,13,-13.33,25,0.00,48,-2.04,"2,599",-1.07,109,18.59,255,-15.03,198,-1.14,49,-10.53,133,7.28,34,-8.18,65,2.98,122,1.01
1985M02,890,-4.61,37,12.12,87,-17.92,68,-4.23,17,-15.00,45,2.27,12,-7.69,22,0.00,42,-2.33,"2,279",-1.82,96,17.73,223,-15.64,173,-1.85,43,-11.20,116,6.48,30,-8.95,57,2.19,107,0.27
1985M03,"1,120",-0.80,47,17.50,110,-14.73,85,-1.16,21,-12.50,57,7.55,15,-6.25,28,3.70,53,1.92,"2,841",0.69,119,20.74,278,-13.47,216,0.65,54,-8.94,145,9.20,37,-6.56,71,4.87,134,2.82
1985M04,"1,043",-6.12,44,12.82,102,-19.69,79,-5.95,20,-13.04,53,1.92,14,-12.50,26,-3.70,49,-3.92,"2,630",-5.98,110,12.73,258,-19.20,200,-6.01,50,-15.01,134,1.98,34,-12.66,66,-2.08,124,-3.97
1985M05,"1,105",-3.07,46,15.00,108,-16.92,84,-3.45,21,-12.50,56,3.70,14,-12.50,28,3.70,52,0.00,"2,780",-3.45,117,15.77,272,-17.03,211,-3.49,53,-12.68,142,4.71,36,-10.37,69,0.55,131,-1.39
1985M06,"1,032",-5.84,43,13.16,101,-19.20,78,-6.02,20,-13.04,53,1.92,13,-13.33,26,0.00,48,-5.88,"2,551",-7.56,107,10.79,250,-20.37,194,-7.66,48,-16.46,130,0.20,33,-14.27,64,-3.83,120,-5.64
1985M07,"1,042",-4.67,44,15.79,102,-18.40,79,-4.82,20,-13.04,53,3.92,14,-6.67,26,0.00,49,-2.00,"2,596",-6.50,109,12.14,254,-19.65,197,-6.54,49,-15.46,132,1.43,34,-13.17,65,-2.63,122,-4.50
1985M08,"1,070",0.38,45,21.62,105,-13.93,81,0.00,20,-9.09,55,10.00,14,-6.67,27,3.85,50,2.04,"2,650",-3.32,111,15.96,260,-16.91,201,-3.35,50,-12.59,135,4.87,34,-10.28,66,0.62,125,-1.24
1985M09,"1,018",3.77,43,26.47,100,-10.71,77,4.05,19,-9.52,52,13.04,13,-7.14,25,4.17,48,6.67,"2,524",0.67,106,20.70,247,-13.53,192,0.60,48,-9.00,129,9.18,33,-6.58,63,4.80,119,2.80
1985M10,"1,115",11.28,47,34.29,109,-5.22,85,11.84,21,0.00,57,21.28,14,0.00,28,16.67,52,13.04,"2,776",8.09,117,29.59,272,-7.12,211,8.04,53,-2.28,142,17.24,36,0.33,69,12.50,130,10.39
1985M11,"1,070",7.11,45,28.57,105,-7.89,81,6.58,20,-4.76,55,17.02,14,0.00,27,12.50,50,8.70,"2,683",5.89,113,27.02,263,-8.96,204,5.89,51,-4.19,137,14.91,35,-1.64,67,10.30,126,8.19
1985M12,"1,123",16.74,47,38.24,110,0.00,86,17.81,21,5.00,57,26.67,15,15.38,28,21.74,53,20.45,"2,828",15.64,119,38.80,277,-0.55,215,15.71,54,4.70,144,25.55,37,7.36,71,20.50,133,18.22
1986M01,"1,235",21.32,74,72.09,121,21.00,87,12.99,26,36.84,67,28.85,19,46.15,31,24.00,59,22.92,"3,120",20.05,187,71.50,306,20.06,218,10.56,66,32.64,168,27.08,47,38.51,78,20.06,150,22.61
1986M02,978,9.89,59,59.46,96,10.34,68,0.00,20,17.65,53,17.78,15,25.00,24,9.09,47,11.90,"2,487",9.12,149,55.88,244,9.13,174,0.50,52,20.60,134,15.56,37,26.00,62,9.13,119,11.45
1986M03,"1,285",14.73,77,63.83,126,14.55,90,5.88,27,28.57,69,21.05,19,26.67,32,14.29,62,16.98,"3,288",15.75,197,65.41,322,15.75,230,6.61,69,27.89,178,22.55,49,33.59,82,15.75,158,18.25
1986M04,"1,247",19.56,75,70.45,122,19.61,87,10.13,26,30.00,67,26.42,19,35.71,31,19.23,60,22.45,"3,226",22.65,194,75.21,316,22.64,226,12.96,68,35.61,174,29.85,48,41.45,81,22.63,155,25.25
1986M05,"1,334",20.72,80,73.91,131,21.30,94,11.90,28,33.33,72,28.57,20,42.86,33,17.86,64,23.08,"3,477",25.08,209,78.70,341,25.07,243,15.22,73,38.24,188,32.44,52,44.28,87,25.10,167,27.73
1986M06,"1,273",23.35,76,76.74,125,23.76,89,14.10,27,35.00,69,30.19,19,46.15,32,23.08,61,27.08,"3,336",30.80,200,86.86,327,30.80,234,20.46,70,44.59,180,38.49,50,50.90,83,30.79,160,33.57
1986M07,"1,343",28.89,81,84.09,132,29.41,94,18.99,28,40.00,73,37.74,20,42.86,34,30.77,64,30.61,"3,521",35.67,211,93.86,345,35.71,247,25.00,74,49.96,190,43.67,53,56.50,88,35.70,169,38.59
1986M08,"1,347",25.89,81,80.00,132,25.71,94,16.05,28,40.00,73,32.73,20,42.86,34,25.93,65,30.00,"3,589",35.42,215,93.46,352,35.42,251,24.73,75,49.66,194,43.39,54,56.21,90,35.46,172,38.28
1986M09,"1,272",24.95,76,76.74,125,25.00,89,15.58,27,42.11,69,32.69,19,46.15,32,28.00,61,27.08,"3,448",36.61,207,95.15,338,36.62,241,25.83,72,51.03,186,44.62,52,57.62,86,36.61,166,39.65
1986M10,"1,435",28.70,86,82.98,141,29.36,100,17.65,30,42.86,78,36.84,22,57.14,36,28.57,69,32.69,"3,915",41.05,235,101.55,384,41.06,274,29.92,82,55.88,211,49.35,59,62.76,98,41.10,188,44.06
1986M11,"1,412",31.96,85,88.89,138,31.43,99,22.22,30,50.00,76,38.18,21,50.00,35,29.63,68,36.00,"3,872",44.31,232,106.18,379,44.31,271,32.93,81,59.51,209,52.81,58,66.51,97,44.33,186,47.39
1986M12,"1,394",24.13,84,78.72,137,24.55,98,13.95,29,38.10,75,31.58,21,40.00,35,25.00,67,26.42,"3,863",36.58,232,95.09,379,36.58,270,25.80,81,50.98,209,44.61,58,57.62,97,36.54,185,39.48
1987M01,"1,338",8.34,95,28.38,143,18.18,91,4.60,29,11.54,74,10.45,19,0.00,37,19.35,78,32.20,"3,799",21.78,270,44.11,407,32.97,258,18.32,84,27.58,209,24.05,53,13.68,106,36.36,220,47.16
1987M02,"1,318",34.76,94,59.32,141,46.88,90,32.35,29,45.00,72,35.85,18,20.00,37,54.17,76,61.70,"3,769",51.54,268,79.32,403,65.46,256,47.21,83,58.74,207,54.34,53,41.44,106,69.74,219,83.12
1987M03,"1,486",15.64,105,36.36,159,26.19,101,12.22,33,22.22,82,18.84,21,10.53,42,31.25,86,38.71,"4,286",30.35,304,54.23,459,42.32,291,26.63,94,36.53,236,32.77,60,21.65,120,45.99,249,57.49
1987M04,"1,574",26.22,112,49.33,168,37.70,107,22.99,35,34.62,87,29.85,22,15.79,44,41.94,91,51.67,"4,650",44.15,330,70.58,498,57.39,316,40.04,102,51.03,256,46.83,65,34.53,130,61.46,270,74.17
1987M05,"1,455",9.07,104,30.00,156,19.08,99,5.32,32,14.29,77,6.94,20,0.00,41,24.24,85,32.81,"4,495",29.29,320,53.33,482,41.50,306,25.88,99,35.72,238,26.65,63,20.99,126,45.12,261,56.59
1987M06,"1,452",14.06,103,35.53,155,24.00,99,11.24,32,18.52,80,15.94,20,5.26,41,28.13,84,37.70,"4,665",39.83,331,65.46,499,52.68,317,35.86,103,46.44,257,42.41,65,30.50,131,56.66,271,68.96
1987M07,"1,439",7.15,102,25.93,154,16.67,98,4.26,32,14.29,79,8.22,20,0.00,40,17.65,84,31.25,"4,644",31.87,330,55.99,497,43.94,316,28.07,102,38.13,255,34.28,65,23.08,130,47.68,269,59.29
1987M08,"1,370",1.71,96,18.52,142,7.58,92,-2.13,33,17.86,78,6.85,21,5.00,40,17.65,77,18.46,"4,530",26.23,319,48.12,470,33.68,303,20.45,110,46.28,259,33.43,70,29.35,131,46.23,255,48.25
1987M09,"1,419",11.56,101,32.89,152,21.60,96,7.87,31,14.81,78,13.04,20,5.26,40,25.00,82,34.43,"4,720",36.88,335,62.01,505,49.46,321,32.97,104,43.37,260,39.41,66,27.74,132,53.32,274,65.22
1987M10,"1,401",-2.37,99,15.12,150,6.38,95,-5.00,31,3.33,77,-1.28,20,-9.09,39,8.33,81,17.39,"4,680",19.55,332,41.46,501,30.52,318,16.12,103,25.24,257,21.75,66,11.54,131,33.90,271,44.45
1987M11,"1,393",-1.35,98,15.29,142,2.90,93,-6.06,31,3.33,73,-3.95,32,52.38,39,11.43,78,14.71,"4,684",20.99,331,42.45,478,25.93,313,15.58,104,27.86,246,17.89,108,85.26,132,36.80,261,40.52
1987M12,"1,396",0.14,99,17.86,149,8.76,95,-3.06,31,6.90,77,2.67,20,-4.76,39,11.43,81,20.90,"4,819",24.74,342,47.62,516,36.19,328,21.17,106,30.67,265,27.05,67,16.43,135,39.72,279,50.73
1988M01,"1,319",-1.42,109,14.74,145,1.40,98,7.69,32,10.34,84,13.51,21,10.53,44,18.92,88,12.82,"4,624",21.72,384,42.28,509,25.13,342,32.46,111,32.78,296,41.63,74,39.14,153,43.48,310,40.60
1988M02,"1,232",-6.53,102,8.51,136,-3.55,91,1.11,30,3.45,79,9.72,20,11.11,41,10.81,83,9.21,"4,309",14.33,358,33.75,474,17.62,319,24.52,104,24.83,276,33.12,69,30.74,142,34.84,289,32.17
1988M03,"1,481",-0.34,123,17.14,163,2.52,109,7.92,36,9.09,95,15.85,24,14.29,49,16.67,99,15.12,"5,174",20.70,429,41.10,569,24.09,383,31.35,124,31.70,331,40.47,83,37.97,171,42.25,347,39.43
1988M04,"1,508",-4.19,125,11.61,166,-1.19,112,4.67,36,2.86,97,11.49,24,9.09,50,13.64,101,10.99,"5,275",13.44,438,32.61,580,16.62,390,23.44,127,23.74,338,32.01,84,29.65,174,33.69,353,31.05
1988M05,"1,474",1.31,122,17.31,162,3.85,109,10.10,35,9.38,94,22.08,24,20.00,49,19.51,99,16.47,"5,165",14.91,429,34.02,568,17.86,382,24.76,124,25.08,331,39.02,83,31.03,170,35.12,346,32.44
1988M06,"1,455",0.21,121,17.48,160,3.23,108,9.09,35,9.38,93,16.25,23,15.00,48,17.07,97,15.48,"5,090",9.11,422,27.55,560,12.16,377,18.72,122,19.04,326,26.96,81,24.72,168,28.58,341,26.03
1988M07,"1,450",0.76,120,17.65,160,3.90,107,9.18,35,9.38,93,17.72,23,15.00,48,20.00,97,15.48,"5,064",9.04,420,27.48,557,12.10,375,18.66,122,18.97,324,26.88,81,24.61,167,28.52,339,25.97
1988M08,"1,437",4.89,119,23.96,158,11.27,106,15.22,35,6.06,92,17.95,23,9.52,47,17.50,96,24.68,"5,036",11.17,418,31.06,554,17.82,373,23.16,121,9.68,322,24.65,81,15.73,166,26.66,337,32.12
1988M09,"1,427",0.56,118,16.83,145,-4.61,105,9.38,33,6.45,84,7.69,56,180.00,46,15.00,91,10.98,"4,952",4.92,409,21.91,503,-0.40,364,13.47,113,9.24,292,12.47,194,193.13,161,21.95,315,15.23
1988M10,"1,545",10.28,126,27.27,171,14.00,121,27.37,39,25.81,94,22.08,27,35.00,50,28.21,108,33.33,"5,366",14.65,438,31.66,594,18.70,421,32.37,137,32.73,327,27.07,95,45.05,174,33.03,373,37.51
1988M11,"1,471",5.60,121,23.47,165,16.20,118,26.88,35,12.90,91,24.66,28,-12.50,46,17.95,109,39.74,"5,238",11.82,429,29.75,586,22.73,419,33.72,126,20.89,325,31.71,99,-7.54,162,22.59,387,48.38
1988M12,"1,537",10.10,126,27.27,185,24.16,125,31.58,38,22.58,102,32.47,26,30.00,52,33.33,112,38.27,"5,476",13.64,449,31.29,657,27.49,444,35.41,137,29.19,362,36.42,93,38.02,186,38.06,399,42.73
1989M01,"1,506",14.18,93,-14.68,179,23.45,122,24.49,38,18.75,102,21.43,24,14.29,47,6.82,89,1.14,"5,429",17.40,337,-12.30,646,27.00,440,28.49,136,22.30,369,24.74,87,17.36,168,10.27,320,3.37
1989M02,"1,285",4.30,76,-25.49,163,19.85,102,12.09,33,10.00,91,15.19,23,15.00,44,7.32,82,-1.20,"4,658",8.09,275,-23.22,592,24.71,368,15.31,121,17.00,331,19.83,84,21.54,158,11.28,298,3.18
1989M03,"1,723",16.34,109,-11.38,219,34.36,141,29.36,43,19.44,121,27.37,28,16.67,57,16.33,112,13.13,"6,260",20.99,394,-8.18,795,39.66,513,34.05,156,26.00,438,32.30,100,20.96,207,20.96,407,17.35
1989M04,"1,573",4.31,101,-19.20,197,18.67,129,15.18,41,13.89,107,10.31,24,0.00,50,0.00,110,8.91,"5,820",10.34,373,-14.89,728,25.42,477,22.30,151,19.56,396,17.28,87,3.47,186,7.03,408,15.31
1989M05,"1,476",0.14,89,-27.05,186,14.81,123,12.84,35,0.00,98,4.26,28,16.67,48,-2.04,101,2.02,"5,744",11.21,346,-19.34,725,27.67,478,25.10,135,9.15,382,15.51,108,30.38,186,9.05,393,13.42
1989M06,"1,475",1.37,94,-22.31,177,10.63,109,0.93,37,5.71,96,3.23,21,-8.70,47,-2.08,99,2.06,"5,685",11.70,364,-13.87,682,21.85,421,11.70,142,16.36,370,13.44,80,-2.28,182,8.31,381,11.70
1989M07,"1,440",-0.69,94,-21.67,173,8.13,111,3.74,36,2.86,91,-2.15,23,0.00,46,-4.17,100,3.09,"5,609",10.76,365,-13.25,673,20.83,432,15.25,140,15.36,353,9.04,90,10.79,179,7.41,387,14.06
1989M08,"1,360",-5.36,91,-23.53,163,3.16,105,-0.94,33,-5.71,86,-6.52,19,-17.39,45,-4.26,95,-1.04,"5,294",5.13,355,-15.15,635,14.66,408,9.37,127,5.10,333,3.46,74,-8.03,175,5.10,371,9.81
1989M09,"1,400",-1.89,99,-16.10,174,20.00,105,0.00,36,9.09,85,1.19,21,-62.50,48,4.35,104,14.29,"5,458",10.22,387,-5.16,677,34.53,409,12.38,142,25.11,333,14.03,82,-57.74,186,15.11,404,28.03
1989M10,"1,314",-14.95,95,-24.60,155,-9.36,107,-11.57,34,-12.82,83,-11.70,21,-22.22,43,-14.00,97,-10.19,"5,131",-4.37,370,-15.52,606,1.90,416,-1.30,133,-2.32,323,-1.13,82,-13.56,169,-2.84,380,1.76
1989M11,"1,421",-3.40,116,-4.13,179,8.48,107,-9.32,37,5.71,89,-2.20,24,-14.29,50,8.70,111,1.83,"5,476",4.54,449,4.57,690,17.64,411,-1.96,142,13.29,345,6.27,93,-6.41,192,18.07,427,10.22
1989M12,"1,360",-11.52,114,-9.52,162,-12.43,101,-19.20,37,-2.63,90,-11.76,23,-11.54,49,-5.77,113,0.89,"5,207",-4.90,437,-2.61,620,-5.73,385,-13.15,141,2.68,344,-4.93,89,-4.93,187,0.64,432,8.35
1990M01,"1,278",-15.14,95,2.15,131,-26.82,101,-17.21,33,-13.16,78,-23.53,41,70.83,44,-6.38,102,14.61,"4,910",-9.55,367,9.03,502,-22.22,388,-11.77,127,-6.24,300,-18.69,157,80.44,167,-0.52,390,21.87
1990M02,"1,313",2.18,102,34.21,142,-12.88,96,-5.88,36,9.09,81,-10.99,45,95.65,47,6.82,101,23.17,"5,038",8.16,392,42.59,545,-7.90,370,0.56,137,12.75,309,-6.55,174,106.95,179,12.77,388,30.25
1990M03,"1,558",-9.58,118,8.26,163,-25.57,118,-16.31,42,-2.33,103,-14.88,55,96.43,54,-5.26,120,7.14,"5,932",-5.23,448,13.73,621,-21.91,450,-12.24,160,2.49,392,-10.60,209,108.80,206,-0.31,456,11.98
1990M04,"1,537",-2.29,119,17.82,183,-7.11,124,-3.88,35,-14.63,92,-14.02,26,8.33,47,-6.00,118,7.27,"5,851",0.54,451,21.08,697,-4.27,472,-1.12,133,-11.92,351,-11.29,99,13.92,179,-3.76,449,10.28
1990M05,"1,606",8.81,111,24.72,162,-12.90,137,11.38,35,0.00,85,-13.27,25,-10.71,56,16.67,148,46.53,"5,997",4.40,413,19.42,607,-16.37,511,6.84,131,-3.15,317,-16.90,94,-12.41,208,11.68,551,40.49
1990M06,"1,520",3.05,104,10.64,164,-7.34,135,23.85,34,-8.11,88,-8.33,24,14.29,57,21.28,125,26.26,"5,556",-2.28,380,4.39,601,-11.98,493,17.21,124,-13.08,322,-12.85,87,9.07,208,14.18,457,19.84
1990M07,"1,573",9.24,105,11.70,176,1.73,131,18.02,32,-11.11,105,15.38,25,8.70,57,23.91,127,27.00,"5,798",3.38,387,6.05,651,-3.31,482,11.66,118,-15.71,387,9.45,94,4.36,209,16.47,468,20.99
1990M08,"1,521",11.84,100,9.89,177,8.59,132,25.71,33,0.00,104,20.93,21,10.53,56,24.44,122,28.42,"5,580",5.40,368,3.68,650,2.27,483,18.47,121,-5.02,381,14.10,76,1.94,206,18.04,449,21.13
1990M09,"1,520",8.57,116,17.17,190,9.20,129,22.86,35,-2.78,107,25.88,19,-9.52,54,12.50,115,10.58,"5,577",2.18,427,10.10,698,3.15,474,15.75,129,-9.18,391,17.47,70,-14.00,197,6.06,422,4.53
1990M10,"1,629",23.97,131,37.89,170,9.68,137,28.04,37,8.82,110,32.53,25,19.05,58,34.88,141,45.36,"5,979",16.52,482,30.33,622,2.74,504,21.23,135,1.46,402,24.32,92,11.65,213,25.63,519,36.53
1990M11,"1,614",13.58,113,-2.59,168,-6.15,132,23.36,41,10.81,115,29.21,30,25.00,58,16.00,144,29.73,"5,935",8.39,415,-7.57,617,-10.57,486,18.46,149,4.60,424,22.87,112,20.23,212,10.72,529,23.89
1990M12,"1,505",10.66,116,1.75,170,4.94,121,19.80,45,21.62,102,13.33,30,30.43,59,20.41,119,5.31,"5,551",6.60,428,-2.23,625,0.91,446,15.65,166,18.28,378,9.95,112,26.06,216,15.31,439,1.50
1991M01,"1,575",23.24,116,22.11,188,43.51,117,15.84,43,30.30,98,25.64,25,-39.02,59,34.09,124,21.57,"5,807",18.27,428,16.69,693,37.87,431,11.00,158,24.28,361,20.17,91,-42.07,219,30.71,455,16.68
1991M02,"1,461",11.27,105,2.94,187,31.69,101,5.21,34,-5.56,98,20.99,22,-51.11,50,6.38,113,11.88,"5,393",7.05,389,-0.70,689,26.55,373,0.84,125,-8.59,361,16.76,80,-54.11,184,3.23,417,7.44
1991M03,"1,743",11.87,116,-1.69,192,17.79,147,24.58,37,-11.90,127,23.30,31,-43.64,60,11.11,151,25.83,"6,415",8.13,428,-4.63,705,13.55,541,20.10,136,-15.05,465,18.76,116,-44.74,221,7.52,557,22.17
1991M04,"1,703",10.80,122,2.52,196,7.10,140,12.90,39,11.43,109,18.48,30,15.38,48,2.13,154,30.51,"6,256",6.93,448,-0.79,718,3.12,513,8.78,143,7.36,401,14.22,111,11.64,178,-0.99,565,25.73
1991M05,"1,782",10.96,126,13.51,186,14.81,131,-4.38,45,28.57,132,55.29,37,48.00,52,-7.14,155,4.73,"6,540",9.05,464,12.32,683,12.66,481,-5.91,165,25.99,484,52.55,137,45.18,189,-8.75,570,3.40
1991M06,"1,726",13.55,136,30.77,170,3.66,135,0.00,48,41.18,117,32.95,41,70.83,52,-8.77,126,0.80,"6,360",14.47,502,32.15,626,4.24,498,0.90,176,42.11,433,34.37,152,74.82,191,-8.03,464,1.57
1991M07,"1,704",8.33,146,39.05,153,-13.07,132,0.76,45,40.63,111,5.71,35,40.00,65,14.04,130,2.36,"6,324",9.07,541,40.00,568,-12.73,490,1.58,168,42.46,410,6.07,131,39.48,240,14.96,482,3.00
