期間,合計_原始值,合計_年增率(%),隔夜_原始值,隔夜_年增率(%),1週_原始值,1週_年增率(%),2週_原始值,2週_年增率(%),3週_原始值,3週_年增率(%),1個月_原始值,1個月_年增率(%),2-6個月_原始值,2-6個月_年增率(%),7個月-1年_原始值,7個月-1年_年增率(%)
2003,"183,064",31.81,"34,342",156.11,"53,232",-0.98,"56,470",56.99,"25,320",122.69,"12,150",113.16,"1,550",-91.70,-,-
2004,"162,041",-11.48,"72,306",110.55,"32,345",-39.24,"27,510",-51.28,"9,260",-63.43,"16,170",33.09,"4,450",187.10,-,-
2005,"308,784",90.56,"50,702",-29.88,"139,205",330.38,"66,390",141.33,"21,173",128.65,"13,871",-14.22,"17,443",291.98,-,-
