期間,放款_原始值,放款_年增率(%),投資--對非金融機構證券投資--政府機關_原始值,投資--對非金融機構證券投資--政府機關_年增率(%),投資--對非金融機構證券投資--公營事業_原始值,投資--對非金融機構證券投資--公營事業_年增率(%),投資--對非金融機構證券投資--民營事業_原始值,投資--對非金融機構證券投資--民營事業_年增率(%),對金融機構證券投資_原始值,對金融機構證券投資_年增率(%),對金融機構債權_原始值,對金融機構債權_年增率(%),庫存現金_原始值,庫存現金_年增率(%),資產合計(淨額)=負債合計(淨額)_原始值,資產合計(淨額)=負債合計(淨額)_年增率(%),借入款_原始值,借入款_年增率(%),應付融券價款_原始值,應付融券價款_年增率(%),存入保證金_原始值,存入保證金_年增率(%),應付票據_原始值,應付票據_年增率(%),其他項目(淨額)_原始值,其他項目(淨額)_年增率(%)
2005,"46,357",-18.74,"2,670",-26.37,-,-,"9,992",-18.15,"5,334",33.05,"1,512",-74.39,3,0.00,"65,868",-20.49,"22,078",9.50,"5,451",-11.52,"4,702",-9.75,"12,060",-51.13,"21,577",-18.98
2006,"53,533",15.48,"2,645",-0.94,-,-,"8,611",-13.82,"4,816",-9.71,"1,607",6.28,1,-66.67,"71,213",8.11,"18,608",-15.72,"5,124",-6.00,"4,415",-6.10,"19,400",60.86,"23,666",9.68
2007,"100,916",88.51,"1,456",-44.95,-,-,"5,601",-34.96,"3,755",-22.03,"2,524",57.06,1,0.00,"114,253",60.44,"21,131",13.56,"5,644",10.15,"4,662",5.59,"42,000",116.49,"40,816",72.47
2008,"34,905",-65.41,"1,438",-1.24,-,-,"12,533",123.76,"2,088",-44.39,"3,945",56.30,1,0.00,"54,910",-51.94,310,-98.53,"4,527",-19.79,"4,708",0.99,"7,530",-82.07,"37,835",-7.30
