期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府債券_原始值,資產--對非金融機構證券投資-政府債券_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-計_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-計_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--信託資金_原始值,負債與淨值--信託資金_年增率(%),負債與淨值--人壽保險準備_原始值,負債與淨值--人壽保險準備_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
2006M07,"37,250,828",8.84,"12,812,580",10.53,"18,283,573",4.81,"1,647,053",-11.26,"602,783",25.50,"16,033,737",6.12,"2,987,311",15.92,"144,043",22.22,"1,951,698",21.02,"620,785",43.71,"253,136",-1.46,"197,702",2.16,"1,950,325",6.35,"939,867",3.92,"23,354,993",4.83,"308,561",-11.06,"1,797,684",2.55,"4,782,924",1.72,"3,138,389",4.05,"7,810,968",2.59,"1,586,752",25.38,"3,926,343",9.65,"3,372",301.43,"1,001,193",6.12,"2,207,428",29.10,"6,131,993",14.12,"876,019",11.96,"3,427,900",18.49,"-2,638,890",--
2006M08,"37,462,143",7.80,"12,961,082",7.89,"18,320,814",4.49,"1,575,544",-13.76,"603,704",26.66,"16,141,566",5.99,"3,002,625",15.92,"148,322",24.53,"1,963,902",22.12,"617,573",35.70,"255,109",7.10,"192,716",-1.20,"1,973,239",2.43,"928,232",3.29,"23,483,440",5.59,"322,876",1.44,"1,872,413",6.30,"4,847,825",3.22,"3,095,044",4.98,"7,826,065",2.19,"1,567,494",24.62,"3,948,315",9.69,"3,408",274.09,"928,929",-9.33,"2,253,772",28.46,"6,197,590",13.95,"871,367",11.11,"3,546,608",11.86,"-2,721,034",--
2006M09,"37,910,110",7.72,"13,266,715",8.98,"18,408,922",3.77,"1,525,518",-15.61,"592,201",9.89,"16,291,203",5.83,"3,028,656",16.47,"138,245",11.92,"2,002,045",21.94,"617,336",28.06,"257,133",9.22,"191,058",-2.64,"2,264,468",14.21,"932,847",3.36,"23,651,104",5.80,"360,380",18.22,"1,856,041",4.39,"4,968,776",5.91,"3,107,261",4.92,"7,838,523",1.94,"1,536,983",17.60,"3,980,015",9.91,"3,125",322.87,"906,461",-9.75,"2,325,709",30.49,"6,248,840",13.63,"862,363",9.97,"3,604,721",9.79,"-2,886,403",--
2006M10,"37,776,571",6.94,"13,140,529",7.08,"18,401,390",3.99,"1,494,238",-13.14,"604,274",11.76,"16,302,878",5.63,"3,013,644",14.97,"150,865",22.40,"2,001,169",19.73,"614,714",20.02,"257,750",9.57,"196,510",1.66,"1,961,119",1.74,"937,726",3.63,"23,652,298",5.97,"305,351",0.80,"1,880,173",9.92,"4,947,989",6.17,"3,147,566",6.55,"7,827,164",1.39,"1,552,102",16.00,"3,988,698",9.77,"3,255",345.28,"928,381",-4.56,"2,381,403",31.96,"6,294,036",13.26,"874,828",11.43,"3,713,144",6.43,"-2,966,364",--
2006M11,"37,883,016",6.67,"13,072,732",6.43,"18,471,023",3.60,"1,520,689",-12.75,"577,455",6.06,"16,372,879",5.35,"3,036,506",15.01,"152,572",20.71,"2,069,528",24.32,"625,403",16.58,"259,019",8.27,"196,233",0.36,"1,844,574",-1.39,"937,636",2.97,"23,788,817",5.51,"300,270",-1.54,"1,857,544",6.91,"4,996,726",5.36,"3,163,869",6.51,"7,811,668",0.98,"1,664,339",18.43,"3,990,599",9.36,"3,802",206.37,"924,098",-3.17,"2,438,464",33.16,"6,349,790",12.96,"892,527",11.86,"3,630,581",6.32,"-2,923,471",--
2006M12,"38,408,672",6.62,"13,278,845",7.24,"18,692,761",2.90,"1,611,281",-9.59,"525,391",-5.82,"16,556,089",4.61,"3,048,905",14.93,"173,679",34.24,"2,114,438",26.02,"635,693",9.03,"262,635",9.56,"201,716",4.47,"1,913,993",-3.76,"959,792",4.00,"24,171,821",5.14,"368,535",-3.80,"1,942,742",3.91,"5,152,628",5.41,"3,207,793",7.21,"7,799,752",0.53,"1,693,697",17.86,"4,002,250",9.34,"4,424",175.98,"901,968",-3.21,"2,496,023",34.45,"6,434,160",12.79,"925,915",14.14,"3,515,992",14.96,"-2,910,992",--
2007M01,"38,623,134",6.30,"13,397,142",10.43,"18,752,858",2.64,"1,727,345",-8.82,"547,335",-3.26,"16,478,178",4.22,"3,047,086",10.75,"173,415",35.52,"2,138,363",11.77,"628,617",4.32,"263,388",9.38,"222,265",-24.34,"1,868,571",2.26,"995,362",-24.54,"24,224,704",5.25,"313,889",-18.29,"1,977,468",24.16,"5,151,730",3.80,"3,225,257",5.64,"7,768,293",-0.30,"1,702,281",18.08,"4,081,524",7.72,"4,262",99.91,"910,710",11.08,"2,548,316",35.40,"6,513,435",12.52,"923,815",13.46,"3,602,377",13.01,"-2,964,156",--
2007M02,"38,929,388",6.76,"13,480,406",9.61,"18,831,947",3.14,"1,776,337",-7.96,"556,399",-2.49,"16,499,211",4.70,"3,066,879",9.26,"174,940",20.95,"2,159,217",15.00,"639,595",3.14,"264,587",9.41,"311,817",45.63,"1,769,928",-5.98,"1,267,342",25.80,"24,367,725",5.16,"348,036",-0.32,"1,877,597",2.92,"5,268,723",9.00,"3,249,036",6.25,"7,764,815",-0.91,"1,714,342",16.56,"4,139,476",9.03,"5,700",137.70,"822,915",-3.12,"2,601,780",33.97,"6,562,708",12.25,"930,130",13.63,"3,679,327",13.53,"-3,072,467",--
2007M03,"38,971,944",7.03,"13,539,136",10.52,"18,862,836",3.53,"1,746,169",-9.23,"542,534",-4.09,"16,574,133",5.36,"3,084,808",8.30,"176,655",21.93,"2,185,063",13.51,"647,348",12.59,"271,730",8.82,"204,368",3.48,"1,833,010",3.43,"1,025,931",6.86,"24,454,636",5.63,"337,209",14.82,"1,918,983",7.95,"5,240,953",8.33,"3,299,887",8.41,"7,762,812",-1.17,"1,750,631",15.16,"4,138,872",8.31,"5,289",85.45,"833,415",-2.97,"2,693,458",34.37,"6,627,926",12.24,"942,014",14.54,"3,749,799",13.53,"-3,188,245",--
2007M04,"39,413,792",7.69,"13,931,124",13.32,"18,882,492",3.43,"1,707,165",-11.15,"555,557",-3.07,"16,619,770",5.44,"3,106,851",8.68,"174,132",23.12,"2,184,071",8.70,"650,502",10.71,"273,477",9.58,"211,143",4.97,"1,984,871",14.10,"1,010,163",5.25,"24,537,602",5.12,"313,546",-8.20,"1,968,498",14.57,"5,259,865",6.32,"3,307,604",8.59,"7,741,976",-1.50,"1,800,191",13.73,"4,140,341",7.69,"5,581",97.21,"830,741",-4.59,"2,740,647",32.12,"6,680,165",12.07,"934,769",10.63,"3,854,671",19.93,"-3,159,837",--
2007M05,"39,322,277",6.71,"13,790,938",11.46,"18,902,542",2.98,"1,599,570",-13.95,"564,683",-3.36,"16,738,289",5.19,"3,119,657",6.98,"175,619",15.78,"2,206,919",11.01,"645,662",4.44,"277,454",10.97,"203,486",3.13,"1,945,125",11.16,"979,738",2.92,"24,451,229",4.95,"300,183",-13.73,"1,892,896",8.76,"5,218,690",6.90,"3,312,342",7.96,"7,696,295",-1.73,"1,914,143",22.20,"4,112,790",6.57,"3,890",40.74,"874,545",-5.23,"2,862,464",35.21,"6,745,538",12.24,"928,715",8.28,"3,712,262",14.65,"-3,177,339",--
2007M06,"39,259,386",5.76,"13,698,527",8.70,"18,894,415",2.77,"1,524,424",-11.55,"563,742",-5.99,"16,806,249",4.64,"3,126,309",5.50,"178,748",19.14,"2,239,345",14.66,"641,912",3.57,"278,302",10.14,"201,828",3.20,"1,884,380",2.77,"975,515",3.50,"24,523,315",4.89,"347,814",12.49,"1,946,240",5.26,"5,271,883",9.69,"3,277,060",4.73,"7,652,208",-1.97,"1,924,024",19.91,"4,100,597",5.87,"3,489",21.95,"997,744",1.72,"2,977,048",38.60,"6,794,079",11.92,"927,513",6.24,"3,733,680",12.36,"-3,553,888",--
2007M07,"39,299,424",5.50,"13,658,064",6.60,"18,955,684",3.68,"1,474,731",-10.46,"564,389",-6.37,"16,916,564",5.51,"3,102,809",3.87,"187,576",30.22,"2,280,536",16.85,"620,630",-0.02,"285,918",12.95,"208,207",5.31,"1,903,940",-2.38,"952,476",1.34,"24,412,200",4.53,"321,219",4.10,"2,026,119",12.71,"5,317,674",11.18,"3,152,961",0.46,"7,620,308",-2.44,"1,848,785",16.51,"4,121,558",4.97,"3,576",6.05,"993,147",-0.80,"3,113,808",41.06,"6,846,027",11.64,"901,495",2.91,"3,827,664",11.66,"-3,651,333",--
2007M08,"39,168,000",4.55,"13,528,984",4.38,"18,958,605",3.48,"1,395,059",-11.46,"564,313",-6.52,"16,999,233",5.31,"3,112,326",3.65,"191,388",29.04,"2,269,592",15.57,"616,646",-0.15,"289,128",13.34,"201,331",4.47,"1,833,982",-7.06,"941,179",1.39,"24,296,314",3.46,"298,758",-7.47,"2,045,456",9.24,"5,241,716",8.13,"3,116,077",0.68,"7,605,196",-2.82,"1,893,025",20.77,"4,092,416",3.65,"3,670",7.69,"934,774",0.63,"3,136,602",39.17,"6,899,407",11.32,"897,091",2.95,"3,865,052",8.98,"-3,636,401",--
2007M09,"39,253,092",3.54,"13,527,371",1.96,"19,046,243",3.46,"1,399,100",-8.29,"556,405",-6.04,"17,090,738",4.91,"3,074,412",1.51,"188,627",36.44,"2,297,263",14.75,"627,390",1.63,"292,345",13.69,"199,441",4.39,"1,756,200",-22.45,"947,583",1.58,"24,289,379",2.70,"348,169",-3.39,"2,028,034",9.27,"5,252,077",5.70,"3,078,134",-0.94,"7,593,114",-3.13,"1,916,411",24.69,"4,069,197",2.24,"4,243",35.78,"948,390",4.63,"3,215,310",38.25,"6,956,503",11.32,"919,672",6.65,"3,921,836",8.80,"-3,701,781",--
2007M10,"39,254,850",3.91,"13,547,022",3.09,"19,012,605",3.32,"1,352,521",-9.48,"553,039",-8.48,"17,107,045",4.93,"3,112,955",3.30,"185,310",22.83,"2,301,650",15.02,"601,299",-2.18,"297,105",15.27,"196,904",0.20,"1,766,598",-9.92,"938,726",0.11,"24,393,434",3.13,"303,305",-0.67,"2,021,569",7.52,"5,272,906",6.57,"3,208,236",1.93,"7,584,046",-3.11,"1,934,300",24.62,"4,065,231",1.92,"3,841",18.00,"959,736",3.38,"3,260,420",36.91,"7,007,303",11.33,"884,555",1.11,"3,943,910",6.21,"-3,899,832",--
2007M11,"39,320,806",3.80,"13,718,008",4.94,"19,016,007",2.95,"1,359,125",-10.62,"568,448",-1.56,"17,088,434",4.37,"3,111,151",2.46,"192,562",26.21,"2,200,619",6.33,"585,539",-6.37,"299,839",15.76,"197,081",0.43,"1,895,129",2.74,"945,904",0.88,"24,243,765",1.91,"299,322",-0.32,"2,002,479",7.80,"5,034,815",0.76,"3,339,093",5.54,"7,561,857",-3.20,"1,946,350",16.94,"4,055,922",1.64,"3,927",3.29,"960,707",3.96,"3,347,089",37.26,"7,058,663",11.16,"888,829",-0.41,"3,903,593",7.52,"-3,922,873",--
2007M12,"39,616,314",3.14,"13,927,717",4.89,"19,187,183",2.64,"1,385,356",-14.02,"591,936",12.67,"17,209,891",3.95,"3,164,180",3.78,"193,497",11.41,"2,062,591",-2.45,"586,050",-7.81,"295,320",12.45,"199,776",-0.96,"1,996,647",4.32,"961,715",0.20,"24,389,919",0.90,"321,284",-12.82,"2,072,730",6.69,"5,063,336",-1.73,"3,418,622",6.57,"7,531,709",-3.44,"1,939,493",14.51,"4,039,656",0.93,"3,089",-30.18,"932,044",3.33,"3,420,323",37.03,"7,140,109",10.97,"900,327",-2.76,"3,818,543",8.60,"-3,943,313",--
2008M01,"40,128,048",3.90,"14,096,353",5.22,"19,307,703",2.96,"1,488,718",-13.81,"587,145",7.27,"17,231,840",4.57,"3,203,083",5.12,"197,596",13.94,"2,050,557",-4.11,"613,106",-2.47,"296,157",12.44,"363,493",63.54,"1,991,484",6.58,"1,232,499",23.82,"24,629,100",1.67,"331,481",5.60,"2,035,557",2.94,"5,070,977",-1.57,"3,479,552",7.88,"7,502,208",-3.43,"2,057,782",20.88,"4,147,722",1.62,"3,821",-10.35,"872,733",-4.17,"3,506,591",37.60,"7,214,963",10.77,"912,562",-1.22,"3,741,226",3.85,"-3,973,110",--
2008M02,"39,829,546",2.31,"13,941,975",3.42,"19,254,291",2.24,"1,501,284",-15.48,"597,214",7.34,"17,155,793",3.98,"3,206,309",4.55,"202,224",15.60,"2,092,370",-3.10,"614,024",-4.00,"296,574",12.09,"221,779",-28.88,"1,971,492",11.39,"1,078,992",-14.86,"24,758,446",1.60,"324,846",-6.66,"1,950,161",3.86,"5,113,395",-2.95,"3,607,650",11.04,"7,519,534",-3.16,"2,060,350",20.18,"4,178,493",0.94,"4,017",-29.53,"878,270",6.73,"3,469,623",33.36,"7,266,776",10.73,"904,102",-2.80,"3,403,032",-7.51,"-3,901,187",--
2008M03,"40,061,170",2.79,"14,128,889",4.36,"19,308,403",2.36,"1,471,396",-15.74,"638,705",17.73,"17,198,302",3.77,"3,215,031",4.22,"202,963",14.89,"2,109,376",-3.46,"594,899",-8.10,"297,532",9.50,"204,077",-0.14,"2,044,977",11.56,"1,020,364",-0.54,"24,889,694",1.78,"294,192",-12.76,"2,045,846",6.61,"5,087,113",-2.94,"3,814,186",15.59,"7,511,670",-3.24,"1,950,376",11.41,"4,182,420",1.05,"3,891",-26.43,"892,297",7.07,"3,500,343",29.96,"7,321,495",10.46,"916,264",-2.73,"3,430,136",-8.52,"-3,954,400",--
2008M04,"40,226,310",2.06,"14,125,127",1.39,"19,303,450",2.23,"1,425,256",-16.51,"631,995",13.76,"17,246,199",3.77,"3,268,900",5.22,"220,502",26.63,"2,210,539",1.21,"596,723",-8.27,"296,268",8.33,"204,801",-3.00,"2,049,425",3.25,"1,008,177",-0.20,"25,054,916",2.11,"303,228",-3.29,"2,011,730",2.20,"5,114,156",-2.77,"3,930,410",18.83,"7,524,845",-2.80,"1,974,360",9.68,"4,192,233",1.25,"3,954",-29.15,"883,353",6.33,"3,522,180",28.52,"7,366,081",10.27,"928,934",-0.62,"3,395,387",-11.91,"-3,982,143",--
2008M05,"40,350,253",2.61,"14,132,072",2.47,"19,417,229",2.72,"1,408,900",-11.92,"670,620",18.76,"17,337,709",3.58,"3,286,140",5.34,"226,972",29.24,"2,175,400",-1.43,"613,744",-4.94,"298,784",7.69,"199,912",-1.76,"2,047,104",5.24,"995,661",1.63,"25,025,155",2.35,"336,319",12.04,"1,955,472",3.31,"5,056,284",-3.11,"3,976,209",20.04,"7,544,684",-1.97,"1,974,979",3.18,"4,177,676",1.58,"3,532",-9.20,"940,966",7.59,"3,530,372",23.33,"7,429,851",10.14,"952,549",2.57,"3,378,930",-8.98,"-3,950,335",--
2008M06,"40,363,990",2.81,"14,087,760",2.84,"19,529,849",3.36,"1,304,564",-14.42,"693,385",23.00,"17,531,900",4.32,"3,327,177",6.43,"218,644",22.32,"2,079,869",-7.12,"622,019",-3.10,"300,725",8.06,"197,947",-1.92,"2,134,471",13.27,"992,779",1.77,"24,806,419",1.15,"308,343",-11.35,"2,030,501",4.33,"4,863,628",-7.74,"3,956,279",20.73,"7,551,848",-1.31,"1,941,882",0.93,"4,150,641",1.22,"3,297",-5.50,"1,121,181",12.37,"3,538,680",18.87,"7,493,771",10.30,"974,014",5.01,"3,303,295",-11.53,"-4,000,620",--
2008M07,"40,538,592",3.15,"14,202,396",3.99,"19,605,679",3.43,"1,293,299",-12.30,"708,641",25.56,"17,603,739",4.06,"3,328,508",7.27,"227,620",21.35,"2,051,479",-10.04,"619,111",-0.24,"305,450",6.83,"198,349",-4.73,"2,218,025",16.50,"987,433",3.67,"24,912,134",2.05,"300,622",-6.41,"1,966,520",-2.94,"4,855,568",-8.69,"4,078,848",29.37,"7,575,385",-0.59,"1,985,286",7.38,"4,146,752",0.61,"3,153",-11.83,"1,121,059",12.88,"3,524,915",13.20,"7,558,814",10.41,"969,393",7.53,"3,350,212",-12.47,"-4,103,393",--
2008M08,"40,710,190",3.94,"14,281,074",5.56,"19,610,584",3.44,"1,255,657",-9.99,"751,258",33.13,"17,603,669",3.56,"3,417,632",9.81,"232,459",21.46,"2,049,767",-9.69,"615,306",-0.22,"308,646",6.75,"194,722",-3.28,"2,253,967",22.90,"985,675",4.73,"24,974,809",2.79,"352,198",17.89,"1,949,291",-4.70,"4,864,312",-7.20,"4,000,886",28.39,"7,619,152",0.18,"2,030,828",7.28,"4,154,918",1.53,"3,224",-12.15,"1,041,784",11.45,"3,551,141",13.22,"7,627,376",10.55,"965,954",7.68,"3,525,462",-8.79,"-4,215,978",--
