期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--放款_原始值,資產--放款_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2005M09,"1,519,038",4.24,"503,457",8.47,"3,958",22.84,-,-,"7,354",-44.59,"22,612",11.63,"22,107",8.77,"779,330",3.35,-,-,"14,161",-1.14,"166,059",-0.92,"1,297,441",3.56,"6,416",-2.28,"150,270",7.93,"342,280",8.98,"151,702",-2.77,"646,773",1.53,"60,798",1.97,622,90.80,-,-,"75,845",16.58,"84,332",6.35
2005M10,"1,521,556",3.74,"507,729",9.44,"3,714",16.28,-,-,"6,292",-54.83,"22,238",5.61,"22,028",8.13,"772,776",1.88,-,-,"14,154",7.67,"172,625",-0.01,"1,297,135",3.12,"6,727",-5.60,"151,117",7.84,"341,925",7.28,"149,569",-4.16,"647,797",1.89,"57,192",-1.11,748,337.43,-,-,"81,623",14.65,"84,858",6.46
2005M11,"1,533,108",4.49,"520,379",11.44,"3,813",-6.73,-,-,"5,567",-58.41,"22,774",5.21,"21,984",5.01,"766,598",1.87,-,-,"15,003",2.08,"176,990",2.33,"1,301,295",3.28,"6,896",4.03,"152,828",7.57,"346,118",7.93,"146,498",-5.62,"648,955",2.15,"57,279",-0.66,794,-3.76,-,-,"88,647",28.88,"85,093",6.37
2005M12,"1,529,456",3.18,"528,161",11.15,"4,391",-5.65,-,-,"5,827",-52.25,"22,764",4.60,"22,144",4.78,"768,727",0.45,-,-,"13,410",0.02,"164,032",-2.74,"1,311,300",2.99,"8,016",27.34,"155,279",6.58,"352,743",7.10,"144,451",-7.43,"650,811",2.35,"58,024",-1.80,559,-84.30,-,-,"77,239",11.30,"82,334",6.96
2006M01,"1,536,893",3.77,"537,391",12.91,"5,262",-4.60,-,-,"4,665",-60.32,"22,677",1.02,"22,417",4.63,"751,582",-0.31,-,-,"17,755",-22.87,"175,144",4.85,"1,307,802",2.54,"8,095",11.06,"151,384",4.02,"353,149",6.73,"143,566",-7.96,"651,608",2.50,"51,930",-10.78,"4,058",215.80,-,-,"90,407",31.53,"82,696",6.74
2006M02,"1,541,591",3.28,"540,193",13.63,"4,223",-28.09,-,-,"3,992",-65.62,"22,826",0.65,"22,781",5.14,"756,725",-1.40,-,-,"14,709",-5.99,"176,142",2.22,"1,315,968",2.41,"7,847",14.89,"156,878",7.07,"353,010",4.91,"143,272",-8.57,"654,961",2.59,"52,739",-8.71,422,20.23,-,-,"89,193",24.06,"83,269",7.17
2006M03,"1,529,528",2.71,"547,532",14.49,"4,759",-23.19,-,-,"4,074",-69.35,"23,085",0.67,"22,936",5.72,"746,021",-2.53,-,-,"14,353",-2.57,"166,768",0.03,"1,310,768",2.15,"6,012",-3.34,"154,573",5.34,"353,075",5.48,"141,133",-9.43,"655,975",2.55,"52,119",-8.69,669,-62.85,-,-,"81,930",19.61,"84,042",6.88
2006M04,"1,539,499",2.63,"554,162",15.08,"4,848",-21.09,-,-,"3,711",-70.47,"23,802",4.97,"22,839",4.65,"743,081",-3.25,-,-,"15,012",2.59,"172,044",-0.32,"1,313,098",2.20,"7,352",-4.57,"154,270",5.75,"355,274",5.95,"139,647",-10.48,"656,555",2.60,"53,984",-9.30,391,22.19,-,-,"87,305",14.72,"84,721",7.00
2006M05,"1,541,860",2.64,"561,792",15.65,"4,720",-24.73,-,-,"4,310",-62.70,"25,224",10.50,"22,926",5.26,"733,005",-4.57,-,-,"15,198",-1.41,"174,685",2.43,"1,306,182",1.77,"7,673",17.59,"153,258",4.26,"351,170",5.15,"137,948",-11.40,"656,133",2.47,"54,480",-9.99,"1,213",180.79,-,-,"95,723",22.72,"84,262",5.65
2006M06,"1,530,183",1.68,"571,444",16.74,"5,352",-23.97,-,-,"3,688",-64.98,"25,241",9.36,"22,981",4.63,"723,690",-6.67,-,-,"14,033",0.82,"163,754",0.17,"1,305,147",1.20,"6,236",-4.27,"154,677",4.14,"351,156",3.80,"137,526",-10.93,"655,552",2.12,"57,010",-8.77,623,16.01,-,-,"82,596",15.33,"84,807",5.29
