期間,總指數(含食物)_原始值,總指數(含食物)_年增率(%),商品類(含食物)_原始值,商品類(含食物)_年增率(%),商品類(不含食物)_原始值,商品類(不含食物)_年增率(%),非耐久性消費品(含食物)_原始值,非耐久性消費品(含食物)_年增率(%),非耐久性消費品(不含食物)_原始值,非耐久性消費品(不含食物)_年增率(%),半耐久性消費品_原始值,半耐久性消費品_年增率(%),耐久性消費品_原始值,耐久性消費品_年增率(%),服務類_原始值,服務類_年增率(%),外食費_原始值,外食費_年增率(%),衣著服務_原始值,衣著服務_年增率(%),居住服務_原始值,居住服務_年增率(%),交通及通訊服務_原始值,交通及通訊服務_年增率(%),醫藥保健服務_原始值,醫藥保健服務_年增率(%),教養娛樂服務_原始值,教養娛樂服務_年增率(%),教養服務_原始值,教養服務_年增率(%),娛樂服務_原始值,娛樂服務_年增率(%),雜項服務_原始值,雜項服務_年增率(%)
1997M01,86.19,1.98,83.64,1.57,91.82,0.80,73.03,2.14,72.97,1.62,98.05,1.36,132.32,-1.04,88.11,2.41,81.69,3.10,86.17,3.40,98.90,1.18,99.68,0.63,66.25,2.03,73.54,6.06,73.86,6.81,75.93,2.73,86.35,3.20
1997M02,87.11,2.05,83.83,1.65,90.85,0.63,73.86,2.29,73.11,1.34,94.20,1.25,132.13,-1.11,89.87,2.47,81.79,3.01,86.37,3.02,99.66,1.19,100.24,0.76,66.28,0.74,73.70,6.10,73.91,6.73,76.61,3.39,109.18,5.24
1997M03,85.79,1.10,82.64,0.01,90.69,0.38,72.47,0.06,73.02,0.94,93.79,1.10,132.13,-1.19,88.41,2.28,82.09,2.37,86.37,2.58,99.18,1.16,99.83,0.48,66.31,0.79,73.73,6.06,73.91,6.71,76.77,3.20,87.45,4.53
1997M04,86.38,0.50,83.71,-1.06,93.52,1.02,72.33,-1.79,73.58,1.36,103.52,2.63,131.85,-1.27,88.46,2.25,82.36,2.35,86.37,2.69,99.21,1.15,99.66,0.18,66.31,0.79,73.73,6.04,73.92,6.71,76.72,3.05,87.84,4.85
1997M05,86.49,0.76,83.57,-0.90,93.94,0.51,72.29,-0.96,74.70,2.12,103.00,-0.03,131.45,-1.54,88.82,2.62,82.59,2.66,86.49,0.23,99.46,1.37,99.70,0.08,68.49,4.10,73.81,6.14,73.92,6.71,77.23,3.69,87.89,4.86
1997M06,87.93,1.83,86.17,1.26,94.71,0.58,75.46,2.14,76.09,2.48,103.26,0.02,131.07,-1.94,88.97,2.49,82.60,2.55,87.08,1.06,99.55,1.27,99.75,0.11,68.49,4.10,73.87,5.88,73.96,6.46,77.37,3.34,89.39,4.14
1997M07,87.88,3.32,86.03,4.11,92.61,0.11,76.22,6.63,75.20,2.66,97.51,-1.74,130.60,-2.15,88.98,2.43,82.61,2.16,87.31,1.58,99.54,0.96,100.77,0.84,68.49,3.76,73.87,5.86,73.98,6.49,77.25,3.11,88.10,5.64
1997M08,87.79,-0.58,85.86,-3.09,91.44,0.09,76.49,-3.63,74.61,2.18,94.46,-1.06,130.40,-2.18,89.02,2.36,82.68,1.92,87.31,1.41,99.61,0.92,100.74,0.97,68.49,3.76,73.87,5.35,73.95,5.85,77.41,3.19,88.16,6.62
1997M09,88.36,0.63,86.05,-0.75,91.62,0.77,76.53,-0.94,74.31,1.96,95.81,1.71,130.39,-2.10,90.00,2.16,82.76,1.63,87.33,1.41,99.88,0.99,101.06,1.43,68.49,3.76,76.79,4.66,77.50,5.00,77.52,3.10,91.22,3.87
1997M10,87.18,-0.32,83.88,-2.63,91.84,0.28,73.33,-3.21,73.00,2.11,99.71,-0.14,130.01,-2.18,89.95,2.29,82.85,1.79,86.92,0.65,99.97,1.14,100.98,1.60,68.78,3.88,76.99,4.76,77.65,5.13,77.99,3.12,88.56,3.92
