期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),鋼骨鋼筋混凝土構造_原始值,鋼骨鋼筋混凝土構造_年增率(%),鋼骨鋼筋混凝土構造_原始值,鋼骨鋼筋混凝土構造_年增率(%),混凝土構造_原始值,混凝土構造_年增率(%),混凝土構造_原始值,混凝土構造_年增率(%),鋼構造_原始值,鋼構造_年增率(%),鋼構造_原始值,鋼構造_年增率(%),磚構造_原始值,磚構造_年增率(%),磚構造_原始值,磚構造_年增率(%),木構造_原始值,木構造_年增率(%),木構造_原始值,木構造_年增率(%),其他_原始值,其他_年增率(%),其他_原始值,其他_年增率(%)
2002,"23,078,809",6.70,"141,915,148",5.81,"6,100,510",40.43,"44,950,773",22.57,"15,346,034",10.93,"90,903,865",7.56,"522,998",-57.60,"2,296,914",-54.90,"460,904",-41.01,"1,561,232",-37.34,"172,723",23.59,"281,717",-28.17,"475,640",-63.31,"1,920,647",-61.29
2003,"28,356,495",22.87,"175,334,284",23.55,"3,866,111",-36.63,"28,524,166",-36.54,"22,705,124",47.95,"139,843,209",53.84,"1,151,657",120.20,"4,383,395",90.84,"297,622",-35.43,"1,014,636",-35.01,"81,508",-52.81,"220,059",-21.89,"254,473",-46.50,"1,348,819",-29.77
2004,"42,497,328",49.87,"277,717,192",58.39,"4,933,554",27.61,"33,329,726",16.85,"36,056,208",58.80,"237,962,210",70.16,"897,496",-22.07,"3,832,154",-12.58,"275,109",-7.56,"1,000,509",-1.39,"70,743",-13.21,"243,401",10.61,"264,218",3.83,"1,349,192",0.03
