期間,總指數(含食物)_原始值,總指數(含食物)_年增率(%),商品類(含食物)_原始值,商品類(含食物)_年增率(%),商品類(不含食物)_原始值,商品類(不含食物)_年增率(%),非耐久性消費品(含食物)_原始值,非耐久性消費品(含食物)_年增率(%),非耐久性消費品(不含食物)_原始值,非耐久性消費品(不含食物)_年增率(%),半耐久性消費品_原始值,半耐久性消費品_年增率(%),耐久性消費品_原始值,耐久性消費品_年增率(%),服務類_原始值,服務類_年增率(%),外食費_原始值,外食費_年增率(%),衣著服務_原始值,衣著服務_年增率(%),居住服務_原始值,居住服務_年增率(%),交通及通訊服務_原始值,交通及通訊服務_年增率(%),醫藥保健服務_原始值,醫藥保健服務_年增率(%),教養娛樂服務_原始值,教養娛樂服務_年增率(%),教養服務_原始值,教養服務_年增率(%),娛樂服務_原始值,娛樂服務_年增率(%),雜項服務_原始值,雜項服務_年增率(%)
1982M05,61.47,3.64,70.03,3.75,92.07,0.85,57.38,4.75,74.31,1.38,90.65,1.75,140.32,-1.37,49.71,3.43,52.82,5.35,50.13,6.01,59.03,2.70,71.35,0.21,41.91,1.28,27.14,9.13,25.37,10.16,39.09,3.63,41.93,1.60
1982M06,61.60,2.89,70.23,2.68,92.08,0.90,57.60,3.34,74.33,1.39,90.67,1.73,140.18,-1.27,49.74,3.35,52.94,5.54,50.13,4.16,59.07,2.57,71.44,0.34,41.94,1.35,27.14,9.13,25.37,10.16,39.09,3.63,41.94,1.30
1982M07,61.56,2.43,70.15,2.13,92.08,1.00,57.50,2.53,74.32,1.36,90.59,1.56,140.48,-0.50,49.77,3.13,52.94,5.02,50.06,3.75,59.11,2.46,71.63,0.59,41.94,0.19,27.14,9.13,25.37,10.16,39.09,3.63,41.98,0.99
1982M08,63.42,4.50,73.28,5.41,92.11,0.99,60.76,6.71,74.31,1.31,90.53,1.38,140.84,-0.22,49.86,2.76,52.94,3.64,50.06,3.73,59.27,1.96,71.71,0.70,41.95,0.22,27.17,8.99,25.38,10.01,39.23,3.70,42.13,1.08
1982M09,62.84,2.31,71.86,2.36,92.29,0.97,59.22,2.83,74.29,1.28,90.64,1.08,141.98,0.20,50.39,2.09,52.99,2.00,49.95,2.65,59.56,1.67,71.74,0.74,41.93,0.17,28.60,5.85,26.97,6.22,39.24,3.37,42.48,1.82
1982M10,62.33,2.05,70.94,2.06,92.33,1.00,58.24,2.43,74.29,1.24,90.73,0.98,142.04,0.52,50.49,2.10,53.02,1.65,50.31,1.64,59.74,1.91,71.74,0.63,41.89,0.07,28.68,5.75,27.06,6.08,39.26,3.40,42.48,1.92
1982M11,61.83,1.91,69.96,1.83,92.35,1.03,57.21,2.09,74.29,1.14,90.79,0.95,142.09,0.91,50.65,2.10,53.02,1.51,50.40,1.69,60.11,1.88,71.74,0.63,41.89,0.07,28.68,5.75,27.06,6.08,39.31,3.53,42.48,1.85
1982M12,62.06,2.43,70.30,2.51,92.41,1.05,57.54,2.92,74.31,1.07,90.80,0.78,142.42,1.39,50.74,2.34,53.02,1.47,50.58,1.79,60.32,2.38,71.82,0.74,41.89,0.07,28.67,5.72,27.06,6.08,39.24,3.34,42.49,1.87
1983M01,62.08,1.80,70.14,1.59,92.43,0.52,57.37,1.74,74.30,-0.04,90.77,0.61,142.66,1.75,51.01,2.24,53.02,1.07,50.76,1.74,60.90,3.33,71.98,0.24,41.89,0.07,28.69,6.18,27.06,6.75,39.38,2.90,42.51,-12.91
1983M02,62.70,3.14,71.00,3.09,92.50,0.61,58.24,3.59,74.29,-0.04,90.84,0.60,143.01,2.09,51.27,3.24,53.02,0.55,50.85,1.72,61.22,3.76,72.27,1.33,41.89,0.07,28.73,6.17,27.08,6.74,39.53,2.86,44.98,6.69
1983M03,62.96,3.31,71.49,3.40,92.07,0.13,58.79,4.05,73.75,-0.83,90.87,0.66,142.30,1.68,51.23,3.12,53.02,0.49,50.85,1.72,61.26,3.83,72.25,1.26,41.89,0.07,28.79,6.28,27.13,6.94,39.65,2.56,43.31,2.70
1983M04,63.24,3.50,71.99,3.76,91.55,-0.50,59.30,4.53,72.87,-1.99,90.89,0.61,142.50,1.58,51.22,3.08,53.04,0.53,50.85,1.44,61.26,3.76,72.04,0.97,41.89,0.07,28.79,6.28,27.13,6.94,39.65,2.56,43.31,2.65
1983M05,62.80,2.16,71.18,1.64,91.61,-0.50,58.44,1.85,72.88,-1.92,90.92,0.30,142.76,1.74,51.25,3.10,53.04,0.42,50.85,1.44,61.35,3.93,72.02,0.94,41.89,-0.05,28.79,6.08,27.13,6.94,39.65,1.43,43.30,3.27
1983M06,63.27,2.71,72.01,2.53,91.62,-0.50,59.31,2.97,72.95,-1.86,90.92,0.28,142.56,1.70,51.26,3.06,53.04,0.19,51.56,2.85,61.34,3.84,72.02,0.81,41.89,-0.12,28.79,6.08,27.13,6.94,39.65,1.43,43.30,3.24
1983M07,62.56,1.62,70.74,0.84,91.65,-0.47,57.99,0.85,72.97,-1.82,90.96,0.41,142.57,1.49,51.29,3.05,53.04,0.19,51.65,3.18,61.41,3.89,71.97,0.47,41.89,-0.12,28.79,6.08,27.13,6.94,39.65,1.43,43.32,3.19
1983M08,62.53,-1.40,70.62,-3.63,91.62,-0.53,57.87,-4.76,72.96,-1.82,90.97,0.49,142.38,1.09,51.41,3.11,53.04,0.19,51.65,3.18,61.54,3.83,72.11,0.56,41.89,-0.14,28.94,6.51,27.25,7.37,40.02,2.01,43.57,3.42
1983M09,62.72,-0.19,70.81,-1.46,91.61,-0.74,58.06,-1.96,72.92,-1.84,91.03,0.43,142.40,0.30,51.61,2.42,53.34,0.66,51.65,3.40,61.62,3.46,72.17,0.60,41.89,-0.10,29.45,2.97,27.77,2.97,40.31,2.73,43.58,2.59
1983M10,62.70,0.59,70.68,-0.37,91.77,-0.61,57.88,-0.62,73.00,-1.74,91.49,0.84,142.31,0.19,51.71,2.42,53.44,0.79,51.72,2.80,61.81,3.47,72.22,0.67,41.89,0.00,29.48,2.79,27.80,2.73,40.31,2.67,43.58,2.59
1983M11,62.17,0.55,69.75,-0.30,91.80,-0.60,56.90,-0.54,73.01,-1.72,91.67,0.97,142.07,-0.01,51.72,2.11,53.44,0.79,51.73,2.64,61.83,2.86,72.22,0.67,41.89,0.00,29.48,2.79,27.80,2.73,40.31,2.54,43.58,2.59
1983M12,61.32,-1.19,68.29,-2.86,91.83,-0.63,55.37,-3.77,73.07,-1.67,91.67,0.96,142.07,-0.25,51.73,1.95,53.44,0.79,51.73,2.27,61.85,2.54,72.22,0.56,41.89,0.00,29.48,2.83,27.80,2.73,40.31,2.73,43.58,2.57
1984M01,61.37,-1.14,68.32,-2.59,91.82,-0.66,55.42,-3.40,73.10,-1.62,91.68,1.00,141.82,-0.59,51.82,1.59,53.58,1.06,51.73,1.91,61.92,1.67,72.24,0.36,41.89,0.00,29.48,2.75,27.80,2.73,40.34,2.44,45.03,5.93
1984M02,61.98,-1.15,69.13,-2.63,91.81,-0.75,56.27,-3.38,73.11,-1.59,91.62,0.86,141.83,-0.83,52.12,1.66,53.72,1.32,51.73,1.73,62.01,1.29,72.96,0.95,41.89,0.00,29.52,2.75,27.81,2.70,40.63,2.78,49.56,10.18
1984M03,62.15,-1.29,69.54,-2.73,91.99,-0.09,56.64,-3.66,73.12,-0.85,92.10,1.35,142.06,-0.17,51.98,1.46,54.12,2.07,51.73,1.73,62.06,1.31,72.42,0.24,41.89,0.00,29.52,2.54,27.82,2.54,40.59,2.37,45.60,5.29
1984M04,62.27,-1.53,69.68,-3.21,92.02,0.51,56.78,-4.25,73.12,0.34,92.33,1.58,141.86,-0.45,52.08,1.68,54.12,2.04,51.73,1.73,62.07,1.32,73.50,2.03,41.89,0.00,29.53,2.57,27.82,2.54,40.60,2.40,45.96,6.12
1984M05,63.03,0.37,70.86,-0.45,92.16,0.60,57.97,-0.80,73.18,0.41,92.67,1.92,141.88,-0.62,52.26,1.97,54.12,2.04,52.52,3.28,62.11,1.24,75.41,4.71,41.89,0.00,29.53,2.57,27.82,2.54,40.60,2.40,46.06,6.37
1984M06,62.97,-0.47,70.75,-1.75,92.25,0.69,57.84,-2.48,73.26,0.42,92.78,2.05,141.97,-0.41,52.29,2.01,54.12,2.04,52.92,2.64,62.12,1.27,75.36,4.64,41.99,0.24,29.53,2.57,27.82,2.54,40.60,2.40,46.06,6.37
1984M07,62.81,0.40,70.12,-0.88,92.28,0.69,57.19,-1.38,73.35,0.52,92.86,2.09,141.59,-0.69,52.76,2.87,54.17,2.13,53.05,2.71,62.17,1.24,75.49,4.89,45.46,8.52,29.52,2.54,27.82,2.54,40.57,2.32,46.33,6.95
1984M08,63.04,0.82,70.44,-0.25,92.17,0.60,57.56,-0.54,73.27,0.42,92.90,2.12,141.10,-0.90,52.84,2.78,54.28,2.34,53.05,2.71,62.20,1.07,75.49,4.69,45.62,8.90,29.65,2.45,27.92,2.46,40.84,2.05,46.42,6.54
1984M09,63.25,0.85,70.45,-0.51,92.14,0.58,57.56,-0.86,73.21,0.40,93.00,2.16,141.02,-0.97,53.34,3.35,54.65,2.46,53.05,2.71,62.23,0.99,75.52,4.64,45.67,9.02,31.26,6.15,29.62,6.66,41.52,3.00,46.56,6.84
1984M10,62.99,0.46,69.92,-1.08,92.22,0.49,56.98,-1.55,73.19,0.26,93.20,1.87,141.30,-0.71,53.46,3.38,54.71,2.38,53.02,2.51,62.28,0.76,75.58,4.65,45.67,9.02,31.57,7.09,29.96,7.77,41.64,3.30,46.57,6.86
1984M11,62.64,0.76,69.28,-0.67,92.28,0.52,56.28,-1.09,73.20,0.26,93.38,1.87,141.33,-0.52,53.49,3.42,54.84,2.62,53.04,2.53,62.32,0.79,75.58,4.65,45.68,9.05,31.57,7.09,29.96,7.77,41.64,3.30,46.60,6.93
1984M12,62.33,1.65,68.75,0.67,92.19,0.39,55.76,0.70,73.20,0.18,93.51,2.01,140.42,-1.16,53.51,3.44,54.87,2.68,53.08,2.61,62.36,0.82,75.55,4.61,45.68,9.05,31.58,7.12,29.96,7.77,41.73,3.52,46.60,6.93
1985M01,62.36,1.61,68.73,0.60,92.09,0.29,55.77,0.63,73.18,0.11,93.42,1.90,140.03,-1.26,53.61,3.45,54.87,2.41,53.07,2.59,62.59,1.08,75.48,4.49,45.76,9.24,31.59,7.16,29.96,7.77,41.77,3.54,46.40,3.04
1985M02,62.86,1.42,69.44,0.45,91.95,0.15,56.55,0.50,73.13,0.03,93.32,1.86,139.56,-1.60,53.81,3.24,54.87,2.14,53.07,2.59,62.60,0.95,75.99,4.15,45.86,9.48,31.64,7.18,29.99,7.84,41.97,3.30,49.94,0.77
1985M03,62.89,1.19,69.57,0.04,91.81,-0.20,56.74,0.18,73.13,0.01,92.81,0.77,139.57,-1.75,53.70,3.31,54.87,1.39,53.20,2.84,62.63,0.92,75.54,4.31,45.96,9.72,31.71,7.42,30.05,8.02,42.14,3.82,46.59,2.17
1985M04,62.58,0.50,69.03,-0.93,91.71,-0.34,56.21,-1.00,73.11,-0.01,92.43,0.11,139.68,-1.54,53.71,3.13,54.88,1.40,53.20,2.84,62.63,0.90,75.53,2.76,45.96,9.72,31.71,7.38,30.05,8.02,42.08,3.65,46.92,2.09
1985M05,62.38,-1.03,68.65,-3.12,91.25,-0.99,55.79,-3.76,72.32,-1.18,92.68,0.01,139.49,-1.68,53.75,2.85,55.06,1.74,53.09,1.09,62.68,0.92,75.53,0.16,45.96,9.72,31.75,7.52,30.05,8.02,42.41,4.46,46.91,1.85
1985M06,62.29,-1.08,68.43,-3.28,91.22,-1.12,55.58,-3.91,72.33,-1.27,92.59,-0.20,139.40,-1.81,53.85,2.98,55.10,1.81,53.03,0.21,62.75,1.01,75.53,0.23,46.43,10.57,31.78,7.62,30.05,8.02,42.67,5.10,46.90,1.82
1985M07,62.35,-0.73,68.47,-2.35,91.11,-1.27,55.64,-2.71,72.28,-1.46,92.47,-0.42,139.10,-1.76,53.94,2.24,55.09,1.70,53.03,-0.04,62.81,1.03,75.53,0.05,46.96,3.30,31.78,7.66,30.05,8.02,42.67,5.18,46.90,1.23
1985M08,62.08,-1.52,68.00,-3.46,90.81,-1.48,55.25,-4.01,72.27,-1.36,91.46,-1.55,139.07,-1.44,53.96,2.12,55.09,1.49,53.03,-0.04,62.81,0.98,75.52,0.04,46.96,2.94,31.84,7.39,30.10,7.81,42.80,4.80,46.97,1.18
1985M09,63.11,-0.22,69.38,-1.52,90.77,-1.49,56.70,-1.49,72.19,-1.39,91.72,-1.38,138.69,-1.65,54.47,2.12,55.26,1.12,53.03,-0.04,62.81,0.93,75.51,-0.01,46.96,2.82,33.63,7.58,32.01,8.07,43.32,4.34,46.99,0.92
1985M10,63.05,0.10,69.21,-1.02,91.06,-1.26,56.42,-0.98,72.20,-1.35,92.76,-0.47,138.58,-1.92,54.58,2.10,55.48,1.41,52.93,-0.17,62.88,0.96,75.51,-0.09,46.96,2.82,33.86,7.25,32.28,7.74,43.32,4.03,46.93,0.77
1985M11,62.16,-0.77,67.66,-2.34,91.19,-1.18,54.76,-2.70,72.23,-1.33,93.20,-0.19,138.51,-2.00,54.58,2.04,55.52,1.24,52.75,-0.55,62.89,0.91,75.47,-0.15,46.96,2.80,33.88,7.32,32.28,7.74,43.42,4.27,46.78,0.39
1985M12,61.52,-1.30,66.54,-3.21,91.11,-1.17,53.61,-3.86,72.21,-1.35,92.96,-0.59,138.52,-1.35,54.58,2.00,55.52,1.18,52.75,-0.62,62.89,0.85,75.47,-0.11,46.96,2.80,33.88,7.28,32.28,7.74,43.42,4.05,46.86,0.56
1986M01,62.10,-0.42,67.53,-1.75,91.95,-0.15,54.43,-2.40,72.87,-0.42,94.14,0.77,139.39,-0.46,54.58,1.81,55.53,1.20,52.91,-0.30,62.89,0.48,75.62,0.19,46.93,2.56,33.85,7.15,32.23,7.58,43.60,4.38,46.25,-0.32
1986M02,62.27,-0.94,67.65,-2.58,91.25,-0.76,54.75,-3.18,72.55,-0.79,92.23,-1.17,139.51,-0.04,54.83,1.90,55.54,1.22,52.80,-0.51,63.11,0.81,76.27,0.37,46.93,2.33,33.93,7.24,32.23,7.47,44.16,5.22,47.86,-4.16
1986M03,62.26,-1.00,67.69,-2.70,90.24,-1.71,54.94,-3.17,71.49,-2.24,90.78,-2.19,139.86,0.21,54.74,1.94,55.54,1.22,52.73,-0.88,63.17,0.86,76.12,0.77,46.93,2.11,33.89,6.87,32.23,7.25,43.84,4.03,46.33,-0.56
1986M04,62.42,-0.26,67.98,-1.52,89.84,-2.04,55.24,-1.73,70.80,-3.16,90.14,-2.48,141.18,1.07,54.72,1.88,55.57,1.26,52.73,-0.88,63.17,0.86,76.27,0.98,46.93,2.11,33.92,6.97,32.23,7.25,44.07,4.73,45.45,-3.13
1986M05,62.50,0.19,68.15,-0.73,88.48,-3.04,55.44,-0.63,68.70,-5.01,90.02,-2.87,141.13,1.18,54.70,1.77,55.50,0.80,52.73,-0.68,63.22,0.86,75.84,0.41,46.93,2.11,33.92,6.83,32.23,7.25,44.03,3.82,45.45,-3.11
1986M06,62.66,0.59,68.44,0.01,88.55,-2.93,55.75,0.31,68.77,-4.92,90.23,-2.55,140.92,1.09,54.69,1.56,55.50,0.73,52.73,-0.57,63.22,0.75,75.75,0.29,46.93,1.08,33.92,6.73,32.23,7.25,44.04,3.21,45.49,-3.01
1986M07,62.50,0.24,68.14,-0.48,88.38,-3.00,55.43,-0.38,68.54,-5.17,90.15,-2.51,140.85,1.26,54.71,1.43,55.50,0.74,52.73,-0.57,63.26,0.72,75.68,0.20,46.95,-0.02,33.95,6.83,32.26,7.35,44.11,3.37,45.49,-3.01
1986M08,62.85,1.24,68.77,1.13,88.18,-2.90,56.15,1.63,68.38,-5.38,89.74,-1.88,140.90,1.32,54.71,1.39,55.50,0.74,52.73,-0.57,63.31,0.80,75.46,-0.08,46.95,-0.02,33.96,6.66,32.26,7.18,44.14,3.13,45.49,-3.15
1986M09,64.44,2.11,71.58,3.17,88.18,-2.85,59.16,4.34,68.26,-5.44,89.52,-2.40,141.80,2.24,54.73,0.48,55.55,0.52,52.73,-0.57,63.37,0.89,75.48,-0.04,46.95,-0.02,33.92,0.86,32.29,0.87,43.74,0.97,45.49,-3.19
1986M10,64.31,2.00,71.30,3.02,88.43,-2.89,58.73,4.09,68.16,-5.60,90.66,-2.26,141.88,2.38,54.79,0.38,55.55,0.13,52.73,-0.38,63.42,0.86,75.56,0.07,46.95,-0.02,33.94,0.24,32.29,0.03,43.89,1.32,46.02,-1.94
1986M11,63.41,2.01,69.68,2.99,88.83,-2.59,56.80,3.73,68.11,-5.70,92.51,-0.74,141.43,2.11,54.80,0.40,55.55,0.05,52.81,0.11,63.45,0.89,75.59,0.16,46.95,-0.02,33.95,0.21,32.31,0.09,43.84,0.97,45.88,-1.92
1986M12,63.13,2.62,69.17,3.95,88.90,-2.43,56.25,4.92,68.24,-5.50,92.58,-0.41,141.22,1.95,54.83,0.46,55.55,0.05,52.81,0.11,63.50,0.97,75.58,0.15,46.95,-0.02,34.00,0.35,32.32,0.12,44.14,1.66,45.88,-2.09
1987M01,62.96,1.38,68.60,1.58,88.48,-3.77,55.79,2.50,68.18,-6.44,91.29,-3.03,140.98,1.14,55.17,1.08,55.58,0.09,52.86,-0.09,63.48,0.94,75.63,0.01,49.04,4.50,34.00,0.44,32.32,0.28,44.11,1.17,47.89,3.55
1987M02,62.84,0.92,68.30,0.96,87.95,-3.62,55.68,1.70,68.15,-6.06,89.51,-2.95,140.78,0.91,55.27,0.80,55.90,0.65,52.86,0.11,63.63,0.82,76.32,0.07,49.05,4.52,34.03,0.29,32.33,0.31,44.22,0.14,46.73,-2.36
1987M03,62.34,0.13,67.41,-0.41,87.32,-3.24,54.87,-0.13,67.75,-5.23,88.19,-2.85,140.62,0.54,55.26,0.95,55.90,0.65,52.93,0.38,63.70,0.84,75.84,-0.37,49.08,4.58,34.04,0.44,32.35,0.37,44.20,0.82,46.68,0.76
1987M04,62.56,0.22,67.80,-0.26,87.34,-2.78,55.25,0.02,67.65,-4.45,88.41,-1.92,140.79,-0.28,55.29,1.04,55.90,0.59,53.09,0.68,63.74,0.90,75.83,-0.58,49.10,4.62,34.05,0.38,32.35,0.37,44.23,0.36,46.75,2.86
1987M05,62.57,0.11,67.85,-0.44,87.83,-0.73,55.17,-0.49,67.89,-1.18,89.68,-0.38,140.82,-0.22,55.25,1.01,55.90,0.72,53.25,0.99,63.78,0.89,75.83,-0.01,49.11,4.65,33.81,-0.32,32.08,-0.47,44.21,0.41,46.85,3.08
1987M06,62.62,-0.06,67.89,-0.80,87.67,-0.99,55.28,-0.84,67.87,-1.31,89.75,-0.53,139.65,-0.90,55.29,1.10,55.90,0.72,53.25,0.99,63.80,0.92,75.59,-0.21,49.11,4.65,34.04,0.35,32.35,0.37,44.21,0.39,46.88,3.06
1987M07,63.34,1.34,69.18,1.53,87.38,-1.13,56.71,2.31,67.57,-1.42,89.60,-0.61,139.23,-1.15,55.31,1.10,55.90,0.72,53.25,0.99,63.82,0.89,75.61,-0.09,49.11,4.60,34.04,0.27,32.35,0.28,44.19,0.18,46.91,3.12
1987M08,63.86,1.61,70.02,1.82,86.93,-1.42,57.70,2.76,67.17,-1.77,88.98,-0.85,138.99,-1.36,55.40,1.26,56.02,0.94,53.27,1.02,63.93,0.98,75.76,0.40,49.11,4.60,34.09,0.38,32.40,0.43,44.30,0.36,47.04,3.41
1987M09,64.09,-0.54,69.98,-2.24,87.86,-0.36,57.69,-2.48,68.78,0.76,88.88,-0.71,138.65,-2.22,55.96,2.25,56.55,1.80,53.27,1.02,64.11,1.17,75.80,0.42,49.11,4.60,35.76,5.42,34.29,6.19,44.69,2.17,47.11,3.56
1987M10,63.51,-1.24,68.77,-3.55,88.00,-0.49,56.32,-4.10,68.77,0.89,89.53,-1.25,138.47,-2.40,56.17,2.52,56.55,1.80,53.38,1.23,64.55,1.78,75.69,0.17,49.14,4.66,35.93,5.86,34.42,6.60,45.12,2.80,47.11,2.37
1987M11,63.69,0.44,69.03,-0.93,88.65,-0.20,56.37,-0.76,68.89,1.15,91.76,-0.81,138.31,-2.21,56.27,2.68,56.55,1.80,53.42,1.16,64.91,2.30,75.23,-0.48,49.15,4.69,35.97,5.95,34.45,6.62,45.21,3.13,46.91,2.24
1987M12,64.35,1.93,70.20,1.49,88.75,-0.17,57.50,2.22,68.50,0.38,93.16,0.63,138.08,-2.22,56.28,2.64,56.55,1.80,53.48,1.27,64.91,2.22,75.23,-0.46,49.22,4.83,35.98,5.82,34.46,6.62,45.20,2.40,46.77,1.94
1988M01,63.31,0.56,68.28,-0.47,87.82,-0.75,55.40,-0.70,66.94,-1.82,93.50,2.42,137.79,-2.26,56.35,2.14,56.58,1.80,53.83,1.84,64.95,2.32,75.80,0.22,49.22,0.37,36.01,5.91,34.46,6.62,45.37,2.86,46.67,-2.55
1988M02,63.06,0.35,67.63,-0.98,87.20,-0.85,54.95,-1.31,66.96,-1.75,91.66,2.40,136.92,-2.74,56.61,2.42,56.59,1.23,54.02,2.19,65.04,2.22,76.21,-0.14,49.22,0.35,36.03,5.88,34.46,6.59,45.56,3.03,50.04,7.08
1988M03,62.70,0.58,67.03,-0.56,86.77,-0.63,54.55,-0.58,67.23,-0.77,89.98,2.03,135.89,-3.36,56.56,2.35,56.74,1.50,54.30,2.59,65.18,2.32,76.51,0.88,49.22,0.29,36.16,6.23,34.55,6.80,45.84,3.71,46.64,-0.09
1988M04,62.78,0.35,67.11,-1.02,86.81,-0.61,54.69,-1.01,67.49,-0.24,89.94,1.73,135.17,-3.99,56.63,2.42,56.74,1.50,54.52,2.69,65.29,2.43,76.26,0.57,49.47,0.75,36.20,6.31,34.60,6.96,45.93,3.84,46.72,-0.06
1988M05,63.49,1.47,68.28,0.63,87.21,-0.71,55.86,1.25,67.77,-0.18,90.87,1.33,135.00,-4.13,56.76,2.73,56.80,1.61,54.88,3.06,65.49,2.68,76.26,0.57,49.47,0.73,36.20,7.07,34.60,7.86,45.92,3.87,47.66,1.73
1988M06,63.88,2.01,68.94,1.55,87.11,-0.64,56.56,2.32,67.57,-0.44,91.03,1.43,134.87,-3.42,56.83,2.79,56.80,1.61,55.61,4.43,65.60,2.82,76.09,0.66,49.46,0.71,36.20,6.35,34.60,6.96,45.92,3.87,48.28,2.99
1988M07,63.88,0.85,68.55,-0.91,86.60,-0.89,56.06,-1.15,66.44,-1.67,91.82,2.48,134.77,-3.20,57.30,3.60,56.86,1.72,55.57,4.36,65.77,3.06,80.04,5.86,49.40,0.59,36.23,6.43,34.60,6.96,46.10,4.32,49.10,4.67
1988M08,64.78,1.44,69.96,-0.09,86.18,-0.86,57.70,0.00,66.26,-1.35,90.76,2.00,134.61,-3.15,57.55,3.88,58.16,3.82,55.54,4.26,65.96,3.18,80.24,5.91,49.40,0.59,36.19,6.16,34.60,6.79,45.85,3.50,49.33,4.87
1988M09,64.99,1.40,69.70,-0.40,85.38,-2.82,57.60,-0.16,65.65,-4.55,89.36,0.54,134.33,-3.12,58.31,4.20,58.49,3.43,55.54,4.26,66.13,3.15,82.05,8.25,49.40,0.59,38.10,6.54,36.81,7.35,46.00,2.93,49.56,5.20
