期間,總計_原始值,總計_年增率(%),臺灣桃園國際機場_原始值,臺灣桃園國際機場_年增率(%),高雄國際機場_原始值,高雄國際機場_年增率(%),臺北松山機場_原始值,臺北松山機場_年增率(%),花蓮機場_原始值,花蓮機場_年增率(%),臺東機場_原始值,臺東機場_年增率(%),馬公機場_原始值,馬公機場_年增率(%),臺中機場_原始值,臺中機場_年增率(%),臺南機場_原始值,臺南機場_年增率(%),嘉義機場_原始值,嘉義機場_年增率(%),七美機場_原始值,七美機場_年增率(%),望安機場_原始值,望安機場_年增率(%),蘭嶼機場_原始值,蘭嶼機場_年增率(%),綠島機場_原始值,綠島機場_年增率(%),金門機場_原始值,金門機場_年增率(%),北竿機場_原始值,北竿機場_年增率(%),屏東機場_原始值,屏東機場_年增率(%),南竿機場_原始值,南竿機場_年增率(%)
2008,"35,236,355",-11.41,"21,936,083",-6.36,"4,160,515",-27.23,"3,101,854",-30.62,"411,806",-27.18,"369,304",-19.19,"1,687,571",-0.26,"1,105,502",41.48,"285,504",-58.44,"80,790",-47.07,"22,178",5.63,"2,708",8.19,"49,522",-6.48,"29,083",1.07,"1,726,790",17.77,"55,970",19.35,"16,298",-56.48,"190,341",17.80
2009,"34,382,144",-2.42,"21,616,729",-1.46,"3,661,023",-12.01,"3,091,066",-0.35,"254,828",-38.12,"381,527",3.31,"1,702,805",0.90,"1,014,794",-8.21,"196,460",-31.19,"93,758",16.05,"26,606",19.97,"3,006",11.00,"60,149",21.46,"32,173",10.62,"1,986,694",15.05,"70,759",26.42,"4,042",-75.20,"183,689",-3.49
2010,"39,455,469",14.76,"25,114,413",16.18,"4,053,069",10.71,"3,712,841",20.12,"262,698",3.09,"408,038",6.95,"1,838,126",7.95,"1,283,726",26.50,"213,315",8.58,"95,333",1.68,"24,638",-7.40,"2,857",-4.96,"68,562",13.99,"32,630",1.42,"2,094,623",5.43,"78,904",11.51,"3,552",-12.12,"166,001",-9.63
2011,"41,388,957",4.90,"24,947,551",-0.66,"4,050,413",-0.07,"5,258,975",41.64,"250,751",-4.55,"436,697",7.02,"2,009,704",9.33,"1,450,252",12.97,"234,727",10.04,"99,866",4.75,"25,017",1.54,"2,293",-19.74,"73,002",6.48,"33,266",1.95,"2,242,368",7.05,"80,297",1.77,"2,421",-31.84,"188,909",13.80
2012,"45,426,089",9.75,"27,836,550",11.58,"4,464,926",10.23,"5,676,411",7.94,"266,377",6.23,"447,019",2.36,"2,106,852",4.83,"1,592,361",9.80,"231,035",-1.57,"88,197",-11.68,"25,035",0.07,"2,559",11.60,"75,006",2.75,"33,834",1.71,"2,300,654",2.60,"81,098",1.00,-,-,"195,963",3.73
2013,"48,823,492",7.48,"30,701,987",10.29,"4,645,920",4.05,"5,847,275",3.01,"279,553",4.95,"429,437",-3.93,"2,156,441",2.35,"1,807,499",13.51,"248,860",7.72,"77,892",-11.68,"25,813",3.11,"2,663",4.06,"74,786",-0.29,"34,839",2.97,"2,192,607",-4.70,"83,380",2.81,...,-,"212,856",8.62
