期間,資產--放款_原始值,資產--放款_年增率(%),資產--證券投資-政府債券_原始值,資產--證券投資-政府債券_年增率(%),資產--證券投資-股份與債券等-公營事業_原始值,資產--證券投資-股份與債券等-公營事業_年增率(%),資產--證券投資-股份與債券等-民營企業_原始值,資產--證券投資-股份與債券等-民營企業_年增率(%),資產--證券投資-股份與債券等-金融機構_原始值,資產--證券投資-股份與債券等-金融機構_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-其他金融機構_原始值,資產--對金融機構債權-其他金融機構_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),負債與淨值--信託資金_原始值,負債與淨值--信託資金_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-其他金融機構_原始值,負債與淨值--對金融機構負債-其他金融機構_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2004M05,"55,158",4.85,"28,387",-12.31,150,-62.50,"14,951",-1.58,768,-11.62,"23,959",-12.01,206,-19.22,"6,368",-15.17,683,9.98,54,-3.57,"51,541",-9.54,"182,225",-6.11,"120,770",2.03,-,-,"29,336",-22.72,"6,459",-13.88,"15,068",-21.17,"10,592",--
2004M06,"57,608",9.04,"28,168",-11.35,150,-62.50,"12,050",-7.97,"1,385",71.20,"23,843",-12.08,216,-3.57,"6,816",0.01,690,11.29,57,-6.56,"49,919",-13.61,"180,902",-5.55,"120,754",2.91,-,-,"28,694",-21.71,"6,445",-12.35,"14,695",-23.30,"10,314",--
2004M07,"58,703",12.69,"25,998",-18.38,150,-62.50,"12,210",-5.63,"1,788",121.01,"23,772",-12.24,220,1.38,"6,561",-6.06,856,39.19,50,-20.63,"49,122",-12.91,"179,430",-5.29,"121,614",4.21,-,-,"27,686",-26.43,"6,330",-10.23,"14,436",-17.06,"9,364",--
2004M08,"59,277",11.84,"25,591",-16.48,150,-62.50,"12,333",-6.90,"1,773",119.16,"23,758",-12.27,217,-0.91,"5,715",-10.56,835,33.60,48,-26.15,"47,509",-13.78,"177,206",-5.53,"121,465",4.05,-,-,"26,927",-26.62,"6,119",-11.32,"13,269",-25.40,"9,426",--
2004M09,"59,755",12.36,"25,423",-14.31,150,-62.50,"10,747",-23.09,"1,757",117.18,"23,330",-15.51,218,3.81,"7,091",3.65,964,55.23,50,-20.63,"46,522",-14.05,"176,007",-6.13,"121,513",4.02,-,-,"26,669",-26.38,"6,023",-12.02,"12,357",-30.70,"9,445",--
2004M10,"59,436",11.86,"25,587",-20.41,150,-62.50,"13,352",0.66,"1,844",127.94,"23,290",-14.83,220,5.26,"5,796",-24.79,745,19.97,56,-11.11,"45,745",-15.08,"176,221",-7.04,"121,890",2.53,-,-,"26,429",-26.60,"5,982",-13.59,"12,454",-29.79,"9,466",--
2004M11,"60,633",14.25,"25,026",-19.61,113,-68.87,"11,902",-22.23,"2,121",162.18,"22,827",-13.32,232,8.92,"5,659",-28.15,520,-16.13,48,-20.00,"45,547",-15.59,"174,628",-7.97,"121,536",1.27,-,-,"26,011",-26.26,"5,740",-17.80,"11,979",-29.95,"9,362",--
2004M12,"62,521",16.46,"25,100",-15.76,115,-38.83,"10,147",-14.73,"1,471",72.45,"23,132",-15.93,220,5.26,"6,133",-40.12,564,-9.03,52,-8.77,"44,433",-14.82,"173,888",-7.12,"121,233",2.01,-,-,"25,339",-24.67,"5,382",-21.84,"11,716",-26.91,"10,218",--
2005M01,"62,443",13.23,"24,974",-11.53,115,-38.83,"12,172",-25.19,"1,025",22.75,"21,554",-18.12,221,2.79,"5,797",-17.61,488,-28.13,55,-19.12,"44,120",-15.62,"172,964",-7.64,"121,774",2.06,-,-,"24,494",-25.47,"5,314",-22.85,"11,198",-31.37,"10,184",--
2005M02,"63,236",16.00,"24,275",-13.00,113,-39.89,"12,603",-24.45,"2,155",169.71,"21,580",-16.76,222,2.30,"5,609",-21.26,472,-29.76,60,-1.64,"43,986",-16.69,"174,311",-6.72,"123,601",2.98,-,-,"24,307",-25.00,"5,196",-21.19,"11,062",-30.40,"10,145",--
2005M03,"62,465",10.71,"23,123",-17.64,113,-39.89,"14,140",-9.80,"2,863",279.71,"21,599",-16.65,224,4.67,"6,484",6.91,362,-53.23,50,-9.09,"42,910",-18.88,"174,333",-6.79,"125,630",4.01,-,-,"23,757",-25.42,"4,842",-26.66,"10,704",-31.65,"9,400",--
2005M04,"62,750",12.84,"23,187",-17.97,113,-39.89,"13,880",-13.27,"3,589",346.39,"20,752",-18.29,223,8.25,"6,868",12.35,317,-54.06,51,0.00,"41,600",-20.96,"173,330",-6.79,"125,623",4.25,-,-,"23,620",-22.33,"4,832",-25.29,"10,569",-35.51,"8,686",--
2005M05,"62,150",12.68,"22,679",-20.11,75,-50.00,"12,023",-19.58,"3,771",391.02,"20,366",-15.00,229,11.17,"6,142",-3.55,212,-68.96,51,-5.56,"43,869",-14.89,"171,567",-5.85,"124,771",3.31,-,-,"23,067",-21.37,"4,537",-29.76,"10,572",-29.84,"8,620",--
2005M06,"62,376",8.28,"22,219",-21.12,75,-50.00,"5,706",-52.65,"3,209",131.70,"19,868",-16.67,218,0.93,"10,445",53.24,463,-32.90,45,-21.05,"44,066",-11.72,"168,690",-6.75,"122,493",1.44,-,-,"22,574",-21.33,"4,183",-35.10,"10,215",-30.49,"9,225",--
2005M07,"64,852",10.47,"22,242",-14.45,75,-50.00,"7,168",-41.29,"3,359",87.86,"19,770",-16.83,219,-0.45,"6,389",-2.62,515,-39.84,56,12.00,"43,108",-12.24,"167,753",-6.51,"121,187",-0.35,-,-,"22,573",-18.47,"4,153",-34.39,"10,702",-25.87,"9,138",--
2005M08,"61,370",3.53,"18,832",-26.41,75,-50.00,"7,235",-41.34,"3,159",78.17,251,-98.94,11,-94.93,"4,090",-28.43,359,-57.01,36,-25.00,"35,181",-25.95,"130,599",-26.30,"114,772",-5.51,-,-,550,-97.96,"2,496",-59.21,"5,239",-60.52,"7,542",--
2005M09,"59,853",0.16,"18,255",-28.19,75,-50.00,"5,898",-45.12,"3,665",108.59,251,-98.92,4,-98.17,"6,996",-1.34,213,-77.90,36,-28.00,"33,929",-27.07,"129,175",-26.61,"114,886",-5.45,-,-,450,-98.31,"2,497",-58.54,"5,240",-57.59,"6,102",--
2005M10,"60,806",2.31,"19,570",-23.52,75,-50.00,"6,118",-54.18,"3,815",106.89,251,-98.92,2,-99.09,"4,356",-24.84,16,-97.85,38,-32.14,"33,340",-27.12,"128,387",-27.14,"114,253",-6.27,-,-,450,-98.30,"2,448",-59.08,"5,218",-58.10,"6,018",--
2005M11,"62,214",2.61,"18,365",-26.62,38,-66.37,"5,778",-51.45,"3,615",70.44,251,-98.90,2,-99.14,"3,229",-42.94,11,-97.88,38,-20.83,"33,876",-25.62,"127,417",-27.04,"113,429",-6.67,-,-,500,-98.08,"2,596",-54.77,"4,980",-58.43,"5,912",--
2005M12,"61,844",-1.08,"19,210",-23.47,238,106.96,"4,457",-56.08,"3,490",137.25,251,-98.91,6,-97.27,"6,120",-0.21,12,-97.87,32,-38.46,"34,652",-22.01,"130,312",-25.06,"115,552",-4.69,-,-,400,-98.42,"2,271",-57.80,"5,895",-49.68,"6,194",--
2006M01,"65,481",4.87,"17,383",-30.40,238,106.96,"4,690",-61.47,"5,042",391.90,253,-98.83,11,-95.02,"4,480",-22.72,12,-97.54,36,-34.55,"34,158",-22.58,"131,784",-23.81,"116,726",-4.15,-,-,600,-97.55,"2,220",-58.22,"5,950",-46.87,"6,288",--
2006M02,"65,974",4.33,"17,609",-27.46,238,110.62,"5,170",-58.98,"5,096",136.47,253,-98.83,7,-96.85,"3,913",-30.24,21,-95.55,37,-38.33,"33,642",-23.52,"131,960",-24.30,"117,620",-4.84,-,-,400,-98.35,"2,119",-59.22,"6,220",-43.77,"5,601",--
2006M03,"63,342",1.40,"18,631",-19.43,238,110.62,"6,054",-57.19,"4,895",70.97,257,-98.81,8,-96.43,"4,265",-34.22,118,-67.40,37,-26.00,"32,898",-23.33,"130,743",-25.00,"116,625",-7.17,-,-,400,-98.32,"2,041",-57.85,"6,291",-41.23,"5,386",--
2006M04,"66,149",5.42,"17,318",-25.31,238,110.62,"6,278",-54.77,"5,451",51.88,257,-98.76,10,-95.52,"3,464",-49.56,10,-96.85,35,-31.37,"29,383",-29.37,"128,593",-25.81,"115,384",-8.15,-,-,400,-98.31,"2,026",-58.07,"6,044",-42.81,"4,739",--
2006M05,"66,516",7.02,"17,418",-23.20,200,166.67,"5,883",-51.07,"4,102",8.78,259,-98.73,4,-98.25,"3,419",-44.33,15,-92.92,36,-29.41,"28,620",-34.76,"126,472",-26.28,"113,270",-9.22,-,-,400,-98.27,"1,997",-55.98,"8,473",-19.85,"2,332",--
2006M06,"66,362",6.39,"17,217",-22.51,200,166.67,"5,681",-0.44,"3,159",-1.56,259,-98.70,5,-97.71,"3,937",-62.31,16,-96.54,39,-13.33,"28,321",-35.73,"125,196",-25.78,"113,225",-7.57,-,-,400,-98.23,"2,064",-50.66,"7,333",-28.21,"2,174",--
2006M07,"66,908",3.17,"17,196",-22.69,230,206.67,"5,897",-17.73,"2,352",-29.98,260,-98.68,75,-65.75,"5,109",-20.03,14,-97.28,34,-39.29,"28,149",-34.70,"126,224",-24.76,"114,486",-5.53,-,-,350,-98.45,"2,052",-50.59,"7,302",-31.77,"2,034",--
2006M08,"68,909",12.28,"17,196",-8.69,200,166.67,"5,712",-21.05,"2,089",-33.87,260,3.59,"1,005","9,036.36","4,764",16.48,12,-96.66,39,8.33,"26,619",-24.34,"126,805",-2.91,"115,489",0.62,-,-,350,-36.36,"1,848",-25.96,"7,183",37.11,"1,935",--
2006M09,"65,087",8.74,"16,808",-7.93,200,166.67,"4,089",-30.67,"2,048",-44.12,260,3.59,"2,810","70,150.00","7,998",14.32,20,-90.61,33,-8.33,"25,957",-23.50,"125,310",-2.99,"115,844",0.83,-,-,250,-44.44,"1,786",-28.47,"5,305",1.24,"2,125",--
2006M10,"66,535",9.42,"16,803",-14.14,200,166.67,"4,675",-23.59,101,-97.35,260,3.59,"4,754","237,600.00","5,895",35.33,13,-18.75,35,-7.89,"25,287",-24.15,"124,558",-2.98,"115,484",1.08,-,-,250,-44.44,"1,771",-27.66,"4,986",-4.45,"2,067",--
2006M11,"65,076",4.60,"16,585",-9.69,200,426.32,"4,895",-15.28,153,-95.77,262,4.38,"6,451","322,450.00","3,469",7.43,9,-18.18,34,-10.53,"24,838",-26.68,"121,972",-4.27,"113,221",-0.18,-,-,250,-50.00,"1,763",-32.09,"4,520",-9.24,"2,218",--
2006M12,"61,786",-0.09,"15,192",-20.92,200,-15.97,"5,023",12.70,147,-95.79,264,5.18,"6,152","102,433.33","5,895",-3.68,14,16.67,35,9.38,"24,871",-28.23,"119,579",-8.24,"110,374",-4.48,-,-,250,-37.50,"1,694",-25.41,"4,810",-18.41,"2,451",--
2007M01,"58,112",-11.25,"13,061",-24.86,-,-,"3,395",-27.61,83,-98.35,272,7.51,"6,908","62,700.00","4,391",-1.99,13,8.33,74,105.56,"24,608",-27.96,"110,917",-15.83,"88,299",-24.35,"10,000",-,"5,250",775.00,"1,600",-27.93,"4,187",-29.63,"1,581",--
2007M02,"56,312",-14.65,"11,621",-34.01,-,-,"3,373",-34.76,80,-98.43,272,7.51,"6,952","99,214.29","3,023",-22.74,41,95.24,67,81.08,"24,833",-26.18,"106,574",-19.24,"84,150",-28.46,"10,000",-,"5,250","1,212.50","1,518",-28.36,"4,180",-32.80,"1,476",--
2007M03,"52,470",-17.16,"11,359",-39.03,-,-,"3,034",-49.88,73,-98.51,274,6.61,"5,809","72,512.50","12,709",197.98,14,-88.14,46,24.32,"23,198",-29.49,"108,986",-16.64,"78,712",-32.51,"10,000",-,"15,250","3,712.50","1,376",-32.58,"5,047",-19.77,"-1,399",--
2007M04,"49,858",-24.63,"10,918",-36.96,-,-,"2,909",-53.66,144,-97.36,274,6.61,"5,801","57,910.00","3,201",-7.59,15,50.00,82,134.29,"21,388",-27.21,"94,590",-26.44,"67,959",-41.10,"9,600",-,"15,250","3,712.50","1,326",-34.55,"4,769",-21.10,"-4,314",--
2007M05,"44,609",-32.93,"10,835",-37.79,-,-,"2,855",-51.47,149,-96.37,274,5.79,"4,652","116,200.00","7,634",123.28,26,73.33,75,108.33,"22,705",-20.67,"93,814",-25.82,"64,602",-42.97,"9,500",-,"18,250","4,462.50","1,243",-37.76,"4,678",-44.79,"-4,459",--
2007M06,"41,940",-36.80,"10,774",-37.42,-,-,"2,878",-49.34,164,-94.81,274,5.79,"2,164","43,180.00","6,776",72.11,22,37.50,71,82.05,"22,500",-20.55,"87,563",-30.06,"61,703",-45.50,"7,000",-,"18,250","4,462.50","1,200",-41.86,"4,142",-43.52,"-4,732",--
2007M07,"38,712",-42.14,"9,735",-43.39,-,-,"2,878",-51.20,169,-92.81,274,5.38,"2,131","2,741.33","6,049",18.40,22,57.14,59,73.53,"22,249",-20.96,"82,278",-34.82,"57,695",-49.61,"6,100",-,"18,250","5,114.29","1,106",-46.10,"3,893",-46.69,"-4,766",--
2007M08,"35,697",-48.20,"9,253",-46.19,-,-,"2,855",-50.02,159,-92.39,275,5.77,"2,052",104.18,"7,008",47.10,16,33.33,67,71.79,"21,647",-18.68,"79,029",-37.68,"55,000",-52.38,"5,700",-,"18,250","5,114.29",977,-47.13,"4,382",-38.99,"-5,280",--
2007M09,"34,806",-46.52,"8,178",-51.34,-,-,"2,857",-30.13,164,-91.99,275,5.77,"2,401",-14.56,"6,367",-20.39,14,-30.00,62,87.88,"21,323",-17.85,"76,447",-38.99,"52,832",-54.39,"5,700",-,"18,000","7,100.00",847,-52.58,"4,852",-8.54,"-5,784",--
2007M10,"31,017",-53.38,"7,921",-52.86,-,-,"2,941",-37.09,165,63.37,275,5.77,"2,251",-52.65,"6,064",2.87,18,38.46,52,48.57,"20,910",-17.31,"71,614",-42.51,"50,296",-56.45,"3,850",-,"18,000","7,100.00",809,-54.32,"4,748",-4.77,"-6,089",--
2007M11,"29,115",-55.26,"7,817",-52.87,-,-,"2,892",-40.92,149,-2.61,275,4.96,"2,052",-68.19,"3,841",10.72,17,88.89,61,79.41,"20,835",-16.12,"67,054",-45.03,"46,095",-59.29,"3,250",-,"18,000","7,100.00",784,-55.53,"5,313",17.54,"-6,388",--
2007M12,"6,095",-90.14,"3,098",-79.61,-,-,433,-91.38,134,-8.84,275,4.17,-,-,543,-90.79,3,-78.57,20,-42.86,"6,835",-72.52,"17,436",-85.42,"13,559",-87.72,"2,100",-,-,-,359,-78.81,"1,680",-65.07,-262,--
2008M01,"5,700",-90.19,"2,955",-77.38,-,-,386,-88.63,72,-13.25,275,1.10,9,-99.87,"3,482",-20.70,1,-92.31,268,262.16,"6,814",-72.31,"19,962",-82.00,"12,764",-85.54,"2,800",-72.00,-,-,"3,059",91.19,"1,655",-60.47,-316,--
2008M02,"5,538",-90.17,"2,973",-74.42,-,-,425,-87.40,80,0.00,275,1.10,2,-99.97,778,-74.26,3,-92.68,26,-61.19,"5,921",-76.16,"16,021",-84.97,"12,151",-85.56,300,-97.00,-,-,"3,059",101.52,"1,319",-68.44,-808,--
2008M03,"5,427",-89.66,"2,981",-73.76,-,-,446,-85.30,92,26.03,275,0.36,-,-,980,-92.29,2,-85.71,27,-41.30,"5,902",-74.56,"16,132",-85.20,"11,540",-85.34,-,-,-,-,"4,058",194.91,"1,293",-74.38,-759,--
2008M04,"5,284",-89.40,"2,976",-72.74,-,-,409,-85.94,99,-31.25,275,0.36,-,-,576,-82.01,2,-86.67,28,-65.85,"5,930",-72.27,"15,579",-83.53,"10,940",-83.90,-,-,-,-,"4,058",206.03,"1,333",-72.05,-752,--
2008M05,"5,207",-88.33,"2,952",-72.75,-,-,403,-85.88,99,-33.56,275,0.36,-,-,"1,167",-84.71,3,-88.46,25,-66.67,"5,650",-75.12,"15,781",-83.18,"10,524",-83.71,-,-,-,-,"5,058",306.92,994,-78.75,-795,--
2008M06,"5,117",-87.80,"2,943",-72.68,-,-,364,-87.35,88,-46.34,275,0.36,-,-,"1,010",-85.09,3,-86.36,24,-66.20,"5,663",-74.83,"15,487",-82.31,"10,298",-83.31,-,-,-,-,"5,058",321.50,"1,006",-75.71,-875,--
2008M07,"4,981",-87.13,"2,750",-71.75,-,-,351,-87.80,74,-56.21,275,0.36,-,-,923,-84.74,2,-90.91,22,-62.71,"5,634",-74.68,"15,012",-81.75,"9,872",-82.89,-,-,-,-,"5,058",357.32,977,-74.90,-895,--
2008M08,"4,847",-86.42,"2,749",-70.29,-,-,343,-87.99,74,-53.46,275,0.00,-,-,"2,222",-68.29,3,-81.25,25,-62.69,"5,625",-74.01,"16,163",-79.55,"9,548",-82.64,-,-,-,-,"6,558",571.24,978,-77.68,-921,--
2008M09,"4,739",-86.38,"2,754",-66.32,-,-,293,-89.74,63,-61.59,275,0.00,-,-,"1,901",-70.14,4,-71.43,24,-61.29,"5,563",-73.91,"15,616",-79.57,"9,088",-82.80,-,-,-,-,"6,558",674.26,954,-80.34,-984,--
2008M10,"4,630",-85.07,"2,533",-68.02,-,-,271,-90.79,49,-70.30,136,-50.55,-,-,"2,749",-54.67,4,-77.78,24,-53.85,"4,253",-79.66,"14,649",-79.54,"8,759",-82.59,-,-,-,-,"6,558",710.63,"1,593",-66.45,"-2,261",--
2008M11,"4,577",-84.28,"2,560",-67.25,-,-,97,-96.65,-,-,136,-50.55,-,-,"3,244",-15.54,1,-94.12,20,-67.21,"3,838",-81.58,"14,473",-78.42,"8,628",-81.28,-,-,-,-,"6,558",736.48,"1,574",-70.37,"-2,287",--
