期間,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上
1993M06,58.38,49.63,63.43,51.66,64.50,70.26,62.79,72.04,69.33,79.24,60.72,75.29,76.29,66.05,44.65,35.10,42.95,40.59,54.65,62.46,57.49,1.40,0.42,1.17,1.82,2.04,2.24,2.02,1.30,0.58,1.17,1.40,1.79,2.04,1.71,1.56,0.20,1.16,2.58,2.34,2.55,2.60
1993M07,58.79,48.21,63.87,51.30,66.77,72.18,65.09,72.63,68.28,79.57,61.72,77.12,77.55,67.93,44.88,33.52,43.62,38.93,57.20,64.79,60.65,1.71,0.38,1.61,1.90,2.20,2.48,3.69,1.43,0.49,1.61,1.97,1.71,1.74,2.18,2.17,0.21,1.62,1.78,2.81,3.70,6.32
1993M08,59.75,49.67,68.92,50.93,66.19,71.27,63.10,72.77,67.87,84.31,60.78,76.23,76.88,65.79,46.65,36.49,48.23,38.63,56.72,64.07,59.08,1.90,0.54,1.56,2.17,2.38,3.72,3.22,1.52,0.63,1.37,2.10,1.77,2.87,1.63,2.51,0.41,2.03,2.32,3.16,5.02,5.86
1993M09,59.44,50.12,69.13,51.86,63.92,70.94,61.43,72.51,68.67,85.54,60.39,74.03,76.83,64.23,46.29,36.62,47.33,41.25,54.43,63.59,57.13,1.58,0.57,1.25,1.98,2.02,2.81,2.39,1.44,0.71,1.21,2.19,1.58,2.49,1.77,1.80,0.38,1.34,1.60,2.57,3.28,3.47
1993M10,59.15,48.99,68.92,52.19,63.69,72.70,60.42,72.64,68.40,85.97,61.23,73.75,77.96,63.08,45.59,34.55,47.01,41.28,54.24,65.96,56.38,1.58,0.44,1.45,2.27,2.25,2.17,2.23,1.52,0.52,1.65,2.63,1.91,1.75,1.80,1.68,0.33,0.96,1.62,2.67,2.81,2.95
1993M11,58.57,47.86,68.09,52.01,64.10,72.14,59.36,72.54,68.06,85.96,61.51,74.17,77.71,61.40,44.51,32.82,45.63,40.57,54.50,64.77,56.36,1.39,0.41,1.37,1.72,1.94,1.79,2.17,1.37,0.49,1.50,1.62,1.79,1.70,2.05,1.41,0.30,1.06,1.89,2.12,1.92,2.35
1993M12,58.37,47.57,67.22,51.58,64.76,71.24,60.19,72.37,67.54,84.20,60.91,75.33,77.09,63.51,44.29,32.86,45.02,40.53,54.82,63.80,55.02,1.24,0.54,1.20,1.41,1.69,1.66,1.65,1.24,0.74,1.27,1.10,1.61,1.42,1.69,1.25,0.23,1.03,1.97,1.80,2.02,1.57
1994M01,58.80,47.56,67.84,52.16,65.14,71.79,61.58,72.71,67.66,84.05,61.29,75.61,77.12,65.72,44.79,32.81,46.30,41.30,55.27,65.20,55.02,1.20,0.38,1.26,1.57,1.61,1.64,1.54,1.20,0.45,1.32,1.32,1.55,1.54,1.66,1.21,0.28,1.12,2.01,1.68,1.77,1.31
1994M02,57.97,47.20,66.28,52.20,63.61,71.98,60.89,72.23,67.71,83.11,61.16,74.37,77.35,64.29,43.61,32.22,43.87,41.58,53.34,65.03,55.72,1.66,0.74,2.15,2.10,1.95,1.91,1.88,1.69,0.86,2.32,1.70,1.99,1.94,1.46,1.61,0.55,1.71,2.80,1.89,1.87,2.61
1994M03,59.00,49.27,66.94,53.44,63.82,72.40,61.47,72.67,68.11,82.90,62.24,74.92,77.69,65.42,45.25,35.26,46.06,43.05,53.29,65.76,55.22,1.52,0.70,1.51,1.83,2.12,1.90,1.91,1.64,0.89,1.72,1.93,2.23,1.93,1.61,1.34,0.43,1.03,1.65,1.97,1.85,2.46
1994M04,58.67,49.48,65.81,53.17,63.70,71.25,60.80,72.44,68.70,82.13,62.90,74.87,75.59,64.25,44.82,35.15,44.34,42.00,53.26,65.61,55.37,1.38,0.43,1.66,1.73,1.83,1.85,1.73,1.40,0.58,1.78,1.89,1.69,1.73,1.38,1.34,0.20,1.39,1.46,2.01,2.02,2.38
1994M05,58.63,49.12,65.27,52.97,63.91,70.93,62.11,72.11,67.79,80.75,63.30,74.91,76.00,64.76,45.06,35.27,44.64,41.06,53.61,64.39,58.16,1.43,0.61,1.59,1.56,1.99,1.59,1.95,1.48,0.84,1.59,1.63,2.09,1.58,1.38,1.35,0.29,1.61,1.43,1.85,1.60,2.89
1994M06,58.48,48.40,64.28,51.82,64.36,72.02,63.36,72.02,67.16,80.48,61.40,75.43,77.64,65.74,44.87,34.46,42.88,40.65,54.14,64.88,59.73,1.53,0.65,1.17,1.84,2.03,2.15,2.72,1.52,0.74,1.39,1.93,1.76,1.98,2.60,1.56,0.53,0.62,1.69,2.38,2.41,2.91
1994M07,59.21,48.07,64.24,51.81,66.88,73.65,65.29,72.73,67.74,80.44,60.43,77.34,79.19,66.79,45.60,33.49,43.33,41.83,57.16,66.44,62.93,1.85,0.62,1.58,1.94,2.42,2.58,3.71,1.57,0.75,1.44,1.66,1.83,2.06,3.01,2.31,0.42,1.91,2.40,3.18,3.38,4.89
1994M08,59.85,48.66,68.88,51.30,66.58,73.04,62.86,72.80,67.54,84.70,60.08,76.76,77.35,65.03,46.82,34.73,48.12,40.62,57.04,67.63,59.60,1.99,0.72,1.80,2.38,2.48,2.99,3.23,1.69,0.86,1.77,1.88,1.88,2.58,2.13,2.46,0.53,1.87,3.30,3.23,3.59,5.04
1994M09,59.06,48.10,68.49,51.05,64.99,72.62,61.12,72.09,66.71,85.10,60.13,75.08,77.40,63.52,45.94,34.50,46.97,39.53,55.35,66.79,57.50,1.65,0.59,1.60,1.97,1.93,2.47,2.82,1.58,0.74,1.78,1.98,1.69,2.00,2.26,1.77,0.39,1.19,1.96,2.24,3.14,3.76
1994M10,59.35,48.24,69.05,53.31,64.37,72.56,60.65,72.44,66.60,85.75,62.31,74.70,77.57,63.47,46.18,34.82,48.08,42.09,54.30,66.39,56.47,1.62,0.58,1.49,1.58,2.15,2.71,2.16,1.53,0.82,1.62,1.30,1.89,2.03,1.99,1.77,0.24,1.20,2.10,2.50,3.68,2.44
1994M11,59.28,47.79,69.24,53.44,64.54,72.58,60.70,72.46,66.20,86.22,63.16,74.98,76.69,63.03,46.01,34.16,48.01,41.47,54.56,67.36,57.21,1.48,0.69,1.27,1.50,1.95,1.96,2.40,1.47,0.97,1.48,1.51,1.73,1.48,2.21,1.50,0.29,0.78,1.47,2.25,2.66,2.72
1994M12,59.22,47.37,68.64,53.93,64.95,72.61,61.41,72.52,65.90,84.68,63.63,75.83,77.46,63.31,45.83,33.73,48.06,42.21,54.61,66.46,58.46,1.41,0.51,1.33,1.68,2.00,1.57,2.20,1.34,0.54,1.38,1.72,1.86,1.55,1.56,1.53,0.47,1.22,1.60,2.20,1.60,3.29
1995M01,59.25,47.43,68.36,53.61,65.05,71.71,62.72,72.83,66.99,84.16,62.12,76.23,77.23,64.90,45.59,32.97,47.15,43.12,54.53,65.17,59.53,1.38,0.51,1.44,1.73,1.94,1.62,1.58,1.30,0.53,1.41,1.56,1.84,1.71,1.02,1.51,0.48,1.51,2.03,2.08,1.48,2.48
1995M02,58.82,47.39,67.68,52.03,64.45,71.54,63.19,72.42,66.63,84.05,59.93,75.82,76.70,65.65,45.14,33.16,45.44,42.25,53.91,65.44,59.59,1.70,0.83,2.29,2.05,1.86,2.12,1.67,1.74,0.87,2.26,2.26,1.74,2.17,1.83,1.64,0.77,2.36,1.68,2.01,2.06,1.42
1995M03,58.57,47.50,66.50,51.69,64.33,71.91,62.08,72.17,66.84,82.81,60.45,75.14,77.38,65.21,44.89,33.10,44.96,40.96,54.36,65.29,57.24,1.53,0.59,1.53,2.30,1.99,2.00,1.72,1.63,0.74,1.74,2.47,1.90,2.26,1.70,1.35,0.36,1.01,1.98,2.11,1.62,1.75
1995M04,58.60,47.50,65.07,52.38,64.42,71.92,64.06,72.13,66.93,80.90,61.54,74.74,78.09,66.80,45.03,33.25,44.43,41.42,54.69,64.47,59.83,1.53,0.64,1.53,1.91,2.17,1.74,1.81,1.63,0.84,1.77,2.11,2.25,1.51,1.60,1.38,0.34,0.95,1.55,2.07,2.09,2.16
1995M05,58.51,47.79,64.69,52.68,64.25,71.87,62.83,71.56,65.99,80.11,61.64,75.24,77.87,64.66,45.44,34.49,44.79,41.97,53.80,64.57,60.09,1.63,0.56,1.85,2.57,2.11,1.79,1.85,1.66,0.68,1.98,2.67,2.01,1.64,1.68,1.58,0.39,1.56,2.39,2.25,2.00,2.13
1995M06,58.35,47.29,63.92,51.23,65.03,72.82,62.41,71.54,65.76,79.67,60.27,76.33,78.00,64.90,45.12,33.75,43.47,40.70,54.38,66.45,58.75,1.77,0.59,1.82,2.57,2.05,2.18,3.03,1.83,0.78,2.00,2.80,1.95,1.91,2.93,1.68,0.32,1.40,2.18,2.19,2.56,3.18
1995M07,58.96,47.29,63.52,51.78,66.13,74.03,65.02,72.08,65.44,79.13,61.78,77.00,78.97,67.58,45.80,34.02,43.25,40.09,55.86,67.85,61.31,1.95,0.58,1.67,2.06,2.49,3.09,3.28,1.83,0.83,1.83,1.73,2.24,2.51,2.66,2.14,0.23,1.28,2.64,2.82,3.94,4.28
1995M08,59.01,47.39,67.43,49.81,65.98,71.31,62.94,72.21,65.66,84.39,59.69,76.75,76.55,65.11,45.79,34.02,45.25,38.09,55.84,64.95,59.82,2.09,0.58,1.83,2.27,2.61,3.61,3.25,1.84,0.75,1.85,1.62,2.21,3.20,2.31,2.49,0.34,1.77,3.48,3.14,4.19,4.73
1995M09,58.56,47.05,68.49,51.79,64.12,70.06,61.32,71.94,65.33,86.05,61.74,74.71,75.50,64.26,45.15,33.68,45.50,39.43,54.06,63.84,57.10,2.03,0.68,1.83,2.10,2.71,2.75,3.38,1.94,0.83,1.93,2.08,2.31,2.41,3.21,2.18,0.48,1.58,2.16,3.23,3.21,3.65
1995M10,58.67,46.51,68.66,52.48,64.21,70.76,62.28,71.93,64.71,85.76,62.06,74.79,76.16,64.96,45.39,33.02,46.58,40.57,54.24,64.55,58.39,2.02,0.79,1.95,1.90,2.63,2.64,3.24,2.10,1.00,2.24,2.13,2.37,2.95,2.88,1.90,0.47,1.25,1.45,2.98,2.21,3.84
1995M11,58.58,46.16,68.49,53.35,63.54,71.21,63.19,71.84,64.36,85.18,62.79,74.10,76.56,65.88,45.31,32.66,46.83,41.77,53.69,64.81,59.34,1.95,0.96,2.21,1.85,2.31,2.34,2.66,2.05,1.31,2.51,1.97,2.39,2.47,1.57,1.78,0.44,1.51,1.63,2.20,2.17,4.41
1995M12,58.62,45.87,67.66,53.94,64.23,71.73,62.92,71.74,64.00,83.91,62.28,75.07,77.42,65.05,45.48,32.54,46.69,44.04,53.75,64.88,59.93,1.90,1.02,1.71,2.12,2.55,2.15,2.42,1.88,1.32,1.87,1.92,2.43,1.88,1.88,1.95,0.58,1.33,2.46,2.71,2.53,3.22
1996M01,58.68,45.70,67.21,53.68,65.03,71.61,62.83,71.86,63.68,83.50,61.81,76.25,77.41,65.21,45.50,32.43,45.99,43.92,54.30,64.75,59.53,2.03,1.05,1.95,2.29,2.42,2.35,3.11,2.15,1.42,2.25,2.34,2.27,2.21,3.28,1.84,0.50,1.24,2.22,2.62,2.55,2.86
1996M02,58.82,46.45,66.35,53.23,64.84,72.10,63.10,71.90,64.33,82.51,62.32,75.81,77.53,65.95,45.75,33.18,45.58,42.14,54.57,65.80,59.00,2.10,1.22,2.46,2.01,2.30,2.61,2.50,2.28,1.69,2.89,2.25,2.18,2.38,2.43,1.81,0.54,1.46,1.57,2.45,2.92,2.61
