期間,出口-合計_原始值,出口-合計_年增率(%),出口-合計_原始值,出口-合計_年增率(%),出口-動物及動物產品_原始值,出口-動物及動物產品_年增率(%),出口-動物及動物產品_原始值,出口-動物及動物產品_年增率(%),出口-動物及動物產品-(1)水產品_原始值,出口-動物及動物產品-(1)水產品_年增率(%),出口-動物及動物產品-(1)水產品_原始值,出口-動物及動物產品-(1)水產品_年增率(%),出口-植物產品_原始值,出口-植物產品_年增率(%),出口-植物產品_原始值,出口-植物產品_年增率(%),出口-調製食品、飲料及菸業_原始值,出口-調製食品、飲料及菸業_年增率(%),出口-調製食品、飲料及菸業_原始值,出口-調製食品、飲料及菸業_年增率(%),出口-礦產品_原始值,出口-礦產品_年增率(%),出口-礦產品_原始值,出口-礦產品_年增率(%),出口-化學品_原始值,出口-化學品_年增率(%),出口-化學品_原始值,出口-化學品_年增率(%),出口-塑膠、橡膠及其製品_原始值,出口-塑膠、橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品_原始值,出口-塑膠、橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(1)塑膠及其製品_原始值,出口-塑膠、橡膠及其製品-(1)塑膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(1)塑膠及其製品_原始值,出口-塑膠、橡膠及其製品-(1)塑膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(2)橡膠及其製品_原始值,出口-塑膠、橡膠及其製品-(2)橡膠及其製品_年增率(%),出口-塑膠、橡膠及其製品-(2)橡膠及其製品_原始值,出口-塑膠、橡膠及其製品-(2)橡膠及其製品_年增率(%),出口-皮革、毛皮製品_原始值,出口-皮革、毛皮製品_年增率(%),出口-皮革、毛皮製品_原始值,出口-皮革、毛皮製品_年增率(%),出口-木材、木製品及編結品、合板_原始值,出口-木材、木製品及編結品、合板_年增率(%),出口-木材、木製品及編結品、合板_原始值,出口-木材、木製品及編結品、合板_年增率(%),出口-紡織品_原始值,出口-紡織品_年增率(%),出口-紡織品_原始值,出口-紡織品_年增率(%),出口-紡織品-(1)紗布_原始值,出口-紡織品-(1)紗布_年增率(%),出口-紡織品-(1)紗布_原始值,出口-紡織品-(1)紗布_年增率(%),出口-紡織品-(2)成衣_原始值,出口-紡織品-(2)成衣_年增率(%),出口-紡織品-(2)成衣_原始值,出口-紡織品-(2)成衣_年增率(%),出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_原始值,出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_年增率(%),出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_原始值,出口-鞋、帽、雨傘、羽毛製品、人造花、人髮製品_年增率(%),出口-石料、水泥、陶瓷、玻璃及其製品_原始值,出口-石料、水泥、陶瓷、玻璃及其製品_年增率(%),出口-石料、水泥、陶瓷、玻璃及其製品_原始值,出口-石料、水泥、陶瓷、玻璃及其製品_年增率(%),出口-基本金屬及其製品_原始值,出口-基本金屬及其製品_年增率(%),出口-基本金屬及其製品_原始值,出口-基本金屬及其製品_年增率(%),出口-基本金屬及其製品-(1)鋼鐵及其製品_原始值,出口-基本金屬及其製品-(1)鋼鐵及其製品_年增率(%),出口-基本金屬及其製品-(1)鋼鐵及其製品_原始值,出口-基本金屬及其製品-(1)鋼鐵及其製品_年增率(%),出口-基本金屬及其製品-(2)其他金屬製品_原始值,出口-基本金屬及其製品-(2)其他金屬製品_年增率(%),出口-基本金屬及其製品-(2)其他金屬製品_原始值,出口-基本金屬及其製品-(2)其他金屬製品_年增率(%),出口-機械及電機設備_原始值,出口-機械及電機設備_年增率(%),出口-機械及電機設備_原始值,出口-機械及電機設備_年增率(%),出口-機械及電機設備-(1)電子產品_原始值,出口-機械及電機設備-(1)電子產品_年增率(%),出口-機械及電機設備-(1)電子產品_原始值,出口-機械及電機設備-(1)電子產品_年增率(%),出口-機械及電機設備-(2)機械_原始值,出口-機械及電機設備-(2)機械_年增率(%),出口-機械及電機設備-(2)機械_原始值,出口-機械及電機設備-(2)機械_年增率(%),出口-機械及電機設備-(3)電機產品_原始值,出口-機械及電機設備-(3)電機產品_年增率(%),出口-機械及電機設備-(3)電機產品_原始值,出口-機械及電機設備-(3)電機產品_年增率(%),出口-機械及電機設備-(4)資訊與通信產品_原始值,出口-機械及電機設備-(4)資訊與通信產品_年增率(%),出口-機械及電機設備-(4)資訊與通信產品_原始值,出口-機械及電機設備-(4)資訊與通信產品_年增率(%),出口-機械及電機設備-(5)家用電器_原始值,出口-機械及電機設備-(5)家用電器_年增率(%),出口-機械及電機設備-(5)家用電器_原始值,出口-機械及電機設備-(5)家用電器_年增率(%),出口-車輛、航空器、船舶及有關運輸設備_原始值,出口-車輛、航空器、船舶及有關運輸設備_年增率(%),出口-車輛、航空器、船舶及有關運輸設備_原始值,出口-車輛、航空器、船舶及有關運輸設備_年增率(%),出口-精密儀器、鐘錶、樂器_原始值,出口-精密儀器、鐘錶、樂器_年增率(%),出口-精密儀器、鐘錶、樂器_原始值,出口-精密儀器、鐘錶、樂器_年增率(%),出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_原始值,出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_年增率(%),出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_原始值,出口-精密儀器、鐘錶、樂器-(1)光學照相、計量、醫療等器材_年增率(%),出口-精密儀器、鐘錶、樂器-(2)鐘錶_原始值,出口-精密儀器、鐘錶、樂器-(2)鐘錶_年增率(%),出口-精密儀器、鐘錶、樂器-(2)鐘錶_原始值,出口-精密儀器、鐘錶、樂器-(2)鐘錶_年增率(%),出口-玩具遊戲品與運動用品及其零、附件_原始值,出口-玩具遊戲品與運動用品及其零、附件_年增率(%),出口-玩具遊戲品與運動用品及其零、附件_原始值,出口-玩具遊戲品與運動用品及其零、附件_年增率(%),出口-其他_原始值,出口-其他_年增率(%),出口-其他_原始值,出口-其他_年增率(%),出口-其他-家具_原始值,出口-其他-家具_年增率(%),出口-其他-家具_原始值,出口-其他-家具_年增率(%)
2011M08,"743,759",-3.08,"25,780.2",7.20,"5,631",13.71,195.2,25.77,"4,872",13.86,168.9,25.95,"1,113",0.54,38.6,11.24,"3,035",2.43,105.2,13.36,"23,786",-37.50,824.5,-30.87,"53,689",5.76,"1,861.0",16.99,"61,719",-3.88,"2,139.3",6.32,"53,449",-5.26,"1,852.7",4.79,"8,270",6.15,286.6,17.36,"2,155",-16.02,74.7,-7.09,587,13.76,20.4,25.93,"29,931",0.25,"1,037.5",10.88,"22,744",0.11,788.4,10.73,"1,098",-19.09,38.1,-10.35,"1,297",-4.84,45.0,5.39,"6,416",22.44,222.4,35.44,"77,190",6.63,"2,675.6",17.94,"49,281",8.39,"1,708.2",19.89,"27,909",3.65,967.4,14.63,"353,975",-4.91,"12,269.5",5.18,"205,262",-6.35,"7,114.8",3.59,"53,521",6.65,"1,855.1",17.96,"24,831",-23.81,860.7,-15.73,"45,315",25.65,"1,570.7",38.98,"1,283",-5.45,44.5,4.71,"26,679",-11.55,924.7,-2.17,"60,566",-10.08,"2,099.3",-0.54,"56,772",-9.54,"1,967.8",0.06,324,-11.23,11.2,-1.75,"5,297",-3.25,183.6,6.99,"30,692",69.06,"1,063.9",87.01,"3,656",-4.92,126.7,5.15
2011M09,"717,891",0.58,"24,610.6",9.89,"4,453",4.48,152.6,14.14,"3,865",4.69,132.5,14.42,999,4.72,34.3,14.33,"2,848",-3.29,97.6,5.63,"29,127",1.95,998.5,11.39,"48,631",3.44,"1,667.2",13.02,"56,190",0.94,"1,926.3",10.28,"48,646",-1.19,"1,667.7",7.96,"7,543",17.15,258.6,27.96,"2,025",-10.91,69.4,-2.66,556,7.13,19.1,17.18,"30,060",4.09,"1,030.5",13.73,"22,983",4.77,787.9,14.47,"1,007",-16.29,34.5,-8.49,"1,168",-2.26,40.0,6.67,"6,165",21.29,211.3,32.48,"71,115",5.90,"2,437.9",15.69,"45,574",6.32,"1,562.4",16.16,"25,541",5.15,875.6,14.89,"342,122",-4.98,"11,728.6",3.81,"204,548",-5.76,"7,012.3",2.96,"47,569",8.40,"1,630.8",18.44,"21,999",-26.19,754.2,-19.35,"43,040",10.65,"1,475.5",20.89,"1,158",-5.00,39.7,3.66,"23,082",2.09,791.3,11.54,"53,585",-7.07,"1,837.0",1.54,"49,736",-7.76,"1,705.0",0.77,351,25.81,12.0,36.36,"4,958",-5.35,170.0,3.47,"40,809",72.36,"1,399.0",88.32,"3,262",-6.13,111.8,2.57
2011M10,"821,291",9.27,"27,025.0",11.72,"4,679",-4.08,154.0,-1.91,"3,932",-6.80,129.4,-4.71,"1,167",8.56,38.4,10.98,"3,616",20.69,119.0,23.44,"55,381",68.23,"1,822.3",72.00,"55,503",19.22,"1,826.4",21.89,"61,875",1.76,"2,036.0",4.03,"53,330",-0.67,"1,754.8",1.55,"8,546",20.06,281.2,22.74,"2,704",11.83,89.0,14.40,566,15.27,18.6,17.72,"34,189",8.35,"1,125.0",10.77,"26,495",9.34,871.8,11.78,937,-15.20,30.8,-13.48,"1,291",5.39,42.5,7.87,"6,596",16.95,217.0,19.56,"78,413",12.32,"2,580.2",14.83,"50,732",12.42,"1,669.4",14.94,"27,680",12.11,910.8,14.62,"388,199",1.96,"12,773.9",4.24,"224,480",-0.36,"7,386.6",1.87,"52,905",9.91,"1,740.9",12.37,"25,799",-13.52,848.9,-11.58,"58,103",27.01,"1,911.9",29.86,"1,328",11.88,43.7,14.40,"29,589",4.30,973.6,6.64,"61,774",20.28,"2,032.7",22.97,"57,956",22.54,"1,907.1",25.29,330,8.20,10.9,11.22,"6,190",10.18,203.7,12.67,"29,559",17.64,972.6,20.27,"3,889",3.40,128.0,5.70
2011M11,"741,711",0.41,"24,674.3",1.24,"5,225",30.46,173.8,31.57,"4,590",31.75,152.7,32.90,"1,043",8.99,34.7,9.81,"3,631",17.24,120.8,18.20,"53,737",31.21,"1,787.6",32.30,"50,029",-2.19,"1,664.3",-1.38,"56,955",-5.93,"1,894.7",-5.15,"49,364",-7.61,"1,642.2",-6.84,"7,591",6.68,252.5,7.54,"2,172",-6.74,72.3,-5.86,577,9.90,19.2,10.98,"29,441",-5.42,979.4,-4.63,"22,720",-3.16,755.8,-2.35,996,-5.41,33.1,-4.89,"1,232",8.64,41.0,9.63,"6,346",18.24,211.1,19.20,"71,039",3.04,"2,363.2",3.90,"46,276",4.12,"1,539.5",4.98,"24,762",1.08,823.8,1.93,"344,833",-4.55,"11,471.5",-3.75,"199,798",-2.34,"6,646.6",-1.53,"48,958",2.74,"1,628.7",3.59,"22,462",-15.36,747.3,-14.64,"48,395",-4.94,"1,610.0",-4.14,"1,227",0.16,40.8,0.99,"28,173",21.20,937.2,22.19,"56,321",-0.24,"1,873.6",0.59,"52,681",-0.21,"1,752.5",0.62,369,30.39,12.3,32.26,"5,649",7.58,187.9,8.49,"25,309",13.27,841.9,14.20,"3,770",6.38,125.4,7.27
2011M12,"724,852",0.96,"23,946.2",0.56,"5,057",22.27,167.1,21.79,"4,368",21.91,144.3,21.46,"1,301",25.10,43.0,24.64,"3,659",19.50,120.9,19.00,"43,024",14.23,"1,421.3",13.77,"48,314",0.83,"1,596.1",0.43,"60,985",2.62,"2,014.7",2.21,"52,563",0.92,"1,736.5",0.52,"8,422",14.69,278.2,14.25,"1,971",-1.20,65.1,-1.66,553,14.26,18.3,13.66,"28,762",-1.80,950.2,-2.19,"21,991",1.13,726.5,0.73,"1,122",-7.50,37.1,-7.71,"1,167",-0.60,38.6,-0.77,"6,541",23.98,216.1,23.49,"71,074",4.73,"2,348.0",4.31,"45,896",7.34,"1,516.2",6.91,"25,178",0.29,831.8,-0.11,"344,046",-2.11,"11,365.9",-2.50,"202,715",0.27,"6,696.9",-0.13,"51,029",7.63,"1,685.8",7.20,"21,537",-10.80,711.5,-11.15,"41,926",-9.35,"1,385.1",-9.71,"1,211",1.17,40.0,0.76,"26,402",9.44,872.2,9.01,"52,154",-2.37,"1,723.0",-2.75,"47,903",-4.16,"1,582.5",-4.54,347,32.44,11.5,32.18,"5,651",17.17,186.7,16.69,"24,191",-2.48,799.2,-2.87,"3,802",9.10,125.6,8.65
2012M01,"635,656",-14.24,"21,104.1",-16.69,"5,587",39.15,185.5,35.20,"4,982",46.53,165.4,42.34,"1,180",-0.92,39.2,-3.69,"2,896",-9.87,96.2,-12.39,"32,403",-25.01,"1,075.8",-27.15,"48,760",-11.81,"1,618.9",-14.33,"50,855",-15.14,"1,688.4",-17.56,"43,304",-18.50,"1,437.7",-20.83,"7,550",11.16,250.7,8.01,"1,677",-10.08,55.7,-12.56,467,6.38,15.5,3.33,"26,456",-11.96,878.4,-14.47,"19,590",-11.49,650.4,-14.01,"1,258",-1.41,41.8,-4.13,"1,039",-13.13,34.5,-15.65,"6,442",12.48,213.9,9.30,"68,505",-6.41,"2,274.4",-9.08,"44,763",-4.14,"1,486.1",-6.89,"23,742",-10.40,788.3,-12.95,"284,725",-18.94,"9,453.0",-21.25,"167,413",-20.60,"5,558.2",-22.87,"45,768",-3.28,"1,519.5",-6.04,"18,715",-19.69,621.4,-21.97,"31,619",-24.53,"1,049.8",-26.68,"1,151",-14.61,38.2,-17.14,"28,855",9.60,958.0,6.47,"49,931",-13.76,"1,657.7",-16.22,"46,508",-13.96,"1,544.1",-16.42,331,13.75,11.0,10.00,"5,186",4.58,172.2,1.59,"20,691",-3.59,686.9,-6.34,"4,135",10.35,137.3,7.18
2012M02,"693,864",12.30,"23,433.4",10.40,"4,875",-16.11,164.6,-17.54,"4,297",-19.67,145.1,-21.06,"1,211",35.01,40.9,32.79,"2,928",55.25,98.9,52.62,"55,869",45.73,"1,886.8",43.26,"52,704",-6.14,"1,779.9",-7.72,"61,400",14.20,"2,073.6",12.27,"53,620",12.10,"1,810.9",10.21,"7,779",31.11,262.7,28.90,"1,886",24.08,63.7,22.03,429,21.19,14.5,18.85,"28,406",12.33,959.3,10.43,"21,342",13.02,720.8,11.11,914,6.78,30.9,5.10,965,20.02,32.6,18.12,"6,505",38.20,219.7,35.87,"65,458",15.12,"2,210.7",13.18,"42,132",15.28,"1,422.9",13.33,"23,326",14.84,787.8,12.91,"308,296",8.75,"10,411.9",6.92,"189,224",10.98,"6,390.5",9.11,"44,254",19.22,"1,494.6",17.21,"20,302",11.73,685.7,9.85,"31,778",-12.60,"1,073.2",-14.08,989,6.12,33.4,4.38,"24,859",38.90,839.5,36.55,"51,992",3.19,"1,755.9",1.44,"48,814",2.37,"1,648.6",0.65,297,106.25,10.0,104.08,"4,449",37.36,150.2,34.95,"21,633",31.16,730.6,28.94,"3,260",24.57,110.1,22.47
2012M03,"777,187",-3.24,"26,363.2",-3.15,"5,266",-3.11,178.6,-3.04,"4,609",-1.09,156.3,-1.01,"1,462",5.79,49.6,5.98,"3,400",4.55,115.3,4.63,"58,130",19.39,"1,971.9",19.51,"61,546",-6.69,"2,087.7",-6.59,"64,922",-5.64,"2,202.2",-5.54,"56,882",-5.31,"1,929.5",-5.21,"8,040",-7.88,272.7,-7.81,"2,504",-1.11,84.9,-1.05,555,13.50,18.8,13.25,"33,253",-9.03,"1,128.0",-8.94,"25,540",-6.81,866.3,-6.72,956,-16.87,32.4,-16.92,"1,218",-3.49,41.3,-3.50,"6,505",9.35,220.7,9.47,"74,292",-7.33,"2,520.1",-7.24,"48,083",-3.71,"1,631.0",-3.61,"26,209",-13.32,889.1,-13.22,"347,460",-2.68,"11,786.3",-2.58,"208,039",0.43,"7,057.0",0.53,"49,197",-6.85,"1,668.8",-6.76,"22,809",-3.74,773.7,-3.65,"40,971",-6.99,"1,389.8",-6.89,"1,248",-6.94,42.3,-6.83,"26,923",0.62,913.2,0.72,"57,075",-11.91,"1,936.0",-11.82,"53,243",-12.48,"1,806.1",-12.39,360,20.00,12.2,19.61,"5,088",8.46,172.6,8.55,"27,588",-6.52,935.8,-6.42,"3,948",3.92,133.9,4.04
2012M04,"752,193",-5.69,"25,524.0",-6.52,"5,279",33.24,179.1,31.98,"4,471",44.51,151.7,43.25,"1,298",-5.05,44.1,-5.77,"3,415",2.03,115.9,1.13,"47,878",-1.96,"1,624.6",-2.83,"53,540",-16.20,"1,816.8",-16.94,"61,608",-7.42,"2,090.5",-8.23,"53,269",-9.00,"1,807.6",-9.80,"8,338",4.15,282.9,3.21,"2,626",-3.53,89.1,-4.40,569,9.21,19.3,8.43,"32,038",-8.40,"1,087.1",-9.21,"24,864",-7.13,843.7,-7.94,945,-12.17,32.1,-12.77,"1,137",-11.59,38.6,-12.27,"6,755",-1.96,229.2,-2.84,"73,569",-5.19,"2,496.4",-6.02,"46,585",-5.29,"1,580.7",-6.13,"26,985",-5.00,915.7,-5.84,"347,004",-5.96,"11,774.8",-6.79,"202,846",-5.24,"6,883.1",-6.07,"50,902",-3.35,"1,727.2",-4.20,"23,722",0.70,804.9,-0.20,"43,878",-16.10,"1,488.9",-16.84,"1,240",-0.16,42.1,-0.94,"29,545",18.53,"1,002.6",17.50,"54,529",-7.34,"1,850.3",-8.16,"50,696",-7.32,"1,720.2",-8.14,275,1.48,9.3,0.00,"5,032",10.89,170.8,9.98,"26,369",-6.90,894.8,-7.72,"3,858",9.01,130.9,8.00
2012M05,"766,383",-4.04,"26,120.8",-6.23,"5,488",39.61,187.1,36.47,"4,658",47.55,158.8,44.23,"1,372",-0.65,46.8,-2.90,"3,918",11.02,133.5,8.45,"57,428",25.32,"1,957.3",22.45,"52,492",-13.70,"1,789.1",-15.67,"62,102",-4.82,"2,116.6",-7.00,"54,030",-4.11,"1,841.5",-6.29,"8,073",-9.33,275.1,-11.43,"2,769",3.28,94.4,0.96,537,-4.96,18.3,-7.11,"30,483",-8.24,"1,038.9",-10.34,"23,290",-9.11,793.8,-11.19,961,-2.54,32.8,-4.65,"1,117",-8.37,38.1,-10.35,"6,816",3.13,232.3,0.78,"74,623",-5.05,"2,543.4",-7.22,"46,904",-6.45,"1,598.6",-8.59,"27,719",-2.58,944.8,-4.81,"352,156",-4.55,"12,002.6",-6.73,"207,186",0.09,"7,061.5",-2.20,"54,131",-1.59,"1,845.0",-3.84,"24,370",2.61,830.6,0.27,"40,469",-28.92,"1,379.3",-30.54,"1,242",-0.80,42.3,-3.20,"26,331",2.58,897.4,0.23,"56,401",-9.00,"1,922.3",-11.07,"52,022",-10.09,"1,773.1",-12.14,425,37.10,14.5,34.26,"5,218",7.08,177.8,4.59,"27,132",-19.13,924.7,-20.99,"3,942",3.06,134.4,0.75
2012M06,"725,767",0.30,"24,371.0",-3.14,"5,721",14.42,192.1,10.47,"5,002",15.47,168.0,11.55,"1,432",6.79,48.1,3.22,"3,496",21.56,117.4,17.40,"45,508",1.35,"1,528.1",-2.12,"50,250",3.60,"1,687.4",0.05,"57,698",0.14,"1,937.5",-3.29,"49,713",0.30,"1,669.3",-3.14,"7,986",-0.81,268.2,-4.18,"2,289",0.48,76.9,-2.90,482,3.88,16.2,0.62,"27,954",-4.53,938.7,-7.80,"21,289",-3.25,714.9,-6.56,"1,058",-3.91,35.5,-7.31,"1,153",-7.02,38.7,-10.21,"6,814",10.89,228.8,7.12,"67,645",-3.65,"2,271.5",-6.95,"43,518",-3.29,"1,461.3",-6.61,"24,127",-4.28,810.2,-7.56,"344,369",-0.12,"11,563.8",-3.54,"203,254",5.08,"6,825.2",1.48,"51,904",4.96,"1,742.9",1.37,"24,000",5.14,805.9,1.54,"40,769",-23.87,"1,369.0",-26.48,"1,184",1.54,39.8,-1.73,"26,943",21.58,904.7,17.42,"56,062",-2.42,"1,882.5",-5.76,"51,669",-3.78,"1,735.0",-7.08,381,24.10,12.8,19.63,"4,956",6.67,166.4,2.97,"22,993",-6.93,772.1,-10.12,"3,632",4.01,121.9,0.41
2012M07,"744,162",-8.12,"24,896.7",-11.47,"5,473",9.88,183.1,5.90,"4,742",11.79,158.7,7.74,"1,363",-5.94,45.6,-9.34,"3,589",29.61,120.1,24.97,"38,378",-25.63,"1,284.0",-28.34,"47,349",-8.63,"1,584.1",-11.97,"62,425",-9.88,"2,088.5",-13.16,"54,319",-10.25,"1,817.3",-13.53,"8,106",-7.28,271.2,-10.67,"2,214",2.93,74.1,-0.80,587,16.24,19.6,12.00,"28,273",-9.46,945.9,-12.76,"21,126",-9.91,706.8,-13.19,"1,086",-12.77,36.3,-15.97,"1,253",-3.17,41.9,-6.68,"7,439",3.42,248.9,-0.36,"72,568",-8.80,"2,427.8",-12.12,"46,263",-8.49,"1,547.8",-11.82,"26,305",-9.33,880.0,-12.65,"361,195",-6.18,"12,084.1",-9.60,"215,299",-2.85,"7,203.1",-6.39,"54,779",5.36,"1,832.7",1.52,"25,094",-0.85,839.5,-4.47,"40,031",-31.98,"1,339.3",-34.46,"1,217",-2.64,40.7,-6.22,"26,791",7.88,896.3,3.94,"57,329",-11.92,"1,918.0",-15.13,"53,412",-12.57,"1,787.0",-15.76,314,-12.04,10.5,-15.32,"5,601",9.69,187.4,5.70,"22,335",-14.38,747.3,-17.50,"3,872",7.68,129.5,3.77
2012M08,"742,073",-0.23,"24,744.0",-4.02,"5,806",3.11,193.6,-0.82,"5,026",3.16,167.6,-0.77,"1,210",8.72,40.3,4.40,"3,606",18.81,120.2,14.26,"56,316",136.76,"1,877.8",127.75,"44,585",-16.96,"1,486.6",-20.12,"58,417",-5.35,"1,947.9",-8.95,"51,077",-4.44,"1,703.1",-8.07,"7,340",-11.25,244.7,-14.62,"2,183",1.30,72.8,-2.54,513,-12.61,17.1,-16.18,"27,081",-9.52,903.0,-12.96,"20,106",-11.60,670.4,-14.97,"1,033",-5.92,34.4,-9.71,"1,233",-4.93,41.1,-8.67,"7,764",21.01,258.9,16.41,"66,557",-13.78,"2,219.3",-17.05,"40,331",-18.16,"1,344.8",-21.27,"26,227",-6.03,874.5,-9.60,"351,892",-0.59,"11,733.6",-4.37,"215,555",5.01,"7,187.5",1.02,"49,754",-7.04,"1,659.0",-10.57,"25,756",3.73,858.8,-0.22,"35,846",-20.90,"1,195.3",-23.90,"1,169",-8.89,39.0,-12.36,"28,080",5.25,936.3,1.25,"59,091",-2.44,"1,970.4",-6.14,"55,188",-2.79,"1,840.2",-6.48,316,-2.47,10.5,-6.25,"5,637",6.42,188.0,2.40,"22,103",-27.98,737.0,-30.73,"3,646",-0.27,121.6,-4.03
2012M09,"806,276",12.31,"27,156.5",10.34,"6,259",40.56,210.8,38.14,"5,486",41.94,184.8,39.47,"1,283",28.43,43.2,25.95,"3,900",36.94,131.4,34.63,"70,700",142.73,"2,381.3",138.49,"52,698",8.36,"1,774.9",6.46,"60,364",7.43,"2,033.1",5.54,"52,467",7.85,"1,767.2",5.97,"7,896",4.68,266.0,2.86,"2,337",15.41,78.7,13.40,568,2.16,19.1,0.00,"30,101",0.14,"1,013.8",-1.62,"22,787",-0.85,767.5,-2.59,951,-5.56,32.0,-7.25,"1,300",11.30,43.8,9.50,"8,425",36.66,283.8,34.31,"71,043",-0.10,"2,392.8",-1.85,"44,561",-2.22,"1,500.9",-3.94,"26,482",3.68,891.9,1.86,"369,751",8.08,"12,453.7",6.18,"230,066",12.48,"7,748.9",10.50,"51,534",8.34,"1,735.7",6.43,"26,675",21.26,898.4,19.12,"34,992",-18.70,"1,178.6",-20.12,"1,048",-9.50,35.3,-11.08,"27,736",20.16,934.2,18.06,"65,184",21.65,"2,195.5",19.52,"61,032",22.71,"2,055.6",20.56,331,-5.70,11.2,-6.67,"5,644",13.84,190.1,11.82,"28,982",-28.98,976.1,-30.23,"3,756",15.14,126.5,13.15
2012M10,"775,006",-5.64,"26,514.1",-1.89,"4,842",3.48,165.7,7.60,"4,194",6.66,143.5,10.90,"1,203",3.08,41.2,7.29,"3,967",9.71,135.7,14.03,"62,597",13.03,"2,141.5",17.52,"50,952",-8.20,"1,743.1",-4.56,"60,519",-2.19,"2,070.4",1.69,"52,836",-0.93,"1,807.6",3.01,"7,683",-10.10,262.8,-6.54,"2,564",-5.18,87.7,-1.46,571,0.88,19.5,4.84,"31,074",-9.11,"1,063.1",-5.50,"23,630",-10.81,808.4,-7.27,794,-15.26,27.1,-12.01,"1,226",-5.03,42.0,-1.18,"8,039",21.88,275.0,26.73,"70,535",-10.05,"2,413.1",-6.48,"43,726",-13.81,"1,495.9",-10.39,"26,809",-3.15,917.2,0.70,"351,006",-9.58,"12,008.4",-5.99,"212,548",-5.32,"7,271.6",-1.56,"49,826",-5.82,"1,704.6",-2.09,"26,437",2.47,904.5,6.55,"35,733",-38.50,"1,222.5",-36.06,"1,025",-22.82,35.1,-19.68,"27,420",-7.33,938.1,-3.65,"64,131",3.82,"2,194.0",7.94,"60,099",3.70,"2,056.1",7.81,391,18.48,13.4,22.94,"5,999",-3.09,205.2,0.74,"28,360",-4.06,970.2,-0.25,"3,961",1.85,135.5,5.86
2012M11,"724,676",-2.30,"24,877.3",0.82,"5,547",6.16,190.4,9.55,"4,617",0.59,158.5,3.80,"1,100",5.47,37.8,8.93,"3,635",0.11,124.8,3.31,"62,112",15.59,"2,132.2",19.28,"47,862",-4.33,"1,643.1",-1.27,"54,565",-4.20,"1,873.2",-1.13,"48,212",-2.33,"1,655.1",0.79,"6,353",-16.31,218.1,-13.62,"2,333",7.41,80.1,10.79,547,-5.20,18.8,-2.08,"26,344",-10.52,904.3,-7.67,"20,124",-11.43,690.8,-8.60,782,-21.49,26.8,-19.03,"1,123",-8.85,38.5,-6.10,"6,586",3.78,226.1,7.11,"59,411",-16.37,"2,039.5",-13.70,"36,025",-22.15,"1,236.7",-19.67,"23,387",-5.55,802.8,-2.55,"341,857",-0.86,"11,735.5",2.30,"207,888",4.05,"7,136.6",7.37,"44,548",-9.01,"1,529.3",-6.10,"23,040",2.57,790.9,5.83,"40,154",-17.03,"1,378.4",-14.39,929,-24.29,31.9,-21.81,"25,922",-7.99,889.9,-5.05,"57,212",1.58,"1,964.0",4.82,"53,442",1.44,"1,834.6",4.68,360,-2.44,12.4,0.81,"5,802",2.71,199.2,6.01,"22,718",-10.24,779.9,-7.36,"3,662",-2.86,125.7,0.24
2012M12,"756,722",4.40,"26,075.9",8.89,"4,943",-2.25,170.3,1.92,"4,150",-4.99,143.0,-0.90,"1,382",6.23,47.6,10.70,"4,104",12.16,141.4,16.96,"64,011",48.78,"2,205.8",55.20,"51,641",6.89,"1,779.5",11.49,"59,861",-1.84,"2,062.7",2.38,"52,724",0.31,"1,816.8",4.62,"7,137",-15.26,245.9,-11.61,"2,187",10.96,75.4,15.82,464,-16.09,16.0,-12.57,"27,863",-3.13,960.1,1.04,"20,892",-5.00,719.9,-0.91,"1,055",-5.97,36.4,-1.89,"1,200",2.83,41.4,7.25,"6,836",4.51,235.6,9.02,"66,269",-6.76,"2,283.6",-2.74,"40,720",-11.28,"1,403.2",-7.45,"25,549",1.47,880.4,5.84,"344,337",0.08,"11,865.5",4.40,"206,010",1.63,"7,098.9",6.00,"46,820",-8.25,"1,613.4",-4.29,"23,595",9.56,813.1,14.28,"41,048",-2.09,"1,414.5",2.12,"1,010",-16.60,34.8,-13.00,"27,998",6.04,964.8,10.62,"61,018",17.00,"2,102.6",22.03,"56,971",18.93,"1,963.2",24.06,341,-1.73,11.8,2.61,"5,573",-1.38,192.0,2.84,"27,035",11.76,931.6,16.57,"3,788",-0.37,130.5,3.90
