期間,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,勞動力參與率_合計,勞動力參與率_國小以下,勞動力參與率_國中,勞動力參與率_高中,勞動力參與率_高職,勞動力參與率_專科,勞動力參與率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上,失業率_合計,失業率_國小以下,失業率_國中,失業率_高中,失業率_高職,失業率_專科,失業率_大學以上
2011M10,58.26,27.29,62.58,49.47,68.15,75.92,63.43,66.69,38.44,74.17,56.76,77.79,83.43,64.95,50.12,19.60,46.61,41.50,59.11,68.66,61.91,4.30,2.35,4.13,4.88,4.45,3.26,5.26,4.63,2.86,4.73,5.01,5.02,3.83,5.13,3.88,1.65,2.81,4.67,3.76,2.58,5.40
2011M11,58.32,27.40,62.09,49.68,68.20,75.87,63.65,66.74,38.77,73.98,57.18,77.26,82.79,65.58,50.20,19.55,45.87,41.42,59.68,69.18,61.74,4.28,2.43,4.18,4.82,4.40,3.29,5.17,4.58,2.87,4.77,4.92,4.67,4.02,5.16,3.89,1.83,2.89,4.66,4.08,2.44,5.18
2011M12,58.28,27.38,61.26,49.83,68.25,75.75,63.81,66.71,38.51,74.23,57.49,77.26,82.66,65.37,50.16,19.67,43.30,41.43,59.81,69.09,62.27,4.18,2.27,4.07,4.88,4.32,3.21,5.01,4.47,3.18,4.98,5.75,4.53,3.13,4.89,3.81,1.03,1.92,3.55,4.07,3.30,5.14
2012M01,58.27,27.39,60.44,49.85,68.32,75.66,64.07,66.77,38.59,72.82,57.73,77.76,82.99,65.63,50.08,19.61,43.14,41.20,59.51,68.63,62.53,4.18,2.35,4.01,4.96,4.31,3.09,5.09,4.43,2.71,4.63,6.16,4.33,2.88,5.32,3.87,1.86,2.53,3.11,4.29,3.33,4.85
2012M02,58.18,27.35,59.52,49.90,68.25,75.69,64.14,66.67,39.00,71.59,58.08,77.51,82.52,65.99,50.00,19.21,42.66,40.96,59.62,69.14,62.33,4.25,2.44,4.01,4.82,4.36,3.20,5.24,4.54,3.12,4.91,5.47,4.48,3.34,5.22,3.89,1.46,1.90,3.81,4.20,3.05,5.25
2012M03,58.17,27.29,58.84,49.98,68.11,75.81,64.47,66.66,39.66,70.66,57.99,77.19,82.49,66.36,50.00,18.62,42.37,41.26,59.56,69.42,62.64,4.17,2.22,4.16,4.63,4.22,3.17,5.14,4.49,2.82,4.67,5.24,4.55,3.46,5.24,3.77,1.31,2.96,3.69,3.83,2.83,5.03
2012M04,58.15,27.25,58.20,50.11,68.01,75.80,64.73,66.71,38.83,69.86,58.31,77.25,83.10,66.96,49.92,19.10,42.12,41.19,59.28,68.78,62.58,4.10,2.33,4.16,4.39,4.16,3.14,5.01,4.40,3.35,4.52,4.95,4.47,3.39,5.03,3.72,0.88,3.35,3.54,3.77,2.84,4.98
2012M05,58.21,27.22,57.78,50.11,68.03,75.88,65.09,66.90,38.88,70.37,58.69,77.73,82.86,66.95,49.84,18.97,40.52,40.74,58.85,69.18,63.30,4.12,2.30,4.21,4.29,4.11,3.26,5.05,4.40,3.07,4.57,5.37,4.44,3.54,4.88,3.76,1.19,3.35,2.61,3.69,2.93,5.23
2012M06,58.32,27.12,58.79,49.79,67.91,75.98,65.14,66.98,38.91,70.72,58.79,77.58,83.09,67.11,49.99,18.73,42.11,39.91,58.84,69.19,63.27,4.21,2.20,4.43,4.42,4.03,3.18,5.36,4.48,2.78,5.12,5.08,4.47,3.13,5.25,3.87,1.34,2.81,3.35,3.48,3.23,5.47
2012M07,58.49,27.26,60.16,49.56,68.03,75.80,64.97,67.01,37.84,72.00,58.12,77.87,83.51,66.89,50.30,19.75,43.35,40.06,58.84,68.42,63.16,4.31,2.20,4.30,4.53,4.08,3.20,5.64,4.52,2.85,5.30,4.50,4.50,3.59,5.18,4.03,1.31,1.95,4.56,3.57,2.74,6.11
2012M08,58.61,27.40,63.33,49.27,68.21,75.26,64.03,67.06,38.56,75.85,57.18,77.98,82.59,65.45,50.49,19.46,45.34,40.58,58.99,68.24,62.68,4.40,2.36,4.31,4.36,4.18,3.26,5.84,4.56,3.23,5.25,4.83,4.35,3.78,5.15,4.20,1.13,2.03,3.65,3.97,2.67,6.52
2012M09,58.39,27.35,63.36,49.26,67.78,75.03,63.61,66.77,38.83,76.38,57.41,77.71,82.33,64.20,50.33,19.15,44.63,40.37,58.37,68.07,63.06,4.32,2.38,4.40,4.19,4.11,3.15,5.68,4.53,3.25,5.16,4.88,4.45,2.85,5.56,4.04,1.13,2.54,3.11,3.68,3.49,5.79
2012M10,58.45,27.47,62.79,49.24,67.90,75.12,63.82,66.81,38.43,75.38,57.78,77.69,81.78,65.11,50.41,19.67,44.73,39.88,58.55,68.77,62.60,4.33,2.35,4.53,4.30,4.10,3.26,5.58,4.55,2.88,5.49,4.89,4.41,3.01,5.42,4.06,1.61,2.20,3.36,3.71,3.55,5.74
2012M11,58.48,27.63,62.16,49.28,67.96,75.08,63.99,66.79,39.28,74.24,57.72,77.68,81.36,65.34,50.49,19.30,44.81,40.00,58.70,69.07,62.73,4.27,2.40,4.47,4.27,4.06,3.17,5.48,4.53,3.10,5.50,5.25,3.99,3.47,5.32,3.93,1.39,2.01,2.70,4.16,2.82,5.64
2012M12,58.45,27.55,61.50,49.18,67.95,75.00,64.24,66.81,39.32,73.84,58.26,77.48,81.42,65.52,50.41,19.07,43.72,39.21,58.89,68.85,63.06,4.18,2.31,4.32,4.20,4.10,3.09,5.29,4.41,3.29,4.91,4.75,4.66,2.95,4.99,3.88,0.85,2.86,3.30,3.39,3.25,5.58
2013M01,58.42,27.54,60.84,49.09,68.06,74.98,64.33,66.84,39.14,72.74,58.60,77.11,82.41,66.08,50.33,19.12,43.79,38.61,59.53,67.87,62.71,4.16,2.49,4.37,4.09,4.16,3.10,5.13,4.44,3.39,5.11,4.05,4.90,2.89,5.00,3.81,1.14,2.60,4.14,3.26,3.35,5.25
2013M02,58.32,27.51,60.21,48.97,68.01,74.97,64.30,66.69,39.18,71.98,57.63,77.15,82.14,66.35,50.28,19.01,43.25,39.41,59.32,68.16,62.43,4.24,2.48,4.51,4.21,4.20,3.05,5.29,4.54,3.25,5.49,4.06,4.82,2.87,5.28,3.85,1.33,2.16,4.45,3.43,3.25,5.29
2013M03,58.28,27.52,59.63,49.00,67.90,75.01,64.40,66.63,38.81,70.91,56.40,77.26,82.72,66.97,50.25,19.28,43.45,40.85,58.94,67.66,62.08,4.17,2.32,4.37,4.24,4.10,3.11,5.19,4.44,3.20,4.92,3.85,4.74,3.20,5.21,3.81,1.01,3.09,4.84,3.28,3.01,5.17
2013M04,58.23,27.42,59.01,49.12,67.80,74.96,64.60,66.58,38.22,69.68,57.94,77.04,83.04,67.25,50.22,19.46,43.71,39.46,58.96,67.28,62.21,4.07,2.23,4.31,4.23,4.00,3.06,5.02,4.39,3.05,4.85,4.43,4.15,3.66,5.21,3.66,1.05,3.10,3.91,3.80,2.37,4.83
2013M05,58.25,27.30,58.53,49.10,67.80,75.09,64.88,66.61,37.79,69.59,57.66,77.30,82.54,67.84,50.23,19.52,42.79,39.69,58.77,68.04,62.20,4.06,2.17,4.47,4.33,3.89,3.11,4.96,4.42,3.01,4.90,4.65,3.97,4.08,5.11,3.60,0.98,3.46,3.81,3.79,2.00,4.81
2013M06,58.38,27.30,59.38,48.82,67.73,75.18,64.96,66.73,38.24,70.76,56.70,77.46,82.66,67.61,50.36,19.13,42.84,40.12,58.44,68.09,62.60,4.14,2.13,4.39,4.42,3.93,3.02,5.25,4.46,2.40,4.87,4.71,4.56,3.40,5.30,3.73,1.72,3.24,3.97,3.12,2.58,5.21
2013M07,58.55,27.31,60.83,48.76,67.79,75.08,64.82,66.82,37.79,72.56,56.90,77.29,83.18,66.93,50.61,19.51,43.58,39.80,58.73,67.34,62.95,4.25,2.24,4.34,4.43,3.96,3.11,5.51,4.51,2.86,5.20,4.67,4.79,3.37,4.97,3.91,1.36,2.23,4.04,2.91,2.81,6.02
2013M08,58.66,27.26,63.70,48.48,68.06,74.54,64.09,66.85,37.69,75.80,55.92,77.89,82.22,65.86,50.79,19.48,45.63,40.29,58.61,67.18,62.52,4.33,2.26,4.23,4.32,4.06,3.23,5.68,4.58,2.55,5.15,4.90,4.50,3.52,5.47,4.00,1.85,1.92,3.43,3.50,2.90,5.88
2013M09,58.47,27.11,63.72,48.35,67.67,74.64,63.74,66.69,37.76,76.11,56.44,77.74,82.18,65.02,50.58,19.13,45.14,39.45,57.94,67.46,62.62,4.24,2.21,4.08,4.34,4.13,3.15,5.45,4.47,2.72,4.39,4.95,4.54,3.38,5.49,3.94,1.46,3.30,3.36,3.60,2.88,5.41
2013M10,58.52,26.93,63.09,48.42,67.57,74.92,64.16,66.73,37.74,75.80,57.05,76.47,82.21,66.13,50.65,18.76,44.08,38.93,58.96,68.02,62.43,4.24,2.20,4.24,4.21,4.16,3.22,5.35,4.49,2.72,4.79,4.43,4.71,2.61,5.75,3.93,1.42,2.83,3.87,3.48,3.91,4.97
2013M11,58.57,26.90,62.47,48.70,67.58,74.87,64.42,66.83,38.17,74.72,56.56,76.59,81.44,67.18,50.64,18.33,43.85,39.99,58.76,68.63,62.06,4.16,2.33,4.18,4.17,4.09,3.07,5.21,4.46,2.64,5.00,4.40,4.45,2.80,5.69,3.77,1.84,2.06,3.81,3.63,3.36,4.76
2013M12,58.55,26.68,61.78,48.71,67.64,74.81,64.67,66.86,37.69,73.61,56.94,77.86,81.72,66.74,50.57,18.32,44.01,39.70,57.75,68.17,62.88,4.08,2.36,3.98,4.07,4.08,3.10,5.03,4.43,2.98,4.27,4.66,4.56,3.12,5.52,3.63,1.38,3.24,3.15,3.46,3.09,4.58
2014M01,58.52,26.45,61.14,48.76,67.66,74.77,64.90,66.80,36.88,72.63,57.35,77.44,82.09,67.43,50.58,18.51,43.84,39.30,58.22,67.73,62.72,4.02,2.27,4.11,3.85,4.02,3.11,4.90,4.41,2.88,4.35,4.27,4.68,3.19,5.40,3.52,1.34,3.52,3.19,3.18,3.03,4.44
2014M02,58.44,26.28,60.48,48.89,67.70,74.83,64.86,66.76,37.31,71.93,57.98,77.50,82.46,67.00,50.46,17.80,43.11,38.89,58.20,67.57,63.04,4.09,2.28,4.27,3.99,3.97,3.20,5.03,4.54,2.98,5.15,4.79,4.69,3.46,5.04,3.52,1.15,2.04,2.68,3.03,2.90,5.02
2014M03,58.42,26.16,59.66,48.95,67.57,74.83,65.24,66.66,36.84,71.23,57.48,77.48,82.43,67.36,50.52,17.97,42.09,39.66,57.87,67.61,63.44,4.03,2.31,4.21,3.76,3.86,3.22,4.98,4.36,3.03,5.10,3.99,4.42,3.54,4.88,3.60,1.17,1.92,3.41,3.13,2.86,5.06
2014M04,58.39,25.96,58.82,49.24,67.64,74.65,65.47,66.55,35.66,70.07,58.31,77.71,81.79,67.89,50.57,18.55,41.66,39.41,57.79,67.79,63.44,3.91,2.20,4.02,3.88,3.78,3.06,4.80,4.29,2.55,4.73,4.21,4.46,3.65,4.75,3.43,1.69,2.19,3.35,2.88,2.38,4.84
2014M05,58.39,25.81,58.05,49.32,67.70,74.76,65.72,66.62,35.82,69.30,58.42,77.62,81.42,68.88,50.50,18.03,40.70,39.44,58.06,68.40,63.10,3.85,2.15,4.03,3.75,3.71,3.10,4.70,4.21,2.86,4.46,3.67,4.03,3.68,5.12,3.40,1.06,2.90,3.89,3.29,2.44,4.32
2014M06,58.45,25.68,58.66,49.17,67.64,74.79,65.73,66.77,35.75,70.07,58.26,78.06,81.62,68.68,50.47,17.82,40.82,39.23,57.52,68.31,63.27,3.92,2.05,3.90,3.74,3.78,3.11,4.91,4.23,2.97,4.58,4.08,4.29,3.19,4.97,3.53,0.60,2.07,3.19,3.10,3.02,4.86
2014M07,58.63,25.70,60.13,49.24,67.67,74.72,65.58,66.87,35.86,71.71,57.90,78.01,82.10,67.92,50.73,17.80,42.11,39.73,57.56,67.65,63.64,4.02,2.04,3.84,3.80,3.83,3.16,5.15,4.28,2.98,4.25,4.32,4.27,3.21,5.29,3.68,0.55,2.75,2.98,3.24,3.11,5.03
