期間,總計,關稅,礦區稅,所得稅,所得稅-營利事業所得稅,所得稅-綜合所得稅,遺產稅,贈與稅,貨物稅,證券交易稅,期貨交易稅,營業稅,印花稅,使用牌照稅,土地稅,土地稅-田賦,土地稅-地價稅,土地稅-土地增值稅,房屋稅,娛樂稅,契稅,教育臨時捐,公賣利益(應繳庫數),菸酒稅,金融保險業營業稅,健康福利捐,特種貨物稅及勞務稅
1974M06,"10,021.000","2,536.480",2.382,"2,172.463",...,...,...,...,"1,238.472",6.825,-,437.037,298.912,9.297,235.887,...,16.087,210.880,"1,067.645",25.877,93.020,494.774,...,-,-,-,-
1974M07,"8,952.224","2,149.278",0.037,"2,642.858",...,...,...,...,"1,045.071",7.994,-,511.723,297.371,22.222,314.854,...,6.588,199.291,36.653,27.996,93.814,190.507,...,-,-,-,-
1974M08,"7,688.648","2,349.431",0.053,771.589,...,...,...,...,"1,239.121",7.633,-,465.098,293.754,21.343,631.714,...,7.160,290.137,16.585,27.977,96.590,175.819,...,-,-,-,-
1974M09,"7,402.315","1,541.267",0.146,"1,054.381",...,...,...,...,"1,148.816",7.650,-,465.619,288.174,154.485,"1,028.081",...,49.684,155.370,11.569,26.128,76.919,161.403,...,-,-,-,-
1974M10,"8,103.925","2,000.809",0.110,"1,326.277",...,...,...,...,"1,154.271",6.606,-,448.501,286.339,159.607,863.015,...,619.045,187.516,10.123,29.525,87.150,165.531,...,-,-,-,-
1974M11,"6,084.107","1,697.010",0.415,496.101,...,...,...,...,"1,069.779",6.159,-,465.436,288.095,8.102,202.480,...,23.413,152.906,62.388,31.610,91.732,175.625,...,-,-,-,-
1974M12,"8,487.986","1,875.909",1.612,"1,031.246",...,...,...,...,"1,093.240",5.644,-,459.486,301.967,6.544,378.013,...,16.141,129.506,"1,237.944",34.013,98.633,349.376,...,-,-,-,-
1975M01,"8,123.911","1,875.748",0.224,"1,626.081",...,...,...,...,"1,131.338",8.886,-,499.453,297.956,44.372,644.851,...,10.169,167.280,44.253,34.515,114.583,192.003,...,-,-,-,-
1975M02,"6,125.185","1,436.348",0.264,577.131,...,...,...,...,"1,165.314",11.572,-,490.466,312.610,44.592,231.615,...,5.739,160.800,15.798,33.853,87.184,176.744,...,-,-,-,-
1975M03,"8,213.366","1,842.479",0.055,"1,760.943",...,...,...,...,"1,104.376",10.051,-,411.251,251.998,626.456,331.814,...,61.554,243.964,10.732,30.060,102.939,155.291,...,-,-,-,-
1975M04,"8,644.330","2,097.928",0.043,"1,513.167",...,...,...,...,"1,255.433",11.989,-,504.376,298.770,198.622,854.398,...,598.805,241.833,10.572,21.164,106.063,178.468,...,-,-,-,-
