期間,定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--合計_原始值,定期存款--合計_年增率(%),"定期存款--100,000元以下_原始值","定期存款--100,000元以下_年增率(%)","定期存款--100,000元以下_原始值","定期存款--100,000元以下_年增率(%)","定期存款--100,001~500,000元_原始值","定期存款--100,001~500,000元_年增率(%)","定期存款--100,001~500,000元_原始值","定期存款--100,001~500,000元_年增率(%)","定期存款--500,001~1,000,000元_原始值","定期存款--500,001~1,000,000元_年增率(%)","定期存款--500,001~1,000,000元_原始值","定期存款--500,001~1,000,000元_年增率(%)","定期存款--1,000,000元以上_原始值","定期存款--1,000,000元以上_年增率(%)","定期存款--1,000,000元以上_原始值","定期存款--1,000,000元以上_年增率(%)",定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),"定期儲蓄存款--100,000元以下_原始值","定期儲蓄存款--100,000元以下_年增率(%)","定期儲蓄存款--100,000元以下_原始值","定期儲蓄存款--100,000元以下_年增率(%)","定期儲蓄存款--100,001~500,000元_原始值","定期儲蓄存款--100,001~500,000元_年增率(%)","定期儲蓄存款--100,001~500,000元_原始值","定期儲蓄存款--100,001~500,000元_年增率(%)","定期儲蓄存款--500,001~1,000,000元_原始值","定期儲蓄存款--500,001~1,000,000元_年增率(%)","定期儲蓄存款--500,001~1,000,000元_原始值","定期儲蓄存款--500,001~1,000,000元_年增率(%)","定期儲蓄存款--1,000,001元以上_原始值","定期儲蓄存款--1,000,001元以上_年增率(%)","定期儲蓄存款--1,000,001元以上_原始值","定期儲蓄存款--1,000,001元以上_年增率(%)",定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%),定期儲存存款--國軍同袍儲蓄會(一戶)_原始值,定期儲存存款--國軍同袍儲蓄會(一戶)_年增率(%)
1997M11,"1,297,895",-5.15,"2,655,325",-3.58,"251,682",-1.40,"18,660",4.43,"562,484",-8.01,"185,158",-8.76,"290,164",-5.57,"249,535",-4.92,"193,565",-0.39,"2,201,972",-3.03,"5,096,094",-9.93,"3,777,505",-5.91,"1,152,789",-10.23,"68,491",-13.23,"2,478,798",-13.52,"801,793",-13.72,"1,036,031",-3.91,"825,822",-3.35,"428,474",-0.14,"2,062,974",-3.32,-,-,"18,425",1.19
1997M12,"1,594,146",18.24,"2,944,279",7.56,"310,217",32.75,"22,612",30.97,"709,780",31.88,"234,968",36.61,"347,730",-0.08,"293,527",12.19,"226,419",-0.84,"2,393,172",4.67,"5,052,591",-10.84,"3,720,147",-7.82,"1,146,863",-10.71,"68,077",-13.68,"2,462,046",-14.04,"796,461",-14.22,"1,024,379",-5.71,"815,777",-5.37,"419,301",-2.94,"2,021,407",-5.90,-,-,"18,425",1.19
1998M01,"1,782,186",73.74,"2,995,163",27.50,"359,071",79.16,"26,098",75.08,"808,580",86.96,"266,737",91.72,"378,695",67.22,"315,852",62.24,"235,840",41.75,"2,386,476",19.29,"5,107,952",3.53,"3,715,035",1.37,"1,161,205",2.70,"68,837",1.44,"2,484,228",2.55,"803,234",3.87,"1,041,469",7.63,"825,447",7.89,"421,049",1.89,"1,999,242",-2.02,-,-,"18,275",0.09
1998M02,"2,116,080",103.39,"3,133,977",32.59,"460,574",121.43,"32,357",110.75,"972,472",121.00,"319,422",125.62,"434,686",91.34,"359,519",83.19,"248,348",50.33,"2,422,679",20.50,"5,050,658",1.21,"3,666,186",-0.86,"1,151,494",-0.17,"67,801",-1.55,"2,445,968",-0.20,"790,949",0.92,"1,033,525",6.29,"818,836",5.82,"419,670",1.52,"1,970,325",-4.04,-,-,"18,275",-0.67
1998M03,"2,221,321",114.56,"3,211,651",35.72,"479,589",132.73,"33,198",118.25,"1,029,218",136.66,"339,470",143.08,"465,599",104.60,"384,842",96.74,"246,915",48.10,"2,454,141",21.74,"5,023,809",0.74,"3,648,022",-1.64,"1,140,312",-0.69,"67,013",-2.09,"2,426,336",-0.33,"785,061",1.02,"1,035,200",5.26,"820,664",5.34,"421,960",0.24,"1,957,259",-5.26,-,-,"18,025",-2.45
1998M04,"2,323,470",126.51,"3,308,181",41.07,"496,321",143.64,"34,643",130.66,"1,073,157",149.59,"353,639",155.66,"501,879",121.23,"415,178",112.84,"252,113",52.57,"2,504,721",25.45,"5,063,589",1.74,"3,661,801",-1.40,"1,147,019",0.38,"67,436",-0.91,"2,444,689",0.86,"791,848",2.25,"1,048,122",6.07,"830,558",5.99,"423,758",0.31,"1,953,934",-5.56,-,-,"18,025",-2.45
1998M05,"2,327,697",129.30,"3,298,115",39.02,"489,210",146.47,"33,831",126.46,"1,072,649",152.23,"354,037",155.36,"509,342",124.27,"422,361",113.73,"256,496",56.14,"2,487,886",23.09,"5,315,567",7.94,"3,809,651",2.11,"1,192,803",6.07,"70,667",4.29,"2,574,132",7.62,"836,279",8.25,"1,106,173",12.26,"877,044",11.02,"442,458",4.70,"2,007,736",-3.58,-,-,"17,925",-2.99
1998M06,"2,259,298",124.77,"3,284,781",40.63,"472,630",142.45,"32,647",121.91,"1,036,380",146.48,"341,518",148.44,"493,013",116.61,"409,375",106.49,"257,275",58.66,"2,501,241",25.99,"5,395,779",9.64,"3,880,292",3.78,"1,208,618",8.05,"71,736",6.44,"2,611,392",9.43,"847,507",9.80,"1,121,080",12.87,"890,209",11.56,"454,688",7.38,"2,053,255",-1.44,-,-,"17,585",-4.83
1998M07,"2,263,293",124.25,"3,342,137",42.53,"474,160",144.37,"32,345",103.80,"1,036,988",145.13,"340,672",147.63,"489,328",113.24,"406,706",104.14,"262,817",61.49,"2,562,414",28.63,"5,525,776",11.73,"3,952,424",5.68,"1,235,730",10.24,"73,497",10.08,"2,675,280",11.17,"866,923",12.04,"1,144,754",14.76,"909,401",13.73,"470,011",11.71,"2,085,028",0.18,-,-,"17,575",-4.89
1998M08,"2,196,777",118.02,"3,447,344",44.75,"454,756",137.23,"29,728",107.79,"1,000,890",137.77,"328,001",139.03,"474,896",105.99,"395,522",97.51,"266,235",61.91,"2,694,093",32.72,"5,642,534",14.63,"4,021,008",7.62,"1,260,798",13.38,"75,159",13.73,"2,728,579",14.17,"882,378",14.73,"1,165,883",16.86,"926,790",15.79,"487,274",15.33,"2,119,216",1.77,-,-,"17,465",-5.22
1998M09,"2,137,291",92.20,"3,479,323",38.77,"444,763",110.15,"28,866",82.94,"965,732",103.04,"315,111",100.64,"457,949",81.78,"382,671",77.37,"268,847",55.54,"2,752,675",29.93,"5,769,095",12.41,"4,131,934",7.69,"1,285,854",11.52,"76,828",11.50,"2,789,343",11.45,"901,054",11.24,"1,191,496",14.26,"947,975",13.87,"502,402",15.81,"2,188,612",3.88,-,-,"17,465",-5.21
1998M10,"2,122,046",74.46,"3,532,211",34.63,"463,255",98.07,"91,307",426.27,"940,766",79.67,"305,535",76.98,"446,522",64.46,"373,635",59.61,"271,503",44.92,"2,761,734",25.55,"5,872,412",14.62,"4,236,374",11.25,"1,360,895",17.78,"114,661",66.33,"2,805,407",12.35,"905,831",12.10,"1,197,032",15.10,"952,591",14.92,"509,078",18.13,"2,245,826",7.79,-,-,"17,465",-5.21
1998M11,"2,182,146",68.13,"3,553,873",33.84,"459,508",82.57,"30,672",64.37,"975,698",73.46,"314,683",69.95,"458,574",58.04,"383,775",53.80,"288,366",48.98,"2,824,743",28.28,"5,988,051",17.50,"4,348,275",15.11,"1,329,688",15.35,"79,709",16.38,"2,887,903",16.50,"932,169",16.26,"1,240,660",19.75,"989,405",19.81,"529,800",23.65,"2,329,527",12.92,-,-,"17,465",-5.21
1998M12,"2,174,787",36.42,"3,595,728",22.13,"456,900",47.28,"32,302",42.85,"978,133",37.81,"338,297",43.98,"454,279",30.64,"396,739",35.16,"285,475",26.08,"2,828,390",18.19,"6,304,555",24.78,"4,514,704",21.36,"1,392,895",21.45,"84,296",23.82,"3,062,265",24.38,"990,100",24.31,"1,301,685",27.07,"1,038,853",27.35,"547,709",30.62,"2,383,920",17.93,-,-,"17,535",-4.83
1999M01,"2,177,855",22.20,"3,600,352",20.21,"454,575",26.60,"32,276",23.67,"983,754",21.66,"340,242",27.56,"454,371",19.98,"396,914",25.66,"285,155",20.91,"2,830,920",18.62,"6,501,983",27.29,"4,633,327",24.72,"1,436,844",23.74,"87,082",26.50,"3,161,011",27.24,"1,021,781",27.21,"1,340,167",28.68,"1,069,248",29.54,"563,961",33.94,"2,437,681",21.93,-,-,"17,535",-4.05
1999M02,"2,160,370",2.09,"3,559,931",13.59,"462,646",0.45,"33,830",4.55,"969,661",-0.29,"328,628",2.88,"445,150",2.41,"385,858",7.33,"282,913",13.92,"2,811,615",16.05,"6,653,882",31.74,"4,720,148",28.75,"1,494,672",29.80,"90,254",33.12,"3,219,511",31.63,"1,038,102",31.25,"1,362,542",31.83,"1,089,676",33.08,"577,156",37.53,"2,484,581",26.10,-,-,"17,535",-4.05
1999M03,"2,084,507",-6.16,"3,477,592",8.28,"449,854",-6.20,"32,612",-1.77,"933,520",-9.30,"313,651",-7.61,"425,305",-8.65,"366,897",-4.66,"275,828",11.71,"2,764,432",12.64,"6,778,577",34.93,"4,811,829",31.90,"1,529,493",34.13,"92,128",37.48,"3,271,116",34.82,"1,048,707",33.58,"1,387,754",34.06,"1,107,242",34.92,"590,213",39.87,"2,546,217",30.09,-,-,"17,535",-2.72
1999M04,"2,129,429",-8.35,"3,492,904",5.58,"458,130",-7.69,"33,202",-4.16,"958,695",-10.67,"321,367",-9.13,"433,993",-13.53,"374,151",-9.88,"278,611",10.51,"2,764,184",10.36,"7,141,335",41.03,"5,000,818",36.57,"1,610,515",40.41,"97,753",44.96,"3,462,302",41.63,"1,109,231",40.08,"1,455,732",38.89,"1,164,031",40.15,"612,785",44.61,"2,612,268",33.69,-,-,"17,535",-2.72
1999M05,"2,066,263",-11.23,"3,400,045",3.09,"440,179",-10.02,"31,466",-6.99,"928,939",-13.40,"308,124",-12.97,"423,641",-16.83,"360,992",-14.53,"273,504",6.63,"2,699,463",8.50,"7,177,219",35.02,"5,050,193",32.56,"1,613,627",35.28,"98,142",38.88,"3,477,001",35.07,"1,116,369",33.49,"1,464,679",32.41,"1,173,963",33.85,"621,911",40.56,"2,644,184",31.70,-,-,"17,535",-2.18
1999M06,"1,996,014",-11.65,"3,333,234",1.48,"421,588",-10.80,"30,067",-7.90,"893,862",-13.75,"293,623",-14.02,"410,789",-16.68,"349,231",-14.69,"269,775",4.86,"2,660,313",6.36,"7,206,369",33.56,"5,110,931",31.72,"1,613,368",33.49,"98,216",36.91,"3,488,274",33.58,"1,119,133",32.05,"1,473,422",31.43,"1,182,086",32.79,"631,304",38.84,"2,694,011",31.21,-,-,"17,485",-0.57
1999M07,"1,939,066",-14.33,"3,305,147",-1.11,"407,473",-14.06,"29,068",-10.13,"864,921",-16.59,"284,421",-16.51,"400,179",-18.22,"340,741",-16.22,"266,493",1.40,"2,650,917",3.45,"7,237,809",30.98,"5,170,139",30.81,"1,609,802",30.27,"98,050",33.41,"3,500,513",30.85,"1,122,675",29.50,"1,486,020",29.81,"1,193,337",31.22,"641,473",36.48,"2,738,552",31.34,-,-,"17,525",-0.28
1999M08,"1,911,415",-12.99,"3,242,397",-5.95,"394,614",-13.23,"27,948",-5.99,"853,294",-14.75,"278,540",-15.08,"396,232",-16.56,"334,764",-15.36,"267,275",0.39,"2,601,145",-3.45,"7,230,667",28.15,"5,189,041",29.05,"1,597,989",26.74,"96,574",28.49,"3,491,852",27.97,"1,120,014",26.93,"1,489,861",27.79,"1,198,182",29.28,"650,964",33.59,"2,756,746",30.08,-,-,"17,525",0.34
1999M09,"1,881,114",-11.99,"3,203,052",-7.94,"383,675",-13.73,"27,212",-5.73,"837,851",-13.24,"273,550",-13.19,"393,407",-14.09,"332,168",-13.20,"266,181",-0.99,"2,570,122",-6.63,"7,228,195",25.29,"5,208,043",26.04,"1,590,521",23.69,"96,836",26.04,"3,487,876",25.04,"1,117,484",24.02,"1,493,344",25.33,"1,204,559",27.07,"656,453",30.66,"2,771,646",26.64,-,-,"17,518",0.30
1999M10,"1,888,162",-11.02,"3,236,829",-8.36,"386,874",-16.49,"27,070",-70.35,"840,029",-10.71,"273,231",-10.57,"393,486",-11.88,"331,498",-11.28,"267,773",-1.37,"2,605,030",-5.67,"7,260,815",23.64,"5,236,803",23.62,"1,590,440",16.87,"96,757",-15.61,"3,497,371",24.67,"1,121,702",23.83,"1,508,171",25.99,"1,217,740",27.83,"664,832",30.60,"2,783,136",23.92,-,-,"17,468",0.02
1999M11,"1,862,635",-14.64,"3,253,551",-8.45,"381,545",-16.97,"26,478",-13.67,"827,360",-15.20,"266,825",-15.21,"387,831",-15.43,"325,849",-15.09,"265,899",-7.79,"2,634,399",-6.74,"7,322,761",22.29,"5,274,746",21.31,"1,591,695",19.70,"96,848",21.50,"3,513,114",21.65,"1,125,762",20.77,"1,546,283",24.63,"1,229,362",24.25,"671,668",26.78,"2,805,306",20.42,-,-,"17,468",0.02
1999M12,"1,836,096",-15.57,"3,333,445",-7.29,"379,470",-16.95,"25,035",-22.50,"812,555",-16.93,"262,634",-22.37,"379,402",-16.48,"323,803",-18.38,"264,669",-7.29,"2,721,973",-3.76,"7,378,538",17.04,"5,333,524",18.14,"1,589,542",14.12,"96,797",14.83,"3,522,524",15.03,"1,130,836",14.21,"1,594,746",22.51,"1,242,909",19.64,"671,725",22.64,"2,845,534",19.36,-,-,"17,448",-0.50
2000M01,"1,792,647",-17.69,"3,268,763",-9.21,"372,335",-18.09,"24,692",-23.50,"795,249",-19.16,"258,793",-23.94,"369,026",-18.78,"320,623",-19.22,"256,037",-10.21,"2,664,655",-5.87,"7,405,278",13.89,"5,375,419",16.02,"1,590,682",10.71,"96,781",11.14,"3,531,273",11.71,"1,132,387",10.82,"1,603,957",19.68,"1,263,375",18.16,"679,365",20.46,"2,865,428",17.55,-,-,"17,448",-0.50
2000M02,"1,790,048",-17.14,"3,320,187",-6.73,"379,450",-17.98,"29,848",-11.77,"789,488",-18.58,"260,308",-20.79,"363,745",-18.29,"311,313",-19.32,"257,365",-9.03,"2,718,718",-3.30,"7,480,775",12.43,"5,434,320",15.13,"1,618,858",8.31,"98,164",8.76,"3,556,018",10.45,"1,139,389",9.76,"1,618,483",18.78,"1,279,335",17.41,"687,415",19.10,"2,899,984",16.72,-,-,"17,448",-0.50
2000M03,"1,740,220",-16.52,"3,288,780",-5.43,"368,623",-18.06,"28,353",-13.06,"768,065",-17.72,"252,792",-19.40,"353,070",-16.98,"301,581",-17.80,"250,462",-9.20,"2,706,054",-2.11,"7,454,941",9.98,"5,437,618",13.01,"1,605,627",4.98,"97,360",5.68,"3,542,361",8.29,"1,135,319",8.26,"1,617,089",16.53,"1,279,836",15.59,"689,863",16.88,"2,907,655",14.20,-,-,"17,448",-0.50
2000M04,"1,692,743",-20.51,"3,309,807",-5.24,"358,347",-21.78,"28,021",-15.60,"742,613",-22.54,"243,843",-24.12,"343,841",-20.77,"296,857",-20.66,"247,942",-11.01,"2,741,086",-0.84,"7,433,590",4.09,"5,452,101",9.02,"1,595,448",-0.94,"96,717",-1.06,"3,525,855",1.84,"1,130,083",1.88,"1,621,124",11.36,"1,281,572",10.10,"691,162",12.79,"2,926,281",12.02,-,-,"17,448",-0.50
2000M05,"1,646,156",-20.33,"3,322,464",-2.28,"346,088",-21.38,"27,147",-13.73,"718,689",-22.63,"236,040",-23.39,"336,264",-20.63,"290,448",-19.54,"245,115",-10.38,"2,768,829",2.57,"7,422,259",3.41,"5,469,408",8.30,"1,588,122",-1.58,"96,189",-1.99,"3,515,562",1.11,"1,127,345",0.98,"1,624,723",10.93,"1,287,334",9.66,"693,851",11.57,"2,941,092",11.23,-,-,"17,448",-0.50
2000M06,"1,644,212",-17.63,"3,340,679",0.22,"364,294",-13.59,"26,842",-10.73,"704,945",-21.13,"230,105",-21.63,"333,177",-18.89,"282,287",-19.17,"241,796",-10.37,"2,801,445",5.31,"7,580,990",5.20,"5,509,555",7.80,"1,713,736",6.22,"96,625",-1.62,"3,529,778",1.19,"1,132,275",1.17,"1,637,977",11.17,"1,296,385",9.67,"699,498",10.80,"2,967,342",10.15,-,-,"16,928",-3.19
2000M07,"1,633,943",-15.74,"3,335,841",0.93,"341,181",-16.27,"27,081",-6.84,"713,503",-17.51,"233,145",-18.03,"336,183",-15.99,"284,368",-16.54,"243,076",-8.79,"2,791,247",5.29,"7,606,261",5.09,"5,573,888",7.81,"1,616,689",0.43,"98,586",0.55,"3,608,170",3.08,"1,158,377",3.18,"1,672,421",12.54,"1,324,827",11.02,"708,980",10.52,"2,975,175",8.64,-,-,"16,923",-3.44
2000M08,"1,636,695",-14.37,"3,352,033",3.38,"340,397",-13.74,"27,094",-3.06,"712,970",-16.44,"233,070",-16.32,"337,732",-14.76,"285,133",-14.83,"245,596",-8.11,"2,806,736",7.90,"7,656,922",5.90,"5,614,080",8.19,"1,624,682",1.67,"99,012",2.52,"3,627,247",3.88,"1,164,486",3.97,"1,685,705",13.15,"1,335,837",11.49,"719,287",10.50,"2,997,782",8.74,-,-,"16,963",-3.21
2000M09,"1,623,655",-13.69,"3,336,039",4.15,"338,603",-11.75,"26,901",-1.14,"703,498",-16.04,"229,781",-16.00,"334,912",-14.87,"283,254",-14.73,"246,642",-7.34,"2,796,103",8.79,"7,705,646",6.61,"5,642,362",8.34,"1,635,839",2.85,"99,704",2.96,"3,648,829",4.61,"1,170,874",4.78,"1,696,646",13.61,"1,346,403",11.78,"724,331",10.34,"3,008,488",8.55,-,-,"16,893",-3.57
2000M10,"1,605,725",-14.96,"3,300,758",1.98,"336,821",-12.94,"26,785",-1.05,"693,984",-17.39,"226,595",-17.07,"330,574",-15.99,"280,911",-15.26,"244,346",-8.75,"2,766,467",6.20,"7,729,041",6.45,"5,644,470",7.78,"1,645,084",3.44,"100,069",3.42,"3,657,050",4.57,"1,173,217",4.59,"1,701,297",12.81,"1,351,367",10.97,"725,610",9.14,"3,002,924",7.90,-,-,"16,893",-3.29
2000M11,"1,597,085",-14.26,"3,325,963",2.23,"334,911",-12.22,"26,590",0.42,"689,255",-16.69,"224,724",-15.78,"329,367",-15.07,"279,610",-14.19,"243,552",-8.40,"2,795,039",6.10,"7,745,492",5.77,"5,651,305",7.14,"1,650,090",3.67,"100,432",3.70,"3,664,944",4.32,"1,175,210",4.39,"1,704,529",10.23,"1,356,460",10.34,"725,929",8.08,"3,002,340",7.02,-,-,"16,863",-3.46
2000M12,"1,614,048",-12.09,"3,336,635",0.10,"341,127",-10.10,"26,946",7.63,"697,947",-14.10,"227,577",-13.35,"333,188",-12.18,"283,774",-12.36,"241,786",-8.65,"2,798,338",2.81,"7,792,652",5.61,"5,673,510",6.37,"1,662,411",4.58,"101,093",4.44,"3,684,032",4.59,"1,180,238",4.37,"1,717,512",7.70,"1,368,171",10.08,"728,697",8.48,"3,007,145",5.68,-,-,"16,863",-3.35
2001M01,"1,637,025",-8.68,"3,317,719",1.50,"354,453",-4.80,"29,409",19.10,"708,074",-10.96,"232,647",-10.10,"334,978",-9.23,"284,356",-11.31,"239,520",-6.45,"2,771,307",4.00,"7,947,993",7.33,"5,746,595",6.91,"1,718,605",8.04,"104,616",8.10,"3,748,076",6.14,"1,200,761",6.04,"1,744,286",8.75,"1,388,176",9.88,"737,026",8.49,"3,036,219",5.96,-,-,"16,823",-3.58
2001M02,"1,653,224",-7.64,"3,365,760",1.37,"364,128",-4.04,"28,444",-4.70,"710,492",-10.01,"231,733",-10.98,"336,759",-7.42,"285,493",-8.29,"241,845",-6.03,"2,820,090",3.73,"8,126,941",8.64,"5,845,959",7.57,"1,772,257",9.48,"108,829",10.86,"3,826,247",7.60,"1,225,143",7.53,"1,779,657",9.96,"1,412,282",10.39,"748,780",8.93,"3,082,952",6.31,-,-,"16,753",-3.98
2001M03,"1,625,998",-6.56,"3,328,050",1.19,"359,717",-2.42,"27,493",-3.03,"698,451",-9.06,"225,910",-10.63,"329,255",-6.75,"279,360",-7.37,"238,575",-4.75,"2,795,287",3.30,"8,228,572",10.38,"5,906,038",8.61,"1,794,801",11.78,"110,593",13.59,"3,876,125",9.42,"1,240,682",9.28,"1,801,175",11.38,"1,431,405",11.84,"756,471",9.66,"3,106,505",6.84,-,-,"16,853",-3.41
2001M04,"1,604,917",-5.19,"3,286,500",-0.70,"355,747",-0.73,"26,778",-4.44,"688,810",-7.25,"222,503",-8.75,"324,756",-5.55,"275,240",-7.28,"235,604",-4.98,"2,761,979",0.76,"8,292,321",11.55,"5,943,564",9.01,"1,809,065",13.39,"111,614",15.40,"3,908,213",10.84,"1,250,207",10.63,"1,813,799",11.89,"1,443,184",12.61,"761,244",10.14,"3,121,671",6.68,-,-,"16,888",-3.21
