期間,上市公司-家數_原始值,上市公司-家數_年增率(%),上市公司-資本額_原始值,上市公司-資本額_年增率(%),上市公司-上市面值_原始值,上市公司-上市面值_年增率(%),上市公司-上市公司市值_原始值,上市公司-上市公司市值_年增率(%),上櫃公司-家數_原始值,上櫃公司-家數_年增率(%),上櫃公司-資本額_原始值,上櫃公司-資本額_年增率(%),上櫃公司-上櫃面值_原始值,上櫃公司-上櫃面值_年增率(%),上櫃公司-上櫃市值_原始值,上櫃公司-上櫃市值_年增率(%),其他公開發行公司-家數_原始值,其他公開發行公司-家數_年增率(%),其他公開發行公司-家數-興櫃股票_原始值,其他公開發行公司-家數-興櫃股票_年增率(%),其他公開發行公司-資本額_原始值,其他公開發行公司-資本額_年增率(%),其他公開發行公司-資本額-興櫃股票_原始值,其他公開發行公司-資本額-興櫃股票_年增率(%)
2009M04,724,2.12,"5,732.19",3.01,"5,663.26",2.48,"15,097.74",-33.33,547,-0.18,741.12,5.87,693.34,4.07,"1,128.73",-40.46,498,-12.94,204,-15.00,"1,647.05",-8.54,265.55,-5.44
2009M05,725,2.26,"5,732.22",2.95,"5,663.51",2.41,"17,348.85",-20.75,545,-1.09,742.23,5.67,693.26,3.80,"1,376.39",-22.01,496,-12.52,208,-14.05,"1,646.25",-7.82,265.51,-5.82
2009M06,727,2.39,"5,748.13",3.11,"5,670.03",2.45,"16,214.57",-15.27,546,-0.73,746.62,6.43,694.91,4.43,"1,236.45",-13.86,491,-12.79,206,-14.17,"1,634.60",-7.55,263.14,-6.62
2009M07,726,1.97,"5,810.93",2.99,"5,712.34",3.14,"17,893.12",0.00,548,0.18,758.20,7.30,709.45,6.87,"1,471.81",8.02,487,-13.04,205,-14.94,"1,635.65",-7.48,263.47,-6.65
2009M08,728,2.25,"5,839.05",2.00,"5,709.40",2.44,"17,329.60",-3.59,552,1.10,772.79,7.46,723.26,8.51,"1,407.05",4.40,482,-13.31,203,-15.77,"1,624.75",-7.73,271.08,-4.60
2009M09,730,2.67,"5,828.37",1.67,"5,724.42",1.76,"19,107.81",31.02,551,1.10,783.83,9.82,725.97,8.66,"1,592.46",59.17,499,-11.84,206,-15.92,"1,680.66",-4.98,272.31,-4.86
2009M10,731,2.81,"5,845.64",1.67,"5,747.68",1.48,"18,727.63",50.99,551,1.29,779.91,9.65,726.20,9.13,"1,547.01",83.30,498,-10.75,215,-9.66,"1,685.96",-4.10,283.43,0.07
2009M11,732,2.81,"5,860.17",2.12,"5,745.65",1.30,"19,402.59",70.72,552,1.47,779.23,10.16,727.34,9.54,"1,666.78",127.80,497,-9.80,218,-7.63,"1,774.35",0.59,284.83,-0.07
2009M12,741,3.20,"5,869.59",2.34,"5,772.90",1.45,"21,033.64",79.67,546,1.30,772.73,9.91,719.43,8.63,"1,914.22",147.92,497,-7.10,223,-4.29,"1,817.05",7.02,288.39,2.81
2010M01,741,3.06,"5,871.82",2.26,"5,775.22",1.50,"19,705.87",81.72,548,1.11,775.47,10.08,723.54,9.06,"1,693.75",131.81,500,-4.58,231,2.67,"1,844.07",10.27,294.33,6.36
2010M02,741,2.92,"5,870.51",1.97,"5,771.42",1.47,"19,158.88",64.65,548,0.74,776.09,10.28,725.18,9.65,"1,656.95",102.10,498,-3.49,235,6.82,"1,843.68",11.21,275.92,0.27
2010M03,741,2.21,"5,838.24",1.61,"5,751.69",1.38,"20,426.04",54.75,549,0.73,780.61,7.10,730.33,10.36,"1,883.01",94.20,495,-2.17,234,11.96,"1,852.63",12.10,258.14,-3.43
2010M04,740,2.21,"5,834.59",1.79,"5,748.08",1.50,"20,646.72",36.75,550,0.55,787.32,6.23,731.94,5.57,"1,941.22",71.98,493,-1.00,240,17.65,"1,720.43",4.46,292.01,9.96
2010M05,741,2.21,"5,840.95",1.90,"5,754.49",1.61,"19,051.87",9.82,553,1.47,789.79,6.41,734.48,5.95,"1,759.87",27.86,500,0.81,245,17.79,"1,730.09",5.09,294.07,10.76
2010M06,741,1.93,"5,817.99",1.22,"5,731.01",1.08,"18,918.91",16.68,556,1.83,795.97,6.61,736.31,5.96,"1,760.82",42.41,502,2.24,252,22.33,"1,709.81",4.60,304.53,15.73
2010M07,743,2.34,"5,837.91",0.46,"5,730.82",0.32,"20,071.13",12.17,557,1.64,802.73,5.87,738.11,4.04,"1,874.17",27.34,503,3.29,249,21.46,"1,703.34",4.14,302.67,14.88
