期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),02肉類_原始值,02肉類_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 2 類植物產品_原始值,第 2 類植物產品_年增率(%),黃豆_原始值,黃豆_年增率(%),玉米_原始值,玉米_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),22飲料及酒類_原始值,22飲料及酒類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),25粗鹽、石料及水泥_原始值,25粗鹽、石料及水泥_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),原油_原始值,原油_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),34界面活性劑、潤滑劑及擦光料_原始值,34界面活性劑、潤滑劑及擦光料_年增率(%),37感光或電影用品_原始值,37感光或電影用品_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第 8 類皮革及其製品_原始值,第 8 類皮革及其製品_年增率(%),第 9 類木及木製品_原始值,第 9 類木及木製品_年增率(%),44木及木製品_原始值,44木及木製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),47木漿及回收紙製品_原始值,47木漿及回收紙製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),62非針、鉤針織之衣著_原始值,62非針、鉤針織之衣著_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%)
1981M01,67.78,-,43.82,-,-,-,-,-,50.85,-,-,-,-,-,48.80,-,-,-,-,-,-,-,30.54,-,-,-,51.96,-,-,-,35.43,-,-,-,-,-,-,-,-,-,46.72,-,53.34,-,28.21,-,40.15,-,43.55,-,-,-,60.48,-,-,-,-,-,63.85,-,-,-,-,-,-,-,33.30,-,-,-,-,-,23.73,-,58.68,-,-,-,-,-,-,-,50.67,-,-,-,-,-,-,-,-,-
1981M02,67.87,-,44.32,-,-,-,-,-,51.28,-,-,-,-,-,49.07,-,-,-,-,-,-,-,30.64,-,-,-,51.92,-,-,-,35.40,-,-,-,-,-,-,-,-,-,46.71,-,53.37,-,28.10,-,40.17,-,43.94,-,-,-,61.09,-,-,-,-,-,63.43,-,-,-,-,-,-,-,33.23,-,-,-,-,-,23.59,-,58.36,-,-,-,-,-,-,-,50.94,-,-,-,-,-,-,-,-,-
1981M03,67.77,-,43.95,-,-,-,-,-,50.37,-,-,-,-,-,48.42,-,-,-,-,-,-,-,30.72,-,-,-,51.86,-,-,-,35.43,-,-,-,-,-,-,-,-,-,46.63,-,53.45,-,27.57,-,40.13,-,42.95,-,-,-,60.60,-,-,-,-,-,64.53,-,-,-,-,-,-,-,32.72,-,-,-,-,-,23.25,-,54.88,-,-,-,-,-,-,-,51.15,-,-,-,-,-,-,-,-,-
1981M04,67.24,-,43.91,-,-,-,-,-,49.78,-,-,-,-,-,47.94,-,-,-,-,-,-,-,30.37,-,-,-,52.02,-,-,-,35.59,-,-,-,-,-,-,-,-,-,46.22,-,53.08,-,27.03,-,40.69,-,42.84,-,-,-,60.66,-,-,-,-,-,63.66,-,-,-,-,-,-,-,32.18,-,-,-,-,-,23.20,-,53.52,-,-,-,-,-,-,-,49.60,-,-,-,-,-,-,-,-,-
1981M05,66.83,-,43.51,-,-,-,-,-,49.08,-,-,-,-,-,47.14,-,-,-,-,-,-,-,30.36,-,-,-,52.28,-,-,-,35.75,-,-,-,-,-,-,-,-,-,45.88,-,52.79,-,26.55,-,40.69,-,41.76,-,-,-,60.34,-,-,-,-,-,63.32,-,-,-,-,-,-,-,31.21,-,-,-,-,-,23.06,-,53.57,-,-,-,-,-,-,-,48.92,-,-,-,-,-,-,-,-,-
1981M06,66.48,-,43.15,-,-,-,-,-,47.59,-,-,-,-,-,46.93,-,-,-,-,-,-,-,30.35,-,-,-,52.53,-,-,-,35.99,-,-,-,-,-,-,-,-,-,45.65,-,52.61,-,26.14,-,38.34,-,40.97,-,-,-,59.91,-,-,-,-,-,65.29,-,-,-,-,-,-,-,30.25,-,-,-,-,-,22.77,-,51.67,-,-,-,-,-,-,-,48.51,-,-,-,-,-,-,-,-,-
1981M07,65.87,-,44.29,-,-,-,-,-,46.41,-,-,-,-,-,46.36,-,-,-,-,-,-,-,30.23,-,-,-,52.58,-,-,-,35.97,-,-,-,-,-,-,-,-,-,45.63,-,52.65,-,25.99,-,39.91,-,40.27,-,-,-,59.28,-,-,-,-,-,62.43,-,-,-,-,-,-,-,29.63,-,-,-,-,-,22.83,-,49.48,-,-,-,-,-,-,-,48.26,-,-,-,-,-,-,-,-,-
1981M08,65.09,-,44.36,-,-,-,-,-,46.52,-,-,-,-,-,44.90,-,-,-,-,-,-,-,29.50,-,-,-,52.54,-,-,-,35.99,-,-,-,-,-,-,-,-,-,45.44,-,52.65,-,25.26,-,37.66,-,40.61,-,-,-,58.75,-,-,-,-,-,61.86,-,-,-,-,-,-,-,29.41,-,-,-,-,-,23.08,-,48.24,-,-,-,-,-,-,-,47.72,-,-,-,-,-,-,-,-,-
1981M09,65.03,-,44.24,-,-,-,-,-,46.23,-,-,-,-,-,44.19,-,-,-,-,-,-,-,29.45,-,-,-,52.55,-,-,-,36.20,-,-,-,-,-,-,-,-,-,45.13,-,52.18,-,25.42,-,37.20,-,40.97,-,-,-,58.45,-,-,-,-,-,62.86,-,-,-,-,-,-,-,29.25,-,-,-,-,-,22.75,-,47.31,-,-,-,-,-,-,-,47.65,-,-,-,-,-,-,-,-,-
1981M10,64.79,-,44.03,-,-,-,-,-,45.85,-,-,-,-,-,41.84,-,-,-,-,-,-,-,29.48,-,-,-,52.09,-,-,-,35.83,-,-,-,-,-,-,-,-,-,44.79,-,52.04,-,24.49,-,37.57,-,41.34,-,-,-,57.59,-,-,-,-,-,62.17,-,-,-,-,-,-,-,29.07,-,-,-,-,-,22.15,-,47.63,-,-,-,-,-,-,-,47.10,-,-,-,-,-,-,-,-,-
