期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--放款_原始值,資產--放款_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--企業及個人存款-計_原始值,負債與淨值--企業及個人存款-計_年增率(%),負債與淨值--企業及個人存款-支票存款_原始值,負債與淨值--企業及個人存款-支票存款_年增率(%),負債與淨值--企業及個人存款-活期存款_原始值,負債與淨值--企業及個人存款-活期存款_年增率(%),負債與淨值--企業及個人存款-活期儲蓄存款_原始值,負債與淨值--企業及個人存款-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款-定期存款_原始值,負債與淨值--企業及個人存款-定期存款_年增率(%),負債與淨值--企業及個人存款-定期儲蓄存款_原始值,負債與淨值--企業及個人存款-定期儲蓄存款_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-其他貨幣機構_原始值,負債與淨值--對金融機構負債-其他貨幣機構_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
1998M06,"1,256,605",-27.36,"678,645",-25.15,"6,837",-70.28,"1,872",-62.72,"15,354",-62.91,"3,707",-31.15,"39,751",-33.73,"379,047",-25.12,-,-,"15,054",-27.54,"116,338",-27.92,"1,073,474",-28.22,"13,568",-29.80,"48,189",-32.88,"164,917",-31.37,"353,123",25.31,"493,677",-44.04,75,-2.60,"55,666",-1.66,-,-,"49,538",-33.12,"77,852",-24.86
1998M07,"1,184,351",-30.13,"659,951",-27.22,"6,648",-60.89,"1,968",-32.65,"18,758",-8.05,"2,851",-21.57,"38,166",-35.55,"326,658",-35.16,-,-,"14,285",-32.31,"115,066",-28.22,"1,048,390",-29.25,"12,955",-30.35,"46,384",-36.35,"160,516",-34.01,"332,970",19.58,"495,565",-42.95,361,368.83,"7,412",-76.24,-,-,"50,357",-33.94,"77,831",-26.44
1998M08,"1,182,983",-30.19,"659,007",-27.77,"6,391",-59.96,"2,028",-26.17,"20,250",-13.73,"2,462",-23.33,"38,074",-35.52,"321,106",-34.10,-,-,"14,094",-25.80,"119,571",-30.27,"1,046,766",-28.54,"12,325",-43.17,"45,641",-35.97,"156,954",-33.91,"320,114",13.63,"511,732",-39.99,375,380.77,"6,633",-82.13,-,-,"50,431",-40.75,"78,778",-26.67
1998M09,"1,187,780",-16.89,"655,084",-16.13,"6,532",-16.44,"1,929",-20.68,"27,644",55.88,"2,276",-14.05,"36,557",-26.62,"322,357",-22.97,-,-,"14,607",-24.38,"120,794",-6.91,"1,053,631",-16.78,"12,845",-18.78,"44,977",-24.04,"156,440",-18.73,"309,902",22.60,"529,467",-29.00,377,416.44,"3,977",-79.53,-,-,"50,104",-9.96,"79,691",-9.32
1998M10,"1,194,407",-14.70,"652,165",-14.05,"6,105",-32.65,"1,732",-5.10,"32,577",32.50,"2,903",-4.13,"36,584",-24.41,"327,653",-18.72,-,-,"14,120",-12.13,"120,568",-10.95,"1,061,673",-14.70,"11,824",-28.19,"45,929",-19.89,"157,209",-17.70,"296,623",14.53,"550,088",-23.69,361,387.84,"2,284",-51.98,-,-,"49,159",-22.32,"80,930",-7.55
1998M11,"1,202,713",-13.90,"652,297",-13.87,"6,562",-33.92,"1,398",-16.79,"33,672",12.03,"3,464",21.71,"35,608",-20.95,"332,469",-16.73,-,-,"14,597",-6.13,"122,646",-9.29,"1,069,600",-13.85,"12,847",-18.65,"46,611",-19.48,"162,034",-16.01,"279,341",4.23,"568,767",-19.55,357,382.43,"1,289",-55.78,-,-,"49,923",-21.01,"81,544",-8.53
1998M12,"1,200,960",-10.00,"655,281",-11.40,"5,646",-27.25,"1,436",-11.25,"22,617",6.61,"3,457",29.77,"35,854",-17.79,"340,969",-10.63,-,-,"14,108",-12.13,"121,592",1.01,"1,065,951",-10.79,"12,331",-14.26,"46,449",-19.18,"161,327",-12.77,"262,201",-8.47,"583,643",-10.43,368,397.30,"5,546",-22.13,-,-,"49,049",-2.65,"80,046",-2.39
1999M01,"1,084,963",-15.51,"576,260",-18.35,"6,047",-25.79,"1,285",-11.68,"27,215",20.86,"2,196",4.72,"32,177",-23.51,"312,219",-13.03,-,-,"12,660",-30.40,"114,904",-7.98,"969,806",-14.61,"10,858",-29.47,"42,252",-13.64,"149,675",-13.50,"210,812",-29.55,"556,209",-7.18,341,354.67,"3,579",-67.27,-,-,"44,075",-22.49,"67,162",-16.55
1999M02,"1,084,139",-16.39,"571,580",-18.43,"6,840",-37.29,"1,242",-29.43,"28,402",-14.17,"5,424",71.75,"32,922",-22.60,"308,671",-15.22,-,-,"12,973",-16.97,"116,085",-6.96,"969,006",-16.21,"10,198",-34.22,"40,655",-24.84,"149,919",-16.68,"203,379",-41.15,"564,855",0.61,235,217.57,"2,478",2.69,-,-,"46,094",-19.97,"66,326",-17.15
1999M03,"1,080,555",-15.85,"566,886",-18.89,"7,969",-2.50,"1,083",-51.76,"30,936",3.46,"9,309",302.64,"28,638",-30.96,"310,141",-15.34,-,-,"12,291",-23.33,"113,302",-4.53,"969,685",-15.41,"9,527",-31.40,"41,431",-20.19,"151,030",-14.00,"193,843",-48.41,"573,854",8.44,221,198.65,"1,931",-65.27,-,-,"43,167",-18.04,"65,551",-17.46
1999M04,"1,058,397",-15.71,"552,044",-19.37,"8,163",0.21,"1,067",-39.65,"29,671",28.12,"8,828",215.29,"25,678",-37.75,"310,223",-13.36,-,-,"11,924",-23.99,"110,799",-7.82,"946,434",-15.24,"9,084",-32.17,"40,983",-17.47,"150,295",-11.70,"185,997",-51.08,"560,075",11.31,200,170.27,"3,566",-40.49,-,-,"43,948",-19.92,"64,249",-17.75
1999M05,"1,051,723",-15.48,"553,152",-18.24,"8,876",8.28,"1,262",-25.41,"25,076",13.67,"8,157",211.45,"25,768",-36.56,"308,092",-12.53,-,-,"12,262",-14.95,"109,078",-13.37,"939,965",-14.58,"9,210",-36.79,"41,073",-14.84,"148,411",-12.05,"183,139",-51.39,"558,132",13.41,174,135.14,"3,842",-30.87,-,-,"42,707",-28.87,"65,035",-16.84
1999M06,"1,054,541",-16.08,"552,429",-18.60,"8,712",27.42,"1,192",-36.32,"22,286",45.15,"11,181",201.62,"25,548",-35.73,"312,304",-17.61,-,-,"11,652",-22.60,"109,237",-6.10,"944,135",-12.05,"9,584",-29.36,"43,494",-9.74,"153,342",-7.02,"182,734",-48.25,"554,981",12.42,200,166.67,"4,406",-92.08,-,-,"40,473",-18.30,"65,327",-16.09
1999M07,"1,051,710",-11.20,"553,013",-16.20,"8,741",31.48,"1,183",-39.89,"21,753",15.97,"12,171",326.90,"26,101",-31.61,"305,867",-6.36,-,-,"11,749",-17.75,"111,132",-3.42,"935,474",-10.77,"8,929",-31.08,"41,775",-9.94,"150,781",-6.06,"183,507",-44.89,"550,482",11.08,233,-35.46,"8,026",8.28,-,-,"42,222",-16.15,"65,755",-15.52
1999M08,"1,047,202",-11.48,"553,280",-16.04,"9,204",44.02,"1,203",-40.68,"21,036",3.88,"12,399",403.61,"26,096",-31.46,"302,812",-5.70,-,-,"11,559",-17.99,"109,613",-8.33,"933,771",-10.79,"9,683",-21.44,"42,736",-6.36,"152,674",-2.73,"184,584",-42.34,"544,094",6.32,205,-45.33,"8,864",33.63,-,-,"39,634",-21.41,"64,728",-17.83
1999M09,"1,036,298",-12.75,"549,453",-16.12,"9,495",45.36,"1,113",-42.30,"19,933",-27.89,"12,455",447.23,"25,633",-29.88,"297,187",-7.81,-,-,"11,740",-19.63,"109,289",-9.52,"923,125",-12.39,"9,340",-27.29,"41,402",-7.95,"151,605",-3.09,"185,752",-40.06,"535,026",1.05,218,-42.18,"7,976",100.55,-,-,"38,253",-23.65,"66,726",-16.27
1999M10,"1,035,861",-13.27,"547,705",-16.02,"9,965",63.23,"1,158",-33.14,"22,494",-30.95,"12,418",327.76,"25,341",-30.73,"292,991",-10.58,-,-,"11,123",-21.23,"112,666",-6.55,"923,663",-13.00,"10,009",-15.35,"41,923",-8.72,"152,022",-3.30,"190,217",-35.87,"529,492",-3.74,197,-45.43,"2,383",4.33,-,-,"42,331",-13.89,"67,287",-16.86
1999M11,"1,030,965",-14.28,"546,867",-16.16,"10,696",63.00,"1,148",-17.88,"21,543",-36.02,"12,913",272.78,"25,208",-29.21,"288,411",-13.25,-,-,"13,002",-10.93,"111,177",-9.35,"921,410",-13.85,"9,138",-28.87,"41,769",-10.39,"151,166",-6.71,"194,643",-30.32,"524,694",-7.75,177,-50.42,"3,282",154.62,-,-,"38,156",-23.57,"67,940",-16.68
1999M12,"1,034,829",-13.83,"546,814",-16.55,"10,642",88.49,"1,045",-27.23,"17,621",-22.09,"13,047",277.41,"25,017",-30.23,"293,834",-13.82,-,-,"12,334",-12.57,"114,475",-5.85,"922,404",-13.47,"10,181",-17.44,"42,544",-8.41,"152,989",-5.17,"193,162",-26.33,"523,528",-10.30,169,-54.08,"4,945",-10.84,-,-,"40,803",-16.81,"66,508",-16.91
2000M01,"1,038,086",-4.32,"544,878",-5.45,"11,254",86.11,"1,045",-18.68,"19,803",-27.23,"13,042",493.90,"25,089",-22.03,"286,947",-8.09,-,-,"21,021",66.04,"115,007",0.09,"927,197",-4.39,"9,858",-9.21,"43,711",3.45,"158,890",6.16,"188,949",-10.37,"525,789",-5.47,218,-36.07,"5,052",41.16,-,-,"39,020",-11.47,"66,599",-0.84
2000M02,"1,035,261",-4.51,"542,712",-5.05,"12,255",79.17,"1,255",1.05,"23,164",-18.44,"12,943",138.62,"25,352",-22.99,"288,080",-6.67,-,-,"13,582",4.69,"115,918",-0.14,"927,485",-4.28,"9,775",-4.15,"42,569",4.71,"158,560",5.76,"184,795",-9.14,"531,786",-5.85,214,-8.94,"2,087",-15.78,-,-,"39,000",-15.39,"66,475",0.22
2000M03,"1,035,561",-4.16,"543,002",-4.21,"12,724",59.67,889,-17.91,"23,983",-22.48,"10,903",17.12,"25,295",-11.67,"291,182",-6.11,-,-,"11,797",-4.02,"115,786",2.19,"926,230",-4.48,"8,694",-8.74,"44,203",6.69,"161,894",7.19,"175,964",-9.22,"535,475",-6.69,197,-10.86,"1,781",-7.77,-,-,"41,321",-4.28,"66,032",0.73
2000M04,"1,040,780",-1.66,"541,238",-1.96,"9,986",22.33,854,-19.96,"23,099",-22.15,"11,236",27.28,"25,352",-1.27,"295,855",-4.63,-,-,"11,157",-6.43,"122,003",10.11,"917,337",-3.07,"9,870",8.65,"42,500",3.70,"157,316",4.67,"167,540",-9.92,"540,111",-3.56,197,-1.50,"10,782",202.36,-,-,"46,638",6.12,"65,826",2.45
2000M05,"1,021,002",-2.92,"541,394",-2.13,"8,660",-2.43,821,-34.94,"17,734",-29.28,"10,109",23.93,"24,925",-3.27,"288,984",-6.20,-,-,"11,407",-6.97,"116,968",7.23,"908,846",-3.31,"8,777",-4.70,"41,159",0.21,"152,955",3.06,"163,131",-10.93,"542,824",-2.74,190,9.20,"5,175",34.70,-,-,"40,597",-4.94,"66,194",1.78
2000M06,"1,023,558",-2.94,"538,993",-2.43,"8,615",-1.11,800,-32.89,"17,905",-19.66,"10,769",-3.68,"24,512",-4.06,"292,457",-6.36,-,-,"10,866",-6.75,"118,641",8.61,"905,414",-4.10,"8,544",-10.85,"40,731",-6.35,"152,840",-0.33,"157,812",-13.64,"545,487",-1.71,800,300.00,"13,647",209.74,-,-,"37,768",-6.68,"65,929",0.92
2000M07,"941,611",-10.47,"494,607",-10.56,"7,114",-18.61,770,-34.91,"14,382",-33.88,"10,206",-16.14,"22,314",-14.51,"273,706",-10.51,-,-,"11,045",-5.99,"107,467",-3.30,"838,691",-10.35,"7,956",-10.90,"36,968",-11.51,"138,448",-8.18,"143,242",-21.94,"512,077",-6.98,801,243.78,"6,574",-18.09,-,-,"34,785",-17.61,"60,760",-7.60
2000M08,"940,113",-10.23,"493,147",-10.87,"7,200",-21.77,799,-33.58,"14,054",-33.19,"10,108",-18.48,"22,139",-15.16,"275,687",-8.96,-,-,"10,056",-13.00,"106,923",-2.45,"838,860",-10.16,"8,046",-16.91,"37,507",-12.24,"138,148",-9.51,"140,300",-23.99,"514,859",-5.37,850,314.63,"5,280",-40.43,-,-,"34,111",-13.94,"61,012",-5.74
2000M09,"935,617",-9.72,"492,559",-10.35,"6,389",-32.71,810,-27.22,"11,930",-40.15,"10,259",-17.63,"21,998",-14.18,"273,461",-7.98,-,-,"10,383",-11.56,"107,828",-1.34,"833,598",-9.70,"7,407",-20.70,"36,112",-12.78,"134,871",-11.04,"138,471",-25.45,"516,737",-3.42,837,283.94,"6,538",-18.03,-,-,"33,499",-12.43,"61,145",-8.36
2000M10,"932,248",-10.00,"493,101",-9.97,"6,023",-39.56,740,-36.10,"11,572",-48.56,"10,000",-19.47,"21,850",-13.78,"270,870",-7.55,-,-,"10,515",-5.47,"107,577",-4.52,"830,895",-10.04,"7,889",-21.18,"36,357",-13.28,"134,895",-11.27,"136,981",-27.99,"514,773",-2.78,775,293.40,"6,024",152.79,-,-,"33,352",-21.21,"61,202",-9.04
2000M11,"926,307",-10.15,"491,940",-10.04,"5,786",-45.91,700,-39.02,"9,394",-56.39,"9,798",-24.12,"22,207",-11.90,"268,365",-6.95,-,-,"10,338",-20.49,"107,779",-3.06,"824,552",-10.51,"7,581",-17.04,"35,676",-14.59,"135,261",-10.52,"135,938",-30.16,"510,096",-2.78,729,311.86,"5,836",77.82,-,-,"33,743",-11.57,"61,447",-9.56
2000M12,"926,128",-10.50,"491,716",-10.08,"5,104",-52.04,655,-37.32,"8,930",-49.32,"9,769",-25.12,"22,197",-11.27,"268,355",-8.67,-,-,"10,382",-15.83,"109,020",-4.77,"822,203",-10.86,"8,760",-13.96,"36,442",-14.34,"137,438",-10.16,"134,867",-30.18,"504,696",-3.60,713,321.89,"11,031",123.07,-,-,"34,289",-15.96,"57,892",-12.95
2001M01,"915,655",-11.79,"486,828",-10.65,"5,432",-51.73,764,-26.89,"11,387",-42.50,"10,153",-22.15,"22,011",-12.27,"260,049",-9.37,-,-,"12,416",-40.94,"106,615",-7.30,"821,877",-11.36,"7,833",-20.54,"34,969",-20.00,"139,040",-12.49,"135,369",-28.36,"504,666",-4.02,693,217.89,"4,761",-5.76,-,-,"30,916",-20.77,"57,408",-13.80
2001M02,"922,104",-10.93,"483,408",-10.93,"5,508",-55.06,827,-34.10,"13,543",-41.53,"10,687",-17.43,"22,113",-12.78,"263,761",-8.44,-,-,"10,438",-23.15,"111,819",-3.54,"826,688",-10.87,"8,758",-10.40,"35,366",-16.92,"139,022",-12.32,"135,924",-26.45,"507,618",-4.54,698,226.17,"2,267",8.62,-,-,"35,103",-9.99,"57,348",-13.73
2001M03,"920,196",-11.14,"482,288",-11.18,"5,826",-54.21,729,-18.00,"13,979",-41.71,"8,825",-19.06,"22,365",-11.58,"264,070",-9.31,-,-,"10,011",-15.14,"112,103",-3.18,"825,653",-10.86,"8,191",-5.79,"35,024",-20.77,"138,822",-14.25,"132,719",-24.58,"510,897",-4.59,642,225.89,"1,647",-7.52,-,-,"36,223",-12.34,"56,031",-15.15
2001M04,"910,894",-12.48,"479,990",-11.32,"5,751",-42.41,769,-9.95,"12,230",-47.05,"8,535",-24.04,"22,347",-11.85,"260,874",-11.82,-,-,"11,192",0.31,"109,206",-10.49,"819,372",-10.68,"7,501",-24.00,"33,771",-20.54,"135,358",-13.96,"129,010",-23.00,"513,732",-4.88,646,227.92,"1,937",-82.03,-,-,"32,990",-29.26,"55,949",-15.00
2001M05,"907,316",-11.13,"477,005",-11.89,"5,540",-36.03,870,5.97,"11,365",-35.91,"8,529",-15.63,"22,240",-10.77,"261,473",-9.52,-,-,"10,165",-10.89,"110,129",-5.85,"814,868",-10.34,"7,035",-19.85,"33,714",-18.09,"132,609",-13.30,"124,362",-23.77,"517,148",-4.73,622,227.37,"2,664",-48.52,-,-,"33,291",-18.00,"55,871",-15.60
2001M06,"912,621",-10.84,"475,718",-11.74,"5,258",-38.97,860,7.50,"11,318",-36.79,"8,951",-16.88,"22,024",-10.15,"263,721",-9.83,-,-,"9,115",-16.11,"115,656",-2.52,"820,346",-9.40,"8,743",2.33,"34,189",-16.06,"137,592",-9.98,"120,052",-23.93,"519,770",-4.71,718,-10.25,"1,862",-86.36,-,-,"33,675",-10.84,"56,020",-15.03
2001M07,"908,584",-3.51,"471,357",-4.70,"5,263",-26.02,897,16.49,"10,811",-24.83,"8,629",-15.45,"22,083",-1.04,"262,292",-4.17,-,-,"10,594",-4.08,"116,658",8.55,"816,014",-2.70,"9,772",22.83,"32,790",-11.30,"133,418",-3.63,"117,530",-17.95,"522,504",2.04,734,-8.36,"1,757",-73.27,-,-,"34,134",-1.87,"55,945",-7.92
2001M08,"886,319",-5.72,"458,080",-7.11,"5,452",-24.28,"1,037",29.79,"12,413",-11.68,"8,410",-16.80,"21,919",-0.99,"257,500",-6.60,-,-,"9,410",-6.42,"112,098",4.84,"803,023",-4.27,"7,431",-7.64,"32,336",-13.79,"131,520",-4.80,"114,732",-18.22,"517,004",0.42,716,-15.76,"4,572",-13.41,-,-,"29,835",-12.54,"48,173",-21.04
2001M09,"774,665",-17.20,"395,944",-19.61,"5,119",-19.88,732,-9.63,"13,961",17.02,"8,512",-17.03,"18,506",-15.87,"235,957",-13.71,-,-,"7,754",-25.32,"88,180",-18.22,"692,878",-16.88,"6,441",-13.04,"27,716",-23.25,"118,452",-12.17,"95,973",-30.69,"444,296",-14.02,265,-68.34,727,-88.88,-,-,"27,531",-17.82,"53,264",-12.89
2001M10,"771,729",-17.22,"391,568",-20.59,"5,187",-13.88,782,5.68,"16,172",39.75,"8,596",-14.04,"15,374",-29.64,"239,499",-11.58,-,-,"7,996",-23.96,"86,555",-19.54,"693,142",-16.58,"6,108",-22.58,"28,727",-20.99,"121,393",-10.01,"95,159",-30.53,"441,755",-14.18,257,-66.84,312,-94.82,-,-,"24,436",-26.73,"53,582",-12.45
