期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),金屬、機械加工類_原始值,金屬、機械加工類_年增率(%),金屬、機械加工類_原始值,金屬、機械加工類_年增率(%),焊接、配管類_原始值,焊接、配管類_年增率(%),焊接、配管類_原始值,焊接、配管類_年增率(%),電機、電匠類_原始值,電機、電匠類_年增率(%),電機、電匠類_原始值,電機、電匠類_年增率(%),電子、儀表類_原始值,電子、儀表類_年增率(%),電子、儀表類_原始值,電子、儀表類_年增率(%),營建、土木類_原始值,營建、土木類_年增率(%),營建、土木類_原始值,營建、土木類_年增率(%),紡織、服飾類_原始值,紡織、服飾類_年增率(%),紡織、服飾類_原始值,紡織、服飾類_年增率(%),印刷、製版類_原始值,印刷、製版類_年增率(%),印刷、製版類_原始值,印刷、製版類_年增率(%),電腦設計類_原始值,電腦設計類_年增率(%),電腦設計類_原始值,電腦設計類_年增率(%),美容、美髮及其他服務類_原始值,美容、美髮及其他服務類_年增率(%),美容、美髮及其他服務類_原始值,美容、美髮及其他服務類_年增率(%),其他技工類_原始值,其他技工類_年增率(%),其他技工類_原始值,其他技工類_年增率(%),漁業人員_原始值,漁業人員_年增率(%),漁業人員_原始值,漁業人員_年增率(%)
2005M09,"3,440",-9.33,"2,037",-11.32,"1,210",31.38,516,35.43,40,-72.22,33,-63.33,224,2.75,191,7.91,478,-22.78,356,30.88,131,-17.09,31,-16.22,16,-77.46,66,-25.00,0,--,0,-100.00,420,-10.26,142,-65.45,472,-44.27,378,-39.62,305,41.20,180,119.51,144,9.09,144,9.92
2005M10,"2,782",17.43,"2,381",4.94,450,50.50,479,0.84,31,-18.42,65,-16.67,401,143.03,167,12.08,469,-23.11,460,70.37,26,--,56,-40.43,88,-24.79,45,18.42,0,--,0,-100.00,207,10.11,163,-52.62,430,-21.10,458,-6.91,583,61.05,391,37.68,97,115.56,97,120.45
2005M11,"1,832",5.65,"1,578",-33.92,464,27.12,329,17.08,25,733.33,0,-100.00,93,-29.55,67,86.11,377,12.54,286,-38.63,43,--,19,850.00,29,45.00,0,-100.00,0,--,0,-100.00,189,-25.88,248,-29.75,335,-11.38,208,-68.53,225,13.07,369,-12.77,52,10.64,52,18.18
2005M12,528,-48.18,"4,782",-10.37,80,-38.46,"1,397",19.91,20,5.26,123,13.89,65,116.67,880,26.07,32,-90.86,404,-69.25,0,-100.00,271,0.37,15,--,168,19.15,0,--,25,-3.85,53,82.76,580,21.59,105,-69.21,669,-26.08,80,122.22,187,9.36,78,30.00,78,30.00
2006M01,"3,063",-22.65,331,-64.71,"1,160",-13.17,145,-36.40,130,-3.70,10,-44.44,535,-19.55,60,-61.78,258,-30.65,0,-100.00,144,-50.85,0,-100.00,63,26.00,0,-100.00,26,-13.33,0,--,217,-56.43,33,-72.03,476,-3.64,49,-83.16,28,-56.92,34,--,26,18.18,0,-100.00
2006M02,"1,847",105.22,859,-9.96,493,228.67,282,-5.05,41,17.14,18,--,455,810.00,103,4.04,135,-30.41,74,-69.17,27,-64.94,28,--,56,69.70,25,--,0,--,0,-100.00,337,58.22,73,-32.41,225,129.59,180,4.65,33,175.00,0,--,45,18.42,76,105.41
2006M03,"1,540",-41.38,755,-26.41,489,-29.54,330,22.22,106,-17.83,25,-26.47,225,22.28,153,188.68,111,-75.60,15,-87.50,127,139.62,0,-100.00,30,-62.03,0,-100.00,0,--,0,-100.00,179,-28.11,50,-75.00,140,-74.07,49,-79.24,50,-78.81,50,0.00,83,937.50,83,937.50
2006M04,"1,021",-45.14,"1,783",-34.97,381,-0.78,716,9.15,69,60.47,76,35.71,177,3.51,254,19.25,88,-62.71,166,-64.53,0,-100.00,58,-59.44,0,-100.00,43,-23.21,0,--,0,--,94,-36.49,212,-10.17,109,-72.26,185,-67.49,30,-89.76,0,-100.00,73,65.91,73,73.81
2006M05,"1,782",-44.30,887,-48.22,571,-34.29,241,-45.10,70,-11.39,41,-57.29,275,-20.52,287,114.18,248,-65.12,0,-100.00,42,-64.71,0,-100.00,37,-35.09,0,-100.00,0,--,0,--,292,-18.21,110,1.85,159,-59.34,112,-62.29,22,-87.91,30,-83.24,66,-25.00,66,-10.81
2006M06,569,-72.27,"3,327",-15.52,167,-28.63,"1,059",14.24,12,-88.35,171,81.91,0,-100.00,599,-3.85,28,-95.26,268,-55.70,22,-50.00,151,-10.12,44,-2.22,97,24.36,0,--,24,20.00,55,-74.42,294,-34.52,51,-85.67,421,-34.73,67,-77.44,120,-53.67,123,75.71,123,75.71
2006M07,"3,297",-31.24,"1,406",-33.24,"1,181",5.54,366,10.24,141,-9.03,64,-36.00,546,-3.36,250,30.21,411,-24.59,148,-50.00,180,-16.67,9,-10.00,67,-52.14,44,41.94,21,-22.22,0,--,247,-33.42,227,382.98,388,-67.03,193,-70.98,79,-80.40,69,-80.62,36,-53.25,36,-53.25
2006M08,"2,353",1.25,"1,639",-58.11,636,67.37,613,-28.39,86,405.88,55,-53.78,433,92.44,131,-49.81,255,-51.98,218,-68.68,0,-100.00,58,-70.41,49,-28.99,19,-78.41,0,--,0,--,357,164.44,283,-32.46,380,-4.28,147,-74.57,42,-81.90,0,-100.00,115,-61.28,115,-61.28
