期間,本國銀行_原始值,本國銀行_年增率(%),本國銀行_原始值,本國銀行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),外國銀行在台分行_原始值,外國銀行在台分行_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),信託投資公司_原始值,信託投資公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),票券金融公司_原始值,票券金融公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),中華郵政公司_原始值,中華郵政公司_年增率(%),信用合作社_原始值,信用合作社_年增率(%),信用合作社_原始值,信用合作社_年增率(%)
2006,"19,288,586",20.84,"16,369,750",12.15,"931,404",93.77,"3,123,652",38.78,"1,320",-92.02,"426,754",8.11,"3,336,776",9.96,"850,946",26.88,"280,792",2.53,"3,067,776",65.31,-,-,-,-
2007,"15,439,311",-19.96,"15,427,935",-5.75,"1,181,102",26.81,"2,924,175",-6.39,100,-92.42,"99,770",-76.62,"3,334,742",-0.06,"519,535",-38.95,"283,010",0.79,"1,266,850",-58.70,-,-,-,-
2008,"12,735,616",-17.51,"12,945,567",-16.09,"1,369,989",15.99,"2,755,161",-5.78,-,-,"2,200",-97.79,"1,970,448",-40.91,"357,559",-31.18,"533,655",88.56,"549,221",-56.65,-,-,-,-
