期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),54人造纖維絲、絲紗及其梭織物_原始值,54人造纖維絲、絲紗及其梭織物_年增率(%),55人造纖維棉_原始值,55人造纖維棉_年增率(%),58花邊及窄幅梭織物_原始值,58花邊及窄幅梭織物_年增率(%),59浸漬、塗佈或黏合織物及工業用織物_原始值,59浸漬、塗佈或黏合織物及工業用織物_年增率(%),60針織品或鉤針織品_原始值,60針織品或鉤針織品_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),82基本金屬製工具及其零件_原始值,82基本金屬製工具及其零件_年增率(%),83基本金屬雜項製品_原始值,83基本金屬雜項製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%),94座物、家具、燈具及其零件_原始值,94座物、家具、燈具及其零件_年增率(%)
1997M11,110.57,-2.78,-,-,-,-,-,-,-,-,-,-,54.38,-3.82,-,-,-,-,-,-,-,-,63.37,3.68,67.54,4.42,39.51,-3.16,-,-,-,-,77.67,0.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.52,-1.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96.07,-2.64,-,-,-,-,-,-,-,-,-,-
1997M12,109.63,-3.51,-,-,-,-,-,-,-,-,-,-,54.38,-3.82,-,-,-,-,-,-,-,-,63.21,1.51,67.36,2.03,39.51,-3.16,-,-,-,-,77.16,1.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.43,-1.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.08,-3.59,-,-,-,-,-,-,-,-,-,-
1998M01,108.14,-4.55,58.63,-,58.85,-,59.07,-,21.06,-,19.54,-,53.50,-5.21,-,-,39.10,-,98.27,-,71.37,-,62.16,1.06,67.12,3.07,39.46,-3.47,71.71,-,71.71,-,75.77,-0.89,67.99,-,61.59,-,98.81,-,81.24,-,86.35,-,120.53,-,146.60,-,59.00,-1.29,52.69,-,60.15,-,41.35,-,96.41,-,98.30,-,103.79,-,192.50,-,205.34,-,176.55,-,93.88,-4.13,93.75,-,154.15,-,161.01,-,95.10,-,85.52,-
1998M02,107.19,-5.43,59.05,-,59.42,-,63.36,-,15.30,-,13.99,-,52.73,-6.57,-,-,39.36,-,94.76,-,72.11,-,61.68,0.29,66.49,2.03,39.61,-2.27,70.68,-,70.68,-,75.83,-2.44,67.06,-,60.20,-,98.76,-,81.91,-,87.59,-,120.53,-,146.60,-,58.81,-1.28,52.31,-,61.63,-,39.74,-,95.71,-,94.35,-,103.79,-,191.22,-,204.76,-,174.57,-,95.09,-2.71,95.04,-,151.98,-,158.24,-,95.16,-,85.57,-
1998M03,105.76,-6.32,59.22,-,59.64,-,65.45,-,14.77,-,13.46,-,52.49,-6.83,-,-,38.84,-,94.76,-,71.14,-,60.67,-2.15,65.28,-0.81,39.48,-1.94,70.97,-,70.97,-,75.71,-2.26,66.86,-,59.58,-,97.99,-,82.66,-,86.15,-,120.53,-,146.60,-,58.20,-1.41,50.86,-,60.74,-,40.02,-,95.42,-,94.40,-,103.79,-,186.78,-,197.89,-,172.64,-,94.74,-2.18,94.68,-,149.81,-,155.48,-,95.39,-,85.67,-
1998M04,104.52,-7.12,56.88,-,57.54,-,69.24,-,15.67,-,14.43,-,52.72,-6.59,-,-,38.99,-,95.63,-,71.57,-,60.85,-0.78,65.75,1.14,38.43,-4.55,71.38,-,71.38,-,75.35,-3.00,67.70,-,58.75,-,97.20,-,81.55,-,85.78,-,118.41,-,146.60,-,57.39,-2.23,48.28,-,60.33,-,40.10,-,95.42,-,94.14,-,102.74,-,182.64,-,193.16,-,169.16,-,94.11,-2.93,94.04,-,147.92,-,153.13,-,94.68,-,85.72,-
1998M05,102.42,-8.81,56.77,-,57.39,-,70.42,-,17.30,-,16.10,-,52.32,-7.30,-,-,38.57,-,94.34,-,72.19,-,58.36,-7.22,63.06,-5.70,36.88,-8.40,71.20,-,71.20,-,74.79,-3.98,67.36,-,57.99,-,96.51,-,81.03,-,84.42,-,116.94,-,143.28,-,56.35,-4.60,47.13,-,59.78,-,39.95,-,94.72,-,90.47,-,98.78,-,177.19,-,186.05,-,165.48,-,93.60,-3.61,93.51,-,145.40,-,150.10,-,93.55,-,85.79,-
1998M06,100.59,-10.46,56.63,-,57.20,-,67.85,-,15.93,-,14.88,-,52.21,-7.49,-,-,38.11,-,94.16,-,74.66,-,57.66,-7.57,62.36,-5.87,36.19,-10.11,70.20,-,70.20,-,72.66,-6.79,62.80,-,57.04,-,92.08,-,77.55,-,83.64,-,120.90,-,152.22,-,55.60,-6.29,45.38,-,59.31,-,39.87,-,92.43,-,90.21,-,98.04,-,173.86,-,180.75,-,164.18,-,91.47,-5.77,91.37,-,143.98,-,148.38,-,93.02,-,85.55,-
1998M07,99.49,-11.28,58.23,-,59.33,-,72.59,-,15.52,-,14.47,-,52.05,-7.78,-,-,36.14,-,93.73,-,78.96,-,57.28,-8.37,61.63,-7.18,37.27,-7.43,68.47,-,68.47,-,71.67,-7.15,60.33,-,57.10,-,92.03,-,77.78,-,82.35,-,118.94,-,147.79,-,54.66,-8.72,42.08,-,58.80,-,39.48,-,92.67,-,92.32,-,97.14,-,171.19,-,177.51,-,162.13,-,91.46,-5.43,91.37,-,143.70,-,148.05,-,92.82,-,84.94,-
1998M08,97.83,-12.50,57.13,-,57.87,-,75.33,-,13.68,-,12.60,-,51.18,-8.85,-,-,35.47,-,93.73,-,75.23,-,55.80,-10.91,59.83,-10.10,37.19,-7.63,67.91,-,67.91,-,69.97,-9.97,57.02,-,55.67,-,91.21,-,76.10,-,80.65,-,113.50,-,135.54,-,54.27,-9.66,40.91,-,59.42,-,38.22,-,91.00,-,91.88,-,97.14,-,168.34,-,172.44,-,161.57,-,90.89,-5.93,90.79,-,143.27,-,147.45,-,92.14,-,84.87,-
