期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府債券_原始值,資產--對非金融機構證券投資-政府債券_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-計_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-計_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--信託資金_原始值,負債與淨值--信託資金_年增率(%),負債與淨值--人壽保險準備_原始值,負債與淨值--人壽保險準備_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
2002M03,"25,913,130",6.00,"6,729,761",31.13,"14,732,237",-3.36,"2,136,913",0.49,"467,217",25.70,"12,128,107",-4.85,"1,711,720",31.84,"107,111",-8.49,"1,951,769",2.16,"239,014",-23.37,"272,749",5.46,"168,769",-2.30,"546,675",32.89,"725,866",1.55,"18,974,508",4.28,"257,843",-6.29,"1,039,562",10.66,"3,387,905",25.00,"2,838,666",-13.28,"7,151,319",3.69,"1,186,154",6.87,"3,113,059",4.13,-,-,"896,275",1.37,"788,955",48.44,"3,026,949",17.22,"236,234",140.55,"2,705,637",11.30,"-1,987,969",--
2002M04,"25,990,883",6.54,"6,872,400",32.29,"14,731,300",-2.72,"2,170,071",2.78,"472,495",30.58,"12,088,734",-4.59,"1,664,936",26.07,"107,420",-2.81,"1,934,113",1.46,"231,617",-17.50,"273,777",5.86,"175,320",-2.89,"627,931",47.66,"714,041",0.81,"18,870,980",4.53,"238,572",-3.38,"1,068,721",14.33,"3,372,187",28.45,"2,828,592",-12.63,"7,136,518",2.79,"1,130,182",4.80,"3,096,208",3.66,-,-,"871,558",-2.93,"813,356",48.84,"3,074,144",17.01,"244,570",145.11,"2,718,674",11.01,"-1,944,371",--
2002M05,"26,004,552",5.78,"6,984,341",29.06,"14,655,321",-2.87,"2,078,997",2.74,"478,463",30.53,"12,097,861",-4.72,"1,723,142",26.34,"98,703",-9.79,"1,873,566",-0.37,"222,234",-25.67,"279,737",7.83,"167,508",-1.92,"654,320",55.92,"698,475",1.76,"18,748,294",3.93,"232,917",1.53,"1,084,434",17.32,"3,303,111",28.50,"2,831,768",-11.75,"7,130,155",2.27,"1,094,049",-6.04,"3,071,860",3.39,-,-,"917,365",-0.09,"849,195",49.69,"3,131,425",17.09,"259,059",142.03,"2,606,106",2.59,"-1,859,687",--
2002M06,"26,211,044",5.71,"7,159,391",29.83,"14,675,942",-3.39,"2,019,952",-1.07,"491,148",32.85,"12,164,842",-4.81,"1,793,483",31.10,"112,773",4.64,"1,767,743",-5.00,"252,259",-22.36,"280,862",7.88,"168,591",0.51,"786,442",87.65,"690,661",-0.52,"18,904,109",2.89,"287,733",1.17,"1,155,470",19.10,"3,327,146",24.31,"2,915,051",-8.74,"7,142,669",1.89,"1,002,747",-18.53,"3,073,293",2.21,-,-,"921,727",1.99,"872,976",48.68,"3,200,500",17.86,"277,444",162.05,"2,502,095",-3.01,"-1,944,910",--
2002M07,"26,358,467",5.39,"7,334,215",28.56,"14,573,931",-3.69,"1,999,662",-1.37,"502,111",18.89,"12,072,158",-4.81,"1,805,469",28.80,"114,495",3.89,"1,739,012",-10.77,"340,703",21.53,"281,157",7.22,"169,485",-1.23,"814,866",69.56,"677,236",-1.41,"18,753,531",2.22,"247,272",-31.69,"1,127,867",25.45,"3,274,919",25.67,"2,926,650",-7.04,"7,164,618",1.72,"934,126",-25.23,"3,078,079",1.35,-,-,"949,584",-1.55,"889,301",46.00,"3,254,249",18.23,"309,976",184.67,"2,573,576",-3.10,"-1,863,852",--
2002M08,"26,290,202",4.84,"7,362,872",24.82,"14,596,160",-2.30,"1,969,866",-0.07,"496,389",20.14,"12,129,905",-3.39,"1,815,643",24.91,"115,988",5.71,"1,709,022",-12.77,"239,782",-15.85,"282,754",7.42,"167,981",0.76,"720,056",35.38,"675,455",-0.50,"18,847,412",2.54,"281,376",23.11,"1,136,813",16.50,"3,312,162",24.33,"2,925,816",-7.48,"7,193,403",1.25,"929,388",-21.93,"3,068,454",0.47,-,-,"899,616",-2.14,"896,318",42.17,"3,303,124",18.71,"315,298",150.31,"2,639,897",-1.15,"-2,006,974",--
2002M09,"26,545,574",5.29,"7,526,779",24.42,"14,637,033",-2.04,"1,957,316",-2.37,"482,972",18.03,"12,196,745",-2.64,"1,915,708",30.85,"110,594",-0.32,"1,679,982",-13.08,"217,708",-22.71,"284,658",7.20,"173,112",5.47,"729,359",21.05,"679,687",-2.02,"18,753,081",2.06,"252,956",-5.18,"1,141,661",20.52,"3,258,420",20.41,"2,901,034",-6.94,"7,215,741",0.94,"930,568",-17.53,"3,052,701",-0.26,-,-,"921,754",-2.80,"914,005",43.12,"3,345,191",18.78,"342,980",133.07,"2,771,205",3.68,"-1,911,688",--
2002M10,"26,589,819",5.80,"7,587,293",25.34,"14,546,943",-1.93,"1,925,963",-4.87,"480,565",19.50,"12,140,415",-2.15,"1,963,804",27.87,"101,320",-2.94,"1,721,088",-10.28,"218,102",-15.37,"282,701",6.22,"168,568",3.78,"717,731",35.10,"674,373",0.05,"18,793,113",2.42,"237,181",3.83,"1,146,304",20.24,"3,290,225",19.61,"2,865,906",-6.57,"7,246,948",1.19,"962,580",-15.32,"3,043,969",-0.23,-,-,"893,773",-1.29,"929,020",41.17,"3,386,293",19.40,"361,944",133.85,"2,754,934",2.38,"-1,921,362",--
2002M11,"26,780,989",6.34,"7,724,020",25.67,"14,553,896",-1.42,"1,917,386",-6.21,"466,083",16.51,"12,170,427",-1.21,"2,036,220",32.16,"104,513",-9.15,"1,705,152",-11.24,"210,274",-20.05,"279,258",4.31,"167,656",0.75,"731,075",36.63,"685,185",0.80,"18,891,405",2.63,"271,098",19.92,"1,135,181",18.99,"3,331,899",15.78,"2,851,487",-6.02,"7,286,196",1.72,"964,741",-12.50,"3,050,803",0.06,-,-,"920,359",-0.07,"947,078",39.27,"3,439,389",19.56,"367,968",100.16,"2,798,955",5.50,"-2,000,425",--
2002M12,"27,176,005",6.03,"7,871,457",23.91,"14,760,107",-2.04,"1,934,899",-9.36,"476,744",3.52,"12,348,464",-0.99,"2,086,609",32.69,"107,582",2.44,"1,693,450",-8.80,"194,799",-18.31,"286,700",6.93,"175,301",3.87,"704,305",30.40,"698,460",0.80,"19,154,286",2.15,"278,593",1.48,"1,284,642",14.85,"3,401,076",9.46,"2,823,133",-4.86,"7,288,831",2.07,"1,016,499",-7.70,"3,061,512",0.67,-,-,"890,155",-6.24,"955,769",36.51,"3,494,402",19.69,"377,303",86.22,"2,721,930",1.52,"-1,820,605",--
2003M01,"27,587,991",6.55,"8,049,381",24.58,"14,724,833",-1.64,"2,023,635",-8.96,"476,843",2.43,"12,224,355",-0.47,"2,119,762",30.93,"109,806",0.67,"1,838,225",-5.31,"217,617",-11.92,"286,706",6.21,"241,661",-12.19,"837,823",50.72,"1,031,544",25.64,"19,255,859",2.42,"302,553",22.83,"1,065,907",0.06,"3,571,182",9.40,"2,792,679",-3.31,"7,346,178",3.05,"1,015,230",-9.76,"3,162,130",2.59,-,-,"836,161",-11.27,"985,465",36.26,"3,552,107",20.12,"384,270",80.85,"2,821,346",5.80,"-2,116,584",--
2003M02,"27,549,982",6.53,"8,152,190",23.97,"14,675,003",-1.23,"2,025,319",-8.85,"462,763",-1.72,"12,186,921",0.18,"2,145,472",29.39,"105,135",-0.11,"1,782,921",-9.27,"217,095",-9.29,"287,530",5.53,"184,636",-0.84,"872,009",59.98,"779,061",-2.06,"19,312,336",2.14,"275,569",1.02,"1,135,025",11.70,"3,539,863",6.64,"2,793,928",-2.41,"7,388,671",3.33,"1,019,014",-11.71,"3,160,266",0.91,-,-,"851,560",-8.06,"1,008,926",32.67,"3,586,172",19.91,"397,583",81.58,"2,875,026",6.80,"-2,132,691",--
2003M03,"27,536,410",6.26,"8,225,098",22.22,"14,607,984",-0.84,"2,020,570",-5.44,"448,776",-3.95,"12,138,638",0.09,"2,196,404",28.32,"107,055",-0.05,"1,794,787",-8.04,"179,549",-24.88,"249,158",-8.65,"176,375",4.51,"880,361",61.04,"746,723",2.87,"19,235,841",1.38,"246,097",-4.56,"1,166,923",12.25,"3,533,282",4.29,"2,721,723",-4.12,"7,403,617",3.53,"1,029,093",-13.24,"3,135,106",0.71,-,-,"849,500",-5.22,"1,031,982",30.80,"3,630,333",19.93,"395,544",67.44,"2,896,084",7.04,"-2,129,958",--
2003M04,"27,691,306",6.54,"8,361,897",21.67,"14,651,866",-0.54,"2,032,913",-6.32,"445,025",-5.81,"12,173,928",0.70,"2,165,674",30.08,"101,916",-5.12,"1,796,774",-7.10,"185,148",-20.06,"249,721",-8.79,"178,310",1.71,"871,906",38.85,"738,591",3.44,"19,223,459",1.87,"244,158",2.34,"1,177,443",10.17,"3,558,725",5.53,"2,688,290",-4.96,"7,409,534",3.83,"1,019,304",-9.81,"3,126,005",0.96,-,-,"868,564",-0.34,"1,086,253",33.55,"3,679,013",19.68,"398,362",62.88,"2,979,648",9.60,"-2,154,490",--
2003M05,"27,933,151",7.42,"8,609,314",23.27,"14,663,973",0.06,"1,997,169",-3.94,"431,780",-9.76,"12,235,024",1.13,"2,173,304",26.12,"100,514",1.83,"1,767,187",-5.68,"198,048",-10.88,"248,217",-11.27,"172,594",3.04,"924,756",41.33,"739,293",5.84,"19,284,580",2.86,"271,436",16.54,"1,163,576",7.30,"3,607,141",9.20,"2,661,223",-6.02,"7,407,348",3.89,"1,051,501",-3.89,"3,122,355",1.64,-,-,"856,947",-6.59,"1,118,285",31.69,"3,733,920",19.24,"413,039",59.44,"3,077,199",18.08,"-2,214,868",--
2003M06,"28,127,095",7.31,"8,649,790",20.82,"14,868,329",1.31,"1,993,851",-1.29,"447,692",-8.85,"12,426,786",2.15,"2,144,621",19.58,"100,195",-11.15,"1,739,978",-1.57,"201,043",-20.30,"247,917",-11.73,"175,222",3.93,"927,912",17.99,"743,719",7.68,"19,464,779",2.97,"272,160",-5.41,"1,277,426",10.55,"3,675,004",10.46,"2,629,805",-9.79,"7,414,531",3.81,"1,093,110",9.01,"3,102,743",0.96,-,-,"911,163",-1.15,"1,156,986",32.53,"3,771,671",17.85,"424,438",52.98,"3,040,247",21.51,"-2,313,820",--
2003M07,"28,290,395",7.33,"8,838,443",20.51,"14,771,022",1.35,"1,964,293",-1.77,"452,003",-9.98,"12,354,726",2.34,"2,187,338",21.15,"98,614",-13.87,"1,745,171",0.35,"227,451",-33.24,"248,853",-11.49,"173,503",2.37,"963,332",18.22,"740,023",9.27,"19,531,586",4.15,"255,674",3.40,"1,244,897",10.38,"3,766,964",15.02,"2,597,930",-11.23,"7,398,181",3.26,"1,146,431",22.73,"3,121,509",1.41,-,-,"966,398",1.77,"1,174,866",32.11,"3,826,453",17.58,"430,785",38.97,"2,999,876",16.56,"-2,342,924",--
2003M08,"28,374,737",7.93,"8,927,226",21.25,"14,801,179",1.40,"1,910,370",-3.02,"449,863",-9.37,"12,440,946",2.56,"2,196,151",20.96,"97,082",-16.30,"1,717,163",0.48,"221,652",-7.56,"245,684",-13.11,"168,600",0.37,"963,231",33.77,"743,273",10.04,"19,641,971",4.22,"296,609",5.41,"1,258,132",10.67,"3,859,654",16.53,"2,602,824",-11.04,"7,383,754",2.65,"1,127,783",21.35,"3,113,215",1.46,-,-,"920,352",2.30,"1,205,801",34.53,"3,881,310",17.50,"437,030",38.61,"2,918,164",10.54,"-2,336,395",--
2003M09,"28,850,684",8.68,"9,263,636",23.08,"14,911,220",1.87,"1,951,913",-0.28,"449,989",-6.83,"12,509,318",2.56,"2,192,936",14.47,"89,398",-19.17,"1,699,328",1.15,"265,187",21.81,"245,894",-13.62,"183,085",5.76,"1,025,998",40.67,"744,207",9.49,"19,661,022",4.84,"274,181",8.39,"1,347,977",18.07,"3,889,473",19.37,"2,577,850",-11.14,"7,363,030",2.04,"1,100,186",18.23,"3,108,325",1.82,-,-,"964,395",4.63,"1,239,582",35.62,"3,934,440",17.61,"463,230",35.06,"2,957,108",6.71,"-2,139,298",--
2003M10,"29,096,764",9.43,"9,560,910",26.01,"14,878,227",2.28,"1,894,580",-1.63,"438,547",-8.74,"12,545,100",3.33,"2,181,035",11.06,"89,545",-11.62,"1,627,929",-5.41,"340,749",56.23,"245,884",-13.02,"172,485",2.32,"1,083,418",50.95,"751,142",11.38,"19,729,969",4.99,"258,431",8.96,"1,389,448",21.21,"3,924,119",19.27,"2,620,728",-8.55,"7,361,575",1.58,"1,063,027",10.44,"3,112,641",2.26,-,-,"936,627",4.79,"1,289,635",38.82,"3,987,622",17.76,"488,186",34.88,"3,023,357",9.74,"-2,193,192",--
2003M11,"29,391,122",9.75,"9,798,559",26.86,"15,019,093",3.20,"1,923,493",0.32,"432,098",-7.29,"12,663,502",4.05,"2,186,425",7.38,"96,867",-7.32,"1,625,418",-4.68,"248,495",18.18,"244,814",-12.33,"171,451",2.26,"1,127,701",54.25,"759,709",10.88,"19,815,702",4.89,"301,641",11.27,"1,391,971",22.62,"3,940,715",18.27,"2,650,471",-7.05,"7,335,078",0.67,"1,085,274",12.49,"3,110,552",1.96,-,-,"968,354",5.21,"1,304,261",37.71,"4,046,807",17.66,"509,967",38.59,"3,179,536",13.60,"-2,320,915",--
2003M12,"29,875,387",9.93,"9,966,938",26.62,"15,328,300",3.85,"1,944,921",0.52,"436,102",-8.52,"12,947,277",4.85,"2,253,528",8.00,"85,462",-20.56,"1,553,131",-8.29,"259,188",33.05,"250,618",-12.59,"178,222",1.67,"1,139,591",61.80,"785,164",12.41,"20,158,128",5.24,"315,679",13.31,"1,600,804",24.61,"4,028,144",18.44,"2,665,711",-5.58,"7,310,961",0.30,"1,123,318",10.51,"3,113,511",1.70,-,-,"929,697",4.44,"1,370,028",43.34,"4,148,006",18.70,"541,227",43.45,"3,055,453",12.25,"-2,251,907",--
2004M01,"30,208,960",9.50,"10,101,503",25.49,"15,505,791",5.30,"2,056,868",1.64,"445,108",-6.66,"13,003,815",6.38,"2,214,356",4.46,"87,525",-20.29,"1,578,147",-14.15,"239,744",10.17,"248,995",-13.15,"232,899",-3.63,"1,215,236",45.05,"1,000,554",-3.00,"20,382,008",5.85,"315,156",4.17,"1,390,809",30.48,"4,287,431",20.06,"2,688,921",-3.72,"7,321,597",-0.33,"1,142,462",12.53,"3,235,632",2.32,-,-,"938,359",12.22,"1,415,064",43.59,"4,218,700",18.77,"547,900",42.58,"2,936,888",4.10,"-2,445,749",--
2004M02,"30,432,198",10.46,"10,296,174",26.30,"15,557,517",6.01,"2,055,579",1.49,"426,667",-7.80,"13,075,271",7.29,"2,236,148",4.23,"85,165",-18.99,"1,588,837",-10.89,"234,038",7.80,"249,121",-13.36,"185,198",0.30,"1,242,677",42.51,"848,056",8.86,"20,533,697",6.32,"312,660",13.46,"1,461,699",28.78,"4,342,918",22.69,"2,739,951",-1.93,"7,336,127",-0.71,"1,098,220",7.77,"3,242,122",2.59,-,-,"914,598",7.40,"1,459,995",44.71,"4,272,073",19.13,"555,521",39.72,"2,969,816",3.30,"-2,364,235",--
2004M03,"30,762,427",11.72,"10,364,425",26.01,"15,716,083",7.59,"2,029,203",0.43,"430,210",-4.14,"13,256,670",9.21,"2,258,132",2.81,"92,092",-13.98,"1,657,822",-7.63,"235,674",31.26,"255,318",2.47,"182,881",3.69,"1,421,463",61.46,"827,793",10.86,"20,688,102",7.55,"287,459",16.81,"1,601,627",37.25,"4,356,605",23.30,"2,762,166",1.49,"7,307,738",-1.30,"1,144,524",11.22,"3,227,983",2.96,-,-,"938,130",10.43,"1,471,546",42.59,"4,329,311",19.25,"601,972",52.19,"2,926,774",1.06,"-2,442,664",--
2004M04,"31,128,317",12.41,"10,545,115",26.11,"15,819,411",7.97,"2,013,708",-0.94,"422,398",-5.08,"13,383,305",9.93,"2,314,873",6.89,"93,229",-8.52,"1,678,421",-6.59,"235,983",27.46,"256,309",2.64,"184,976",3.74,"1,524,865",74.89,"822,586",11.37,"20,690,823",7.63,"280,654",14.95,"1,574,336",33.71,"4,390,726",23.38,"2,789,403",3.76,"7,293,622",-1.56,"1,133,815",11.23,"3,228,267",3.27,-,-,"927,108",6.74,"1,561,874",43.79,"4,385,934",19.21,"608,939",52.86,"2,937,073",-1.43,"-2,330,885",--
