期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對人壽保險公司等債權_原始值,資產--對人壽保險公司等債權_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--企業及個人存款與貨幣市場-計_原始值,負債與淨值--企業及個人存款與貨幣市場-計_年增率(%),負債與淨值--企業及個人存款與貨幣市場-支票存款_原始值,負債與淨值--企業及個人存款與貨幣市場-支票存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-活期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_原始值,負債與淨值--企業及個人存款與貨幣市場-定期儲蓄存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-外匯存款_原始值,負債與淨值--企業及個人存款與貨幣市場-外匯存款_年增率(%),負債與淨值--企業及個人存款與貨幣市場-郵政儲金_原始值,負債與淨值--企業及個人存款與貨幣市場-郵政儲金_年增率(%),負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_原始值,負債與淨值--企業及個人存款與貨幣市場-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對人壽保險公司等負債_原始值,負債與淨值--對人壽保險公司等負債_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
2008M10,"34,100,044",5.48,"12,427,440",10.20,"18,579,812",4.14,"1,249,269",-7.63,"778,787",40.82,"16,551,756",3.87,"1,681,240",10.28,"201,131",54.79,"856,645",-25.95,"152,056",-16.39,"6,562",-71.05,1,0.00,"195,157",-0.47,"2,224,152",25.90,"996,277",6.13,"25,657,451",5.18,"285,267",-5.95,"2,014,739",-0.34,"4,843,835",-8.14,"4,258,505",32.74,"7,791,017",2.73,"2,235,137",15.55,"4,226,590",3.97,"2,361",-38.53,"963,301",0.37,"542,686",66.54,"939,818",6.25,"3,290,740",-4.27,"-514,381",--
2008M11,"34,518,573",6.38,"12,823,981",11.81,"18,575,848",4.13,"1,249,659",-8.05,"773,815",36.13,"16,552,374",4.03,"1,720,034",14.40,"211,303",55.81,"837,246",-23.93,"147,458",-18.96,"6,562",-70.23,1,0.00,"196,140",-0.05,"2,193,117",15.72,"1,005,482",6.30,"25,846,058",6.61,"317,824",6.18,"1,951,693",-2.54,"4,779,939",-5.06,"4,436,059",32.85,"7,849,312",3.80,"2,284,676",17.38,"4,224,326",4.15,"2,229",-43.24,"972,736",1.25,"621,618",82.08,"912,182",2.63,"3,502,252",1.15,"-534,872",--
2008M12,"34,939,362",6.62,"13,250,923",13.61,"18,470,098",2.49,"1,281,184",-7.52,"760,190",28.42,"16,428,724",2.40,"1,784,210",16.18,"239,355",89.75,"837,998",-18.83,"136,020",-24.49,4,-99.96,1,0.00,"220,753",10.88,"2,150,809",7.72,"1,054,290",9.63,"26,300,624",7.83,"316,928",-1.36,"2,071,833",-0.04,"4,931,406",-2.61,"4,456,484",30.36,"7,968,580",5.80,"2,320,607",19.65,"4,232,126",4.76,"2,660",-13.89,"948,229",1.74,"591,042",57.53,"878,048",-2.47,"3,386,895",0.26,"-370,575",--
2009M01,"35,254,380",6.28,"13,480,727",14.28,"18,347,325",1.17,"1,359,571",-8.68,"762,468",29.86,"16,225,286",1.03,"1,914,457",23.87,"239,453",84.75,"837,065",-18.13,"135,330",-22.82,472,-85.08,1,0.00,"299,550",-17.34,"2,160,773",8.50,"1,389,743",12.76,"26,411,375",7.24,"314,684",-5.07,"1,937,786",-4.80,"5,140,734",1.38,"4,419,825",27.02,"7,973,579",6.28,"2,248,850",9.29,"4,373,167",5.44,"2,750",-28.03,"889,971",1.98,"585,740",54.95,"870,488",-4.61,"3,480,422",3.93,"-534,132",--
2009M02,"35,706,409",8.57,"14,190,924",21.20,"18,131,610",0.28,"1,393,210",-7.20,"723,513",21.15,"16,014,887",0.20,"1,953,553",26.41,"265,354",97.69,"831,575",-18.61,"128,058",-27.10,862,29.82,1,0.00,"204,472",-7.47,"2,102,895",6.67,"1,111,782",3.04,"26,787,415",8.20,"314,190",-3.28,"2,040,735",4.64,"5,269,457",3.05,"4,406,080",22.13,"7,950,913",5.74,"2,416,417",17.28,"4,386,990",4.99,"2,633",-34.45,"854,791",-2.67,"640,081",64.58,"854,078",-5.53,"3,889,645",29.77,"-534,278",--
2009M03,"35,673,600",7.70,"14,135,660",18.50,"18,096,477",-0.18,"1,383,213",-5.99,"724,521",13.44,"15,988,743",-0.19,"2,015,095",31.32,"258,895",91.82,"849,378",-16.48,"117,494",-30.65,882,-78.29,1,0.00,"199,718",-1.79,"1,965,747",-3.87,"1,086,266",6.46,"27,008,255",8.51,"283,662",-3.58,"2,177,050",6.41,"5,496,396",8.05,"4,357,620",14.25,"7,917,847",5.41,"2,394,254",22.76,"4,378,632",4.69,"2,794",-28.19,"855,595",-4.11,"666,455",63.42,"801,287",-12.55,"3,740,137",22.52,"-450,142",--
2009M04,"35,615,862",7.16,"14,050,089",17.99,"18,083,081",-0.23,"1,422,634",-0.18,"737,812",16.74,"15,922,635",-0.90,"2,022,047",26.19,"243,833",62.95,"893,654",-16.80,"115,228",-32.69,792,-80.51,1,0.00,"207,137",1.54,"1,893,123",-7.63,"1,084,043",7.53,"27,095,828",8.15,"281,399",-7.20,"2,238,281",11.26,"5,666,308",10.80,"4,324,360",10.02,"7,874,434",4.65,"2,336,169",18.33,"4,372,145",4.29,"2,732",-30.91,"877,398",-0.67,"723,060",79.53,"806,270",-13.20,"3,523,504",16.47,"-387,364",--
2009M05,"35,715,459",7.09,"14,152,886",19.11,"18,061,260",-0.93,"1,384,553",-1.73,"743,060",10.80,"15,933,647",-1.35,"2,038,030",25.40,"233,685",49.44,"901,051",-16.40,"115,390",-33.66,"1,082",-78.63,1,0.00,"212,074",6.52,"1,830,941",-10.56,"1,091,599",9.64,"27,193,972",8.67,"309,878",-7.86,"2,215,983",13.32,"5,901,367",16.71,"4,237,898",6.58,"7,830,164",3.78,"2,314,923",17.21,"4,381,703",4.88,"2,056",-41.79,"902,987",-4.04,"752,627",86.02,"802,590",-15.74,"3,417,890",11.82,"-277,147",--
2009M06,"35,744,264",7.25,"14,302,484",20.94,"18,095,048",-1.31,"1,323,650",1.46,"742,080",7.02,"16,029,318",-1.88,"1,991,481",22.56,"213,177",41.50,"840,372",-17.25,"106,762",-38.59,2,-99.96,1,0.00,"194,937",-1.17,"1,688,178",-20.91,"1,063,965",7.17,"27,206,040",9.67,"304,450",-1.26,"2,386,508",17.53,"5,873,233",20.76,"4,219,145",6.64,"7,783,620",3.07,"2,270,844",16.94,"4,366,239",5.19,"2,001",-39.31,"991,890",-11.53,"746,521",91.55,"802,919",-17.57,"3,595,044",18.34,"-350,293",--
2009M07,"35,741,423",6.99,"14,354,522",21.20,"18,131,830",-1.47,"1,409,297",8.97,"776,217",9.54,"15,946,316",-2.77,"1,911,569",17.81,"184,813",16.66,"859,993",-14.05,"103,574",-40.60,802,-84.16,1,0.00,"194,319",-1.63,"1,646,491",-25.77,"1,068,012",8.16,"27,342,330",9.76,"289,103",-3.83,"2,361,135",20.07,"6,080,383",25.22,"4,198,100",2.92,"7,746,836",2.26,"2,246,724",13.17,"4,418,135",6.54,"1,914",-39.30,"991,492",-11.56,"742,911",96.73,"792,399",-18.26,"3,610,046",16.63,"-452,258",--
2009M08,"35,978,578",7.52,"14,611,647",23.25,"18,226,877",-0.93,"1,496,921",19.21,"764,662",1.78,"15,965,294",-2.60,"1,846,164",9.89,"181,818",11.93,"810,336",-18.86,"106,005",-37.05,2,-99.97,1,0.00,"195,728",0.94,"1,808,422",-19.77,"1,073,166",8.88,"27,283,438",9.24,"306,561",-12.96,"2,468,518",26.64,"6,087,303",25.14,"4,057,488",1.41,"7,703,454",1.11,"2,243,036",10.45,"4,415,133",6.26,"1,945",-39.67,"987,612",-5.20,"749,801",81.68,"793,401",-17.86,"3,712,244",13.76,"-429,506",--
2009M09,"36,021,555",5.98,"14,564,914",18.69,"18,287,262",-1.21,"1,463,298",19.53,"740,126",-2.27,"16,083,838",-2.70,"1,883,437",11.15,"180,749",-8.64,"810,403",-14.55,"102,415",-36.60,192,-97.07,1,0.00,"192,182",-2.68,"1,836,678",-20.21,"1,071,611",8.16,"27,349,126",8.44,"299,826",-24.67,"2,400,680",22.82,"6,253,248",27.80,"4,031,346",0.51,"7,668,083",0.03,"2,273,208",6.74,"4,420,441",6.15,"2,294",-26.71,"1,028,194",0.27,"697,526",49.34,"791,984",-16.79,"3,557,798",4.33,"-311,362",--
2009M10,"36,276,834",6.38,"14,820,521",19.26,"18,207,963",-2.00,"1,371,632",9.79,"717,530",-7.87,"16,118,801",-2.62,"1,954,758",16.27,"192,487",-4.30,"803,432",-6.21,"103,444",-31.97,42,-99.36,1,0.00,"194,186",-0.50,"1,772,173",-20.32,"1,080,334",8.44,"27,565,719",7.44,"328,300",15.09,"2,549,603",26.55,"6,389,544",31.91,"4,031,563",-5.33,"7,598,302",-2.47,"2,240,305",0.23,"4,425,649",4.71,"2,453",3.90,"1,016,580",5.53,"688,473",26.86,"799,634",-14.92,"3,756,655",14.16,"-402,734",--
2009M11,"36,465,948",5.64,"14,901,186",16.20,"18,332,317",-1.31,"1,436,786",14.97,"721,601",-6.75,"16,173,930",-2.29,"1,940,712",12.83,"186,955",-11.52,"807,347",-3.57,"99,015",-32.85,2,-99.97,1,0.00,"198,413",1.16,"1,850,655",-15.62,"1,095,320",8.93,"27,638,094",6.93,"313,966",-1.21,"2,628,992",34.70,"6,416,442",34.24,"4,067,816",-8.30,"7,537,700",-3.97,"2,246,181",-1.68,"4,424,750",4.74,"2,247",0.81,"1,037,976",6.71,"665,239",7.02,"791,015",-13.28,"3,720,683",6.24,"-333,034",--
2009M12,"36,710,601",5.07,"14,828,834",11.91,"18,599,228",0.70,"1,510,414",17.89,"733,832",-3.47,"16,354,982",-0.45,"1,973,133",10.59,"184,826",-22.78,"820,084",-2.14,"94,357",-30.63,2,-50.00,1,0.00,"210,136",-4.81,"1,731,412",-19.50,"1,122,754",6.49,"27,974,744",6.37,"337,260",6.42,"2,674,529",29.09,"6,587,179",33.58,"4,123,174",-7.48,"7,488,005",-6.03,"2,341,112",0.88,"4,421,531",4.48,"1,954",-26.54,"1,005,609",6.05,"815,312",37.94,"797,961",-9.12,"3,406,762",0.59,"-143,953",--
