期間,本國銀行-支票存款-借記總額(新台幣百萬元)_原始值,本國銀行-支票存款-借記總額(新台幣百萬元)_年增率(%),本國銀行-支票存款-按年計算之回轉次數(次)_原始值,本國銀行-支票存款-按年計算之回轉次數(次)_年增率(%),本國銀行-活期存款-借記總額(新台幣百萬元)_原始值,本國銀行-活期存款-借記總額(新台幣百萬元)_年增率(%),本國銀行-活期存款-按年計算之回轉次數(次)_原始值,本國銀行-活期存款-按年計算之回轉次數(次)_年增率(%),本國銀行-活期儲蓄存款-借記總額(新台幣百萬元)_原始值,本國銀行-活期儲蓄存款-借記總額(新台幣百萬元)_年增率(%),本國銀行-活期儲蓄存款-按年計算之回轉次數(次)_原始值,本國銀行-活期儲蓄存款-按年計算之回轉次數(次)_年增率(%),票據交換及存款不足退票數額-交換-張數(張)_原始值,票據交換及存款不足退票數額-交換-張數(張)_年增率(%),票據交換及存款不足退票數額-交換-金額(新台幣百萬元)_原始值,票據交換及存款不足退票數額-交換-金額(新台幣百萬元)_年增率(%),票據交換及存款不足退票數額-存款不足退票-張數(張)_原始值,票據交換及存款不足退票數額-存款不足退票-張數(張)_年增率(%),票據交換及存款不足退票數額-存款不足退票-金額(新台幣百萬元)_原始值,票據交換及存款不足退票數額-存款不足退票-金額(新台幣百萬元)_年增率(%),票據交換及存款不足退票數額-退票張數比率(%)_原始值,票據交換及存款不足退票數額-退票張數比率(%)_年增率(%),票據交換及存款不足退票數額-退票金額比率(%)_原始值,票據交換及存款不足退票數額-退票金額比率(%)_年增率(%)
2005,"92,697,889",-0.86,309.7,7.97,"126,116,530",-0.98,87.8,-7.99,"54,341,942",-7.42,13.0,-13.77,"154,537,894",-3.19,"23,961,676",-9.91,"620,817",0.16,"139,694",-1.72,0.40,2.56,0.58,9.43
2006,"94,038,303",1.45,323.6,4.49,"135,512,374",7.45,88.9,1.27,"61,744,957",13.62,14.0,7.72,"149,200,355",-3.45,"23,879,350",-0.34,"727,209",17.14,"152,314",9.03,0.49,22.50,0.64,10.34
2007,"93,410,881",-0.67,316.1,-2.33,"158,670,114",17.09,94.2,5.91,"71,589,577",15.94,15.1,7.99,"144,603,640",-3.08,"22,516,899",-5.71,"625,228",-14.02,"143,322",-5.90,0.43,-12.24,0.64,0.00
2008,"91,357,098",-2.20,324.6,2.70,"150,388,583",-5.22,86.2,-8.50,"59,273,376",-17.20,13.2,-12.31,"134,656,530",-6.88,"20,581,264",-8.60,"511,639",-18.17,"136,786",-4.56,0.38,-11.63,0.66,3.13
