期間,工業及服務業_原始值,工業及服務業_年增率(%),工業及服務業_原始值,工業及服務業_年增率(%),工業及服務業_原始值,工業及服務業_年增率(%),工業部門_原始值,工業部門_年增率(%),工業部門_原始值,工業部門_年增率(%),工業部門_原始值,工業部門_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),製造業_原始值,製造業_年增率(%),食品製造業_原始值,食品製造業_年增率(%),食品製造業_原始值,食品製造業_年增率(%),食品製造業_原始值,食品製造業_年增率(%),飲料及菸草製造業_原始值,飲料及菸草製造業_年增率(%),飲料及菸草製造業_原始值,飲料及菸草製造業_年增率(%),飲料及菸草製造業_原始值,飲料及菸草製造業_年增率(%),紡織業_原始值,紡織業_年增率(%),紡織業_原始值,紡織業_年增率(%),紡織業_原始值,紡織業_年增率(%),成衣及服飾品製造業_原始值,成衣及服飾品製造業_年增率(%),成衣及服飾品製造業_原始值,成衣及服飾品製造業_年增率(%),成衣及服飾品製造業_原始值,成衣及服飾品製造業_年增率(%),皮革、毛皮及其製品製造業_原始值,皮革、毛皮及其製品製造業_年增率(%),皮革、毛皮及其製品製造業_原始值,皮革、毛皮及其製品製造業_年增率(%),皮革、毛皮及其製品製造業_原始值,皮革、毛皮及其製品製造業_年增率(%),木竹製品製造業_原始值,木竹製品製造業_年增率(%),木竹製品製造業_原始值,木竹製品製造業_年增率(%),木竹製品製造業_原始值,木竹製品製造業_年增率(%),紙漿、紙及紙製品製造業_原始值,紙漿、紙及紙製品製造業_年增率(%),紙漿、紙及紙製品製造業_原始值,紙漿、紙及紙製品製造業_年增率(%),紙漿、紙及紙製品製造業_原始值,紙漿、紙及紙製品製造業_年增率(%),印刷及資料儲存媒體複製業_原始值,印刷及資料儲存媒體複製業_年增率(%),印刷及資料儲存媒體複製業_原始值,印刷及資料儲存媒體複製業_年增率(%),印刷及資料儲存媒體複製業_原始值,印刷及資料儲存媒體複製業_年增率(%),石油及煤製品製造業_原始值,石油及煤製品製造業_年增率(%),石油及煤製品製造業_原始值,石油及煤製品製造業_年增率(%),石油及煤製品製造業_原始值,石油及煤製品製造業_年增率(%),化學材料製造業_原始值,化學材料製造業_年增率(%),化學材料製造業_原始值,化學材料製造業_年增率(%),化學材料製造業_原始值,化學材料製造業_年增率(%),化學製品製造業_原始值,化學製品製造業_年增率(%),化學製品製造業_原始值,化學製品製造業_年增率(%),化學製品製造業_原始值,化學製品製造業_年增率(%),藥品製造業_原始值,藥品製造業_年增率(%),藥品製造業_原始值,藥品製造業_年增率(%),藥品製造業_原始值,藥品製造業_年增率(%),橡膠製品製造業_原始值,橡膠製品製造業_年增率(%),橡膠製品製造業_原始值,橡膠製品製造業_年增率(%),橡膠製品製造業_原始值,橡膠製品製造業_年增率(%),塑膠製品製造業_原始值,塑膠製品製造業_年增率(%),塑膠製品製造業_原始值,塑膠製品製造業_年增率(%),塑膠製品製造業_原始值,塑膠製品製造業_年增率(%),非金屬礦物製品製造業_原始值,非金屬礦物製品製造業_年增率(%),非金屬礦物製品製造業_原始值,非金屬礦物製品製造業_年增率(%),非金屬礦物製品製造業_原始值,非金屬礦物製品製造業_年增率(%),基本金屬製造業_原始值,基本金屬製造業_年增率(%),基本金屬製造業_原始值,基本金屬製造業_年增率(%),基本金屬製造業_原始值,基本金屬製造業_年增率(%),金屬製品製造業_原始值,金屬製品製造業_年增率(%),金屬製品製造業_原始值,金屬製品製造業_年增率(%),金屬製品製造業_原始值,金屬製品製造業_年增率(%),電子零組件製造業_原始值,電子零組件製造業_年增率(%),電子零組件製造業_原始值,電子零組件製造業_年增率(%),電子零組件製造業_原始值,電子零組件製造業_年增率(%),電腦、電子產品及光學製品製造業_原始值,電腦、電子產品及光學製品製造業_年增率(%),電腦、電子產品及光學製品製造業_原始值,電腦、電子產品及光學製品製造業_年增率(%),電腦、電子產品及光學製品製造業_原始值,電腦、電子產品及光學製品製造業_年增率(%),電力設備製造業_原始值,電力設備製造業_年增率(%),電力設備製造業_原始值,電力設備製造業_年增率(%),電力設備製造業_原始值,電力設備製造業_年增率(%),機械設備製造業_原始值,機械設備製造業_年增率(%),機械設備製造業_原始值,機械設備製造業_年增率(%),機械設備製造業_原始值,機械設備製造業_年增率(%),汽車及其零件製造業_原始值,汽車及其零件製造業_年增率(%),汽車及其零件製造業_原始值,汽車及其零件製造業_年增率(%),汽車及其零件製造業_原始值,汽車及其零件製造業_年增率(%),其他運輸工具製造業_原始值,其他運輸工具製造業_年增率(%),其他運輸工具製造業_原始值,其他運輸工具製造業_年增率(%),其他運輸工具製造業_原始值,其他運輸工具製造業_年增率(%),家具製造業_原始值,家具製造業_年增率(%),家具製造業_原始值,家具製造業_年增率(%),家具製造業_原始值,家具製造業_年增率(%),其他製造業_原始值,其他製造業_年增率(%),其他製造業_原始值,其他製造業_年增率(%),其他製造業_原始值,其他製造業_年增率(%),產業用機械設備維修及安裝業_原始值,產業用機械設備維修及安裝業_年增率(%),產業用機械設備維修及安裝業_原始值,產業用機械設備維修及安裝業_年增率(%),產業用機械設備維修及安裝業_原始值,產業用機械設備維修及安裝業_年增率(%),電力及燃氣供應業_原始值,電力及燃氣供應業_年增率(%),電力及燃氣供應業_原始值,電力及燃氣供應業_年增率(%),電力及燃氣供應業_原始值,電力及燃氣供應業_年增率(%),用水供應及污染整治業_原始值,用水供應及污染整治業_年增率(%),用水供應及污染整治業_原始值,用水供應及污染整治業_年增率(%),用水供應及污染整治業_原始值,用水供應及污染整治業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),營造業_原始值,營造業_年增率(%),服務業部門_原始值,服務業部門_年增率(%),服務業部門_原始值,服務業部門_年增率(%),服務業部門_原始值,服務業部門_年增率(%),批發及零售業_原始值,批發及零售業_年增率(%),批發及零售業_原始值,批發及零售業_年增率(%),批發及零售業_原始值,批發及零售業_年增率(%),運輸及倉儲業_原始值,運輸及倉儲業_年增率(%),運輸及倉儲業_原始值,運輸及倉儲業_年增率(%),運輸及倉儲業_原始值,運輸及倉儲業_年增率(%),住宿及餐飲業_原始值,住宿及餐飲業_年增率(%),住宿及餐飲業_原始值,住宿及餐飲業_年增率(%),住宿及餐飲業_原始值,住宿及餐飲業_年增率(%),資訊及通訊傳播業_原始值,資訊及通訊傳播業_年增率(%),資訊及通訊傳播業_原始值,資訊及通訊傳播業_年增率(%),資訊及通訊傳播業_原始值,資訊及通訊傳播業_年增率(%),金融及保險業_原始值,金融及保險業_年增率(%),金融及保險業_原始值,金融及保險業_年增率(%),金融及保險業_原始值,金融及保險業_年增率(%),不動產業_原始值,不動產業_年增率(%),不動產業_原始值,不動產業_年增率(%),不動產業_原始值,不動產業_年增率(%),專業、科學及技術服務業_原始值,專業、科學及技術服務業_年增率(%),專業、科學及技術服務業_原始值,專業、科學及技術服務業_年增率(%),專業、科學及技術服務業_原始值,專業、科學及技術服務業_年增率(%),支援服務業_原始值,支援服務業_年增率(%),支援服務業_原始值,支援服務業_年增率(%),支援服務業_原始值,支援服務業_年增率(%),教育服務業_原始值,教育服務業_年增率(%),教育服務業_原始值,教育服務業_年增率(%),教育服務業_原始值,教育服務業_年增率(%),醫療保健服務業_原始值,醫療保健服務業_年增率(%),醫療保健服務業_原始值,醫療保健服務業_年增率(%),醫療保健服務業_原始值,醫療保健服務業_年增率(%),藝術、娛樂及休閒服務業_原始值,藝術、娛樂及休閒服務業_年增率(%),藝術、娛樂及休閒服務業_原始值,藝術、娛樂及休閒服務業_年增率(%),藝術、娛樂及休閒服務業_原始值,藝術、娛樂及休閒服務業_年增率(%),其他服務業_原始值,其他服務業_年增率(%),其他服務業_原始值,其他服務業_年增率(%),其他服務業_原始值,其他服務業_年增率(%)
1983,"11,021",6.01,"13,030",5.77,"8,337",6.75,"10,388",6.93,"12,269",6.72,"7,939",7.50,"14,422",-2.86,"15,578",-4.41,"7,478",3.29,"9,902",6.89,"11,852",6.01,"7,865",8.12,"9,551",4.02,"12,065",3.34,"6,708",2.60,"14,877",7.35,"16,142",5.53,"12,584",13.83,"10,121",6.82,"12,751",3.77,"8,406",9.08,"8,253",8.51,"10,399",9.23,"7,676",7.99,"7,984",4.93,"9,912",4.02,"7,299",7.20,"8,701",11.32,"9,454",8.01,"7,670",17.05,"11,937",6.62,"13,050",7.52,"9,348",2.09,"11,360",10.28,"12,038",10.06,"9,832",11.83,"16,274",-0.23,"16,537",0.16,"14,179",-3.71,"13,483",2.24,"14,885",1.19,"9,724",9.59,"10,873",4.34,"12,569",-0.28,"8,663",6.10,"10,664",2.65,"12,527",4.36,"8,844",-0.23,"10,697",10.02,"11,673",8.31,"8,688",13.18,"9,905",10.99,"11,396",7.78,"8,666",11.99,"9,965",6.62,"11,433",6.77,"7,581",3.93,"13,002",7.24,"13,578",7.89,"9,228",2.44,"10,767",6.04,"11,674",4.79,"7,950",9.84,"8,426",2.91,"10,933",-2.03,"7,234",6.40,"8,295",5.95,"10,402",4.18,"7,295",8.28,"8,956",10.21,"10,524",14.12,"7,238",6.72,"11,616",9.81,"12,200",9.45,"8,813",9.51,"13,028",-4.60,"13,313",-5.04,"11,449",-0.66,"12,479",12.10,"13,248",12.45,"9,059",11.65,"10,070",7.79,"10,939",7.51,"8,434",5.49,"8,541",16.41,"10,244",12.89,"7,459",17.80,"10,998",8.62,"12,445",8.82,"7,842",8.95,"18,291",1.02,"18,505",1.08,"16,455",0.16,"11,887",4.56,"12,316",4.46,"9,701",4.31,"12,468",11.30,"13,028",12.92,"9,122",-1.00,"12,229",4.61,"14,437",4.43,"9,131",5.46,"11,288",5.93,"13,878",5.19,"8,086",6.68,"13,114",2.44,"14,128",3.34,"9,454",-0.79,"8,567",4.04,"10,068",1.30,"7,250",8.08,"15,274",1.84,"15,688",-3.83,"14,239",10.77,"16,752",1.31,"20,065",2.00,"13,015",1.60,"19,515",2.92,"22,716",3.12,"12,445",2.59,"14,134",8.63,"16,419",8.94,"10,454",9.81,"11,892",-1.01,"13,367",-0.80,"8,682",-1.01,-,-,-,-,-,-,"13,131",-,"17,597",18.69,"10,816",-6.87,"9,012",7.89,"9,977",9.23,"8,057",5.38,"9,415",5.11,"10,535",3.33,"8,483",7.30
1984,"11,995",8.84,"14,142",8.53,"9,139",9.62,"11,274",8.53,"13,335",8.69,"8,577",8.04,"15,226",5.57,"16,204",4.02,"8,635",15.47,"10,811",9.18,"12,928",9.08,"8,532",8.48,"10,830",13.39,"14,006",16.09,"7,346",9.51,"15,020",0.96,"16,525",2.37,"12,271",-2.49,"11,669",15.29,"15,679",22.96,"9,146",8.80,"9,304",12.73,"11,740",12.90,"8,650",12.69,"9,608",20.34,"11,111",12.10,"8,683",18.96,"9,133",4.96,"9,962",5.37,"7,960",3.78,"13,242",10.93,"14,562",11.59,"10,198",9.09,"11,574",1.88,"12,414",3.12,"9,785",-0.48,"16,564",1.78,"16,893",2.15,"13,217",-6.78,"15,698",16.43,"17,036",14.45,"12,226",25.73,"11,514",5.90,"13,386",6.50,"8,873",2.42,"11,115",4.23,"13,061",4.26,"9,387",6.14,"11,344",6.05,"12,681",8.64,"8,427",-3.00,"10,171",2.69,"11,755",3.15,"8,752",0.99,"11,413",14.53,"13,425",17.42,"8,087",6.67,"12,411",-4.55,"13,045",-3.93,"8,264",-10.45,"10,890",1.14,"11,745",0.61,"8,359",5.14,"9,448",12.13,"12,923",18.20,"7,689",6.29,"9,445",13.86,"12,778",22.84,"7,653",4.91,"10,326",15.30,"12,277",16.66,"8,166",12.82,"11,813",1.70,"12,532",2.72,"8,625",-2.13,"14,590",11.99,"15,111",13.51,"11,758",2.70,"12,924",3.57,"13,684",3.29,"9,496",4.82,"10,818",7.43,"11,835",8.19,"8,848",4.91,"9,461",10.77,"11,315",10.45,"8,242",10.50,"11,087",0.81,"12,723",2.23,"7,876",0.43,"19,135",4.61,"19,371",4.68,"17,090",3.86,"11,623",-2.22,"11,935",-3.09,"9,979",2.87,"13,732",10.14,"14,426",10.73,"9,201",0.87,"13,416",9.71,"15,702",8.76,"10,275",12.53,"12,795",13.35,"15,369",10.74,"9,627",19.06,"13,491",2.87,"14,505",2.67,"9,757",3.20,"9,821",14.64,"11,781",17.01,"8,148",12.39,"16,034",4.98,"16,563",5.58,"14,689",3.16,"17,426",4.02,"21,421",6.76,"13,295",2.15,"20,324",4.15,"23,725",4.44,"12,786",2.74,"15,836",12.04,"18,695",13.86,"11,370",8.76,"13,008",9.38,"14,545",8.81,"9,633",10.95,-,-,-,-,-,-,"15,253",16.16,"20,810",18.26,"12,436",14.98,"9,654",7.12,"10,243",2.67,"9,106",13.02,"9,658",2.58,"11,020",4.60,"8,611",1.51
1985,"12,534",4.49,"14,824",4.82,"9,492",3.86,"11,792",4.59,"13,963",4.71,"8,915",3.94,"15,686",3.02,"16,822",3.81,"8,791",1.81,"11,372",5.19,"13,654",5.62,"8,865",3.90,"11,205",3.46,"14,533",3.76,"7,429",1.13,"16,250",8.19,"17,840",7.96,"13,205",7.61,"11,912",2.08,"14,968",-4.53,"9,955",8.85,"9,569",2.85,"11,601",-1.18,"8,998",4.02,"9,743",1.41,"11,075",-0.32,"8,946",3.03,"9,251",1.29,"10,229",2.68,"7,811",-1.87,"13,167",-0.57,"14,525",-0.25,"10,063",-1.32,"12,568",8.59,"13,614",9.67,"10,354",5.82,"18,779",13.37,"19,153",13.38,"14,683",11.09,"15,366",-2.11,"17,228",1.13,"10,680",-12.65,"12,523",8.76,"14,597",9.05,"9,301",4.82,"11,581",4.19,"14,170",8.49,"9,155",-2.47,"12,588",10.97,"14,147",11.56,"9,213",9.33,"10,901",7.18,"12,855",9.36,"8,974",2.54,"11,835",3.70,"13,716",2.17,"8,719",7.82,"14,571",17.40,"15,384",17.93,"9,797",18.55,"11,712",7.55,"12,704",8.17,"8,873",6.15,"10,204",8.00,"14,307",10.71,"8,024",4.36,"10,544",11.64,"14,803",15.85,"8,144",6.42,"10,927",5.82,"13,180",7.36,"8,101",-0.80,"12,878",9.02,"13,786",10.01,"9,001",4.36,"13,957",-4.34,"14,559",-3.65,"11,053",-6.00,"14,156",9.53,"15,020",9.76,"10,379",9.30,"10,856",0.35,"12,045",1.77,"8,459",-4.40,"10,056",6.29,"12,458",10.10,"8,399",1.90,"12,017",8.39,"13,901",9.26,"8,346",5.97,"21,309",11.36,"21,653",11.78,"18,328",7.24,"12,343",6.19,"12,592",5.50,"11,046",10.69,"13,899",1.22,"14,550",0.86,"9,625",4.61,"13,997",4.33,"16,514",5.17,"10,635",3.50,"13,191",3.09,"15,993",4.06,"9,833",2.14,"14,489",7.40,"15,464",6.61,"10,798",10.67,"9,688",-1.35,"11,632",-1.26,"8,071",-0.95,"17,226",7.43,"17,917",8.17,"15,477",5.36,"18,582",6.63,"23,008",7.41,"14,151",6.44,"20,370",0.23,"24,282",2.35,"12,901",0.90,"16,537",4.43,"19,647",5.09,"11,943",5.04,"13,246",1.83,"14,851",2.10,"9,934",3.12,-,-,-,-,-,-,"16,088",5.47,"22,338",7.34,"12,851",3.34,"9,550",-1.08,"10,263",0.20,"8,913",-2.12,"9,636",-0.23,"11,216",1.78,"8,392",-2.54
1986,"13,237",5.61,"15,545",4.86,"10,191",7.36,"12,445",5.54,"14,683",5.16,"9,461",6.12,"15,976",1.85,"17,149",1.94,"9,031",2.73,"12,054",6.00,"14,428",5.67,"9,419",6.25,"12,294",9.72,"15,511",6.73,"8,215",10.58,"17,143",5.50,"18,757",5.14,"13,935",5.53,"12,723",6.81,"15,736",5.13,"10,725",7.73,"10,468",9.39,"12,776",10.13,"9,816",9.09,"10,692",9.74,"12,260",10.70,"9,811",9.67,"9,748",5.37,"10,861",6.18,"8,054",3.11,"13,831",5.04,"15,189",4.57,"10,683",6.16,"13,061",3.92,"14,298",5.02,"10,507",1.48,"20,264",7.91,"20,491",6.99,"17,676",20.38,"16,586",7.94,"18,648",8.24,"11,492",7.60,"13,282",6.06,"15,471",5.99,"9,719",4.49,"12,315",6.34,"14,422",1.78,"10,074",10.04,"13,651",8.44,"15,432",9.08,"10,126",9.91,"11,525",5.72,"13,346",3.82,"9,557",6.50,"12,319",4.09,"14,271",4.05,"9,160",5.06,"15,433",5.92,"16,369",6.40,"10,369",5.84,"12,641",7.93,"13,746",8.20,"9,543",7.55,"10,731",5.16,"14,971",4.64,"8,480",5.68,"10,633",0.84,"15,047",1.65,"8,198",0.66,"11,207",2.56,"13,413",1.77,"8,437",4.15,"13,746",6.74,"14,751",7.00,"9,938",10.41,"14,941",7.05,"15,789",8.45,"11,323",2.44,"14,650",3.49,"15,452",2.88,"11,363",9.48,"11,737",8.12,"12,957",7.57,"9,137",8.02,"10,132",0.76,"12,661",1.63,"8,271",-1.52,"12,574",4.64,"14,411",3.67,"8,988",7.69,"22,674",6.41,"22,893",5.73,"20,714",13.02,"13,262",7.45,"13,561",7.70,"11,685",5.78,"14,380",3.46,"15,058",3.49,"9,930",3.17,"14,831",5.96,"17,300",4.76,"11,635",9.40,"14,207",7.70,"16,785",4.95,"11,155",13.44,"15,275",5.42,"16,155",4.47,"11,888",10.09,"10,056",3.80,"11,656",0.21,"8,794",8.96,"18,824",9.28,"19,637",9.60,"16,791",8.49,"19,344",4.10,"24,060",4.57,"14,811",4.66,"19,431",-4.61,"23,560",-2.97,"12,432",-3.64,"16,694",0.95,"19,685",0.19,"12,643",5.86,"14,047",6.05,"15,681",5.59,"10,871",9.43,-,-,-,-,-,-,"17,089",6.22,"24,412",9.28,"13,393",4.22,"10,144",6.22,"11,082",7.98,"9,383",5.27,"9,710",0.77,"11,278",0.55,"8,513",1.44
1987,"14,186",7.17,"16,587",6.70,"11,018",8.12,"13,410",7.75,"15,728",7.12,"10,264",8.49,"16,631",4.10,"17,695",3.18,"9,651",6.87,"13,039",8.17,"15,527",7.62,"10,222",8.53,"13,206",7.42,"16,369",5.53,"9,181",11.76,"17,898",4.40,"19,526",4.10,"14,731",5.71,"13,933",9.51,"16,956",7.75,"11,802",10.04,"11,234",7.32,"13,660",6.92,"10,544",7.42,"11,378",6.42,"13,059",6.52,"10,475",6.77,"10,847",11.27,"12,111",11.51,"8,908",10.60,"14,767",6.77,"16,310",7.38,"11,175",4.61,"13,333",2.08,"14,521",1.56,"10,824",3.02,"21,831",7.73,"22,073",7.72,"19,133",8.24,"17,952",8.24,"19,992",7.21,"12,811",11.48,"14,260",7.36,"16,588",7.22,"10,271",5.68,"12,915",4.87,"15,051",4.36,"10,454",3.77,"14,728",7.89,"16,753",8.56,"10,743",6.09,"12,562",9.00,"14,562",9.11,"10,366",8.46,"13,541",9.92,"15,680",9.87,"10,055",9.77,"16,766",8.64,"17,775",8.59,"11,497",10.88,"13,918",10.10,"15,274",11.12,"10,277",7.69,"11,718",9.20,"15,704",4.90,"9,556",12.69,"11,340",6.65,"15,704",4.37,"8,821",7.60,"12,400",10.65,"14,625",9.04,"9,361",10.95,"14,555",5.89,"15,729",6.63,"10,820",8.88,"15,550",4.08,"16,424",4.02,"11,926",5.33,"15,464",5.56,"16,338",5.73,"12,108",6.56,"12,890",9.82,"14,177",9.42,"10,293",12.65,"10,905",7.63,"13,613",7.52,"8,864",7.17,"13,579",7.99,"15,544",7.86,"9,866",9.77,"23,825",5.08,"23,964",4.68,"22,497",8.61,"13,822",4.22,"14,179",4.56,"11,978",2.51,"15,258",6.11,"15,945",5.89,"10,703",7.78,"15,718",5.98,"18,344",6.03,"12,440",6.92,"15,230",7.20,"17,822",6.18,"12,230",9.64,"16,018",4.86,"16,967",5.03,"12,322",3.65,"10,229",1.72,"12,035",3.25,"8,883",1.01,"20,097",6.76,"20,985",6.86,"17,917",6.71,"20,143",4.13,"25,195",4.72,"15,672",5.81,"20,947",7.80,"25,585",8.60,"13,439",8.10,"17,854",6.95,"21,075",7.06,"13,685",8.24,"14,473",3.03,"16,121",2.81,"11,425",5.10,-,-,-,-,-,-,"18,046",5.60,"27,231",11.55,"13,622",1.71,"10,940",7.85,"11,991",8.20,"10,077",7.40,"10,366",6.76,"12,110",7.38,"9,028",6.05
1988,"15,562",9.70,"18,200",9.72,"12,097",9.79,"14,815",10.48,"17,438",10.87,"11,224",9.35,"17,811",7.10,"18,911",6.87,"10,621",10.05,"14,389",10.35,"17,204",10.80,"11,164",9.22,"14,567",10.31,"17,891",9.30,"10,322",12.43,"18,927",5.75,"21,012",7.61,"15,330",4.07,"15,188",9.01,"18,497",9.09,"12,669",7.35,"11,851",5.49,"14,483",6.02,"11,073",5.02,"12,271",7.85,"14,463",10.75,"11,127",6.22,"11,636",7.27,"13,092",8.10,"9,515",6.81,"15,788",6.91,"17,470",7.11,"11,930",6.76,"14,629",9.72,"15,945",9.81,"12,043",11.26,"24,397",11.75,"24,805",12.38,"20,349",6.36,"19,632",9.36,"21,705",8.57,"14,125",10.26,"15,790",10.73,"18,551",11.83,"11,337",10.38,"13,979",8.24,"16,457",9.34,"11,347",8.54,"16,255",10.37,"18,772",12.05,"11,235",4.58,"13,813",9.96,"16,219",11.38,"11,093",7.01,"15,149",11.88,"17,522",11.75,"11,261",11.99,"19,238",14.74,"20,333",14.39,"13,546",17.82,"15,063",8.23,"16,706",9.38,"10,949",6.54,"13,439",14.69,"17,525",11.60,"11,216",17.37,"12,703",12.02,"17,589",12.00,"9,806",11.17,"14,067",13.44,"16,619",13.63,"10,509",12.26,"15,628",7.37,"17,101",8.72,"11,672",7.87,"16,712",7.47,"17,644",7.43,"12,646",6.04,"17,196",11.20,"18,528",13.40,"12,366",2.13,"14,501",12.50,"16,363",15.42,"11,009",6.96,"12,303",12.82,"15,268",12.16,"10,061",13.50,"14,996",10.44,"17,184",10.55,"10,959",11.08,"25,937",8.86,"26,134",9.06,"24,020",6.77,"18,398",33.11,"19,080",34.57,"15,254",27.35,"16,846",10.41,"17,670",10.82,"11,883",11.02,"16,928",7.70,"19,664",7.20,"13,593",9.27,"16,090",5.65,"18,547",4.07,"13,247",8.32,"17,257",7.74,"18,257",7.60,"13,526",9.77,"11,123",8.74,"13,349",10.92,"9,489",6.82,"21,960",9.27,"23,115",10.15,"19,271",7.56,"21,940",8.92,"28,300",12.32,"16,916",7.94,"23,292",11.19,"28,331",10.73,"15,350",14.22,"19,697",10.32,"23,053",9.39,"15,309",11.87,"15,657",8.18,"17,362",7.70,"12,615",10.42,-,-,-,-,-,-,"19,859",10.05,"29,389",7.92,"15,429",13.27,"12,053",10.17,"13,551",13.01,"10,764",6.82,"11,413",10.10,"13,514",11.59,"9,646",6.85
1989,"17,543",12.73,"20,541",12.86,"13,580",12.26,"16,761",13.14,"19,769",13.37,"12,531",11.64,"19,568",9.86,"20,863",10.32,"12,167",14.56,"16,200",12.59,"19,422",12.89,"12,418",11.23,"16,069",10.31,"19,534",9.18,"11,703",13.38,"20,868",10.26,"23,262",10.71,"17,278",12.71,"16,664",9.72,"20,223",9.33,"13,825",9.12,"13,132",10.81,"16,106",11.21,"12,230",10.45,"13,258",8.04,"16,024",10.79,"11,935",7.26,"12,584",8.15,"14,241",8.78,"10,187",7.06,"17,385",10.12,"19,498",11.61,"12,831",7.55,"16,563",13.22,"17,951",12.58,"13,938",15.74,"29,216",19.75,"29,681",19.66,"25,117",23.43,"21,888",11.49,"24,080",10.94,"15,798",11.84,"17,323",9.71,"20,370",9.81,"12,870",13.52,"15,285",9.34,"18,127",10.15,"12,397",9.25,"18,117",11.45,"20,872",11.19,"12,503",11.29,"15,476",12.04,"18,276",12.68,"12,178",9.78,"16,620",9.71,"19,207",9.62,"12,197",8.31,"21,851",13.58,"23,249",14.34,"14,956",10.41,"16,798",11.52,"18,697",11.92,"12,123",10.72,"15,519",15.48,"20,269",15.66,"12,867",14.72,"14,878",17.12,"20,717",17.78,"11,241",14.63,"15,863",12.77,"18,577",11.78,"11,822",12.49,"17,589",12.55,"19,658",14.95,"12,920",10.69,"18,702",11.91,"19,667",11.47,"14,346",13.44,"20,229",17.64,"22,168",19.65,"13,488",9.07,"15,521",7.03,"17,721",8.30,"11,752",6.75,"14,217",15.56,"17,750",16.26,"11,493",14.23,"17,094",13.99,"19,706",14.68,"12,337",12.57,"31,116",19.97,"31,316",19.83,"29,368",22.26,"21,318",15.87,"22,012",15.37,"18,135",18.89,"19,290",14.51,"20,253",14.62,"13,826",16.35,"18,834",11.26,"21,908",11.41,"15,161",11.54,"17,949",11.55,"20,820",12.26,"14,607",10.27,"19,141",10.92,"20,213",10.71,"15,294",13.07,"12,120",8.96,"14,251",6.76,"10,547",11.15,"24,592",11.99,"25,955",12.29,"21,556",11.86,"23,686",7.96,"30,818",8.90,"18,541",9.61,"25,595",9.89,"30,846",8.88,"17,549",14.33,"22,412",13.78,"26,120",13.30,"17,591",14.91,"16,827",7.47,"18,497",6.54,"14,044",11.33,-,-,-,-,-,-,"21,761",9.58,"31,718",7.92,"17,211",11.55,"13,999",16.15,"15,692",15.80,"12,450",15.66,"12,949",13.46,"15,686",16.07,"10,500",8.85
1990,"19,885",13.35,"23,172",12.81,"15,516",14.26,"18,889",12.70,"22,255",12.58,"13,964",11.44,"21,954",12.19,"23,663",13.42,"13,267",9.04,"18,155",12.07,"21,754",12.01,"13,775",10.93,"17,914",11.48,"21,803",11.62,"13,114",12.06,"24,122",15.59,"26,989",16.02,"20,019",15.86,"18,252",9.53,"22,078",9.17,"15,059",8.93,"14,245",8.48,"17,925",11.29,"13,163",7.63,"14,601",10.13,"17,808",11.13,"13,036",9.22,"13,879",10.29,"15,917",11.77,"11,106",9.02,"19,215",10.53,"21,582",10.69,"14,128",10.11,"19,141",15.56,"20,894",16.39,"15,879",13.93,"32,787",12.22,"33,232",11.96,"29,140",16.02,"23,750",8.51,"26,266",9.08,"16,824",6.49,"19,148",10.54,"22,297",9.46,"14,489",12.58,"17,330",13.38,"20,382",12.44,"14,173",14.33,"20,127",11.09,"23,237",11.33,"13,989",11.89,"17,687",14.29,"20,941",14.58,"13,670",12.25,"18,432",10.90,"21,126",9.99,"13,604",11.54,"24,183",10.67,"25,793",10.94,"16,431",9.86,"18,274",8.79,"20,436",9.30,"13,171",8.64,"17,492",12.71,"22,905",13.01,"14,330",11.37,"17,065",14.70,"23,782",14.79,"12,548",11.63,"17,473",10.15,"20,250",9.01,"13,176",11.45,"19,328",9.89,"21,747",10.63,"14,473",12.02,"21,134",13.00,"22,183",12.79,"16,754",16.79,"23,155",14.46,"25,675",15.82,"15,169",12.46,"17,158",10.55,"19,648",10.87,"13,057",11.10,"15,814",11.23,"19,710",11.04,"12,787",11.26,"19,284",12.81,"22,222",12.77,"13,921",12.84,"35,196",13.11,"35,413",13.08,"33,458",13.93,"24,839",16.52,"25,573",16.18,"21,518",18.65,"21,979",13.94,"23,102",14.07,"16,021",15.88,"21,373",13.48,"24,695",12.72,"17,544",15.72,"20,554",14.51,"23,439",12.58,"17,243",18.05,"21,497",12.31,"22,786",12.73,"17,087",11.72,"13,592",12.15,"15,565",9.22,"12,130",15.01,"28,010",13.90,"29,585",13.99,"24,716",14.66,"25,342",6.99,"33,794",9.66,"19,807",6.83,"27,864",8.87,"33,872",9.81,"19,093",8.80,"25,422",13.43,"29,148",11.59,"20,655",17.42,"19,325",14.85,"21,500",16.24,"15,930",13.43,-,-,-,-,-,-,"25,009",14.93,"35,227",11.06,"20,642",19.93,"15,639",11.72,"18,291",16.56,"13,365",7.35,"14,838",14.59,"18,220",16.15,"11,639",10.85
