期間,總人口數_原始值,總人口數_年增率(%),0~4歲_原始值,0~4歲_年增率(%),5~9歲_原始值,5~9歲_年增率(%),10~14歲_原始值,10~14歲_年增率(%),15~19歲_原始值,15~19歲_年增率(%),20~24歲_原始值,20~24歲_年增率(%),25~29歲_原始值,25~29歲_年增率(%),30~34歲_原始值,30~34歲_年增率(%),35~39歲_原始值,35~39歲_年增率(%),40~44歲_原始值,40~44歲_年增率(%),45~49歲_原始值,45~49歲_年增率(%),50~54歲_原始值,50~54歲_年增率(%),55~59歲_原始值,55~59歲_年增率(%),60~64歲_原始值,60~64歲_年增率(%),65~69歲_原始值,65~69歲_年增率(%),70~74歲_原始值,70~74歲_年增率(%),75~79歲_原始值,75~79歲_年增率(%),80~84歲_原始值,80~84歲_年增率(%),85~89歲_原始值,85~89歲_年增率(%),90~94歲_原始值,90~94歲_年增率(%),95~99歲_原始值,95~99歲_年增率(%),100歲以上_原始值,100歲以上_年增率(%),平均年齡(歲)_原始值,平均年齡(歲)_年增率(%)
2013M01,"527,767",1.41,"32,418",1.87,"36,633",-1.81,"43,552",-2.26,"51,562",0.84,"45,968",4.95,"40,933",-2.80,"44,086",2.49,"39,467",2.03,"38,406",-0.62,"38,959",-0.09,"35,221",3.21,"28,554",6.70,"19,050",7.55,"10,804",4.85,"9,400",2.15,"6,751",3.50,"3,873",4.45,"1,600",1.72,442,18.50,76,0.00,12,20.00,33.13,0.88
2013M02,"528,232",1.35,"32,439",1.51,"36,572",-1.94,"43,518",-2.29,"51,491",0.64,"46,164",4.89,"40,805",-2.74,"44,205",2.52,"39,470",1.85,"38,358",-0.60,"38,903",-0.22,"35,424",3.52,"28,627",6.53,"19,160",6.94,"10,874",5.83,"9,414",1.94,"6,745",2.96,"3,906",5.00,"1,627",3.96,439,18.65,80,1.27,11,22.22,33.15,0.92
2013M03,"528,799",1.36,"32,507",1.67,"36,594",-1.73,"43,383",-2.45,"51,511",0.53,"46,263",4.90,"40,758",-2.75,"44,336",2.62,"39,470",1.72,"38,295",-0.52,"38,918",-0.17,"35,600",3.55,"28,660",6.22,"19,284",6.76,"10,937",6.57,"9,412",1.70,"6,755",2.72,"3,949",6.10,"1,628",2.58,443,20.38,83,3.75,13,62.50,33.18,0.92
2013M04,"529,281",1.35,"32,565",1.68,"36,567",-1.68,"43,305",-2.47,"51,438",0.34,"46,429",4.91,"40,772",-2.56,"44,368",2.55,"39,518",1.68,"38,261",-0.26,"38,911",-0.20,"35,738",3.50,"28,704",5.93,"19,424",7.10,"10,966",6.04,"9,410",1.43,"6,778",2.88,"3,950",5.31,"1,630",2.77,453,19.53,81,0.00,13,62.50,33.19,0.90
2013M05,"529,784",1.31,"32,623",1.50,"36,570",-1.59,"43,231",-2.39,"51,439",0.23,"46,490",4.69,"40,737",-2.62,"44,471",2.66,"39,525",1.62,"38,308",-0.23,"38,885",-0.05,"35,788",3.15,"28,865",5.82,"19,452",6.80,"11,063",7.00,"9,381",0.85,"6,815",3.24,"3,939",4.15,"1,648",4.17,455,15.78,85,7.59,14,55.56,33.21,0.90
2013M06,"530,277",1.29,"32,612",1.44,"36,531",-1.62,"43,112",-2.32,"51,407",-0.08,"46,666",4.84,"40,678",-2.75,"44,582",2.80,"39,599",1.67,"38,303",-0.36,"38,950",0.24,"35,783",2.86,"29,009",5.57,"19,569",7.18,"11,105",7.11,"9,370",0.58,"6,839",3.57,"3,949",4.09,"1,660",4.73,455,14.32,85,7.59,13,30.00,33.24,0.91
2013M07,"530,756",1.28,"32,592",1.37,"36,472",-1.64,"43,096",-2.15,"51,309",-0.34,"46,794",4.73,"40,650",-2.62,"44,707",2.90,"39,645",1.40,"38,336",-0.09,"38,968",0.25,"35,816",2.78,"29,158",5.35,"19,676",7.36,"11,137",7.06,"9,377",0.60,"6,829",3.02,"3,977",4.69,"1,663",4.26,458,12.25,79,8.22,17,70.00,33.26,0.91
2013M08,"531,435",1.25,"32,548",1.05,"36,477",-1.41,"43,017",-2.31,"51,255",-0.51,"47,009",4.64,"40,640",-2.34,"44,707",2.63,"39,813",1.62,"38,310",-0.22,"38,972",0.26,"35,859",2.62,"29,365",5.48,"19,821",7.41,"11,226",7.27,"9,325",0.13,"6,852",3.01,"3,997",5.07,"1,678",5.47,469,13.56,77,8.45,18,100.00,33.30,0.94
2013M09,"532,061",1.24,"32,585",0.95,"36,448",-1.12,"42,968",-2.28,"51,124",-0.63,"47,201",4.28,"40,608",-1.99,"44,737",2.42,"39,958",1.80,"38,321",-0.21,"38,940",-0.02,"35,922",2.74,"29,572",5.48,"19,898",7.27,"11,299",7.24,"9,325",0.01,"6,899",3.36,"3,995",4.55,"1,690",5.56,474,13.13,79,14.49,18,80.00,33.32,0.93
2013M10,"532,600",1.23,"32,625",0.82,"36,387",-1.03,"42,860",-2.24,"51,083",-0.85,"47,357",4.29,"40,589",-1.56,"44,791",1.98,"40,005",1.80,"38,370",-0.18,"38,870",-0.17,"36,102",3.17,"29,664",5.30,"20,024",7.22,"11,351",7.31,"9,355",-0.20,"6,895",3.00,"4,009",4.54,"1,693",6.08,477,12.77,75,5.63,18,63.64,33.35,0.93
2013M11,"533,139",1.22,"32,652",0.72,"36,389",-0.79,"42,806",-2.17,"50,879",-1.32,"47,461",4.16,"40,608",-1.45,"44,874",2.20,"40,100",1.82,"38,369",-0.14,"38,857",-0.36,"36,232",3.40,"29,741",5.04,"20,146",7.20,"11,447",7.63,"9,374",0.10,"6,911",2.93,"4,013",4.45,"1,714",7.39,473,8.99,75,2.74,18,63.64,33.38,0.94
2013M12,"533,601",1.20,"32,667",0.68,"36,348",-0.82,"42,712",-1.93,"50,825",-1.53,"47,572",3.92,"40,614",-1.18,"44,960",2.25,"40,166",1.77,"38,355",-0.14,"38,847",-0.47,"36,311",3.42,"29,861",5.13,"20,253",7.02,"11,483",7.30,"9,397",0.15,"6,926",2.85,"4,017",4.45,"1,717",6.85,483,9.52,68,-5.56,19,72.73,33.40,0.93
2014M01,"534,007",1.18,"32,599",0.56,"36,366",-0.73,"42,580",-2.23,"50,797",-1.48,"47,725",3.82,"40,577",-0.87,"44,906",1.86,"40,231",1.94,"38,333",-0.19,"38,816",-0.37,"36,364",3.25,"30,110",5.45,"20,375",6.96,"11,536",6.78,"9,408",0.09,"6,939",2.78,"4,049",4.54,"1,726",7.88,482,9.05,69,-9.21,19,58.33,33.44,0.95
2014M02,"534,561",1.20,"32,662",0.69,"36,315",-0.70,"42,619",-2.07,"50,714",-1.51,"47,939",3.84,"40,509",-0.73,"44,874",1.51,"40,321",2.16,"38,359",0.00,"38,756",-0.38,"36,438",2.86,"30,111",5.18,"20,581",7.42,"11,618",6.84,"9,410",-0.04,"6,941",2.91,"4,068",4.15,"1,758",8.05,483,10.02,66,-17.50,19,72.73,33.46,0.92
2014M03,"534,981",1.17,"32,767",0.80,"36,252",-0.93,"42,530",-1.97,"50,629",-1.71,"48,088",3.94,"40,501",-0.63,"44,889",1.25,"40,324",2.16,"38,391",0.25,"38,745",-0.44,"36,472",2.45,"30,225",5.46,"20,682",7.25,"11,703",7.00,"9,422",0.11,"6,943",2.78,"4,069",3.04,"1,780",9.34,482,8.80,68,-18.07,19,46.15,33.48,0.92
2014M04,"535,492",1.17,"32,855",0.89,"36,264",-0.83,"42,420",-2.04,"50,549",-1.73,"48,257",3.94,"40,503",-0.66,"44,836",1.05,"40,437",2.33,"38,347",0.22,"38,740",-0.44,"36,563",2.31,"30,344",5.71,"20,672",6.43,"11,890",8.43,"9,380",-0.32,"6,962",2.71,"4,108",4.00,"1,793",10.00,483,6.62,70,-13.58,19,46.15,33.50,0.92
2014M05,"535,953",1.16,"32,898",0.84,"36,293",-0.76,"42,301",-2.15,"50,432",-1.96,"48,442",4.20,"40,519",-0.54,"44,825",0.80,"40,448",2.34,"38,349",0.11,"38,752",-0.34,"36,546",2.12,"30,552",5.84,"20,809",6.98,"11,934",7.87,"9,373",-0.09,"6,977",2.38,"4,120",4.60,"1,799",9.16,496,9.01,69,-18.82,19,35.71,33.52,0.94
2014M06,"536,509",1.18,"32,982",1.13,"36,224",-0.84,"42,202",-2.11,"50,466",-1.83,"48,554",4.05,"40,520",-0.39,"44,859",0.62,"40,539",2.37,"38,404",0.26,"38,717",-0.60,"36,598",2.28,"30,672",5.73,"20,915",6.88,"11,989",7.96,"9,359",-0.12,"6,979",2.05,"4,146",4.99,"1,799",8.37,500,9.89,67,-21.18,18,38.46,33.54,0.91
2014M07,"537,103",1.20,"33,082",1.50,"36,130",-0.94,"42,133",-2.23,"50,369",-1.83,"48,724",4.12,"40,614",-0.09,"44,850",0.32,"40,615",2.45,"38,460",0.32,"38,692",-0.71,"36,730",2.55,"30,707",5.31,"21,048",6.97,"12,046",8.16,"9,375",-0.02,"6,971",2.08,"4,158",4.55,"1,809",8.78,502,9.61,69,-12.66,19,11.76,33.56,0.90
2014M08,"537,766",1.19,"33,091",1.67,"36,094",-1.05,"42,113",-2.10,"50,287",-1.89,"48,853",3.92,"40,580",-0.15,"44,919",0.47,"40,759",2.38,"38,491",0.47,"38,667",-0.78,"36,877",2.84,"30,752",4.72,"21,221",7.06,"12,139",8.13,"9,360",0.38,"6,992",2.04,"4,155",3.95,"1,825",8.76,504,7.46,67,-12.99,20,11.11,33.59,0.89
