期間,新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%)
1995M05,619,-22.24,11,-45.00,-,--,21,-44.74,11,-26.67,-,--,5,-28.57,18,-45.45,18,80.00,23,0.00,10,25.00,10,-16.67,-,--,9,12.50,61,1.67,12,-42.86,14,-54.84,116,-27.95,94,-32.37,134,0.00,19,-34.48,5,-16.67,28,-24.32,321,23.94,25,127.27,-,--,17,21.43,9,12.50,4,33.33,8,33.33,11,22.22,9,50.00,11,57.14,8,300.00,8,166.67,1,--,1,-75.00,28,0.00,8,100.00,3,-75.00,51,30.77,29,-6.45,43,4.88,8,33.33,8,100.00,31,47.62
1995M06,561,-13.56,11,-50.00,-,--,22,-4.35,12,-33.33,2,-66.67,2,-50.00,14,-22.22,10,-41.18,23,-23.33,7,16.67,3,-78.57,-,--,8,-11.11,43,-17.31,10,-41.18,14,-22.22,110,-5.17,81,-24.30,115,19.79,35,20.69,10,-9.09,29,-19.44,250,14.16,13,-13.33,-,--,16,-11.11,8,60.00,3,-25.00,6,50.00,4,-50.00,2,-50.00,8,33.33,4,100.00,9,200.00,-,--,2,-66.67,26,8.33,3,-62.50,1,-85.71,37,23.33,36,38.46,35,12.90,10,150.00,6,100.00,21,90.91
1995M07,629,-3.82,11,-31.25,1,--,23,-41.03,6,-33.33,3,-40.00,6,-53.85,15,-31.82,8,14.29,26,44.44,5,-16.67,15,-6.25,-,--,9,80.00,60,15.38,14,-30.00,7,-53.33,122,-13.48,109,9.00,122,10.91,29,-9.38,12,200.00,26,8.33,326,25.38,16,23.08,-,--,10,-28.57,6,-40.00,6,500.00,8,-20.00,8,-20.00,8,100.00,14,75.00,1,-50.00,6,50.00,-,--,5,25.00,40,66.67,6,-33.33,7,-12.50,45,9.76,41,46.43,57,46.15,14,55.56,10,400.00,18,-5.26
1995M08,731,11.94,26,52.94,-,--,31,-8.82,17,-32.00,4,100.00,5,0.00,12,-36.84,10,0.00,28,27.27,11,57.14,7,-50.00,1,-66.67,12,100.00,51,-17.74,15,-16.67,16,0.00,162,52.83,127,38.04,125,1.63,42,68.00,8,-20.00,21,-43.24,538,103.02,25,108.33,-,--,19,0.00,16,77.78,4,100.00,16,100.00,15,87.50,6,0.00,14,366.67,7,75.00,13,160.00,-,--,10,400.00,43,16.22,16,128.57,10,150.00,78,151.61,71,108.82,95,120.93,24,118.18,12,50.00,44,266.67
1995M09,598,13.90,19,18.75,-,--,21,50.00,17,112.50,4,-50.00,1,0.00,10,-16.67,18,100.00,20,42.86,2,-80.00,6,-40.00,1,--,7,75.00,52,20.93,17,-22.73,14,-33.33,136,27.10,87,12.99,105,12.90,34,61.90,9,-10.00,18,-28.00,457,27.65,24,41.18,-,--,25,66.67,14,-12.50,4,300.00,26,85.71,17,54.55,9,-43.75,26,160.00,3,50.00,8,-27.27,-,--,5,400.00,51,64.52,12,9.09,7,133.33,42,0.00,31,-16.22,84,35.48,15,36.36,13,62.50,41,5.13
1995M10,581,-5.68,22,37.50,-,--,27,-22.86,13,18.18,1,-75.00,3,-62.50,9,-52.63,9,-30.77,19,-5.00,6,-40.00,11,0.00,-,--,7,40.00,48,-2.04,8,-57.89,10,-44.44,139,21.93,80,-3.61,113,16.49,20,-39.39,8,-42.86,28,-20.00,"1,174",48.05,97,31.08,-,--,67,28.85,54,63.64,29,123.08,52,-25.71,46,130.00,21,40.00,19,-9.52,12,100.00,24,100.00,-,--,17,41.67,125,47.06,40,33.33,36,125.00,158,113.51,97,70.18,97,6.59,39,62.50,38,100.00,106,58.21
1995M11,542,-19.70,12,-47.83,-,--,14,-48.15,7,-46.15,1,-80.00,4,100.00,9,-10.00,15,87.50,21,-4.55,6,-50.00,3,-76.92,-,--,5,-16.67,56,3.70,10,-64.29,10,-37.50,126,-11.89,88,-7.37,108,-10.00,21,-32.26,10,-23.08,16,-50.00,743,-48.26,30,-45.45,-,--,45,-55.45,24,-47.83,8,-77.78,29,-56.06,36,-48.57,19,-47.22,15,-65.12,5,-16.67,19,-5.00,-,--,10,-61.54,79,-48.03,11,-79.63,18,0.00,97,-50.76,92,-44.91,112,-29.11,31,-44.64,10,-33.33,53,-53.51
1995M12,532,-10.29,12,-50.00,-,--,22,-38.89,13,18.18,2,-71.43,4,100.00,10,11.11,3,-82.35,20,-4.76,5,-44.44,17,88.89,1,--,4,0.00,41,-14.58,11,-26.67,14,0.00,96,-17.24,69,-18.82,124,22.77,24,-35.14,13,18.18,27,58.82,558,123.20,24,100.00,-,--,22,46.67,18,50.00,10,100.00,16,300.00,22,100.00,6,200.00,9,-10.00,3,50.00,7,600.00,-,--,12,100.00,102,240.00,6,-25.00,7,40.00,71,86.84,89,187.10,70,105.88,19,171.43,7,600.00,38,153.33
1996M01,482,-29.22,17,-26.09,-,--,16,-52.94,17,-5.56,1,-75.00,5,-28.57,6,-60.00,9,-35.71,11,-52.17,4,-42.86,10,-9.09,-,--,8,166.67,43,-31.75,10,-28.57,12,-36.84,107,-21.32,69,-21.59,84,-16.00,28,-34.88,9,-43.75,16,-62.79,213,-61.48,7,-61.11,-,--,9,-80.85,9,-55.00,1,-85.71,3,-70.00,8,-27.27,7,0.00,4,-80.00,2,-60.00,4,-42.86,-,--,4,-55.56,24,-59.32,10,-23.08,8,0.00,30,-50.82,25,-53.70,35,-72.87,14,-26.32,2,-86.67,7,-78.79
1996M02,261,-34.09,20,66.67,-,--,11,-47.62,3,-72.73,3,-57.14,3,-50.00,8,-27.27,1,-75.00,11,0.00,2,100.00,8,300.00,-,--,3,-40.00,24,-40.00,10,66.67,6,-33.33,50,-39.02,33,-40.00,43,-33.85,14,-17.65,-,--,8,-70.37,155,-75.16,6,-50.00,-,--,9,-79.55,8,-80.95,1,-88.89,1,-90.00,5,-37.50,3,-80.00,3,-90.00,3,-25.00,4,-75.00,1,--,4,-60.00,18,-77.22,5,0.00,1,-80.00,19,-67.24,18,-60.87,34,-77.78,4,-55.56,2,-83.33,6,-89.47
1996M03,336,-44.28,11,-31.25,-,--,18,-28.00,4,-66.67,1,-66.67,-,--,6,-50.00,4,-60.00,8,-70.37,3,0.00,4,-55.56,-,--,2,-75.00,36,-30.77,7,-66.67,13,-51.85,63,-50.39,40,-50.62,81,-27.03,13,-40.91,7,40.00,15,-44.44,327,35.68,12,50.00,-,--,25,66.67,10,25.00,5,400.00,3,-75.00,12,0.00,6,20.00,13,116.67,7,250.00,4,100.00,1,--,6,100.00,31,14.81,24,140.00,5,400.00,45,73.08,27,-10.00,63,36.96,9,12.50,4,-20.00,15,7.14
1996M04,418,-3.24,18,-5.26,-,--,14,-22.22,9,-30.77,2,-60.00,4,-33.33,7,-36.36,6,20.00,10,-23.08,5,0.00,5,25.00,1,0.00,4,0.00,40,42.86,10,0.00,4,-66.67,91,10.98,56,-33.33,83,5.06,26,44.44,6,20.00,17,70.00,197,-4.83,2,-75.00,-,--,13,0.00,3,-25.00,2,-33.33,7,75.00,4,33.33,1,-87.50,4,33.33,5,0.00,5,0.00,-,--,2,100.00,29,-9.38,8,100.00,2,-77.78,30,7.14,18,-30.77,36,24.14,11,57.14,5,66.67,10,-16.67
1996M05,485,-21.65,12,9.09,-,--,15,-28.57,7,-36.36,5,--,-,--,19,5.56,11,-38.89,13,-43.48,8,-20.00,10,0.00,-,--,7,-22.22,36,-40.98,10,-16.67,9,-35.71,97,-16.38,87,-7.45,94,-29.85,27,42.11,6,20.00,12,-57.14,276,-14.02,14,-44.00,-,--,12,-29.41,10,11.11,2,-50.00,5,-37.50,9,-18.18,3,-66.67,7,-36.36,2,-75.00,5,-37.50,-,--,5,400.00,35,25.00,3,-62.50,4,33.33,32,-37.25,40,37.93,44,2.33,19,137.50,7,-12.50,18,-41.94
1996M06,420,-25.13,11,0.00,-,--,21,-4.55,10,-16.67,2,0.00,-,--,7,-50.00,7,-30.00,10,-56.52,3,-57.14,2,-33.33,-,--,5,-37.50,41,-4.65,12,20.00,8,-42.86,79,-28.18,69,-14.81,84,-26.96,24,-31.43,7,-30.00,18,-37.93,242,-3.20,5,-61.54,-,--,14,-12.50,7,-12.50,1,-66.67,4,-33.33,5,25.00,5,150.00,13,62.50,1,-75.00,3,-66.67,-,--,5,150.00,23,-11.54,8,166.67,6,500.00,41,10.81,26,-27.78,44,25.71,11,10.00,5,-16.67,15,-28.57
1996M07,511,-18.76,18,63.64,-,--,18,-21.74,15,150.00,3,0.00,7,16.67,12,-20.00,5,-37.50,20,-23.08,7,40.00,9,-40.00,1,--,2,-77.78,42,-30.00,7,-50.00,15,114.29,120,-1.64,84,-22.94,77,-36.89,20,-31.03,10,-16.67,19,-26.92,320,-1.84,12,-25.00,-,--,20,100.00,6,0.00,-,--,21,162.50,10,25.00,4,-50.00,14,0.00,4,300.00,4,-33.33,-,--,3,-40.00,40,0.00,11,83.33,8,14.29,42,-6.67,33,-19.51,50,-12.28,12,-14.29,5,-50.00,21,16.67
1996M08,511,-30.10,24,-7.69,-,--,16,-48.39,15,-11.76,-,--,5,0.00,16,33.33,5,-50.00,14,-50.00,6,-45.45,7,0.00,1,0.00,6,-50.00,34,-33.33,9,-40.00,14,-12.50,107,-33.95,71,-44.09,104,-16.80,31,-26.19,11,37.50,15,-28.57,585,8.74,35,40.00,-,--,31,63.16,31,93.75,3,-25.00,15,-6.25,26,73.33,12,100.00,27,92.86,-,--,14,7.69,1,--,8,-20.00,47,9.30,21,31.25,12,20.00,67,-14.10,55,-22.54,104,9.47,18,-25.00,9,-25.00,49,11.36
1996M09,497,-16.89,15,-21.05,-,--,26,23.81,17,0.00,1,-75.00,3,200.00,11,10.00,4,-77.78,22,10.00,6,200.00,7,16.67,-,--,7,0.00,40,-23.08,5,-70.59,11,-21.43,123,-9.56,69,-20.69,80,-23.81,28,-17.65,6,-33.33,16,-11.11,573,25.38,32,33.33,-,--,24,-4.00,15,7.14,14,250.00,16,-38.46,18,5.88,16,77.78,18,-30.77,5,66.67,8,0.00,-,--,7,40.00,52,1.96,48,300.00,11,57.14,61,45.24,72,132.26,84,0.00,25,66.67,13,0.00,34,-17.07
1996M10,481,-17.21,7,-68.18,-,--,15,-44.44,11,-15.38,1,0.00,3,0.00,9,0.00,5,-44.44,17,-10.53,2,-66.67,12,9.09,3,--,5,-28.57,41,-14.58,6,-25.00,10,0.00,110,-20.86,67,-16.25,108,-4.42,18,-10.00,8,0.00,23,-17.86,"1,974",68.14,103,6.19,-,--,141,110.45,51,-5.56,31,6.90,93,78.85,102,121.74,28,33.33,26,36.84,20,66.67,18,-25.00,-,--,58,241.18,247,97.60,31,-22.50,27,-25.00,297,87.97,256,163.92,205,111.34,60,53.85,33,-13.16,147,38.68
1996M11,507,-6.46,12,0.00,-,--,24,71.43,7,0.00,4,300.00,3,-25.00,7,-22.22,5,-66.67,19,-9.52,5,-16.67,9,200.00,-,--,7,40.00,39,-30.36,9,-10.00,5,-50.00,123,-2.38,68,-22.73,106,-1.85,28,33.33,7,-30.00,20,25.00,378,-49.13,20,-33.33,-,--,20,-55.56,11,-54.17,2,-75.00,9,-68.97,12,-66.67,3,-84.21,12,-20.00,2,-60.00,4,-78.95,1,--,2,-80.00,49,-37.97,14,27.27,4,-77.78,45,-53.61,49,-46.74,74,-33.93,13,-58.06,5,-50.00,27,-49.06
1996M12,505,-5.08,24,100.00,-,--,16,-27.27,12,-7.69,3,50.00,3,-25.00,11,10.00,6,100.00,17,-15.00,1,-80.00,7,-58.82,1,0.00,4,0.00,39,-4.88,9,-18.18,10,-28.57,105,9.38,93,34.78,102,-17.74,18,-25.00,8,-38.46,16,-40.74,267,-52.15,15,-37.50,-,--,10,-54.55,10,-44.44,2,-80.00,5,-68.75,7,-68.18,6,0.00,11,22.22,1,-66.67,5,-28.57,1,--,4,-66.67,33,-67.65,8,33.33,2,-71.43,33,-53.52,33,-62.92,53,-24.29,12,-36.84,3,-57.14,13,-65.79
1997M01,554,14.94,22,29.41,-,--,27,68.75,7,-58.82,2,100.00,1,-80.00,12,100.00,9,0.00,20,81.82,6,50.00,9,-10.00,-,--,7,-12.50,41,-4.65,7,-30.00,5,-58.33,128,19.63,76,10.14,127,51.19,23,-17.86,7,-22.22,18,12.50,257,20.66,6,-14.29,-,--,17,88.89,6,-33.33,-,--,6,100.00,9,12.50,3,-57.14,5,25.00,5,150.00,9,125.00,1,--,3,-25.00,17,-29.17,10,0.00,5,-37.50,36,20.00,25,0.00,53,51.43,16,14.29,4,100.00,21,200.00
1997M02,298,14.18,13,-35.00,-,--,8,-27.27,2,-33.33,-,--,-,--,3,-62.50,5,400.00,11,0.00,5,150.00,5,-37.50,-,--,-,--,23,-4.17,5,-50.00,11,83.33,61,22.00,56,69.70,65,51.16,7,-50.00,4,--,14,75.00,151,-2.58,3,-50.00,-,--,7,-22.22,1,-87.50,-,--,2,100.00,3,-40.00,2,-33.33,6,100.00,-,--,3,-25.00,1,0.00,2,-50.00,17,-5.56,5,0.00,3,200.00,30,57.89,21,16.67,26,-23.53,7,75.00,2,0.00,10,66.67
1997M03,530,57.74,15,36.36,-,--,30,66.67,12,200.00,3,200.00,2,--,5,-16.67,8,100.00,18,125.00,2,-33.33,3,-25.00,2,--,4,100.00,40,11.11,12,71.43,17,30.77,108,71.43,83,107.50,113,39.51,17,30.77,13,85.71,23,53.33,275,-15.90,12,0.00,-,--,24,-4.00,5,-50.00,2,-60.00,6,100.00,6,-50.00,2,-66.67,10,-23.08,3,-57.14,8,100.00,-,--,4,-33.33,29,-6.45,7,-70.83,4,-20.00,38,-15.56,32,18.52,45,-28.57,12,33.33,4,0.00,22,46.67
1997M04,514,22.97,17,-5.56,-,--,22,57.14,7,-22.22,4,100.00,2,-50.00,7,0.00,5,-16.67,15,50.00,5,0.00,6,20.00,-,--,5,25.00,38,-5.00,9,-10.00,7,75.00,112,23.08,83,48.21,116,39.76,24,-7.69,8,33.33,22,29.41,261,32.49,7,250.00,-,--,12,-7.69,10,233.33,3,50.00,3,-57.14,6,50.00,8,700.00,5,25.00,2,-60.00,6,20.00,-,--,4,100.00,31,6.90,2,-75.00,7,250.00,43,43.33,34,88.89,50,38.89,10,-9.09,3,-40.00,15,50.00
1997M05,611,25.98,15,25.00,-,--,35,133.33,10,42.86,7,40.00,5,--,12,-36.84,5,-54.55,18,38.46,6,-25.00,13,30.00,1,--,9,28.57,53,47.22,8,-20.00,11,22.22,118,21.65,89,2.30,141,50.00,38,40.74,5,-16.67,12,0.00,269,-2.54,8,-42.86,-,--,9,-25.00,12,20.00,2,0.00,6,20.00,5,-44.44,4,33.33,12,71.43,3,50.00,4,-20.00,1,--,2,-60.00,19,-45.71,7,133.33,5,25.00,60,87.50,32,-20.00,41,-6.82,8,-57.89,5,-28.57,24,33.33
1997M06,506,20.48,22,100.00,-,--,24,14.29,8,-20.00,-,--,-,--,9,28.57,8,14.29,22,120.00,4,33.33,8,300.00,-,--,2,-60.00,37,-9.76,7,-41.67,9,12.50,94,18.99,94,36.23,116,38.10,21,-12.50,2,-71.43,19,5.56,280,15.70,9,80.00,-,--,13,-7.14,7,0.00,1,0.00,4,0.00,9,80.00,7,40.00,5,-61.54,4,300.00,3,0.00,-,--,5,0.00,35,52.17,8,0.00,5,-16.67,49,19.51,42,61.54,41,-6.82,15,36.36,3,-40.00,15,0.00
1997M07,562,9.98,19,5.56,-,--,29,61.11,11,-26.67,2,-33.33,2,-71.43,6,-50.00,6,20.00,13,-35.00,4,-42.86,8,-11.11,-,--,4,100.00,48,14.29,8,14.29,11,-26.67,123,2.50,96,14.29,110,42.86,30,50.00,10,0.00,22,15.79,274,-14.38,10,-16.67,-,--,17,-15.00,8,33.33,3,--,4,-80.95,6,-40.00,6,50.00,11,-21.43,2,-50.00,6,50.00,-,--,3,0.00,24,-40.00,12,9.09,6,-25.00,37,-11.90,35,6.06,47,-6.00,15,25.00,10,100.00,12,-42.86
1997M08,552,8.02,27,12.50,-,--,38,137.50,8,-46.67,4,--,3,-40.00,12,-25.00,5,0.00,15,7.14,2,-66.67,7,0.00,-,--,7,16.67,60,76.47,8,-11.11,7,-50.00,97,-9.35,95,33.80,115,10.58,19,-38.71,7,-36.36,16,6.67,288,-50.77,13,-62.86,-,--,9,-70.97,14,-54.84,1,-66.67,6,-60.00,13,-50.00,4,-66.67,6,-77.78,3,--,9,-35.71,-,--,6,-25.00,36,-23.40,8,-61.90,9,-25.00,36,-46.27,31,-43.64,53,-49.04,9,-50.00,3,-66.67,19,-61.22
1997M09,500,0.60,15,0.00,-,--,24,-7.69,7,-58.82,2,100.00,2,-33.33,8,-27.27,2,-50.00,12,-45.45,6,0.00,7,0.00,1,--,10,42.86,27,-32.50,10,100.00,8,-27.27,101,-17.89,84,21.74,135,68.75,18,-35.71,6,0.00,15,-6.25,233,-59.34,10,-68.75,-,--,17,-29.17,3,-80.00,3,-78.57,5,-68.75,7,-61.11,7,-56.25,7,-61.11,3,-40.00,5,-37.50,-,--,2,-71.43,23,-55.77,5,-89.58,5,-54.55,30,-50.82,32,-55.56,42,-50.00,11,-56.00,7,-46.15,9,-73.53
1997M10,478,-0.62,9,28.57,-,--,21,40.00,15,36.36,3,200.00,1,-66.67,5,-44.44,6,20.00,14,-17.65,5,150.00,8,-33.33,-,--,4,-20.00,43,4.88,7,16.67,7,-30.00,98,-10.91,80,19.40,107,-0.93,31,72.22,6,-25.00,8,-65.22,275,-86.07,6,-94.17,-,--,14,-90.07,10,-80.39,-,--,7,-92.47,7,-93.14,4,-85.71,8,-69.23,2,-90.00,4,-77.78,1,--,5,-91.38,22,-91.09,6,-80.65,3,-88.89,44,-85.19,37,-85.55,54,-73.66,13,-78.33,7,-78.79,21,-85.71
1997M11,423,-16.57,12,0.00,-,--,21,-12.50,10,42.86,2,-50.00,2,-33.33,4,-42.86,3,-40.00,16,-15.79,4,-20.00,4,-55.56,-,--,3,-57.14,31,-20.51,12,33.33,9,80.00,83,-32.52,67,-1.47,104,-1.89,13,-53.57,11,57.14,12,-40.00,55,-85.45,3,-85.00,-,--,7,-65.00,3,-72.73,1,-50.00,1,-88.89,-,--,-,--,3,-75.00,-,--,-,--,-,--,-,--,4,-91.84,4,-71.43,-,--,7,-84.44,6,-87.76,10,-86.49,-,--,2,-60.00,4,-85.19
1997M12,511,1.19,9,-62.50,-,--,25,56.25,10,-16.67,1,-66.67,2,-33.33,5,-54.55,9,50.00,22,29.41,7,600.00,9,28.57,1,0.00,6,50.00,31,-20.51,9,0.00,14,40.00,99,-5.71,74,-20.43,124,21.57,26,44.44,5,-37.50,23,43.75,286,7.12,18,20.00,-,--,23,130.00,6,-40.00,2,0.00,3,-40.00,6,-14.29,3,-50.00,5,-54.55,2,100.00,9,80.00,-,--,4,0.00,34,3.03,6,-25.00,3,50.00,43,30.30,40,21.21,52,-1.89,12,0.00,3,0.00,12,-7.69
