期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),02肉類_原始值,02肉類_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 2 類植物產品_原始值,第 2 類植物產品_年增率(%),黃豆_原始值,黃豆_年增率(%),玉米_原始值,玉米_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),22飲料及酒類_原始值,22飲料及酒類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),25粗鹽、石料及水泥_原始值,25粗鹽、石料及水泥_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),原油_原始值,原油_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),34界面活性劑、潤滑劑及擦光料_原始值,34界面活性劑、潤滑劑及擦光料_年增率(%),37感光或電影用品_原始值,37感光或電影用品_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第 8 類皮革及其製品_原始值,第 8 類皮革及其製品_年增率(%),第 9 類木及木製品_原始值,第 9 類木及木製品_年增率(%),44木及木製品_原始值,44木及木製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),47木漿及回收紙製品_原始值,47木漿及回收紙製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),62非針、鉤針織之衣著_原始值,62非針、鉤針織之衣著_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%)
1981M01,82.91,-,53.57,-,-,-,-,-,62.24,-,-,-,-,-,59.72,-,-,-,-,-,-,-,37.30,-,-,-,63.58,-,-,-,43.40,-,-,-,-,-,-,-,-,-,57.17,-,65.26,-,34.55,-,49.14,-,53.29,-,-,-,74.03,-,-,-,-,-,78.22,-,-,-,-,-,-,-,40.76,-,-,-,-,-,29.09,-,71.84,-,-,-,-,-,-,-,61.94,-,-,-,-,-,-,-,-,-
1981M02,82.93,-,54.13,-,-,-,-,-,62.72,-,-,-,-,-,59.99,-,-,-,-,-,-,-,37.40,-,-,-,63.48,-,-,-,43.33,-,-,-,-,-,-,-,-,-,57.10,-,65.23,-,34.38,-,49.13,-,53.71,-,-,-,74.69,-,-,-,-,-,77.62,-,-,-,-,-,-,-,40.65,-,-,-,-,-,28.89,-,71.38,-,-,-,-,-,-,-,62.20,-,-,-,-,-,-,-,-,-
1981M03,83.35,-,54.05,-,-,-,-,-,62.01,-,-,-,-,-,59.58,-,-,-,-,-,-,-,37.73,-,-,-,63.82,-,-,-,43.65,-,-,-,-,-,-,-,-,-,57.39,-,65.76,-,33.97,-,49.39,-,52.83,-,-,-,74.59,-,-,-,-,-,79.49,-,-,-,-,-,-,-,40.29,-,-,-,-,-,28.65,-,67.56,-,-,-,-,-,-,-,62.89,-,-,-,-,-,-,-,-,-
1981M04,83.45,-,54.49,-,-,-,-,-,61.83,-,-,-,-,-,59.54,-,-,-,-,-,-,-,37.65,-,-,-,64.60,-,-,-,44.24,-,-,-,-,-,-,-,-,-,57.40,-,65.90,-,33.60,-,50.53,-,53.18,-,-,-,75.35,-,-,-,-,-,79.15,-,-,-,-,-,-,-,39.97,-,-,-,-,-,28.86,-,66.50,-,-,-,-,-,-,-,61.51,-,-,-,-,-,-,-,-,-
1981M05,82.63,-,53.78,-,-,-,-,-,60.73,-,-,-,-,-,58.30,-,-,-,-,-,-,-,37.49,-,-,-,64.67,-,-,-,44.27,-,-,-,-,-,-,-,-,-,56.76,-,65.29,-,32.87,-,50.35,-,51.67,-,-,-,74.67,-,-,-,-,-,78.41,-,-,-,-,-,-,-,38.61,-,-,-,-,-,28.57,-,66.31,-,-,-,-,-,-,-,60.44,-,-,-,-,-,-,-,-,-
1981M06,82.10,-,53.26,-,-,-,-,-,58.82,-,-,-,-,-,57.99,-,-,-,-,-,-,-,37.43,-,-,-,64.91,-,-,-,44.50,-,-,-,-,-,-,-,-,-,56.39,-,64.99,-,32.33,-,47.38,-,50.61,-,-,-,74.07,-,-,-,-,-,80.77,-,-,-,-,-,-,-,37.38,-,-,-,-,-,28.18,-,63.87,-,-,-,-,-,-,-,59.87,-,-,-,-,-,-,-,-,-
1981M07,81.23,-,54.61,-,-,-,-,-,57.29,-,-,-,-,-,57.20,-,-,-,-,-,-,-,37.23,-,-,-,64.89,-,-,-,44.44,-,-,-,-,-,-,-,-,-,56.31,-,64.96,-,32.09,-,49.25,-,49.69,-,-,-,73.18,-,-,-,-,-,77.13,-,-,-,-,-,-,-,36.56,-,-,-,-,-,28.19,-,61.08,-,-,-,-,-,-,-,59.48,-,-,-,-,-,-,-,-,-
1981M08,82.65,-,56.31,-,-,-,-,-,59.13,-,-,-,-,-,57.03,-,-,-,-,-,-,-,37.41,-,-,-,66.76,-,-,-,45.77,-,-,-,-,-,-,-,-,-,57.74,-,66.89,-,32.11,-,47.86,-,51.59,-,-,-,74.67,-,-,-,-,-,78.69,-,-,-,-,-,-,-,37.37,-,-,-,-,-,29.38,-,61.32,-,-,-,-,-,-,-,60.56,-,-,-,-,-,-,-,-,-
1981M09,83.66,-,56.91,-,-,-,-,-,59.53,-,-,-,-,-,56.88,-,-,-,-,-,-,-,37.84,-,-,-,67.65,-,-,-,46.65,-,-,-,-,-,-,-,-,-,58.10,-,67.15,-,32.74,-,47.87,-,52.75,-,-,-,75.29,-,-,-,-,-,81.01,-,-,-,-,-,-,-,37.66,-,-,-,-,-,29.32,-,60.92,-,-,-,-,-,-,-,61.28,-,-,-,-,-,-,-,-,-
1981M10,83.44,-,56.68,-,-,-,-,-,59.11,-,-,-,-,-,53.91,-,-,-,-,-,-,-,37.92,-,-,-,67.13,-,-,-,46.22,-,-,-,-,-,-,-,-,-,57.72,-,67.04,-,31.57,-,48.42,-,53.26,-,-,-,74.26,-,-,-,-,-,80.20,-,-,-,-,-,-,-,37.47,-,-,-,-,-,28.58,-,61.41,-,-,-,-,-,-,-,60.61,-,-,-,-,-,-,-,-,-
