期間,總計,關稅,礦區稅,所得稅,所得稅-營利事業所得稅,所得稅-綜合所得稅,遺產稅,贈與稅,貨物稅,證券交易稅,期貨交易稅,營業稅,印花稅,使用牌照稅,土地稅,土地稅-田賦,土地稅-地價稅,土地稅-土地增值稅,房屋稅,娛樂稅,契稅,教育臨時捐,公賣利益(應繳庫數),菸酒稅,金融保險業營業稅,健康福利捐,特種貨物稅及勞務稅
1962M02,37.742,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1962M03,42.877,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1962M04,43.021,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1962M05,42.167,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1962M06,49.650,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1962M07,47.041,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1962M08,45.728,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1962M09,39.617,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1962M10,45.326,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1962M11,40.852,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1962M12,44.558,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1963M01,44.484,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1963M02,41.641,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1963M03,44.127,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1963M04,42.804,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1963M05,55.236,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1963M06,58.054,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1963M07,56.705,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1963M08,58.316,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1963M09,48.414,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1963M10,47.438,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1963M11,45.921,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1963M12,54.208,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1964M01,49.240,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1964M02,54.917,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1964M03,63.983,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1964M04,51.903,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1964M05,53.571,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1964M06,68.085,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1964M07,61.504,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1964M08,56.105,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1964M09,54.047,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1964M10,56.502,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1964M11,61.709,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1964M12,66.644,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1965M01,72.326,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1965M02,58.874,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1965M03,70.738,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1965M04,72.761,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1965M05,69.536,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1965M06,92.953,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1965M07,73.964,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1965M08,80.453,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1965M09,65.867,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1965M10,71.904,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1965M11,76.347,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1965M12,74.141,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1966M01,73.542,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1966M02,72.841,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1966M03,80.596,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1966M04,76.226,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1966M05,74.337,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1966M06,89.103,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1966M07,111.068,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1966M08,125.660,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1966M09,113.485,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1966M10,116.621,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1966M11,125.749,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1966M12,133.940,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1967M01,139.486,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1967M02,115.633,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1967M03,139.684,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1967M04,146.426,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1967M05,148.449,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1967M06,142.185,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1967M07,202.185,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1967M08,210.697,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1967M09,222.939,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1967M10,208.708,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1967M11,237.360,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1967M12,227.636,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1968M01,270.718,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1968M02,225.634,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1968M03,246.552,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1968M04,249.045,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1968M05,244.142,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1968M06,340.934,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1968M07,276.409,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1968M08,300.515,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1968M09,314.996,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1968M10,348.074,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1968M11,350.240,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1968M12,501.205,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1969M01,330.029,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1969M02,286.013,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1969M03,294.298,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1969M04,303.602,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1969M05,340.646,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1969M06,215.575,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1969M07,335.359,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1969M08,356.351,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1969M09,339.093,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1969M10,354.310,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1969M11,347.747,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1969M12,387.136,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1970M01,433.843,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1970M02,328.595,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1970M03,338.611,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1970M04,377.824,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1970M05,399.394,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1970M06,457.324,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1970M07,366.005,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1970M08,365.512,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1970M09,348.981,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1970M10,386.477,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1970M11,366.938,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1970M12,421.800,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1971M01,370.820,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1971M02,341.452,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1971M03,402.902,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1971M04,458.674,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1971M05,453.746,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1971M06,466.671,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1971M07,450.755,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1971M08,418.796,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1971M09,291.540,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1971M10,264.779,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1971M11,281.077,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1971M12,276.141,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1972M01,331.277,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1972M02,314.850,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1972M03,295.134,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1972M04,330.379,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1972M05,284.136,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1972M06,318.228,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1972M07,266.064,...,0.015,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1972M08,301.514,...,0.025,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1972M09,305.990,...,0.038,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1972M10,304.274,...,0.015,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1972M11,316.392,...,0.024,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1972M12,340.564,...,0.021,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1973M01,336.354,...,0.026,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1973M02,110.917,...,0.025,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1973M03,350.147,...,0.016,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1973M04,380.025,...,4.797,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1973M05,386.397,...,0.044,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1973M06,377.110,...,0.130,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-
1973M07,"6,594.442","1,335.453",0.011,"2,017.560",...,...,...,...,"1,003.045",10.932,-,319.492,222.102,18.350,306.027,...,17.534,229.737,19.956,23.113,129.740,156.062,...,-,-,-,-
1973M08,"5,884.973","1,520.947",0.038,395.473,...,...,...,...,"1,133.116",9.063,-,308.580,228.147,19.156,734.768,...,12.575,349.707,12.221,22.801,144.182,176.986,...,-,-,-,-
1973M09,"6,398.347","1,342.403",0.025,"1,167.475",...,...,...,...,"1,031.581",9.097,-,331.260,235.878,150.634,711.809,...,51.017,299.354,7.233,22.918,105.189,168.901,...,-,-,-,-
1973M10,"6,100.399","1,646.973",0.034,442.264,...,...,...,...,"1,085.768",13.451,-,319.280,237.079,89.833,824.364,...,594.045,203.686,6.718,24.601,116.330,175.832,...,-,-,-,-
1973M11,"5,735.096","1,904.228",0.015,291.794,...,...,...,...,"1,102.621",16.753,-,366.509,259.020,6.479,190.072,...,28.744,139.801,53.481,23.032,119.131,175.625,...,-,-,-,-
1973M12,"8,163.574","2,108.770",0.021,"1,012.042",...,...,...,...,"1,256.169",14.371,-,371.629,266.460,4.173,364.054,...,25.998,169.864,900.479,22.099,113.159,428.986,...,-,-,-,-
1974M01,"7,423.266","1,946.510",0.022,"1,163.585",...,...,...,...,"1,271.343",6.860,-,444.054,301.025,24.615,556.444,...,15.683,139.468,25.358,23.284,98.308,213.507,...,-,-,-,-
1974M02,"6,647.839","2,459.277",0.036,490.406,...,...,...,...,"1,174.621",8.431,-,386.426,272.241,31.817,174.744,...,19.093,129.122,14.352,28.424,107.588,187.484,...,-,-,-,-
1974M03,"7,903.511","2,224.347",0.757,"1,400.775",...,...,...,...,"1,222.301",4.902,-,418.554,284.831,345.800,269.719,...,60.413,201.141,10.734,24.570,108.565,205.919,...,-,-,-,-
1974M04,"8,980.712","2,791.552",0.115,"1,519.262",...,...,...,...,"1,110.196",0.540,-,443.049,297.969,137.686,785.985,...,590.162,189.691,6.929,27.220,99.633,209.723,...,-,-,-,-
1974M05,"9,000.671","3,087.465",0.091,"1,703.446",...,...,...,...,"1,249.975",2.201,-,458.913,297.630,15.136,202.645,...,29.390,166.448,59.622,25.611,103.647,219.938,...,-,-,-,-
1974M06,"10,021.000","2,536.480",2.382,"2,172.463",...,...,...,...,"1,238.472",6.825,-,437.037,298.912,9.297,235.887,...,16.087,210.880,"1,067.645",25.877,93.020,494.774,...,-,-,-,-
1974M07,"8,952.224","2,149.278",0.037,"2,642.858",...,...,...,...,"1,045.071",7.994,-,511.723,297.371,22.222,314.854,...,6.588,199.291,36.653,27.996,93.814,190.507,...,-,-,-,-
1974M08,"7,688.648","2,349.431",0.053,771.589,...,...,...,...,"1,239.121",7.633,-,465.098,293.754,21.343,631.714,...,7.160,290.137,16.585,27.977,96.590,175.819,...,-,-,-,-
1974M09,"7,402.315","1,541.267",0.146,"1,054.381",...,...,...,...,"1,148.816",7.650,-,465.619,288.174,154.485,"1,028.081",...,49.684,155.370,11.569,26.128,76.919,161.403,...,-,-,-,-
1974M10,"8,103.925","2,000.809",0.110,"1,326.277",...,...,...,...,"1,154.271",6.606,-,448.501,286.339,159.607,863.015,...,619.045,187.516,10.123,29.525,87.150,165.531,...,-,-,-,-
1974M11,"6,084.107","1,697.010",0.415,496.101,...,...,...,...,"1,069.779",6.159,-,465.436,288.095,8.102,202.480,...,23.413,152.906,62.388,31.610,91.732,175.625,...,-,-,-,-
1974M12,"8,487.986","1,875.909",1.612,"1,031.246",...,...,...,...,"1,093.240",5.644,-,459.486,301.967,6.544,378.013,...,16.141,129.506,"1,237.944",34.013,98.633,349.376,...,-,-,-,-
1975M01,"8,123.911","1,875.748",0.224,"1,626.081",...,...,...,...,"1,131.338",8.886,-,499.453,297.956,44.372,644.851,...,10.169,167.280,44.253,34.515,114.583,192.003,...,-,-,-,-
1975M02,"6,125.185","1,436.348",0.264,577.131,...,...,...,...,"1,165.314",11.572,-,490.466,312.610,44.592,231.615,...,5.739,160.800,15.798,33.853,87.184,176.744,...,-,-,-,-
1975M03,"8,213.366","1,842.479",0.055,"1,760.943",...,...,...,...,"1,104.376",10.051,-,411.251,251.998,626.456,331.814,...,61.554,243.964,10.732,30.060,102.939,155.291,...,-,-,-,-
1975M04,"8,644.330","2,097.928",0.043,"1,513.167",...,...,...,...,"1,255.433",11.989,-,504.376,298.770,198.622,854.398,...,598.805,241.833,10.572,21.164,106.063,178.468,...,-,-,-,-
1975M05,"9,280.291","2,234.942",0.186,"2,462.102",...,...,...,...,"1,335.548",25.119,-,519.913,310.345,27.180,325.443,...,24.864,292.745,76.055,26.997,117.615,193.494,...,-,-,-,-
1975M06,"10,397.320","2,426.260",2.085,"1,111.594",...,...,...,...,"1,275.644",27.669,-,571.587,332.355,16.601,428.026,...,14.935,395.157,"1,363.567",29.433,117.805,416.614,...,-,-,-,-
1975M07,"9,954.426","2,198.940",0.033,"2,820.070",...,...,...,...,"1,343.416",20.266,-,589.991,332.037,16.897,412.284,...,6.183,269.591,40.748,32.751,126.471,226.321,...,-,-,-,-
1975M08,"8,225.153","1,967.278",0.102,689.020,...,...,...,...,"1,368.423",26.286,-,529.629,331.894,14.793,"1,132.240",...,6.014,310.243,19.328,33.440,135.603,211.829,...,-,-,-,-
1975M09,"10,888.026","2,469.342",0.088,"2,757.634",...,...,...,...,"1,414.080",17.201,-,593.932,343.435,70.591,949.353,...,54.290,317.340,14.152,31.936,133.833,230.446,...,-,-,-,-
1975M10,"9,574.064","2,443.657",0.242,667.340,...,...,...,...,"1,507.344",15.329,-,553.858,348.272,54.670,"1,611.096",...,"1,243.560",322.387,14.297,31.028,139.935,222.432,...,-,-,-,-
1975M11,"8,076.562","2,334.783",0.100,458.481,...,...,...,...,"1,427.915",12.239,-,571.500,366.516,6.477,585.313,...,90.411,463.956,64.047,31.439,140.971,236.514,...,-,-,-,-
1975M12,"10,797.324","2,389.125",2.142,"1,101.603",...,...,...,...,"1,376.284",18.737,-,591.808,375.193,4.290,869.536,...,45.210,551.475,"1,436.411",33.492,173.688,451.923,...,-,-,-,-
1976M01,"10,989.342","2,523.740",0.250,"1,793.557",...,...,...,...,"1,448.724",24.857,-,677.335,414.691,46.932,"1,274.859",...,14.472,612.138,76.518,32.839,166.842,296.412,...,-,-,-,-
1976M02,"8,286.837","1,952.236",0.134,"1,167.352",...,...,...,...,"1,350.356",16.971,-,564.595,369.330,44.166,720.790,...,8.186,661.662,19.806,41.965,157.419,230.448,...,-,-,-,-
1976M03,"11,141.126","2,815.287",0.067,"2,000.113",...,...,...,...,"1,415.852",27.480,-,632.936,332.424,762.459,774.395,...,84.559,677.088,20.220,34.030,154.084,268.158,...,-,-,-,-
1976M04,"10,960.487","2,398.468",0.210,"1,558.861",...,...,...,...,"1,428.178",22.802,-,587.500,394.009,215.173,"1,852.517",...,"1,318.051",523.718,14.152,36.720,157.771,259.552,...,-,-,-,-
1976M05,"10,910.427","2,574.950",0.369,"2,445.944",...,...,...,...,"1,633.982",18.926,-,605.368,393.851,32.072,542.647,...,74.142,458.875,90.555,35.307,167.432,280.200,...,-,-,-,-
1976M06,"11,963.440","3,010.277",2.213,912.812,...,...,...,...,"1,850.940",19.674,-,606.911,434.397,23.031,585.911,...,42.820,526.039,"1,568.828",35.370,194.558,520.075,...,-,-,-,-
1976M07,"12,105.231","2,555.873",0.051,"3,484.604",...,...,...,...,"1,438.448",14.898,-,758.650,425.099,18.557,714.239,...,14.495,531.725,55.098,40.242,184.225,315.639,...,-,-,-,-
1976M08,"10,035.646","2,642.903",0.164,845.072,...,...,...,...,"1,579.287",19.336,-,619.831,403.196,15.365,"1,249.399",...,13.768,540.025,28.581,37.909,186.918,285.931,...,-,-,-,-
1976M09,"10,584.432","2,456.506",0.162,"1,797.206",...,...,...,...,"1,515.886",9.930,-,640.379,404.428,83.845,"1,096.427",...,82.760,426.872,12.339,38.455,165.509,277.166,...,-,-,-,-
1976M10,"10,860.604","2,373.496",0.218,743.651,...,...,...,...,"1,625.535",9.899,-,746.481,407.222,49.709,"2,257.963",...,"1,737.191",435.030,11.709,39.549,152.650,302.257,...,-,-,-,-
1976M11,"9,860.650","2,518.571",0.028,"1,347.278",...,...,...,...,"1,707.476",18.011,-,625.311,428.132,8.468,580.789,...,66.486,465.748,97.804,38.118,150.798,288.133,...,-,-,-,-
1976M12,"12,457.102","2,761.223",2.620,"1,477.649",...,...,...,...,"1,572.434",32.366,-,605.171,448.176,5.752,985.226,...,36.472,575.124,"1,638.586",36.765,182.710,507.495,...,-,-,-,-
1977M01,"11,605.191","2,440.846",0.065,"2,153.921",...,...,...,...,"1,523.085",31.164,-,922.530,494.376,48.911,"1,089.268",...,14.511,554.137,66.784,40.291,196.750,375.831,...,-,-,-,-
