期間,資產淨額=負債淨值淨額_原始值,資產淨額=負債淨值淨額_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--放款-計_原始值,資產--放款-計_年增率(%),資產--放款-政府機關_原始值,資產--放款-政府機關_年增率(%),資產--放款-公營事業_原始值,資產--放款-公營事業_年增率(%),資產--放款-民間部門_原始值,資產--放款-民間部門_年增率(%),資產--對非金融機構證券投資-計_原始值,資產--對非金融機構證券投資-計_年增率(%),資產--對非金融機構證券投資-政府機關_原始值,資產--對非金融機構證券投資-政府機關_年增率(%),資產--對非金融機構證券投資-公營事業_原始值,資產--對非金融機構證券投資-公營事業_年增率(%),資產--對非金融機構證券投資-民營企業_原始值,資產--對非金融機構證券投資-民營企業_年增率(%),資產--對金融機構證券投資_原始值,資產--對金融機構證券投資_年增率(%),資產--對金融機構債權-中央銀行_原始值,資產--對金融機構債權-中央銀行_年增率(%),資產--對金融機構債權-其他金融機構_原始值,資產--對金融機構債權-其他金融機構_年增率(%),資產--不動產投資_原始值,資產--不動產投資_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-計_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-計_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-支票存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-活期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-可轉讓定期存單_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-可轉讓定期存單_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-定期儲蓄存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-外匯存款_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-郵政儲金_年增率(%),負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_原始值,負債與淨值--企業及個人之存款與貨幣市場共同基金-貨幣市場共同基金_年增率(%),負債與淨值--政府存款_原始值,負債與淨值--政府存款_年增率(%),負債與淨值--對金融機構負債-中央銀行_原始值,負債與淨值--對金融機構負債-中央銀行_年增率(%),負債與淨值--對金融機構負債-人壽保險公司等_原始值,負債與淨值--對金融機構負債-人壽保險公司等_年增率(%),負債與淨值--金融債券_原始值,負債與淨值--金融債券_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%),負債與淨值--其他項目(淨額)_原始值,負債與淨值--其他項目(淨額)_年增率(%)
1999M10,"19,482,291",6.21,"784,030",13.45,"13,420,200",4.37,"1,667,749",10.28,"348,577",-2.43,"11,403,874",3.78,"2,181,584",-8.99,"727,663",15.23,"51,998",-23.74,"1,401,923",-17.41,"192,078",32.43,"2,675,093",33.66,"22,315",-33.63,"45,807",-0.08,"161,184",-5.83,"432,845",-11.30,"16,410,715",7.59,"290,223",14.04,"916,666",9.42,"2,448,375",21.61,"3,069,245",-9.40,"221,621",-49.57,"6,248,565",15.38,"682,152",0.93,"2,533,868",13.69,-,-,"734,624",16.32,"306,146",-9.44,"296,253",-8.14,"107,555",15.63,"1,724,781",9.19,"-530,628",--
1999M11,"19,716,442",5.66,"822,796",23.50,"13,567,300",3.45,"1,710,978",11.79,"351,847",-2.22,"11,504,475",2.50,"2,189,199",-6.70,"757,118",15.19,"51,472",-27.89,"1,380,609",-14.66,"200,819",-3.48,"2,690,182",30.25,"26,670",-18.58,"45,807",-0.08,"173,669",-3.91,"451,864",-4.90,"16,481,211",6.63,"265,556",-3.89,"947,862",9.27,"2,481,479",18.48,"3,056,340",-10.15,"232,103",-41.99,"6,280,115",13.52,"672,577",4.51,"2,545,179",13.60,-,-,"737,978",15.54,"308,361",-10.58,"313,536",-1.51,"103,986",11.90,"1,731,945",8.81,"-412,439",--
1999M12,"19,991,415",6.42,"819,828",23.58,"13,758,015",4.42,"1,724,515",12.07,"368,757",0.83,"11,664,743",3.50,"2,264,568",-0.44,"834,151",29.12,"47,194",-35.47,"1,383,223",-11.06,"211,583",5.83,"2,671,278",20.66,"24,897",-23.61,"45,805",-0.08,"195,441",8.27,"462,685",-3.38,"16,798,795",7.67,"332,324",13.20,"1,025,928",10.05,"2,537,761",19.97,"3,112,961",-7.49,"243,139",-33.40,"6,339,399",12.03,"653,883",8.34,"2,553,400",12.58,-,-,"749,351",7.63,"310,691",-7.37,"314,199",-3.07,"97,796",5.82,"1,720,115",9.53,"-462,217",--
2000M01,"20,348,442",7.52,"802,204",19.26,"13,802,988",4.81,"1,751,521",12.92,"385,902",5.84,"11,665,565",3.66,"2,387,426",1.33,"836,173",16.79,"53,560",-27.92,"1,497,693",-4.36,"215,931",6.71,"2,769,879",23.21,"25,873",2.10,"45,804",-0.07,"298,337",44.43,"526,006",4.52,"17,041,728",8.41,"331,913",8.59,"1,042,083",21.14,"2,755,402",26.61,"3,039,434",-8.86,"227,578",-34.12,"6,384,183",10.78,"617,279",3.85,"2,643,856",13.00,-,-,"719,004",3.83,"308,078",-12.95,"316,012",-0.45,"96,201",3.76,"1,733,013",4.69,"-391,600",--
2000M02,"20,453,918",8.27,"800,740",20.13,"13,800,362",4.39,"1,753,145",10.24,"377,942",0.26,"11,669,275",3.70,"2,389,379",0.03,"822,118",12.41,"59,164",-23.75,"1,508,097",-4.54,"204,475",0.67,"2,994,040",39.27,"25,828",30.74,"45,804",-0.07,"193,290",-2.50,"534,079",14.49,"17,100,556",7.71,"292,172",2.09,"997,951",19.73,"2,776,024",24.53,"3,088,732",-6.12,"232,129",-31.64,"6,422,592",9.48,"633,080",-1.19,"2,657,876",11.19,-,-,"747,895",16.75,"312,261",-6.83,"319,873",-1.25,"90,868",-0.64,"1,746,570",5.20,"-398,184",--
2000M03,"20,450,690",7.69,"776,267",18.82,"13,885,688",5.14,"1,794,863",12.95,"372,667",1.92,"11,718,158",4.14,"2,391,361",-2.13,"796,261",6.34,"63,663",-24.98,"1,531,437",-4.87,"171,612",-14.83,"2,974,026",32.84,"26,674",19.95,"45,804",-0.07,"179,258",0.28,"513,630",20.34,"17,255,452",8.08,"276,410",5.76,"1,018,022",19.33,"2,893,130",27.39,"3,087,169",-4.15,"229,116",-24.46,"6,441,114",7.73,"673,879",2.68,"2,636,612",8.94,-,-,"744,985",13.61,"299,780",-6.23,"313,489",-1.69,"89,629",-12.11,"1,747,640",7.42,"-513,915",--
2000M04,"20,425,786",6.68,"721,980",5.67,"13,905,585",5.08,"1,791,887",11.19,"362,335",3.34,"11,751,363",4.26,"2,346,294",-3.42,"803,786",7.41,"68,056",-13.88,"1,474,452",-7.96,"184,868",-2.53,"3,019,215",27.32,"25,756",15.54,"45,801",-0.02,"176,287",2.44,"593,818",35.35,"17,153,216",7.04,"295,571",14.91,"1,019,325",20.21,"2,780,525",19.38,"3,086,845",-3.46,"230,754",-16.59,"6,460,461",6.81,"651,804",1.08,"2,627,931",8.45,-,-,"765,319",12.84,"311,954",-1.15,"310,317",-3.04,"84,825",-16.83,"1,757,909",7.50,"-551,572",--
2000M05,"20,468,953",7.08,"717,697",7.21,"13,971,078",5.27,"1,779,968",9.85,"354,347",2.03,"11,836,763",4.71,"2,311,399",-3.68,"783,443",6.11,"68,987",2.88,"1,458,969",-8.49,"180,890",12.87,"3,037,616",27.97,"32,526",43.88,"45,780",-0.06,"171,967",-0.01,"559,218",32.98,"17,050,347",6.58,"270,797",4.47,"1,017,542",17.81,"2,659,960",16.07,"3,099,832",-1.72,"239,128",-6.48,"6,476,038",6.17,"655,919",1.52,"2,631,131",8.41,-,-,"799,716",10.87,"338,027",6.70,"309,527",-1.74,"86,555",-10.33,"1,762,435",7.45,"-436,872",--
2000M06,"20,505,621",5.21,"751,713",3.37,"14,089,252",4.25,"1,806,001",6.44,"365,886",1.75,"11,917,365",4.00,"2,220,931",-4.15,"787,153",5.11,"66,799",17.19,"1,366,979",-9.55,"177,099",3.76,"3,011,103",19.82,"36,045",42.54,"45,776",-0.07,"173,702",-1.50,"514,335",9.97,"17,230,925",5.92,"283,774",-8.19,"1,064,210",9.98,"2,657,330",8.58,"3,092,667",0.02,"246,628",3.19,"6,509,295",5.89,"708,580",13.12,"2,668,441",9.41,-,-,"797,868",4.73,"311,665",-1.20,"308,700",-0.73,"83,812",-11.39,"1,766,259",7.16,"-507,943",--
2000M07,"20,442,201",5.61,"712,805",-5.44,"14,089,492",4.92,"1,832,237",7.76,"379,499",7.71,"11,877,756",4.41,"2,252,539",-1.64,"760,078",-0.99,"68,263",10.55,"1,424,198",-2.50,"180,535",0.20,"2,949,278",19.64,"36,440",51.85,"45,777",-0.06,"175,335",4.52,"501,648",14.04,"17,175,180",5.76,"265,623",4.51,"1,001,476",11.00,"2,629,720",9.33,"3,059,218",-0.97,"250,210",9.13,"6,532,709",5.38,"730,674",9.38,"2,705,550",8.58,-,-,"808,967",14.97,"307,933",-1.48,"314,786",-0.04,"81,163",-28.73,"1,780,809",7.13,"-528,285",--
2000M08,"20,435,633",5.31,"725,642",-4.67,"14,033,256",4.91,"1,810,958",10.06,"357,669",2.50,"11,864,629",4.23,"2,288,938",0.41,"757,648",-3.53,"67,694",28.24,"1,463,596",1.53,"194,779",10.77,"2,941,778",14.31,"36,100",60.50,"45,777",-0.06,"169,363",0.38,"457,681",-3.66,"17,275,816",6.16,"263,670",-1.30,"1,041,697",11.85,"2,610,508",6.89,"3,045,528",-0.55,"262,923",17.04,"6,578,915",5.92,"756,681",18.34,"2,715,894",8.85,-,-,"799,685",14.04,"291,620",-6.23,"313,890",2.03,"77,982",-31.46,"1,800,222",7.52,"-581,263",--
2000M09,"20,441,605",4.47,"824,303",0.01,"14,091,445",4.55,"1,828,959",10.78,"359,496",-0.42,"11,902,990",3.80,"2,244,375",-0.64,"761,709",-1.59,"66,824",16.66,"1,415,842",-0.82,"178,608",-0.58,"2,849,653",10.40,"36,037",52.18,"45,777",-0.07,"171,407",-2.28,"481,733",-4.16,"17,290,414",5.93,"245,777",-10.15,"997,710",6.21,"2,535,092",3.15,"3,052,985",0.02,"266,211",20.72,"6,611,901",6.22,"848,374",30.41,"2,732,364",9.14,-,-,"791,197",8.17,"317,425",0.44,"306,862",2.12,"72,046",-34.48,"1,809,177",5.48,"-627,249",--
2000M10,"20,451,416",4.97,"897,547",14.48,"14,200,778",5.82,"1,892,575",13.48,"360,930",3.54,"11,947,273",4.77,"2,138,409",-1.98,"779,639",7.14,"59,039",13.54,"1,299,731",-7.29,"169,419",-11.80,"2,792,331",4.38,"36,807",64.94,"45,778",-0.06,"170,347",5.68,"436,929",0.94,"17,385,601",5.94,"249,660",-13.98,"982,874",7.22,"2,515,465",2.74,"3,041,761",-0.90,"276,346",24.69,"6,616,246",5.88,"968,846",42.03,"2,734,403",7.91,-,-,"773,864",5.34,"292,703",-4.39,"295,853",-0.14,"74,930",-30.33,"1,815,055",5.23,"-623,519",--
2000M11,"20,644,526",4.71,"1,061,673",29.03,"14,228,471",4.87,"1,954,747",14.25,"360,648",2.50,"11,913,076",3.55,"2,187,952",-0.06,"800,642",5.75,"59,217",15.05,"1,328,093",-3.80,"176,406",-12.16,"2,732,959",1.59,"40,561",52.08,"45,778",-0.06,"170,726",-1.69,"475,686",5.27,"17,563,570",6.57,"252,414",-4.95,"979,297",3.32,"2,542,760",2.47,"3,037,024",-0.63,"292,543",26.04,"6,619,755",5.41,"1,070,429",59.15,"2,769,348",8.81,-,-,"778,121",5.44,"281,535",-8.70,"304,889",-2.76,"82,821",-20.35,"1,815,771",4.84,"-657,867",--
2000M12,"20,937,595",4.73,"1,209,095",47.48,"14,426,869",4.86,"2,061,110",19.52,"384,455",4.26,"11,981,304",2.71,"2,171,165",-4.12,"805,983",-3.38,"54,686",15.87,"1,310,496",-5.26,"197,707",-6.56,"2,664,133",-0.27,"42,184",69.43,"45,776",-0.06,"180,666",-7.56,"458,659",-0.87,"17,931,599",6.74,"321,250",-3.33,"1,053,648",2.70,"2,589,426",2.04,"3,022,198",-2.92,"301,825",24.14,"6,636,613",4.69,"1,176,943",79.99,"2,829,696",10.82,-,-,"797,461",6.42,"282,307",-9.14,"306,474",-2.46,"91,668",-6.27,"1,751,960",1.85,"-682,533",--
2001M01,"20,881,586",2.62,"1,193,449",48.77,"14,351,627",3.97,"2,107,029",20.30,"398,248",3.20,"11,846,350",1.55,"2,217,779",-7.11,"814,679",-2.57,"63,275",18.14,"1,339,825",-10.54,"198,724",-7.97,"2,602,223",-6.05,"45,736",76.77,"45,780",-0.05,"226,268",-24.16,"402,729",-23.44,"18,029,397",5.80,"245,437",-26.05,"950,545",-8.78,"2,722,125",-1.21,"2,979,985",-1.96,"309,152",35.84,"6,715,177",5.18,"1,156,082",87.29,"2,950,894",11.61,-,-,"750,308",4.35,"282,935",-8.16,"312,978",-0.96,"94,942",-1.31,"1,769,539",2.11,"-761,242",--
2001M02,"20,979,518",2.57,"1,192,245",48.89,"14,247,054",3.24,"2,123,106",21.10,"376,031",-0.51,"11,747,917",0.67,"2,319,974",-2.90,"847,902",3.14,"68,481",15.75,"1,403,591",-6.93,"215,417",5.35,"2,734,245",-8.68,"46,828",81.31,"45,780",-0.05,"177,975",-7.92,"419,200",-21.51,"18,162,368",6.21,"283,015",-3.13,"933,272",-6.48,"2,698,757",-2.78,"3,010,084",-2.55,"319,823",37.78,"6,822,266",6.22,"1,117,434",76.51,"2,977,717",12.03,-,-,"738,486",-1.26,"280,632",-10.13,"323,866",1.25,"97,395",7.18,"1,776,744",1.73,"-819,173",--
2001M03,"21,052,981",2.95,"1,210,279",55.91,"14,249,535",2.62,"2,124,534",18.37,"371,702",-0.26,"11,753,299",0.30,"2,324,304",-2.80,"837,387",5.16,"67,058",5.33,"1,419,859",-7.29,"200,931",17.08,"2,802,571",-5.77,"48,294",81.05,"45,783",-0.05,"171,284",-4.45,"411,386",-19.91,"18,186,995",5.40,"275,160",-0.45,"939,397",-7.72,"2,710,294",-6.32,"2,973,259",-3.69,"292,212",27.54,"6,897,147",7.08,"1,109,902",64.70,"2,989,624",13.39,-,-,"742,950",-0.27,"282,853",-5.65,"343,328",9.52,"98,207",9.57,"1,776,410",1.65,"-789,148",--
2001M04,"21,002,131",2.82,"1,232,544",70.72,"14,138,293",1.67,"2,109,291",17.71,"361,847",-0.13,"11,667,155",-0.72,"2,326,012",-0.86,"856,225",6.52,"61,918",-9.02,"1,407,869",-4.52,"183,927",-0.51,"2,850,282",-5.60,"46,003",78.61,"45,783",-0.04,"179,287",1.70,"425,251",-28.39,"18,044,498",5.20,"246,916",-16.46,"934,731",-8.30,"2,625,380",-5.58,"2,959,013",-4.14,"270,389",17.18,"6,942,889",7.47,"1,078,376",65.44,"2,986,804",13.66,-,-,"756,439",-1.16,"270,420",-13.31,"347,277",11.91,"99,778",17.63,"1,770,197",0.70,"-711,729",--
2001M05,"21,050,734",2.84,"1,360,471",89.56,"14,074,670",0.74,"2,021,579",13.57,"366,546",3.44,"11,686,545",-1.27,"2,319,480",0.35,"884,234",12.87,"57,126",-17.19,"1,378,120",-5.54,"163,977",-9.35,"2,871,815",-5.46,"44,884",37.99,"45,784",0.01,"169,653",-1.35,"419,642",-24.96,"18,031,879",5.76,"229,412",-15.28,"924,310",-9.16,"2,570,553",-3.36,"2,935,405",-5.30,"265,123",10.87,"6,971,675",7.65,"1,164,342",77.51,"2,971,059",12.92,-,-,"769,698",-3.75,"279,201",-17.40,"358,523",15.83,"107,035",23.66,"1,767,551",0.29,"-682,795",--
2001M06,"21,177,674",3.28,"1,439,048",91.44,"14,168,612",0.56,"2,039,788",12.95,"369,694",1.04,"11,759,130",-1.33,"2,315,129",4.24,"877,668",11.50,"58,426",-12.53,"1,379,035",0.88,"175,072",-1.14,"2,818,653",-6.39,"49,237",36.60,"45,626",-0.33,"166,297",-4.26,"419,111",-18.51,"18,364,305",6.58,"284,402",0.22,"970,147",-8.84,"2,676,552",0.72,"2,898,805",-6.27,"286,573",16.20,"7,010,342",7.70,"1,230,784",73.70,"3,006,700",12.68,-,-,"774,372",-2.94,"272,743",-12.49,"353,524",14.52,"105,876",26.33,"1,764,833",-0.08,"-877,090",--
2001M07,"21,402,925",4.70,"1,537,954",115.76,"14,103,500",0.10,"2,025,306",10.54,"422,348",11.29,"11,655,846",-1.87,"2,451,107",8.82,"917,104",20.66,"59,528",-12.80,"1,474,475",3.53,"185,650",2.83,"2,861,500",-2.98,"47,312",29.84,"45,626",-0.33,"170,276",-2.89,"480,571",-4.20,"18,336,462",6.76,"362,002",36.28,"899,085",-10.22,"2,606,031",-0.90,"2,873,959",-6.06,"265,317",6.04,"7,043,767",7.82,"1,249,320",70.98,"3,036,981",12.25,-,-,"786,642",-2.76,"326,317",5.97,"368,539",17.08,"108,889",34.16,"1,774,695",-0.34,"-779,190",--
2001M08,"21,528,942",5.35,"1,603,389",120.96,"13,906,789",-0.90,"1,969,127",8.73,"413,163",15.52,"11,524,499",-2.87,"2,511,379",9.72,"952,960",25.78,"55,464",-18.07,"1,502,955",2.69,"198,837",2.08,"3,048,646",3.63,"49,024",35.80,"45,627",-0.33,"165,251",-2.43,"531,887",16.21,"18,371,443",6.34,"228,554",-13.32,"975,779",-6.33,"2,663,917",2.05,"2,893,036",-5.01,"261,095",-0.70,"7,104,407",7.99,"1,190,523",57.33,"3,054,132",12.45,-,-,"777,237",-2.81,"277,128",-4.97,"344,194",9.65,"125,965",61.53,"1,758,629",-2.31,"-657,541",--
2001M09,"21,601,020",5.67,"1,675,507",103.26,"13,904,278",-1.33,"2,002,790",9.50,"409,183",13.82,"11,492,305",-3.45,"2,449,550",9.14,"955,204",25.40,"60,101",-10.06,"1,434,245",1.30,"194,060",8.65,"3,118,907",9.45,"50,876",41.18,"45,627",-0.33,"162,215",-5.36,"602,536",25.08,"18,367,225",6.23,"266,765",8.54,"947,314",-5.05,"2,706,195",6.75,"2,852,390",-6.57,"256,730",-3.56,"7,148,825",8.12,"1,128,384",33.01,"3,060,622",12.01,-,-,"805,294",1.78,"313,727",-1.17,"343,131",11.82,"147,158",104.26,"1,776,708",-1.79,"-754,759",--
2001M10,"21,484,407",5.05,"1,605,256",78.85,"13,799,289",-2.83,"2,022,488",6.86,"402,144",11.42,"11,374,657",-4.79,"2,498,582",16.84,"1,010,420",29.60,"54,589",-7.54,"1,433,573",10.30,"182,065",7.46,"3,130,053",12.09,"62,525",69.87,"45,627",-0.33,"161,010",-5.48,"531,271",21.59,"18,341,254",5.50,"228,423",-8.51,"953,352",-3.00,"2,750,741",9.35,"2,810,466",-7.60,"248,693",-10.01,"7,161,776",8.25,"1,136,673",17.32,"3,051,130",11.58,-,-,"782,098",1.06,"301,717",3.08,"338,844",14.53,"154,774",106.56,"1,787,715",-1.51,"-753,266",--
2001M11,"21,470,881",4.00,"1,508,420",42.08,"13,733,021",-3.48,"2,042,250",4.48,"400,032",10.92,"11,290,739",-5.22,"2,528,983",15.59,"1,014,817",26.75,"63,174",6.68,"1,450,992",9.25,"186,899",5.95,"3,244,686",18.72,"58,454",44.11,"45,627",-0.33,"164,791",-3.48,"535,058",12.48,"18,398,293",4.75,"226,069",-10.44,"954,049",-2.58,"2,877,687",13.17,"2,790,217",-8.13,"235,656",-19.45,"7,162,931",8.21,"1,102,572",3.00,"3,049,112",10.10,-,-,"793,872",2.02,"291,644",3.59,"336,075",10.23,"183,839",121.97,"1,788,246",-1.52,"-856,146",--
2001M12,"21,849,408",4.35,"1,572,154",30.03,"14,034,604",-2.72,"2,132,692",3.47,"460,515",19.78,"11,441,397",-4.51,"2,452,336",12.95,"1,011,687",25.52,"58,534",7.04,"1,382,115",5.47,"175,385",-11.29,"3,342,677",25.47,"59,666",41.44,"45,623",-0.33,"166,963",-7.58,"540,096",17.76,"18,742,707",4.52,"274,532",-14.54,"1,118,498",6.15,"3,107,171",19.99,"2,727,889",-9.74,"231,181",-23.41,"7,140,862",7.60,"1,101,348",-6.42,"3,041,226",7.48,-,-,"835,759",4.80,"285,135",1.00,"340,039",10.95,"202,611",121.03,"1,760,895",0.51,"-857,834",--
2002M01,"21,940,808",5.07,"1,627,427",36.36,"13,940,825",-2.86,"2,220,778",5.40,"465,543",16.90,"11,254,504",-5.00,"2,510,254",13.19,"1,016,360",24.76,"66,758",5.50,"1,427,136",6.52,"179,665",-9.59,"3,306,015",27.05,"58,147",27.14,"45,624",-0.34,"272,851",20.59,"555,867",38.03,"18,792,841",4.23,"246,319",0.36,"1,065,290",12.07,"3,264,392",19.92,"2,653,358",-10.96,"227,343",-26.46,"7,128,850",6.16,"1,124,993",-2.69,"3,082,296",4.45,-,-,"762,452",1.62,"308,575",9.06,"328,251",4.88,"212,479",123.80,"1,773,486",0.22,"-793,143",--
2002M02,"21,778,737",3.81,"1,640,851",37.63,"13,832,214",-2.91,"2,219,999",4.56,"470,845",25.21,"11,141,370",-5.16,"2,557,357",10.23,"1,029,749",21.45,"62,585",-8.61,"1,465,023",4.38,"174,992",-18.77,"3,286,207",20.19,"57,287",22.33,"45,624",-0.34,"184,205",3.50,"545,080",30.03,"18,902,134",4.07,"272,791",-3.61,"1,016,153",8.88,"3,319,404",23.00,"2,632,636",-12.54,"224,403",-29.84,"7,150,746",4.81,"1,154,206",3.29,"3,131,795",5.17,-,-,"723,737",-2.00,"275,437",-1.85,"305,913",-5.54,"218,961",124.82,"1,766,518",-0.58,"-959,043",--
2002M03,"21,867,844",3.87,"1,683,107",39.07,"13,704,281",-3.83,"2,134,873",0.49,"467,217",25.70,"11,102,191",-5.54,"2,555,852",9.96,"1,042,064",24.44,"64,580",-3.70,"1,449,208",2.07,"174,895",-12.96,"3,481,448",24.22,"56,460",16.91,"45,624",-0.35,"166,177",-2.98,"546,675",32.89,"18,968,916",4.30,"257,843",-6.29,"1,039,562",10.66,"3,387,905",25.00,"2,624,211",-11.74,"208,863",-28.52,"7,151,319",3.69,"1,186,154",6.87,"3,113,059",4.13,-,-,"724,261",-2.52,"272,918",-3.51,"292,033",-14.94,"236,234",140.55,"1,764,924",-0.65,"-938,117",--
2002M04,"22,081,440",5.14,"1,673,251",35.76,"13,701,977",-3.09,"2,168,031",2.78,"472,495",30.58,"11,061,451",-5.19,"2,521,502",8.40,"1,029,189",20.20,"64,896",4.81,"1,427,417",1.39,"172,498",-6.21,"3,736,468",31.09,"56,639",23.12,"45,624",-0.35,"173,481",-3.24,"627,931",47.66,"18,870,710",4.58,"238,572",-3.38,"1,068,721",14.33,"3,372,187",28.45,"2,629,420",-11.14,"198,902",-26.44,"7,136,518",2.79,"1,130,182",4.80,"3,096,208",3.66,-,-,"734,881",-2.85,"269,909",-0.19,"302,155",-12.99,"244,570",145.11,"1,764,855",-0.30,"-733,571",--
2002M05,"22,116,481",5.06,"1,634,873",20.17,"13,626,472",-3.18,"2,076,957",2.74,"478,463",30.53,"11,071,052",-5.27,"2,509,206",8.18,"1,103,920",24.84,"56,339",-1.38,"1,348,947",-2.12,"159,752",-2.58,"3,918,611",36.45,"56,010",24.79,"45,623",-0.35,"165,934",-2.19,"654,320",55.92,"18,747,937",3.97,"232,917",1.53,"1,084,434",17.32,"3,303,111",28.50,"2,634,231",-10.26,"197,180",-25.63,"7,130,155",2.27,"1,094,049",-6.04,"3,071,860",3.39,-,-,"761,835",-1.02,"266,318",-4.61,"306,649",-14.47,"259,059",142.03,"1,706,221",-3.47,"-585,858",--
2002M06,"22,275,020",5.18,"1,595,589",10.88,"13,646,602",-3.68,"2,017,912",-1.07,"491,148",32.85,"11,137,542",-5.29,"2,418,595",4.47,"1,109,282",26.39,"71,529",22.43,"1,237,784",-10.24,"159,903",-8.66,"4,187,950",48.58,"53,966",9.60,"45,617",-0.02,"166,798",0.30,"786,442",87.65,"18,903,792",2.94,"287,733",1.17,"1,155,470",19.10,"3,327,146",24.31,"2,713,577",-6.39,"201,157",-29.81,"7,142,669",1.89,"1,002,747",-18.53,"3,073,293",2.21,-,-,"767,283",-0.92,"263,404",-3.42,"304,354",-13.91,"277,444",162.05,"1,644,732",-6.81,"-672,431",--
2002M07,"22,240,540",3.91,"1,477,852",-3.91,"13,546,608",-3.95,"1,997,622",-1.37,"502,111",18.89,"11,046,875",-5.22,"2,313,288",-5.62,"1,059,538",15.53,"70,553",18.52,"1,183,197",-19.75,"147,852",-20.36,"4,488,530",56.86,"53,497",13.07,"45,605",-0.05,"167,308",-1.74,"814,866",69.56,"18,753,229",2.27,"247,272",-31.69,"1,127,867",25.45,"3,274,919",25.67,"2,731,633",-4.95,"194,715",-26.61,"7,164,618",1.72,"934,126",-25.23,"3,078,079",1.35,-,-,"752,473",-4.34,"298,593",-8.50,"304,487",-17.38,"309,976",184.67,"1,648,702",-7.10,"-641,786",--
2002M08,"22,201,460",3.12,"1,374,726",-14.26,"13,566,239",-2.45,"1,967,826",-0.07,"496,389",20.14,"11,102,024",-3.67,"2,355,374",-6.21,"1,119,061",17.43,"69,516",25.34,"1,166,797",-22.37,"147,608",-25.76,"4,494,069",47.41,"52,926",7.96,"45,606",-0.05,"164,912",-0.21,"720,056",35.38,"18,847,112",2.59,"281,376",23.11,"1,136,813",16.50,"3,312,162",24.33,"2,729,732",-5.64,"195,784",-25.01,"7,193,403",1.25,"929,388",-21.93,"3,068,454",0.47,-,-,"739,143",-4.90,"281,937",1.74,"293,114",-14.84,"315,298",150.31,"1,638,717",-6.82,"-633,917",--
2002M09,"22,190,550",2.73,"1,386,336",-17.26,"13,601,426",-2.18,"1,955,276",-2.37,"482,972",18.03,"11,163,178",-2.86,"2,321,553",-5.23,"1,113,557",16.58,"64,116",6.68,"1,143,880",-20.25,"144,618",-25.48,"4,468,415",43.27,"53,136",4.44,"45,606",-0.05,"169,460",4.47,"729,359",21.05,"18,752,831",2.10,"252,956",-5.18,"1,141,661",20.52,"3,258,420",20.41,"2,717,666",-4.72,"183,118",-28.67,"7,215,741",0.94,"930,568",-17.53,"3,052,701",-0.26,-,-,"764,793",-5.03,"284,666",-9.26,"260,359",-24.12,"342,980",133.07,"1,628,794",-8.33,"-573,232",--
2002M10,"22,219,064",3.42,"1,435,380",-10.58,"13,516,136",-2.05,"1,923,923",-4.87,"480,565",19.50,"11,111,648",-2.31,"2,360,506",-5.53,"1,126,922",11.53,"56,984",4.39,"1,176,600",-17.93,"150,673",-17.24,"4,500,481",43.78,"51,962",-16.89,"38,542",-15.53,"165,384",2.72,"717,731",35.10,"18,792,900",2.46,"237,181",3.83,"1,146,304",20.24,"3,290,225",19.61,"2,682,728",-4.55,"182,965",-26.43,"7,246,948",1.19,"962,580",-15.32,"3,043,969",-0.23,-,-,"747,546",-4.42,"264,769",-12.25,"252,759",-25.41,"361,944",133.85,"1,617,140",-9.54,"-535,725",--
