期間,資產合計=負債淨值合計_原始值,資產合計=負債淨值合計_年增率(%),資產--國外資產_原始值,資產--國外資產_年增率(%),資產--對政府放款及墊款_原始值,資產--對政府放款及墊款_年增率(%),資產--公開市場操作買入有價證券-計_原始值,資產--公開市場操作買入有價證券-計_年增率(%),資產--公開市場操作買入有價證券-政府機構_原始值,資產--公開市場操作買入有價證券-政府機構_年增率(%),資產--公開市場操作買入有價證券-公營事業_原始值,資產--公開市場操作買入有價證券-公營事業_年增率(%),資產--公開市場操作買入有價證券-民營企業_原始值,資產--公開市場操作買入有價證券-民營企業_年增率(%),資產--公開市場操作買入有價證券-金融機構_原始值,資產--公開市場操作買入有價證券-金融機構_年增率(%),資產--對金融機構債權-計_原始值,資產--對金融機構債權-計_年增率(%),資產--對金融機構債權-其他貨幣機構_原始值,資產--對金融機構債權-其他貨幣機構_年增率(%),資產--對金融機構債權-其他貨幣機構-本國銀行_原始值,資產--對金融機構債權-其他貨幣機構-本國銀行_年增率(%),資產--對金融機構債權-人壽保險公司等_原始值,資產--對金融機構債權-人壽保險公司等_年增率(%),資產--庫存現金_原始值,資產--庫存現金_年增率(%),資產--其他資產_原始值,資產--其他資產_年增率(%),負債與淨值--國外負債_原始值,負債與淨值--國外負債_年增率(%),負債與淨值--通貨發行額_原始值,負債與淨值--通貨發行額_年增率(%),負債與淨值--政府存款-計_原始值,負債與淨值--政府存款-計_年增率(%),負債與淨值--政府存款-經理國庫存款_原始值,負債與淨值--政府存款-經理國庫存款_年增率(%),負債與淨值--政府存款-機關存款_原始值,負債與淨值--政府存款-機關存款_年增率(%),負債與淨值--金融機構存款-準備性存款-計_原始值,負債與淨值--金融機構存款-準備性存款-計_年增率(%),負債與淨值--金融機構存款-其他存款-國庫存款轉存款_原始值,負債與淨值--金融機構存款-其他存款-國庫存款轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-定期存款轉存款_原始值,負債與淨值--金融機構存款-其他存款-定期存款轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-郵政儲金轉存款_原始值,負債與淨值--金融機構存款-其他存款-郵政儲金轉存款_年增率(%),負債與淨值--金融機構存款-其他存款-其他_原始值,負債與淨值--金融機構存款-其他存款-其他_年增率(%),負債與淨值--央行發行單券-國庫券_原始值,負債與淨值--央行發行單券-國庫券_年增率(%),負債與淨值--央行發行單券-定期存單_原始值,負債與淨值--央行發行單券-定期存單_年增率(%),負債與淨值--央行發行單券-儲蓄券_原始值,負債與淨值--央行發行單券-儲蓄券_年增率(%),負債與淨值--其他負債_原始值,負債與淨值--其他負債_年增率(%),負債與淨值--淨值_原始值,負債與淨值--淨值_年增率(%)
2013M07,"13,728,133",3.11,"12,418,043",4.38,-,-,-,-,-,-,-,-,-,-,-,-,"383,960",-21.52,"383,960",-21.52,"297,384",-19.55,-,-,247,19.90,"925,883",-0.24,-,-,"1,488,126",9.23,"173,330",-5.46,"39,872",16.51,"133,458",-10.50,"1,519,912",4.57,"11,148",4.69,"560,400",1.45,"1,623,667",-0.01,1,-,-,-,"6,733,635",-0.56,-,-,"709,180",52.47,"908,734",1.94
2013M08,"13,849,501",3.80,"12,404,840",3.74,-,-,-,-,-,-,-,-,-,-,-,-,"430,737",-9.32,"430,737",-9.32,"299,629",-16.56,-,-,215,4.37,"1,013,709",11.47,-,-,"1,493,246",9.18,"167,959",4.11,"37,494",120.18,"130,465",-9.58,"1,561,063",9.15,"11,592",0.63,"560,400",1.45,"1,623,666",-0.01,-,-,-,-,"6,719,365",-1.17,-,-,"783,184",61.68,"929,026",1.81
2013M09,"13,984,603",3.91,"12,354,830",4.47,-,-,-,-,-,-,-,-,-,-,-,-,"477,658",16.96,"477,658",16.96,"312,135",-6.91,-,-,223,-7.08,"1,151,892",-5.88,-,-,"1,504,469",9.25,"197,767",12.15,"67,885",119.25,"129,882",-10.66,"1,545,923",6.33,"10,504",-19.18,"560,400",0.54,"1,623,666",-0.01,3,-,-,-,"6,766,215",0.92,-,-,"827,261",32.77,"948,395",2.05
2013M10,"14,044,991",4.08,"12,372,595",4.53,-,-,-,-,-,-,-,-,-,-,-,-,"469,358",36.62,"469,358",36.62,"279,082",9.74,-,-,178,-6.32,"1,202,860",-8.47,-,-,"1,496,866",9.00,"147,233",-6.80,"18,208",46.56,"129,025",-11.35,"1,542,899",5.64,"12,236",12.72,"560,400",0.54,"1,623,666",-0.01,1,-,-,-,"6,857,235",2.60,-,-,"829,971",22.27,"974,484",2.73
2013M11,"14,185,358",5.95,"12,457,794",5.44,-,-,-,-,-,-,-,-,-,-,-,-,"519,408",68.63,"519,408",68.63,"282,148",13.46,-,-,210,-13.58,"1,207,946",-4.61,-,-,"1,516,011",8.97,"260,191",50.22,"101,385",246.28,"158,806",10.33,"1,547,767",2.43,"12,942",12.31,"560,400",0.54,"1,623,666",-0.01,-,-,-,-,"6,767,965",2.75,-,-,"901,347",59.16,"995,069",2.82
2013M12,"14,311,607",7.02,"12,658,241",6.37,-,-,-,-,-,-,-,-,-,-,-,-,"557,937",61.77,"557,937",61.77,"301,051",5.81,-,-,234,4.93,"1,095,195",-2.81,-,-,"1,555,992",8.24,"147,831",-11.65,"23,308",-9.19,"124,523",-12.09,"1,570,395",6.90,"12,440",19.04,"560,400",-0.36,"1,623,666",-0.01,-,-,-,-,"6,843,220",3.02,-,-,"1,133,445",78.33,"864,218",4.90
2014M01,"14,491,541",6.56,"12,785,803",5.08,-,-,-,-,-,-,-,-,-,-,-,-,"620,547",49.39,"620,547",49.39,"315,281",-17.78,-,-,256,5.35,"1,084,935",6.71,-,-,"1,980,986",18.62,"175,643",3.55,"19,447",-45.80,"156,196",16.79,"1,495,024",3.58,"14,389",33.66,"560,400",-0.36,"1,623,666",-0.01,-,-,-,-,"6,557,850",-0.03,-,-,"1,205,836",64.69,"877,747",6.10
2014M02,"14,521,466",8.94,"12,814,891",5.61,-,-,-,-,-,-,-,-,-,-,-,-,"646,473",113.28,"646,473",113.28,"310,022",14.53,-,-,228,0.00,"1,059,874",18.89,-,-,"1,683,583",5.02,"148,455",7.40,"23,031",748.91,"125,424",-7.45,"1,592,944",9.73,"11,683",11.69,"560,400",-0.36,"1,623,666",-0.01,-,-,-,-,"6,780,590",4.01,-,-,"1,232,293",112.12,"887,852",5.76
2014M03,"14,611,399",9.46,"12,929,012",6.35,-,-,-,-,-,-,-,-,-,-,-,-,"644,488",100.68,"644,488",100.68,"305,929",7.49,-,-,246,-0.81,"1,037,653",19.24,-,-,"1,629,382",7.87,"159,874",3.61,"27,440",94.75,"132,434",-5.55,"1,631,247",11.13,"16,256",49.11,"560,400",-0.09,"1,623,666",-0.01,-,-,-,-,"6,779,935",3.46,-,-,"1,309,944",112.54,"900,695",5.92
2014M04,"14,554,089",7.93,"12,891,503",6.56,-,-,-,-,-,-,-,-,-,-,-,-,"639,663",96.61,"639,663",96.61,"304,432",7.88,-,-,190,-9.09,"1,022,733",-3.55,-,-,"1,622,893",8.20,"148,760",7.91,"13,493",114.11,"135,267",2.82,"1,557,598",0.48,"12,356",25.48,"560,400",-0.09,"1,623,666",-0.01,2,-,-,-,"6,904,350",5.07,-,-,"1,212,615",82.18,"911,449",5.38
2014M05,"14,484,771",6.14,"12,797,971",3.77,-,-,-,-,-,-,-,-,-,-,-,-,"679,298",90.95,"679,298",90.95,"342,812",5.07,-,-,179,-27.82,"1,007,323",5.19,-,-,"1,627,933",9.08,"210,910",44.54,"68,029",384.54,"142,881",8.35,"1,494,934",-2.96,"10,753",4.19,"560,400",0.00,"1,623,666",-0.01,-,-,-,-,"6,966,620",4.55,-,-,"1,065,015",44.59,"924,540",5.81
2014M06,"14,368,920",5.39,"12,799,935",3.23,-,-,-,-,-,-,-,-,-,-,-,-,"651,402",91.19,"651,402",91.19,"313,420",8.48,-,-,226,-5.04,"917,357",2.63,-,-,"1,619,745",8.54,"203,416",18.63,"47,628",23.15,"155,788",17.32,"1,608,961",4.01,"13,010",29.00,"560,400",0.00,"1,623,666",-0.01,1,-,-,-,"6,874,125",4.08,-,-,"930,612",25.38,"934,984",5.94
2014M07,"14,584,660",6.24,"12,853,983",3.51,-,-,-,-,-,-,-,-,-,-,-,-,"660,696",72.07,"660,696",72.07,"263,561",-11.37,-,-,210,-14.98,"1,069,771",15.54,-,-,"1,616,732",8.64,"208,143",20.08,"72,156",80.97,"135,987",1.89,"1,529,306",0.62,"15,775",41.51,"560,400",0.00,"1,623,666",0.00,-,-,-,-,"7,109,095",5.58,-,-,"969,864",36.76,"951,679",4.73
