期間,合計-計_原始值,合計-計_年增率(%),合計-購置不動產_原始值,合計-購置不動產_年增率(%),合計-購置動產_原始值,合計-購置動產_年增率(%),合計-企業投資_原始值,合計-企業投資_年增率(%),合計-週轉金_原始值,合計-週轉金_年增率(%),公、民營企業-小計-計_原始值,公、民營企業-小計-計_年增率(%),公、民營企業-小計-購置不動產_原始值,公、民營企業-小計-購置不動產_年增率(%),公、民營企業-小計-購置動產_原始值,公、民營企業-小計-購置動產_年增率(%),公、民營企業-小計-企業投資_原始值,公、民營企業-小計-企業投資_年增率(%),公、民營企業-小計-週轉金_原始值,公、民營企業-小計-週轉金_年增率(%),公、民營企業-農林漁牧業-計_原始值,公、民營企業-農林漁牧業-計_年增率(%),公、民營企業-農林漁牧業-購置不動產_原始值,公、民營企業-農林漁牧業-購置不動產_年增率(%),公、民營企業-農林漁牧業-購置動產_原始值,公、民營企業-農林漁牧業-購置動產_年增率(%),公、民營企業-農林漁牧業-企業投資_原始值,公、民營企業-農林漁牧業-企業投資_年增率(%),公、民營企業-農林漁牧業-週轉金_原始值,公、民營企業-農林漁牧業-週轉金_年增率(%),公、民營企業-礦業及土石採取業-計_原始值,公、民營企業-礦業及土石採取業-計_年增率(%),公、民營企業-礦業及土石採取業-購置不動產_原始值,公、民營企業-礦業及土石採取業-購置不動產_年增率(%),公、民營企業-礦業及土石採取業-購置動產_原始值,公、民營企業-礦業及土石採取業-購置動產_年增率(%),公、民營企業-礦業及土石採取業-企業投資_原始值,公、民營企業-礦業及土石採取業-企業投資_年增率(%),公、民營企業-礦業及土石採取業-週轉金_原始值,公、民營企業-礦業及土石採取業-週轉金_年增率(%),公、民營企業-製造業-計_原始值,公、民營企業-製造業-計_年增率(%),公、民營企業-製造業-購置不動產_原始值,公、民營企業-製造業-購置不動產_年增率(%),公、民營企業-製造業-購置動產_原始值,公、民營企業-製造業-購置動產_年增率(%),公、民營企業-製造業-企業投資_原始值,公、民營企業-製造業-企業投資_年增率(%),公、民營企業-製造業-週轉金_原始值,公、民營企業-製造業-週轉金_年增率(%),公、民營企業-水電燃氣及污染整治業-計_原始值,公、民營企業-水電燃氣及污染整治業-計_年增率(%),公、民營企業-水電燃氣及污染整治業-購置不動產_原始值,公、民營企業-水電燃氣及污染整治業-購置不動產_年增率(%),公、民營企業-水電燃氣及污染整治業-購置動產_原始值,公、民營企業-水電燃氣及污染整治業-購置動產_年增率(%),公、民營企業-水電燃氣及污染整治業-企業投資_原始值,公、民營企業-水電燃氣及污染整治業-企業投資_年增率(%),公、民營企業-水電燃氣及污染整治業-週轉金_原始值,公、民營企業-水電燃氣及污染整治業-週轉金_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-計_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-計_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置不動產_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置不動產_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置動產_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-購置動產_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-企業投資_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-企業投資_年增率(%),公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-週轉金_原始值,公、民營企業-水電燃氣及污染整治業-用水供應及污染整治業-週轉金_年增率(%),公、民營企業-營造業-計_原始值,公、民營企業-營造業-計_年增率(%),公、民營企業-營造業-購置不動產_原始值,公、民營企業-營造業-購置不動產_年增率(%),公、民營企業-營造業-購置動產_原始值,公、民營企業-營造業-購置動產_年增率(%),公、民營企業-營造業-企業投資_原始值,公、民營企業-營造業-企業投資_年增率(%),公、民營企業-營造業-週轉金_原始值,公、民營企業-營造業-週轉金_年增率(%),公、民營企業-批發及零售業-計_原始值,公、民營企業-批發及零售業-計_年增率(%),公、民營企業-批發及零售業-購置不動產_原始值,公、民營企業-批發及零售業-購置不動產_年增率(%),公、民營企業-批發及零售業-購置動產_原始值,公、民營企業-批發及零售業-購置動產_年增率(%),公、民營企業-批發及零售業-企業投資_原始值,公、民營企業-批發及零售業-企業投資_年增率(%),公、民營企業-批發及零售業-週轉金_原始值,公、民營企業-批發及零售業-週轉金_年增率(%),公、民營企業-住宿及餐飲業-計_原始值,公、民營企業-住宿及餐飲業-計_年增率(%),公、民營企業-住宿及餐飲業-購置不動產_原始值,公、民營企業-住宿及餐飲業-購置不動產_年增率(%),公、民營企業-住宿及餐飲業-購置動產_原始值,公、民營企業-住宿及餐飲業-購置動產_年增率(%),公、民營企業-住宿及餐飲業-企業投資_原始值,公、民營企業-住宿及餐飲業-企業投資_年增率(%),公、民營企業-住宿及餐飲業-週轉金_原始值,公、民營企業-住宿及餐飲業-週轉金_年增率(%),公、民營企業-運輸及倉儲業-計_原始值,公、民營企業-運輸及倉儲業-計_年增率(%),公、民營企業-運輸及倉儲業-購置不動產_原始值,公、民營企業-運輸及倉儲業-購置不動產_年增率(%),公、民營企業-運輸及倉儲業-購置動產_原始值,公、民營企業-運輸及倉儲業-購置動產_年增率(%),公、民營企業-運輸及倉儲業-企業投資_原始值,公、民營企業-運輸及倉儲業-企業投資_年增率(%),公、民營企業-運輸及倉儲業-週轉金_原始值,公、民營企業-運輸及倉儲業-週轉金_年增率(%),公、民營企業-資訊及通訊傳播業-計_原始值,公、民營企業-資訊及通訊傳播業-計_年增率(%),公、民營企業-資訊及通訊傳播業-購置不動產_原始值,公、民營企業-資訊及通訊傳播業-購置不動產_年增率(%),公、民營企業-資訊及通訊傳播業-購置動產_原始值,公、民營企業-資訊及通訊傳播業-購置動產_年增率(%),公、民營企業-資訊及通訊傳播業-企業投資_原始值,公、民營企業-資訊及通訊傳播業-企業投資_年增率(%),公、民營企業-資訊及通訊傳播業-週轉金_原始值,公、民營企業-資訊及通訊傳播業-週轉金_年增率(%),公、民營企業-金融及保險業-計_原始值,公、民營企業-金融及保險業-計_年增率(%),公、民營企業-金融及保險業-購置不動產_原始值,公、民營企業-金融及保險業-購置不動產_年增率(%),公、民營企業-金融及保險業-購置動產_原始值,公、民營企業-金融及保險業-購置動產_年增率(%),公、民營企業-金融及保險業-企業投資_原始值,公、民營企業-金融及保險業-企業投資_年增率(%),公、民營企業-金融及保險業-週轉金_原始值,公、民營企業-金融及保險業-週轉金_年增率(%),公、民營企業-不動產業-計_原始值,公、民營企業-不動產業-計_年增率(%),公、民營企業-不動產業-購置不動產_原始值,公、民營企業-不動產業-購置不動產_年增率(%),公、民營企業-不動產業-購置動產_原始值,公、民營企業-不動產業-購置動產_年增率(%),公、民營企業-不動產業-企業投資_原始值,公、民營企業-不動產業-企業投資_年增率(%),公、民營企業-不動產業-週轉金_原始值,公、民營企業-不動產業-週轉金_年增率(%),公、民營企業-服務業-計_原始值,公、民營企業-服務業-計_年增率(%),公、民營企業-服務業-購置不動產_原始值,公、民營企業-服務業-購置不動產_年增率(%),公、民營企業-服務業-購置動產_原始值,公、民營企業-服務業-購置動產_年增率(%),公、民營企業-服務業-企業投資_原始值,公、民營企業-服務業-企業投資_年增率(%),公、民營企業-服務業-週轉金_原始值,公、民營企業-服務業-週轉金_年增率(%),政府機關-計_原始值,政府機關-計_年增率(%),政府機關-購置不動產_原始值,政府機關-購置不動產_年增率(%),政府機關-購置動產_原始值,政府機關-購置動產_年增率(%),政府機關-企業投資_原始值,政府機關-企業投資_年增率(%),政府機關-週轉金_原始值,政府機關-週轉金_年增率(%),社會保險、退休基金及非營利團體-計_原始值,社會保險、退休基金及非營利團體-計_年增率(%),社會保險、退休基金及非營利團體-購置不動產_原始值,社會保險、退休基金及非營利團體-購置不動產_年增率(%),社會保險、退休基金及非營利團體-購置動產_原始值,社會保險、退休基金及非營利團體-購置動產_年增率(%),社會保險、退休基金及非營利團體-企業投資_原始值,社會保險、退休基金及非營利團體-企業投資_年增率(%),社會保險、退休基金及非營利團體-週轉金_原始值,社會保險、退休基金及非營利團體-週轉金_年增率(%),個人-計_原始值,個人-計_年增率(%),個人-購置不動產_原始值,個人-購置不動產_年增率(%),個人-購置動產_原始值,個人-購置動產_年增率(%),個人-企業投資_原始值,個人-企業投資_年增率(%),個人-週轉金_原始值,個人-週轉金_年增率(%)
2002M01,"13,007,393",-1.65,"4,465,846",-4.71,"968,091",-4.19,"261,031",-9.81,"7,312,425",1.01,"5,482,193",-3.84,"792,294",-10.31,"611,283",-3.58,"201,591",-8.43,"3,877,025",-2.18,"16,054",-47.05,"1,446",-57.55,"2,026",-7.53,556,-64.22,"12,026",-48.10,"7,627",-54.89,825,-60.36,"1,112",-10.54,301,-86.12,"5,389",-52.79,"2,531,427",-4.67,"341,522",-1.75,"414,820",-8.78,"75,854",-5.42,"1,699,231",-4.16,"230,002",5.09,"32,599",1.18,"74,487",43.08,"42,332",-17.33,"80,584",-3.35,-,-,-,-,-,-,-,-,-,-,"370,703",-19.95,"52,048",-29.90,"5,919",-11.48,"10,498",-12.79,"302,238",-18.33,"740,887",-14.60,"115,213",-12.61,"26,249",-10.24,"14,096",-14.78,"585,329",-15.16,"64,561",103.41,"22,151",115.71,"2,092",238.51,"6,250",70.49,"34,068",98.23,"311,147",5.50,"21,197",-10.32,"48,385",-10.95,"15,853",13.11,"225,712",11.22,-,-,-,-,-,-,-,-,-,-,"460,396",68.91,"8,276",-29.40,"5,863",95.17,"12,292",23.57,"433,965",75.06,"427,900",-0.06,"134,704",-8.26,"2,207",21.66,"10,405",7.89,"280,584",3.97,"321,489",-23.70,"62,313",-37.37,"28,123",0.45,"13,154",-31.34,"217,899",-20.68,"2,220,777",5.40,"403,070",-13.63,"253,757",-7.04,"5,189",51.59,"1,558,761",14.28,"68,935",12.23,"25,244",13.06,"2,900",6.46,883,-49.54,"39,908",15.28,"5,235,488",-2.26,"3,245,238",-2.09,"100,151",-0.64,"53,368",-16.74,"1,836,731",-2.17
2002M02,"12,919,598",-1.64,"4,441,056",-4.97,"966,158",-4.24,"260,779",-9.31,"7,251,605",1.21,"5,449,063",-3.41,"787,049",-11.24,"610,647",-3.78,"203,350",-6.97,"3,848,017",-1.37,"16,143",-46.46,"1,407",-58.32,"1,920",-11.19,565,-63.99,"12,251",-46.83,"7,635",-54.50,822,-60.37,"1,092",-11.72,299,-86.21,"5,422",-52.03,"2,538,571",-2.91,"341,112",-2.47,"411,903",-9.96,"75,367",-4.00,"1,710,189",-1.09,"241,869",11.10,"32,526",0.01,"77,411",48.51,"42,274",-18.09,"89,658",10.09,-,-,-,-,-,-,-,-,-,-,"364,039",-18.66,"50,819",-31.60,"5,112",-21.76,"10,443",-14.76,"297,665",-16.02,"733,023",-14.11,"111,599",-16.13,"26,022",-14.50,"13,789",-16.28,"581,613",-13.64,"62,465",97.44,"20,774",105.13,"1,980",226.19,"5,604",53.16,"34,107",97.78,"314,732",10.42,"23,527",-0.81,"49,086",-5.88,"18,777",34.15,"223,342",14.43,-,-,-,-,-,-,-,-,-,-,"428,590",48.41,"8,868",-23.98,"5,865",107.24,"12,415",28.17,"401,442",51.72,"420,358",-3.23,"135,011",-7.92,"2,154",-31.88,"10,289",3.98,"272,904",-0.66,"321,638",-23.47,"60,584",-39.12,"28,102",8.19,"13,528",-27.92,"219,424",-20.50,"2,219,998",4.56,"406,175",-12.89,"253,684",-7.00,"4,861",31.02,"1,555,278",12.67,"68,781",0.72,"25,129",-1.39,"2,911",7.70,756,-56.63,"39,985",4.23,"5,181,756",-2.27,"3,222,703",-2.18,"98,916",0.09,"51,812",-18.43,"1,808,325",-1.98
2002M03,"12,802,650",-2.58,"4,439,925",-5.01,"961,017",-4.91,"263,157",-7.71,"7,138,551",-0.46,"5,449,316",-3.63,"789,187",-11.36,"613,239",-4.13,"206,647",-5.17,"3,840,243",-1.70,"16,077",-45.33,"1,432",-55.49,"1,927",-8.15,610,-61.22,"12,108",-46.24,"7,659",-54.29,838,-60.08,"1,100",-15.12,297,-87.23,"5,424",-50.84,"2,523,759",-2.92,"341,023",-2.92,"408,732",-10.76,"73,872",-6.14,"1,700,132",-0.68,"236,017",8.15,"32,617",-0.99,"82,104",47.97,"42,257",-15.14,"79,039",-1.19,-,-,-,-,-,-,-,-,-,-,"366,177",-18.27,"51,330",-36.06,"5,129",-21.85,"10,759",-12.49,"298,959",-14.31,"731,901",-14.10,"113,932",-16.60,"25,258",-18.12,"13,747",-18.37,"578,964",-13.30,"62,301",96.17,"20,816",102.37,"1,972",227.57,"5,618",52.13,"33,895",97.32,"331,368",14.66,"24,795",7.43,"50,599",-6.09,"21,540",54.42,"234,434",18.34,-,-,-,-,-,-,-,-,-,-,"441,062",42.19,"9,132",34.27,"6,211",137.42,"13,712",41.61,"412,007",41.54,"414,611",-5.76,"133,717",-8.82,"2,183",50.45,"10,763",5.95,"267,948",-4.89,"318,384",-24.05,"59,555",-38.63,"28,024",4.59,"13,472",-28.71,"217,333",-21.38,"2,134,873",0.49,"405,057",-13.09,"247,444",-8.53,"4,884",92.74,"1,477,488",6.65,"64,574",-2.88,"24,418",-4.89,"2,607",-0.61,871,-49.57,"36,678",0.58,"5,153,887",-2.69,"3,221,263",-2.15,"97,727",-0.10,"50,755",-19.38,"1,784,142",-3.21
2002M04,"12,807,741",-1.79,"4,438,295",-4.75,"945,420",-5.83,"259,561",-7.44,"7,164,465",0.94,"5,423,686",-2.75,"776,900",-11.29,"599,879",-5.64,"204,982",-4.57,"3,841,925",-0.23,"15,664",-48.31,"1,383",-57.99,"1,923",-4.94,628,-60.10,"11,730",-49.90,"7,522",-53.63,828,-58.76,"1,096",-14.64,296,-87.18,"5,302",-50.07,"2,502,688",-3.00,"335,955",-3.99,"399,392",-12.25,"74,880",-4.20,"1,692,461",-0.25,"240,410",12.38,"32,720",0.77,"78,961",44.07,"37,583",-21.57,"91,146",15.78,-,-,-,-,-,-,-,-,-,-,"363,976",-16.70,"50,277",-35.27,"6,165",-0.06,"10,934",4.15,"296,600",-13.42,"728,017",-14.45,"112,114",-17.64,"23,976",-23.46,"14,114",-22.35,"577,813",-13.16,"61,750",83.64,"20,065",92.10,"1,978",232.44,"5,672",57.91,"34,035",79.19,"334,741",17.83,"26,598",17.79,"50,752",-4.95,"24,234",75.29,"233,157",20.00,-,-,-,-,-,-,-,-,-,-,"451,928",62.27,"9,077",39.13,"6,158",124.01,"13,049",37.14,"423,644",63.11,"403,267",-7.33,"128,850",-6.98,"2,196",52.29,"10,583",1.11,"261,638",-8.11,"313,723",-24.86,"59,033",-38.63,"27,282",1.97,"13,009",-30.68,"214,399",-22.27,"2,168,031",2.78,"410,956",-11.97,"244,993",-8.63,"4,822",87.70,"1,507,260",9.88,"72,731",10.09,"24,567",-2.51,"2,560",-6.23,855,-50.61,"44,749",22.92,"5,143,293",-2.76,"3,225,872",-2.01,"97,988",0.62,"48,902",-20.25,"1,770,531",-3.69
2002M05,"12,734,970",-1.93,"4,396,177",-5.22,"931,154",-7.05,"257,196",-8.98,"7,150,443",1.24,"5,413,949",-3.60,"767,112",-12.44,"593,569",-6.90,"203,787",-6.49,"3,849,481",-0.90,"15,524",-47.55,"1,371",-57.29,"1,875",-9.11,607,-57.52,"11,671",-49.02,"7,502",-54.02,817,-58.70,"1,013",-20.92,295,-87.22,"5,377",-49.97,"2,515,267",-3.70,"333,969",-5.09,"394,031",-13.51,"74,315",-6.64,"1,712,952",-0.69,"235,219",11.90,"32,807",-0.02,"79,177",44.43,"36,541",-24.44,"86,694",16.81,-,-,-,-,-,-,-,-,-,-,"359,791",-17.54,"47,091",-38.18,"5,365",-10.46,"10,523",-6.97,"296,812",-13.43,"732,827",-14.60,"112,440",-16.96,"24,000",-21.89,"13,834",-26.59,"582,553",-13.46,"60,992",86.40,"18,820",83.36,"1,955",233.62,"5,612",54.64,"34,605",89.70,"336,042",16.87,"26,570",11.84,"50,227",-10.57,"25,173",77.26,"234,072",21.02,-,-,-,-,-,-,-,-,-,-,"439,857",54.61,"9,079",37.94,"6,100",130.97,"13,951",45.84,"410,727",54.58,"397,990",-7.51,"126,374",-6.61,"2,250",56.69,"9,480",-6.02,"259,886",-8.32,"312,938",-25.21,"57,774",-41.47,"27,576",5.04,"13,456",-27.61,"214,132",-22.10,"2,076,957",2.74,"365,096",-18.34,"236,732",-10.54,"4,593",62.47,"1,470,536",12.51,"82,020",22.18,"24,873",-1.07,"2,522",-1.37,841,-51.36,"53,784",42.66,"5,162,044",-2.25,"3,239,096",-1.55,"98,331",1.35,"47,975",-20.16,"1,776,642",-3.11
2002M06,"12,762,660",-2.41,"4,400,305",-5.11,"926,487",-8.18,"258,008",-8.60,"7,177,860",0.40,"5,479,476",-3.54,"765,394",-12.20,"588,402",-7.75,"207,159",-5.40,"3,918,521",-0.85,"15,949",-46.52,"1,330",-55.86,"1,907",-2.51,614,-57.06,"12,098",-48.35,"7,431",-53.64,803,-59.83,"1,027",-21.42,297,-87.00,"5,304",-49.18,"2,536,630",-4.34,"337,176",-4.63,"388,973",-14.72,"73,993",-8.00,"1,736,488",-1.43,"242,016",14.24,"32,159",-1.11,"78,889",42.03,"37,489",-22.28,"93,479",23.74,-,-,-,-,-,-,-,-,-,-,"360,027",-16.69,"48,423",-35.45,"5,342",-14.73,"10,521",-3.15,"295,741",-13.02,"745,281",-14.03,"109,431",-19.49,"23,894",-22.12,"14,200",-24.96,"597,756",-12.27,"61,289",87.19,"18,703",83.15,"1,948",235.28,"5,815",58.71,"34,823",90.45,"348,392",18.91,"25,693",7.46,"50,943",-7.40,"25,720",79.37,"246,036",23.19,-,-,-,-,-,-,-,-,-,-,"443,163",50.10,"8,379",26.72,"6,917",166.55,"14,829",52.26,"413,038",49.49,"401,588",-6.92,"125,389",-5.95,"2,229",57.30,"10,437",1.82,"263,533",-8.00,"317,710",-24.32,"57,908",-39.47,"26,333",-0.01,"13,244",-29.65,"220,225",-21.06,"2,017,912",-1.07,"367,029",-18.38,"236,731",-12.75,"2,334",-16.07,"1,411,818",7.28,"90,836",29.59,"24,775",-12.38,"2,535",-2.65,866,-49.83,"62,660",67.14,"5,174,436",-2.14,"3,243,107",-1.36,"98,819",1.57,"47,649",-18.94,"1,784,861",-3.20
2002M07,"12,675,978",-2.73,"4,390,793",-4.54,"921,793",-10.13,"255,629",-7.84,"7,107,763",-0.31,"5,423,195",-4.74,"758,629",-12.92,"582,586",-11.03,"207,096",-4.70,"3,874,884",-1.90,"16,496",-43.78,"1,599",-46.31,"1,966",2.02,664,-53.11,"12,267",-46.72,"7,809",-51.74,799,-57.81,"1,027",-16.98,309,-86.39,"5,674",-47.36,"2,515,170",-4.79,"334,150",-6.23,"380,299",-16.39,"72,502",-8.74,"1,728,219",-1.31,"241,709",5.48,"32,656",-3.30,"82,886",21.17,"37,504",-21.92,"88,663",12.31,-,-,-,-,-,-,-,-,-,-,"351,643",-17.42,"47,384",-35.86,"5,275",-24.63,"10,381",-14.36,"288,603",-13.29,"735,912",-14.67,"110,964",-17.78,"23,802",-22.74,"14,837",-21.90,"586,309",-13.48,"63,891",101.98,"17,025",70.68,"2,053",282.31,"5,739",57.84,"39,074",123.47,"359,569",7.81,"26,807",17.39,"51,267",-14.30,"28,595",107.80,"252,900",6.66,-,-,-,-,-,-,-,-,-,-,"434,099",55.17,"8,300",25.04,"6,207",161.13,"13,285",46.46,"406,307",55.27,"386,728",-9.40,"120,793",-9.10,"2,114",50.57,"10,484",5.71,"253,337",-10.36,"310,169",-25.58,"58,152",-38.78,"25,690",-3.01,"12,796",-31.37,"213,531",-22.82,"1,997,621",-1.37,"363,598",-14.64,"236,694",-12.76,"1,030",-63.36,"1,396,299",5.36,"82,285",23.22,"25,227",-2.03,"2,506",-15.08,827,0.98,"53,725",44.20,"5,172,877",-1.41,"3,243,339",-1.02,"100,007",3.52,"46,676",-17.28,"1,782,855",-1.90
2002M08,"12,702,760",-1.21,"4,371,379",-3.67,"908,771",-10.81,"258,201",-5.44,"7,164,409",1.93,"5,480,665",-1.63,"759,136",-10.18,"583,023",-10.73,"211,269",-1.39,"3,927,237",1.77,"16,343",-43.34,"1,536",-43.11,"1,976",20.19,663,-49.77,"12,168",-47.51,"7,445",-52.59,791,-48.10,621,-55.16,310,-86.22,"5,723",-45.72,"2,544,679",-2.52,"336,220",-5.19,"384,736",-15.10,"72,589",-8.72,"1,751,134",1.63,"239,108",8.86,"33,057",-2.50,"81,250",14.72,"37,711",-16.34,"87,090",24.71,-,-,-,-,-,-,-,-,-,-,"352,804",-15.49,"48,625",-31.54,"5,325",-22.27,"10,344",-10.65,"288,510",-12.04,"737,477",-11.51,"110,102",-14.41,"22,655",-26.19,"14,958",-22.81,"589,762",-9.92,"63,228",119.25,"16,786",82.89,"2,021",295.50,"5,740",171.14,"38,681",127.11,"359,870",9.33,"26,609",19.91,"52,219",-9.59,"31,840",118.14,"249,202",6.22,-,-,-,-,-,-,-,-,-,-,"466,356",75.34,"8,175",31.54,"5,420",132.32,"13,501",40.64,"439,260",77.25,"382,371",-10.49,"119,239",-10.73,"2,124",11.79,"10,510",8.87,"250,498",-11.19,"310,984",-21.26,"57,996",-28.90,"24,676",-5.10,"13,103",-31.60,"215,209",-19.77,"1,967,826",-0.07,"333,474",-12.43,"222,650",-16.40,"1,021",-64.72,"1,410,681",6.94,"83,111",25.48,"24,902",-6.02,"2,782",15.39,761,-4.99,"54,666",49.65,"5,171,158",-1.54,"3,253,867",-0.96,"100,316",3.26,"45,150",-18.09,"1,771,825",-2.33
2002M09,"12,739,383",-1.56,"4,342,880",-4.64,"910,896",-10.07,"255,229",-8.89,"7,230,378",1.92,"5,505,437",-0.77,"754,464",-9.39,"591,242",-9.49,"208,893",-4.04,"3,950,838",2.76,"16,617",-10.95,"1,471",-27.00,"1,977",22.11,646,11.00,"12,523",-13.30,"6,940",-23.11,787,-41.22,612,-50.53,303,1.68,"5,238",-14.86,"2,564,720",-1.57,"335,946",-3.75,"390,496",-13.66,"68,986",-8.66,"1,769,292",2.35,"227,862",0.78,"32,466",-8.96,"78,877",9.13,"34,595",-33.94,"81,924",24.51,-,-,-,-,-,-,-,-,-,-,"353,392",-12.71,"48,864",-17.20,"5,286",-16.12,"10,631",-16.91,"288,611",-11.67,"737,983",-5.58,"109,196",-8.66,"22,679",-21.16,"14,914",-13.98,"591,194",-4.02,"62,274",-2.12,"15,795",-27.70,"2,007",-13.53,"5,645",-9.40,"38,827",16.87,"370,828",20.74,"27,965",38.39,"54,720",4.54,"34,238",127.18,"253,905",15.68,-,-,-,-,-,-,-,-,-,-,"471,966",34.16,"7,626",-36.19,"7,091",6.87,"15,445",27.05,"441,804",37.62,"377,258",-15.14,"116,234",-17.88,"2,114",72.15,"10,300",-2.54,"248,610",-14.63,"315,597",-5.94,"58,114",-17.55,"25,383",-10.04,"13,190",-10.63,"218,910",-1.42,"1,955,276",-2.37,"299,380",-23.10,"216,462",-16.61,"1,012",-66.21,"1,438,422",6.48,"92,282",18.75,"24,828",-15.24,"2,778",-16.35,693,-58.75,"63,983",47.38,"5,186,388",-2.37,"3,264,208",-1.17,"100,414",3.81,"44,631",-22.76,"1,777,135",-4.20
2002M10,"12,656,153",-1.46,"4,351,415",-3.87,"899,078",-10.13,"247,714",-8.55,"7,157,946",1.60,"5,428,681",-0.85,"754,228",-8.69,"586,714",-8.59,"202,330",-3.74,"3,885,409",2.32,"17,273",-5.04,"1,422",-29.36,"1,925",21.99,635,-2.61,"13,291",-4.70,"7,071",-20.60,786,-43.70,586,-65.51,280,-6.04,"5,419",-1.69,"2,546,943",-1.28,"334,347",-3.57,"383,407",-13.27,"67,936",-8.54,"1,761,253",2.58,"221,921",0.32,"32,304",-7.42,"78,281",8.00,"32,903",-31.84,"78,433",19.64,-,-,-,-,-,-,-,-,-,-,"349,402",-10.86,"47,537",-22.30,"5,393",-14.18,"10,227",-7.29,"286,245",-8.69,"734,031",-2.35,"108,518",-7.48,"22,665",-19.75,"14,911",-10.17,"587,937",-0.28,"61,833",-10.95,"15,748",-33.52,"1,993",-5.81,"5,343",-12.95,"38,749",3.34,"367,820",17.24,"33,711",63.39,"58,308",12.48,"32,622",105.09,"243,179",7.91,-,-,-,-,-,-,-,-,-,-,"436,233",27.94,"7,578",-24.66,"7,212",8.68,"14,881",32.58,"406,562",29.87,"372,094",-17.86,"114,703",-19.41,"2,103",72.52,"9,574",-14.10,"245,714",-17.63,"314,060",-3.69,"57,574",-12.53,"24,841",-10.30,"13,018",-11.15,"218,627",0.32,"1,923,923",-4.87,"287,548",-27.16,"208,455",-18.93,"1,003",-69.04,"1,426,917",4.36,"101,346",29.64,"25,083",-18.13,"2,722",-18.87,688,-57.87,"72,853",71.21,"5,202,203",-1.23,"3,284,556",0.28,"101,187",3.13,"43,693",-21.70,"1,772,767",-3.55
