期間,利率有關契約_原始值,利率有關契約_年增率(%),利率有關契約-店頭市場_原始值,利率有關契約-店頭市場_年增率(%),利率有關契約-店頭市場-遠期利率協議_原始值,利率有關契約-店頭市場-遠期利率協議_年增率(%),利率有關契約-店頭市場-換利_原始值,利率有關契約-店頭市場-換利_年增率(%),利率有關契約-店頭市場-買入選擇權_原始值,利率有關契約-店頭市場-買入選擇權_年增率(%),利率有關契約-店頭市場-賣出選擇權_原始值,利率有關契約-店頭市場-賣出選擇權_年增率(%),利率有關契約-交易所_原始值,利率有關契約-交易所_年增率(%),利率有關契約-交易所-期貨-長部位_原始值,利率有關契約-交易所-期貨-長部位_年增率(%),利率有關契約-交易所-期貨-短部位_原始值,利率有關契約-交易所-期貨-短部位_年增率(%),利率有關契約-交易所-買入選擇權_原始值,利率有關契約-交易所-買入選擇權_年增率(%),利率有關契約-交易所-賣出選擇權_原始值,利率有關契約-交易所-賣出選擇權_年增率(%),匯率有關契約_原始值,匯率有關契約_年增率(%),匯率有關契約-店頭市場_原始值,匯率有關契約-店頭市場_年增率(%),匯率有關契約-店頭市場-遠期契約_原始值,匯率有關契約-店頭市場-遠期契約_年增率(%),匯率有關契約-店頭市場-換匯_原始值,匯率有關契約-店頭市場-換匯_年增率(%),匯率有關契約-店頭市場-換匯換利_原始值,匯率有關契約-店頭市場-換匯換利_年增率(%),匯率有關契約-店頭市場-買入選擇權_原始值,匯率有關契約-店頭市場-買入選擇權_年增率(%),匯率有關契約-店頭市場-賣出選擇權_原始值,匯率有關契約-店頭市場-賣出選擇權_年增率(%),匯率有關契約-交易所_原始值,匯率有關契約-交易所_年增率(%),匯率有關契約-交易所-期貨-長部位_原始值,匯率有關契約-交易所-期貨-長部位_年增率(%),匯率有關契約-交易所-期貨-期貨-短部位_原始值,匯率有關契約-交易所-期貨-期貨-短部位_年增率(%),匯率有關契約-交易所-期貨-買入選擇權_原始值,匯率有關契約-交易所-期貨-買入選擇權_年增率(%),匯率有關契約-交易所-期貨-賣出選擇權_原始值,匯率有關契約-交易所-期貨-賣出選擇權_年增率(%),權益證券有關契約_原始值,權益證券有關契約_年增率(%),權益證券有關契約-店頭市場_原始值,權益證券有關契約-店頭市場_年增率(%),權益證券有關契約-交易所_原始值,權益證券有關契約-交易所_年增率(%),商品有關契約_原始值,商品有關契約_年增率(%),商品有關契約-店頭市場_原始值,商品有關契約-店頭市場_年增率(%),商品有關契約-交易所_原始值,商品有關契約-交易所_年增率(%),小計(利率、匯率、權益證券與商品有關契約)_原始值,小計(利率、匯率、權益證券與商品有關契約)_年增率(%),信用有關契約_原始值,信用有關契約_年增率(%),信用有關契約-信用違約交換_原始值,信用有關契約-信用違約交換_年增率(%),信用有關契約-買入信用違約選擇權_原始值,信用有關契約-買入信用違約選擇權_年增率(%),信用有關契約-賣出信用違約選擇權_原始值,信用有關契約-賣出信用違約選擇權_年增率(%),信用有關契約-其他_原始值,信用有關契約-其他_年增率(%),其他有關契約_原始值,其他有關契約_年增率(%),其他有關契約-遠期契約_原始值,其他有關契約-遠期契約_年增率(%),其他有關契約-交換_原始值,其他有關契約-交換_年增率(%),其他有關契約-選擇權_原始值,其他有關契約-選擇權_年增率(%),總計_原始值,總計_年增率(%)
1998M11,"4,956",...,"4,956",...,0,...,"4,956",...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,"701,983",...,"701,983",...,"191,550",...,"375,589",...,0,...,"67,826",...,"67,018",...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,"706,939",...,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"706,939",...
1998M12,"9,366",...,"9,366",...,"3,292",...,"5,365",...,709,...,0,...,0,...,0,...,0,...,0,...,0,...,"797,306",...,"797,306",...,"209,069",...,"484,487",...,"1,579",...,"50,848",...,"51,323",...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,"806,672",...,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"806,672",...
1999M01,"9,860",-58.14,"9,860",12.35,"2,584",406.67,"7,051",-14.70,80,--,145,--,0,-100.00,0,-100.00,0,-100.00,0,-100.00,0,-100.00,"779,298",-16.09,"779,298",-16.09,"203,241",-62.33,"392,105",35.16,"11,687",43.77,"84,923",34.77,"87,342",212.77,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,-100.00,0,-100.00,0,--,"789,158",-17.18,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"789,158",-17.18
1999M02,"5,225",-81.32,"4,951",-59.81,248,-22.74,"4,439",-62.33,165,--,99,-53.30,274,-98.25,137,-84.03,137,-88.38,0,-100.00,0,-100.00,"734,734",-34.25,"734,701",-34.25,"234,343",-60.67,"367,102",-13.08,"1,354",-60.29,"63,656",31.47,"68,246",44.03,33,--,0,--,0,--,33,--,0,--,0,--,0,--,0,--,0,-100.00,0,-100.00,0,--,"739,959",-35.42,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"739,959",-35.42
1999M03,"20,018",82.05,"19,744",337.01,"4,505",--,"14,089",219.41,416,--,734,585.98,274,-95.77,137,-94.70,137,-96.48,0,--,0,--,"858,613",-14.48,"858,597",-14.48,"260,276",-43.88,"431,683",-3.87,"18,988",82.51,"74,157",82.06,"73,493",83.67,16,--,0,--,0,--,16,--,0,--,0,--,0,--,0,--,0,-100.00,0,-100.00,0,--,"878,631",-13.47,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"878,631",-13.47
1999M04,"19,536",2.87,"19,536",44.34,0,--,"16,916",26.00,"1,015",--,"1,605","1,359.09",0,-100.00,0,-100.00,0,-100.00,0,--,0,--,"840,204",-11.81,"840,204",-11.81,"306,063",-20.27,"361,157",-20.14,"10,467",23.24,"79,436",47.61,"83,081",52.89,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"2,970",--,"2,970",--,0,--,"862,710",-11.22,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"862,710",-11.22
1999M05,"15,269",-16.49,"15,269",-15.07,"4,094",--,"11,072",-37.95,35,--,68,-50.00,0,-100.00,0,-100.00,0,-100.00,0,--,0,--,"746,803",-18.92,"746,803",-18.92,"220,202",-43.47,"350,103",-8.60,"12,445",-41.49,"80,728",28.85,"83,325",29.02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"1,886",--,"1,886",--,0,--,"763,958",-18.68,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"763,958",-18.68
1999M06,"36,438",76.76,"36,386",87.02,"9,686",--,"22,684",22.23,"2,008",627.54,"2,008",223.35,52,-95.51,26,-97.45,26,-81.43,0,--,0,--,"874,192",-9.38,"874,192",-9.38,"275,617",-14.73,"411,335",-2.05,"6,936",-64.86,"92,899",-10.26,"87,405",-11.01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,116,-80.00,116,-80.00,0,--,"910,746",-7.62,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"910,746",-7.62
1999M07,"13,967",-52.58,"13,911",-34.72,"4,160",-46.69,"9,751",23.93,0,-100.00,0,-100.00,56,-99.31,28,-99.54,28,-98.60,0,--,0,--,"868,755",4.68,"868,755",4.68,"244,806",-19.85,"413,306",11.35,"2,126",-74.45,"100,113",36.22,"108,404",51.68,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,686,--,686,--,0,--,"883,408",2.80,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"883,408",2.80
1999M08,"9,186",-63.51,"8,080",-50.39,701,11.80,"7,379",-46.58,0,-100.00,0,-100.00,"1,106",-87.55,553,-63.52,553,-92.50,0,--,0,--,"1,030,563",16.15,"1,030,563",16.16,"244,556",-2.69,"560,267",20.98,"2,413",7.87,"114,731",30.40,"108,596",31.54,0,-100.00,0,--,0,-100.00,0,--,0,--,0,--,0,--,0,--,"5,158",--,"5,158",--,0,--,"1,044,907",14.52,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,044,907",14.52
1999M09,"11,606",-80.76,"10,632",-80.99,"2,226",--,"7,770",-85.52,318,-71.17,318,-72.87,974,-77.88,487,-75.87,487,-79.58,0,--,0,--,"970,502",-7.67,"970,502",-7.67,"250,622",-8.43,"471,198",-18.90,954,177.33,"126,257",27.62,"121,471",25.05,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"1,410",--,"1,410",--,0,--,"983,518",-11.51,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"983,518",-11.51
1999M10,"44,189",93.57,"43,172",105.00,"20,633",452.57,"17,715",35.12,"2,412",16.24,"2,412",12.71,"1,017",-42.48,475,-50.21,542,-33.42,0,--,0,--,"819,016",-19.12,"819,016",-19.12,"163,300",-50.83,"440,188",-12.53,"14,035",805.48,"101,069",12.89,"100,424",16.42,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,464,--,464,--,0,--,"863,669",-16.59,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"863,669",-16.59
1999M11,"27,469",454.26,"26,894",442.66,"7,444",--,"14,063",183.76,"2,757",--,"2,630",--,575,--,321,--,254,--,0,--,0,--,"826,546",17.74,"826,546",17.74,"181,624",-5.18,"428,858",14.18,"7,370",--,"104,468",54.02,"104,226",55.52,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"854,015",20.80,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"854,015",20.80
1999M12,"23,256",148.30,"22,390",139.06,"9,189",179.13,"12,336",129.93,385,-45.70,480,--,866,--,433,--,433,--,0,--,0,--,"795,310",-0.25,"795,310",-0.25,"177,259",-15.22,"396,181",-18.23,"7,938",402.72,"101,522",99.66,"112,410",119.02,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,800,--,800,--,0,--,"819,366",1.57,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"819,366",1.57
2000M01,"14,795",50.05,"14,289",44.92,"1,535",-40.60,"12,295",74.37,214,167.50,245,68.97,506,--,253,--,253,--,0,--,0,--,"974,247",25.02,"974,247",25.02,"245,847",20.96,"405,045",3.30,"2,033",-82.60,"160,132",88.56,"161,190",84.55,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"3,704",--,"3,704",--,0,--,"992,746",25.80,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"992,746",25.80
2000M02,"30,294",479.79,"30,178",509.53,"6,454","2,502.42","16,804",278.55,"3,475","2,006.06","3,445","3,379.80",116,-57.66,58,-57.66,58,-57.66,0,--,0,--,"862,561",17.40,"862,561",17.40,"245,110",4.59,"303,314",-17.38,"5,869",333.46,"152,666",139.83,"155,602",128.00,0,-100.00,0,--,0,--,0,-100.00,0,--,0,--,0,--,0,--,"5,518",--,"5,518",--,0,--,"898,373",21.41,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"898,373",21.41
2000M03,"23,111",15.45,"23,111",17.05,"4,386",-2.64,"18,199",29.17,263,-36.78,263,-64.17,0,-100.00,0,-100.00,0,-100.00,0,--,0,--,"1,120,527",30.50,"1,120,527",30.51,"295,687",13.61,"491,128",13.77,"11,021",-41.96,"158,775",114.11,"163,916",123.04,0,-100.00,0,--,0,--,0,-100.00,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"1,143,638",30.16,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,143,638",30.16
2000M04,"18,240",-6.63,"18,182",-6.93,"3,908",--,"7,296",-56.87,"3,539",248.67,"3,439",114.27,58,--,29,--,29,--,0,--,0,--,"905,987",7.83,"905,987",7.83,"240,658",-21.37,"393,160",8.86,"1,982",-81.06,"135,704",70.83,"134,483",61.87,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"2,374",-20.07,"2,374",-20.07,0,--,"926,601",7.41,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"926,601",7.41
2000M05,"42,476",178.18,"42,293",176.99,"9,755",138.28,"21,438",93.62,"5,550","15,757.14","5,550","8,061.76",183,--,84,--,99,--,0,--,0,--,"1,136,330",52.16,"1,136,330",52.16,"253,399",15.08,"501,963",43.38,"9,714",-21.94,"186,084",130.51,"185,170",122.23,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,744,-60.55,744,-60.55,0,--,"1,179,550",54.40,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,179,550",54.40
2000M06,"30,249",-16.99,"30,205",-16.99,"16,527",70.63,"13,592",-40.08,0,-100.00,86,-95.72,44,-15.38,29,11.54,15,-42.31,0,--,0,--,"1,012,653",15.84,"1,012,653",15.84,"192,638",-30.11,"493,409",19.95,"11,017",58.84,"157,283",69.31,"158,306",81.12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"1,646","1,318.97","1,646","1,318.97",0,--,"1,044,548",14.69,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,044,548",14.69
2000M07,"24,168",73.04,"23,421",68.36,"7,560",81.73,"15,161",55.48,335,--,365,--,747,"1,233.93",359,"1,182.14",388,"1,285.71",0,--,0,--,"840,377",-3.27,"840,377",-3.27,"223,084",-8.87,"420,284",1.69,"2,844",33.77,"95,766",-4.34,"98,399",-9.23,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"8,144","1,087.17","8,144","1,087.17",0,--,"872,689",-1.21,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"872,689",-1.21
2000M08,"35,701",288.65,"35,167",335.24,"13,716","1,856.63","17,547",137.80,"1,864",--,"2,040",--,534,-51.72,281,-49.19,253,-54.25,0,--,0,--,"913,072",-11.40,"913,072",-11.40,"175,544",-28.22,"486,726",-13.13,"10,009",314.79,"117,449",2.37,"123,344",13.58,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"1,244",-75.88,"1,244",-75.88,0,--,"950,017",-9.08,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"950,017",-9.08
2000M09,"36,714",216.34,"35,574",234.59,"21,415",862.04,"13,993",80.09,0,-100.00,166,-47.80,"1,140",17.04,570,17.04,570,17.04,0,--,0,--,"1,064,927",9.73,"1,064,927",9.73,"247,483",-1.25,"491,525",4.31,"24,093","2,425.47","151,534",20.02,"150,292",23.73,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"16,883","1,097.38","16,883","1,097.38",0,--,"1,118,524",13.73,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,118,524",13.73
2000M10,"52,831",19.56,"52,059",20.59,"26,955",30.64,"24,877",40.43,0,-100.00,227,-90.59,772,-24.09,386,-18.74,386,-28.78,0,--,0,--,"1,114,157",36.04,"1,114,157",36.04,"296,297",81.44,"514,814",16.95,"26,089",85.89,"135,237",33.81,"141,720",41.12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"5,872","1,165.52","5,872","1,165.52",0,--,"1,172,860",35.80,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,172,860",35.80
2000M11,"57,626",109.79,"57,252",112.88,"38,011",410.63,"17,337",23.28,660,-76.06,"1,244",-52.70,374,-34.96,172,-46.42,202,-20.47,0,--,0,--,"1,132,059",36.96,"1,132,059",36.96,"290,004",59.67,"531,980",24.05,"19,491",164.46,"145,008",38.81,"145,576",39.67,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"7,601",--,"7,601",--,0,--,"1,197,286",40.19,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,197,286",40.19
2000M12,"72,281",210.81,"71,958",221.38,"43,440",372.74,"28,010",127.06,155,-59.74,353,-26.46,323,-62.70,176,-59.35,147,-66.05,0,--,0,--,"1,284,954",61.57,"1,284,954",61.57,"280,424",58.20,"517,337",30.58,"16,156",103.53,"232,589",129.10,"238,448",112.12,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"2,956",269.50,"2,956",269.50,0,--,"1,360,191",66.01,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,360,191",66.01
2001M01,"34,813",135.30,"34,751",143.20,"28,009","1,724.69","6,742",-45.16,0,-100.00,0,-100.00,62,-87.75,62,-75.49,0,-100.00,0,--,0,--,"981,183",0.71,"981,183",0.71,"233,321",-5.10,"415,095",2.48,"6,332",211.46,"161,795",1.04,"164,640",2.14,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,934,-74.78,934,-74.78,0,--,"1,016,930",2.44,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,016,930",2.44
2001M02,"38,046",25.59,"38,046",26.07,"17,858",176.70,"17,666",5.13,"1,132",-67.42,"1,390",-59.65,0,-100.00,0,-100.00,0,-100.00,0,--,0,--,"826,539",-4.18,"826,539",-4.18,"177,541",-27.57,"394,093",29.93,994,-83.06,"127,314",-16.61,"126,597",-18.64,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"5,262",-4.64,"5,262",-4.64,0,--,"869,847",-3.18,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"869,847",-3.18
2001M03,"52,107",125.46,"52,081",125.35,"31,973",628.98,"15,904",-12.61,"2,036",674.14,"2,168",724.33,26,--,26,--,0,--,0,--,0,--,"1,139,089",1.66,"1,139,089",1.66,"272,311",-7.91,"456,684",-7.01,"7,662",-30.48,"201,229",26.74,"201,203",22.75,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,"1,318",--,"1,318",--,0,--,"1,192,514",4.27,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,192,514",4.27
2001M04,"69,471",280.87,"69,199",280.59,"33,270",751.33,"32,769",349.14,"1,415",-60.02,"1,745",-49.26,272,368.97,167,475.86,105,262.07,0,--,0,--,"1,034,892",14.23,"1,034,892",14.23,"264,554",9.93,"428,701",9.04,"11,679",489.25,"166,228",22.49,"163,730",21.75,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,-100.00,0,-100.00,0,--,"1,104,363",19.18,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,104,363",19.18
2001M05,"88,966",109.45,"88,276",108.72,"20,537",110.53,"60,335",181.44,"3,702",-33.30,"3,702",-33.30,690,277.05,268,219.05,422,326.26,0,--,0,--,"1,143,835",0.66,"1,143,835",0.66,"332,275",31.13,"476,524",-5.07,"37,161",282.55,"147,599",-20.68,"150,276",-18.84,0,--,0,--,0,--,0,--,0,--,"1,033",--,"1,033",--,0,--,"3,909",425.40,"3,909",425.40,0,--,"1,237,743",4.93,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,237,743",4.93
2001M06,"100,497",232.23,"99,745",230.23,"39,573",139.44,"60,102",342.19,35,--,35,-59.30,752,"1,609.09",63,117.24,689,"4,493.33",0,--,0,--,"1,107,768",9.39,"1,107,768",9.39,"345,291",79.24,"462,631",-6.24,"39,943",262.56,"130,112",-17.28,"129,791",-18.01,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,268,-83.72,268,-83.72,0,--,"1,208,533",15.70,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,208,533",15.70
2001M07,"110,067",355.42,"109,836",368.96,"34,472",355.98,"68,483",351.71,"2,120",532.84,"4,761","1,204.38",231,-69.08,122,-66.02,109,-71.91,0,--,0,--,"1,127,495",34.17,"1,127,495",34.17,"292,433",31.09,"465,911",10.86,"41,223","1,349.47","159,137",66.17,"168,791",71.54,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,576,-92.93,576,-92.93,0,--,"1,238,138",41.88,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,-,--,"1,238,138",41.88
