期間,總計_原始值,總計_年增率(%),總計_原始值,總計_年增率(%),金屬、機械加工類_原始值,金屬、機械加工類_年增率(%),金屬、機械加工類_原始值,金屬、機械加工類_年增率(%),焊接、配管類_原始值,焊接、配管類_年增率(%),焊接、配管類_原始值,焊接、配管類_年增率(%),電機、電匠類_原始值,電機、電匠類_年增率(%),電機、電匠類_原始值,電機、電匠類_年增率(%),電子、儀表類_原始值,電子、儀表類_年增率(%),電子、儀表類_原始值,電子、儀表類_年增率(%),營建、土木類_原始值,營建、土木類_年增率(%),營建、土木類_原始值,營建、土木類_年增率(%),紡織、服飾類_原始值,紡織、服飾類_年增率(%),紡織、服飾類_原始值,紡織、服飾類_年增率(%),印刷、製版類_原始值,印刷、製版類_年增率(%),印刷、製版類_原始值,印刷、製版類_年增率(%),電腦設計類_原始值,電腦設計類_年增率(%),電腦設計類_原始值,電腦設計類_年增率(%),美容、美髮及其他服務類_原始值,美容、美髮及其他服務類_年增率(%),美容、美髮及其他服務類_原始值,美容、美髮及其他服務類_年增率(%),其他技工類_原始值,其他技工類_年增率(%),其他技工類_原始值,其他技工類_年增率(%),漁業人員_原始值,漁業人員_年增率(%),漁業人員_原始值,漁業人員_年增率(%)
2011M08,"1,665",-20.03,"2,603",30.54,500,-10.23,836,37.05,41,24.24,45,-2.17,199,-25.19,353,54.15,62,-62.20,354,144.14,105,101.92,185,37.04,52,160.00,23,-60.34,0,--,0,--,311,-11.90,194,-7.18,160,-39.39,355,57.08,34,-35.85,57,171.43,201,-37.19,201,-36.19
2011M09,"2,809",37.36,"1,159",-25.51,851,31.53,840,90.91,90,52.54,44,-38.03,274,10.93,95,-51.78,283,18.91,81,-25.69,129,50.00,0,-100.00,17,--,81,--,0,--,0,--,281,105.11,46,-71.43,736,73.58,378,8.93,90,80.00,40,-20.00,58,-63.06,54,-63.27
2011M10,"1,477",-7.28,"1,202",17.61,321,-38.15,390,12.72,66,4.76,19,-13.64,231,-1.28,104,-38.46,141,2.17,88,-24.14,12,-88.57,52,108.00,59,--,42,121.05,0,--,0,--,176,81.44,250,212.50,400,27.39,184,50.82,27,68.75,30,50.00,44,-58.88,43,-58.25
2011M11,982,-6.65,"1,112",5.60,275,3.77,198,47.76,33,-26.67,24,-52.94,39,18.18,89,-29.92,76,15.15,75,-9.64,0,--,0,-100.00,0,-100.00,0,-100.00,0,--,0,--,121,-57.24,178,36.92,263,155.34,375,49.40,0,-100.00,0,-100.00,175,26.81,173,33.08
2011M12,542,17.57,"4,796",8.88,212,216.42,"1,239",8.12,20,-35.48,185,24.16,16,-81.40,615,-10.35,24,-55.56,476,-5.37,0,-100.00,305,-1.61,0,-100.00,132,22.22,0,--,0,--,66,15.79,657,12.50,120,--,"1,020",35.28,44,12.82,127,-14.77,40,150.00,40,150.00
2012M01,"3,359",-8.55,450,129.59,966,17.23,176,81.44,196,18.79,80,77.78,439,-29.19,46,--,302,-35.47,0,-100.00,318,29.27,57,--,54,-49.53,0,--,0,--,0,--,419,9.11,13,--,608,-24.47,30,3.45,57,5.56,48,--,0,--,0,--
2012M02,"1,941",140.82,680,9.15,548,283.22,216,-12.55,80,--,0,-100.00,333,104.29,154,67.39,238,934.78,52,-18.75,48,-27.27,46,-13.21,109,251.61,0,--,0,--,0,--,252,44.83,119,22.68,280,57.30,93,111.36,53,89.29,0,--,0,--,0,--
2012M03,"1,404",-12.14,"1,465",26.62,501,-19.19,470,32.77,36,-20.00,83,151.52,179,2.29,96,-21.95,159,-30.87,209,64.57,96,54.84,39,116.67,0,-100.00,0,-100.00,0,--,0,--,118,-50.42,116,16.00,271,92.20,408,42.16,44,2.33,44,2.33,0,-100.00,0,-100.00
2012M04,"1,558",11.84,"1,638",-4.55,341,45.11,624,10.05,93,66.07,72,227.27,150,-38.02,183,-31.72,112,-8.94,181,-15.81,35,25.00,78,56.00,23,-56.60,0,--,0,--,0,--,304,36.32,191,14.37,464,29.61,309,-4.92,36,--,0,-100.00,0,-100.00,0,-100.00
2012M05,"2,011",-1.95,"1,528",31.27,597,-1.16,424,319.80,78,18.18,19,-72.86,187,23.03,130,-13.91,139,-39.83,160,50.94,82,-51.19,47,-43.37,30,--,72,188.00,0,--,0,--,247,-3.52,206,11.96,454,18.85,243,-14.74,50,78.57,80,--,147,-10.37,147,-7.55
2012M06,"1,462",129.87,"3,097",1.91,403,181.82,751,1.90,0,-100.00,120,1.69,133,3.91,436,-6.24,65,-20.73,216,-39.15,79,--,197,39.72,85,--,122,54.43,0,--,19,0.00,98,415.79,348,-17.73,472,637.50,752,50.70,30,-34.78,41,-53.93,97,-16.38,95,-16.67
2012M07,"3,299",-10.96,"1,849",61.91,908,1.68,561,62.61,208,16.85,110,66.67,522,-1.88,271,53.98,259,-27.45,147,568.18,175,-22.91,0,-100.00,111,-28.85,0,-100.00,24,0.00,0,--,334,-26.43,237,30.94,483,-36.20,290,69.59,37,-33.93,0,--,238,235.21,233,232.86
2012M08,"1,615",-3.00,"2,041",-21.59,497,-0.60,676,-19.14,29,-29.27,64,42.22,245,23.12,269,-23.80,139,124.19,160,-54.80,53,-49.52,193,4.32,24,-53.85,66,186.96,0,--,0,--,248,-20.26,141,-27.32,333,108.12,455,28.17,30,-11.76,0,-100.00,17,-91.54,17,-91.54
2012M09,"2,950",5.02,"1,672",44.26,999,17.39,495,-41.07,102,13.33,68,54.55,488,78.10,116,22.11,233,-17.67,25,-69.14,193,49.61,74,--,0,-100.00,52,-35.80,0,--,0,--,154,-45.20,179,289.13,616,-16.30,458,21.16,66,-26.67,114,185.00,99,70.69,91,68.52
2012M10,"1,973",33.58,"1,252",4.16,387,20.56,430,10.26,104,57.58,11,-42.11,264,14.29,163,56.73,21,-85.11,23,-73.86,39,225.00,0,-100.00,62,5.08,36,-14.29,0,--,0,--,370,110.23,180,-28.00,595,48.75,306,66.30,27,0.00,0,-100.00,104,136.36,103,139.53
2012M11,"1,274",29.74,"1,308",17.63,343,24.73,354,78.79,0,-100.00,0,-100.00,168,330.77,334,275.28,191,151.32,99,32.00,43,--,44,--,0,--,0,--,0,--,0,--,151,24.79,70,-60.67,303,15.21,333,-11.20,0,--,0,--,75,-57.14,74,-57.23
2012M12,509,-6.09,"4,503",-6.11,132,-37.74,"1,070",-13.64,0,-100.00,267,44.32,20,25.00,525,-14.63,20,-16.67,458,-3.78,28,--,285,-6.56,26,--,97,-26.52,0,--,0,--,22,-66.67,660,0.46,79,-34.17,856,-16.08,38,-13.64,142,11.81,144,260.00,143,257.50
2013M01,"4,832",43.85,796,76.89,"1,275",31.99,245,39.20,250,27.55,25,-68.75,800,82.23,137,197.83,486,60.93,37,--,296,-6.92,13,-77.19,99,83.33,0,--,0,--,0,--,555,32.46,85,553.85,"1,014",66.78,239,696.67,57,0.00,15,-68.75,0,--,0,--
2013M02,691,-64.40,429,-36.91,170,-68.98,103,-52.31,19,-76.25,19,--,75,-77.48,88,-42.86,20,-91.60,15,-71.15,53,10.42,23,-50.00,31,-71.56,27,--,0,--,0,--,121,-51.98,25,-78.99,101,-63.93,84,-9.68,101,90.57,45,--,0,--,0,--
2013M03,"1,543",9.90,"1,161",-20.75,526,4.99,410,-12.77,90,150.00,48,-42.17,236,31.84,141,46.88,67,-57.86,79,-62.20,77,-19.79,0,-100.00,52,--,0,--,0,--,0,--,146,23.73,87,-25.00,292,7.75,328,-19.61,57,29.55,68,54.55,0,--,0,--
2013M04,"1,428",-8.34,"2,027",23.75,375,9.97,547,-12.34,129,38.71,90,25.00,94,-37.33,228,24.59,101,-9.82,171,-5.52,56,60.00,116,48.72,0,-100.00,0,--,0,--,0,--,198,-34.87,297,55.50,296,-36.21,427,38.19,52,44.44,29,--,127,--,123,--
2013M05,"2,213",10.04,"1,269",-16.95,640,7.20,307,-27.59,70,-10.26,0,-100.00,176,-5.88,132,1.54,147,5.76,68,-57.50,131,59.76,56,19.15,0,-100.00,53,-26.39,0,--,0,--,200,-19.03,72,-65.05,721,58.81,386,58.85,0,-100.00,68,-15.00,128,-12.93,127,-13.61
2013M06,"1,498",2.46,"2,942",-5.00,429,6.45,832,10.79,0,--,178,48.33,115,-13.53,457,4.82,119,83.08,261,20.83,65,-17.72,206,4.57,110,29.41,127,4.10,0,--,18,-5.26,57,-41.84,272,-21.84,472,0.00,438,-41.76,36,20.00,59,43.90,95,-2.06,94,-1.05
2013M07,"3,443",4.36,"2,324",25.69,971,6.94,594,5.88,168,-19.23,135,22.73,582,11.49,354,30.63,212,-18.15,49,-66.67,248,41.71,68,--,74,-33.33,37,--,0,-100.00,0,--,313,-6.29,306,29.11,619,28.16,542,86.90,41,10.81,29,--,215,-9.66,210,-9.87
2013M08,"2,395",48.30,"2,673",30.97,684,37.63,"1,016",50.30,35,20.69,83,29.69,404,64.90,279,3.72,48,-65.47,232,45.00,62,16.98,168,-12.95,0,-100.00,25,-62.12,0,--,0,--,362,45.97,111,-21.28,580,74.17,644,41.54,101,236.67,0,--,119,600.00,115,576.47
2013M09,"3,542",20.07,"1,669",-0.18,998,-0.10,460,-7.07,245,140.20,36,-47.06,427,-12.50,199,71.55,273,17.17,59,136.00,176,-8.81,8,-89.19,102,--,69,32.69,0,--,0,--,373,142.21,209,16.76,841,36.53,497,8.52,50,-24.24,76,-33.33,57,-42.42,56,-38.46
2013M10,"1,296",-34.31,980,-21.73,466,20.41,227,-47.21,41,-60.58,37,236.36,158,-40.15,86,-47.24,53,152.38,16,-30.43,25,-35.90,0,--,31,-50.00,0,-100.00,0,--,0,--,107,-71.08,163,-9.44,285,-52.10,322,5.23,0,-100.00,0,--,130,25.00,129,25.24
2013M11,"1,228",-3.61,"1,349",3.13,351,2.33,314,-11.30,0,--,46,--,68,-59.52,190,-43.11,0,-100.00,20,-79.80,30,-30.23,18,-59.09,53,--,60,--,15,--,15,--,202,33.77,159,127.14,411,35.64,463,39.04,29,--,0,--,69,-8.00,64,-13.51
2013M12,"1,005",97.45,"5,487",21.85,209,58.33,"1,277",19.35,20,--,215,-19.48,106,430.00,816,55.43,22,10.00,407,-11.14,125,346.43,422,48.07,0,-100.00,160,64.95,0,--,0,--,67,204.55,637,-3.48,302,282.28,"1,316",53.74,86,126.32,170,19.72,68,-52.78,67,-53.15
2014M01,"4,041",-16.37,541,-32.04,926,-27.37,188,-23.27,166,-33.60,26,4.00,826,3.25,131,-4.38,304,-37.45,0,-100.00,341,15.20,39,200.00,154,55.56,0,--,0,--,0,--,341,-38.56,85,0.00,956,-5.72,72,-69.87,27,-52.63,0,-100.00,0,--,0,--
2014M02,"1,209",74.96,657,53.15,395,132.35,252,144.66,85,347.37,46,142.11,152,102.67,82,-6.82,47,135.00,32,113.33,22,-58.49,56,143.48,17,-45.16,0,-100.00,0,--,0,--,236,95.04,77,208.00,225,122.77,112,33.33,30,-70.30,0,-100.00,0,--,0,--
2014M03,"1,788",15.88,"1,432",23.34,479,-8.94,345,-15.85,103,14.44,50,4.17,225,-4.66,237,68.09,143,113.43,81,2.53,102,32.47,88,--,30,-42.31,20,--,25,--,0,--,194,32.88,90,3.45,351,20.21,391,19.21,34,-40.35,34,-50.00,102,--,96,--
2014M04,"1,486",4.06,"1,968",-2.91,417,11.20,655,19.74,60,-53.49,75,-16.67,223,137.23,298,30.70,97,-3.96,158,-7.60,94,67.86,115,-0.86,0,--,31,--,0,--,0,--,110,-44.44,172,-42.09,454,53.38,434,1.64,0,-100.00,0,-100.00,31,-75.59,30,-75.61
2014M05,"2,740",23.81,"1,458",14.89,903,41.09,436,42.02,106,51.43,40,--,306,73.86,189,43.18,160,8.84,54,-20.59,157,19.85,23,-58.93,86,--,67,26.42,0,--,0,--,282,41.00,168,133.33,530,-26.49,284,-26.42,40,--,30,-55.88,170,32.81,167,31.50
2014M06,"1,007",-32.78,"2,310",-21.48,265,-38.23,565,-32.09,20,--,149,-16.29,107,-6.96,387,-15.32,38,-68.07,165,-36.78,20,-69.23,177,-14.08,0,-100.00,57,-55.12,0,--,0,-100.00,109,91.23,195,-28.31,359,-23.94,526,20.09,59,63.89,59,0.00,30,-68.42,30,-68.09
2014M07,"3,495",1.51,"2,316",-0.34,646,-33.47,514,-13.47,204,21.43,62,-54.07,599,2.92,396,11.86,178,-16.04,47,-4.08,231,-6.85,66,-2.94,120,62.16,18,-51.35,0,--,0,--,328,4.79,288,-5.88,905,46.20,675,24.54,64,56.10,35,20.69,220,2.33,215,2.38
