期間,總計_原始值,總計_年增率(%),臺灣桃園國際機場_原始值,臺灣桃園國際機場_年增率(%),高雄國際機場_原始值,高雄國際機場_年增率(%),臺北松山機場_原始值,臺北松山機場_年增率(%),花蓮機場_原始值,花蓮機場_年增率(%),臺東機場_原始值,臺東機場_年增率(%),馬公機場_原始值,馬公機場_年增率(%),臺中機場_原始值,臺中機場_年增率(%),臺南機場_原始值,臺南機場_年增率(%),嘉義機場_原始值,嘉義機場_年增率(%),七美機場_原始值,七美機場_年增率(%),望安機場_原始值,望安機場_年增率(%),蘭嶼機場_原始值,蘭嶼機場_年增率(%),綠島機場_原始值,綠島機場_年增率(%),金門機場_原始值,金門機場_年增率(%),北竿機場_原始值,北竿機場_年增率(%),屏東機場_原始值,屏東機場_年增率(%),南竿機場_原始值,南竿機場_年增率(%)
2013M07,"4,699,349",4.61,"2,753,572",8.47,"476,993",2.28,"603,692",0.35,"24,887",-3.76,"40,115",-16.21,"301,989",-0.41,"200,704",7.41,"24,873",-7.59,"6,421",-34.62,"2,708",-0.62,303,11.40,"7,826",-12.83,"2,680",0.98,"219,084",-7.83,"8,258",-6.33,-,-,"24,911",6.15
2013M08,"4,583,600",10.21,"2,777,593",11.42,"458,012",9.53,"565,062",5.15,"25,823",20.82,"40,047",3.12,"247,365",8.55,"193,000",21.88,"26,901",22.86,"6,486",-18.88,"2,047",1.24,253,27.78,"7,561",6.85,"2,638",2.41,"199,618",1.98,"7,930",9.36,-,-,"23,078",20.77
2013M09,"4,177,031",17.08,"2,574,962",19.57,"402,724",17.81,"517,285",9.63,"22,352",1.48,"35,566",-7.20,"197,944",14.58,"161,770",27.63,"22,976",35.69,"5,776",-20.24,"2,236",10.20,198,-2.94,"6,652",-3.58,"2,767",0.18,"190,689",8.36,"10,264",32.92,-,-,"22,809",10.35
2013M10,"4,124,192",9.40,"2,628,141",13.64,"389,509",8.61,"483,341",0.97,"21,113",-14.38,"36,000",-4.41,"141,269",-1.57,"152,971",10.50,"22,397",13.63,"5,906",-6.59,"2,272",-3.36,182,-22.55,"7,165",10.50,"3,320",4.47,"197,476",-2.89,"8,634",-6.22,-,-,"24,325",-0.56
2013M11,"3,943,081",8.98,"2,557,956",10.87,"369,177",10.13,"460,214",4.87,"22,093",-11.62,"32,269",-2.50,"111,448",-3.86,"147,447",15.99,"22,985",25.39,"5,476",-6.18,"1,902",-2.96,194,-3.96,"4,391",6.63,"3,031",6.20,"178,847",-1.73,"6,463",-5.33,-,-,"19,188",40.03
2013M12,"3,965,461",7.36,"2,655,601",8.68,"373,973",11.97,"425,439",2.66,"20,516",-15.47,"31,596",-3.22,"104,416",-4.94,"143,694",16.53,"18,993",12.91,"5,498",-8.41,"2,067",5.46,162,2.53,"3,656",5.63,"3,289",22.59,"157,860",-3.03,"3,527",-27.68,-,-,"15,125",17.67
2014M01,"3,931,338",16.50,"2,600,523",16.33,"381,961",28.01,"433,722",11.40,"17,494",-11.78,"31,511",4.94,"112,907",12.72,"137,025",29.26,"19,861",24.91,"6,217",-4.10,"2,492",90.81,196,-6.67,"4,550",9.19,"3,198",11.39,"160,769",9.20,"3,567",-27.56,-,-,"15,345",26.18
2014M02,"3,996,132",5.07,"2,598,651",6.23,"399,256",13.65,"438,861",0.80,"17,997",-21.91,"30,411",-12.94,"126,048",-13.29,"152,849",22.26,"20,769",0.98,"6,986",-15.17,"2,451",-0.53,217,6.90,"4,725",-13.76,"2,691",-4.17,"174,670",-4.82,"4,928",-12.34,...,-,"14,521",13.77
2014M03,"4,294,463",9.97,"2,838,188",10.84,"419,236",16.60,"467,848",3.56,"17,866",-27.87,"33,256",-6.90,"128,924",1.24,"160,272",24.86,"23,628",40.10,"6,138",-2.26,"2,022",-11.08,165,-30.08,"5,679",-8.58,"3,146",2.54,"169,145",3.81,"4,804",-6.32,...,-,"14,071",2.25
2014M04,"4,573,034",11.74,"2,881,811",11.85,"475,708",18.90,"518,272",7.02,"19,551",-25.34,"35,444",-1.55,"194,934",4.26,"185,281",30.89,"29,333",66.86,"7,005",11.69,"2,199",0.37,264,-0.75,"7,187",6.25,"2,815",-2.49,"190,756",4.15,"6,142",-17.67,...,-,"16,232",14.33
2014M05,"4,696,672",21.08,"2,849,429",21.74,"481,980",30.49,"563,640",15.93,"19,370",-22.68,"35,370",-7.24,"263,009",10.44,"203,223",43.79,"32,413",72.24,"8,739",15.70,"1,754",-19.06,223,-5.51,"7,381",4.44,"2,860",0.39,"205,361",11.84,"5,494",-3.31,...,-,"16,257",35.95
2014M06,"4,850,555",13.42,"2,921,831",12.61,"488,183",23.02,"596,453",9.39,"17,330",-27.44,"36,260",-7.10,"279,728",10.13,"213,979",29.18,"32,084",60.37,"8,516",13.46,"2,164",-0.69,186,-15.45,"7,112",-9.36,"2,598",-1.25,"214,153",13.56,"7,226",-23.84,...,-,"22,616",21.73
2014M07,"5,164,843",9.91,"3,066,822",11.38,"551,137",15.54,"629,394",4.26,"19,136",-23.11,"36,158",-9.86,"298,059",-1.30,"232,691",15.94,"31,105",25.06,"9,990",55.58,"2,409",-11.04,281,-7.26,"7,445",-4.87,"2,712",1.19,"240,653",9.85,"8,242",-0.19,...,-,"28,443",14.18
